editors_choice,hotness,time_modified,title,uuid,url,price,picture_url,category,shipping,description,time_published
,3,,Kindle eBooks at Amazon,2169575,https://www.dealnews.com/Kindle-eBooks-at-Amazon-Up-to-80-off-from-1/2169575.html,"Up to 80% off, from $1","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/sdod2jpp00btzmf9i07z",EBOOKS,,"As one of its daily deals, Amazon takes <strong>up to 80% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090891,2169575"">Kindle eBooks</a>, with deals starting at <strong>99 cents</strong>. (All items are priced under $5.) Deal ends today. A couple of best bets:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169575"">Kelly Barnhill's <i>The Girl Who Drank the Moon</i> Kindle eBook</a> for <b>$1.99</b> (pictured, low by $7)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090876,2169575"">Marcus Sakey's <i>Afterlife</i> Kindle eBook</a> for <b>$1.99</b> ($8 less than paperback elsewhere)
 </li>
</ul>",2018-01-01T12:31:07-05:00
,,,Best Phone Deals: Snag an Unlocked Nokia Plus Extras for $47!,2169572,https://www.dealnews.com/features/best-phone-deals/,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/b31u8h2qs5n1x87ixewm",ROUNDUPS,,"Snag a cheap cell phone today and start your new year off right! Score a refurb Galaxy S5, or opt for a brand-new Nokia that'll remind you of the good ol' days. Check out these offers and more in our roundup of the week's best <a data-iref=""fp-feature-content-wide-body"" href=""https://www.dealnews.com/features/best-phone-deals/"">phone deals</a>.",2018-01-01T12:22:40-05:00
,4,,Magellan Outdoors Women's Winter Boots,2169560,https://www.dealnews.com/Magellan-Outdoors-Womens-Winter-Boots-for-20-free-shipping-w-25/2169560.html,$20,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/m8vgcu9remcr2utecup3",SHOES,free shipping w/ $25,"Academy Sports and Outdoors offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169560"">Magellan Outdoors Women's Winter Boots</a> in several styles (Front Zip Pac pictured) for <b>$19.99</b>. Pad your order <b>over $25</b> to bag free shipping, otherwise shipping adds $8.01. Excluding padding, that's a savings of $10 and the best deal we could find. They're available in select sizes from 6 to 10.",2018-01-01T12:15:00-05:00
,3,,Frontier Airlines Nationwide Winter Fares,2169557,https://www.dealnews.com/Frontier-Airlines-Nationwide-Winter-Fares-from-43-1-Way/2169557.html,from $43 1-Way,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/tdjsfk0cumhrlgma5m3m",AIRFARE,,"Frontier Airlines via DealBase discounts select <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169557"">Frontier Airlines Nationwide 1-Way Fares</a> with fares starting from <strong>$43.30</strong>. (On the DealBase landing page, click on ""Frontier Airlines"" in the top line to see this sale.) That's the best price we could find for select routes today by at least $5. This price is valid on flights departing from Denver, CO, (DEN) with arrival in Portland, OR, (PDX) on January 11. Book this travel deal by January 10 for travel through March 7.<br>
<br>
All prices, dates, and booking details were valid at the time of publication.",2018-01-01T11:58:01-05:00
True,3,,"250 4x6"" or 4x4"" Photo Prints w/ 16x20"" Print",2169554,https://www.dealnews.com/250-4-x6-or-4-x4-Photo-Prints-w-16-x20-Print-for-free-31-s-h/2169554.html,free,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/irop4otrnnp9msuqi7ap",PHOTO SERVICES,$31 shipping,"Shutterfly offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169554"">250 4"" x 6""</a> or <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090807,2169554"">4"" x 4"" Photo Prints</a> bundled with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090810,2169554"">16"" x 20"" Photo Print</a> for <strong>free</strong> via coupon code ""CELEBRATE"". (Coupon applies to glossy or matte prints only.) Shipping adds <strong>$31.19</strong> if you get both items. (You don't have to buy both items; shipping adds $24.20 or $6.99, respectively, if you only get one of the items.) That's a savings of up to $80 and one of the best deals we've seen on prints from Shutterfly this year, although we briefly saw unlimited free 4"" x 6"" or 4"" x 4"" prints in September.<br>
<br>
Shopping for other items? Coupon code ""NEWYEAR"" takes <b>50% off</b> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090813,2169554"">hardcover books and calendars</a> or <b>40% off</b> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090816,2169554"">everything else</a>. (Coupons don't stack.) Some exclusions apply. Both deals end January 3.",2018-01-01T11:55:17-05:00
,,,Southwest Rapid Rewards® Plus Credit Card,2168492,"https://www.dealnews.com/lw/click.html?20,2,2168492","40,000 points","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/bdvpkwrdh3pw8ey7wvmq",CREDIT CARDS,,"Sign up for a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168492"">Southwest Rapid Rewards® Plus Credit Card from Chase</a> and earn <strong>40,000 points</strong> after you spend <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089469,2168492"">$1,000 or more</a> in the first three months your account is open. You'll also earn <strong>3,000 bonus points</strong> after your Cardmember anniversary. Plus, earn unlimited points that don't expire as long as your card account is open. Cardmembers earn 2 points per $1 spent on Southwest® purchases and Rapid Rewards® Hotel and Car Rental Partner purchases, and 1 point per $1 spent on all other purchases. There are no blackout dates or seat restrictions when you redeem with points. Finally, bags fly free® and there are no change fees. A $69 annual fee applies.<br>
<br>
This card — and several more — can be found on our <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""http://dealnews.com/credit-cards/s1642/Chase/"">Chase Credit Card page</a>.        <div class=""article-disclaimer"">
            <p class=""article-disclaimer-text"">
                <a href=""#"" class=""article-disclaimer-link info"" data-panel=""article_disclaimer-dialog"" data-dialog_text=""DealNews has financial relationships with the credit card issuers mentioned on our site, and DealNews receives compensation if consumers choose to apply for these by clicking links in our content and ultimately sign up for these specific cards. This compensation has no impact or influence on where or how the cards appears on dealnews.com. DealNews does not include all card companies or all card offers available in the marketplace.&lt;br&gt;&lt;br&gt;
&lt;bold&gt;UGC Disclosure&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
These responses are not provided or commissioned by the bank advertiser. Responses have not been reviewed, approved or otherwise endorsed by the bank advertiser. It is not the bank advertiser's responsibility to ensure all posts and/or questions are answered.
&lt;bold&gt;Bank Disclaimer&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
This content is not provided or commissioned by the Bank Advertiser. Opinions expressed here are author's alone, not those of the Bank Advertiser, and have not been reviewed, approved or otherwise endorsed by the Bank Advertiser. This site may be compensated through the Bank Advertiser Affiliate Program."" data-dialog_title=""Advertiser Disclosure"">Advertiser Disclosure</a>
            </p>
        </div>",2017-12-29T15:35:48-05:00
,4,,Macy's New Year Sale,2169551,https://www.dealnews.com/Macys-New-Year-Sale-Extra-15-to-20-off-free-shipping-w-49/2169551.html,Extra 15% to 20% off,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/t5z4bqwzeiydtbpqnpkt",MACY'S COUPONS,free shipping w/ $49,"Ending today, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169551"">Macy's</a> takes an <strong>extra 15% to 20% off</strong> most items sitewide via coupon code ""JOY"" during its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090783,2169551"">New Year Sale</a>. (Eligible items and discounts are marked.) Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090786,2169551"">beauty item</a> (they start at $3) to bag <b>free shipping</b>; otherwise, shipping adds $10.95. (Orders of $49 or more also ship free, and in-store pickup may be available.) Some exclusions apply, including Deals of the Day, Specials, and Super Buys.",2018-01-01T11:54:29-05:00
,3,,NCL 4Nt Eastern Bahamas Cruise,2169548,https://www.dealnews.com/NCL-4-Nt-Eastern-Bahamas-Cruise-from-558-for-2/2169548.html,from $558 for 2,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/uxtvxx6zluugrxov7d7w",CRUISES,,"Norwegian Cruise Line offers a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169548"">Norwegian Cruise Line 4-Night Bahamas Cruise for two</a> with prices starting from <strong>$558</strong>, as seen on Travelzoo. That's the lowest price we could find for such a cruise by $80. This roundtrip cruise aboard the Norwegian Sky departs from Miami, FL, on January 22. Additional fees and taxes apply. Book this travel deal by January 21.",2018-01-01T11:41:41-05:00
True,3,,"Xbox One S 500GB, Forza Horizon 3 Hot Wheels",2169545,https://www.dealnews.com/Xbox-One-S-500-GB-Forza-Horizon-3-Hot-Wheels-for-180-free-shipping/2169545.html,$180,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zullyhp0ooyxglusqjvs",CONSOLES,free shipping,"Newegg offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169545"">Microsoft Xbox One S Forza Horizon 3 Hot Wheels 500GB Console Bundle</a> in White for $199.99. Coupon code ""EMCPEPE52"" drops it to <b>$179.99</b>. With <strong>free shipping</strong>, that's $12 under our mention from two weeks ago and the best price we've seen. (It's the best deal today by $19.) Deal ends January 7.<br>
<br>
It features 4K Ultra HD video and Blu-ray support, High Dynamic Range, a streamlined wireless controller, integrated power supply, IR blaster, and vertical stand. The bundle includes downloads of Forza Horizon 3 and the Hot Wheels expansion.",2018-01-01T11:33:32-05:00
,3,,Masione Mechanical Keyboard,2169536,https://www.dealnews.com/Masione-Mechanical-Keyboard-for-50-free-shipping/2169536.html,$50,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/nxdlncu0yzf8laapdoq9",KEYBOARDS,free shipping,"Happy Tao via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169536"">Masione Mechanical Keyboard</a> for $81.99. Coupon code ""DPL4L6BJ"" drops it to <b>$49.99</b>. With <b>free shipping</b>, that's $32 off and the lowest price we could find. Features include blue switches, five backlight settings, three macro LEDs, and phone cradle. Deal ends January 14.",2018-01-01T11:24:58-05:00
,4,,Open-Box Insignia Stereo Bluetooth Soundbar,2169542,https://www.dealnews.com/Open-Box-Insignia-Stereo-Bluetooth-Soundbar-for-28-free-shipping/2169542.html,$28,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/vt3yldskpdhueycrihyn",SPEAKERS,free shipping,"Best Buy via eBay offers the open-box <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169542"">Insignia Stereo Bluetooth Soundbar</a> for <strong>$27.99</strong> with <b>free shipping</b>. That's $52 under list price for a new one and the best deal we've seen for this model in any condition.<br>
<br>
Note: A 1-year warranty applies, although it's unclear who backs it.",2018-01-01T11:22:53-05:00
,4,,Nature's Bakery Whole Wheat Fig Bar 12-Pack,2169539,https://www.dealnews.com/Natures-Bakery-Whole-Wheat-Fig-Bar-12-Pack-for-4-free-shipping/2169539.html,$4,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/sg5h3otemox9bcbph9wv",GROCERIES,free shipping,"Amazon offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169539"">Nature's Bakery Whole Wheat Fig Bar 12-Pack</a> in Apple Cinnamon for $4.43. Order via Subscribe & Save to cut the price to <strong>$4.21</strong> and net <strong>free shipping</strong>. That's a buck less than our November mention and $2 under what you'd pay in-store locally for any flavor.<br>
<br>
Note: Remember to cancel your subscription once your order ships to avoid being billed for subsequent purchases.",2018-01-01T11:19:11-05:00
,4,,Sperry for J.Crew Men's 2-Eye Boat Shoes,2169533,https://www.dealnews.com/Sperry-for-J.Crew-Mens-2-Eye-Boat-Shoes-for-34-5-s-h/2169533.html,$34,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/oh1vvefnzmft0weuwtsf",SHOES,$5 shipping,"Today only, J.Crew offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169533"">Sperry for J.Crew Men's Authentic Original 2-Eye Broken-In Boat Shoes</a> in Mercury Grey for $67.99. Coupon code ""HOORAY"" cuts them to <b>$33.99</b>. With <b>$5</b> for shipping, that's a savings of $64 off list price. They're available in sizes 7 to 13.<br>
<br>
Note: These shoes are final sale and can't be returned or exchanged.",2018-01-01T11:15:14-05:00
True,5,,Banana Republic Sale,2169530,https://www.dealnews.com/Banana-Republic-Sale-Extra-60-off-free-shipping-w-50/2169530.html,Extra 60% off,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/dvhcll0wqzzeyxqkzmxo",CLOTHING & ACCESSORIES,free shipping w/ $50,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169530"">Banana Republic</a> cuts an <strong>extra 60% off</strong> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090732,2169530"">sale items</a>. (Discount applies in cart.) That's tied with last week's mention as the largest extra discount we've seen on sale items from Banana Republic since this promotion came around a year ago. Shipping adds <strong>$7</strong>, or spend $50 or more (before in-cart discount) to bag free shipping.<br>
<br>
Have your eye on newer styles instead? Take <b>40% off</b> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090735,2169530"">regular-priced items</a> via coupon code ""BRFUTURE"". Some exclusions may apply. Both deals end January 2.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s299/Banana-Republic/"">Banana Republic Coupons</a>.</p>",2018-01-01T11:10:03-05:00
True,4,,"Seagate 2TB 3.5"" SATA 6Gbps Internal HDD",2169527,https://www.dealnews.com/Seagate-2-TB-3.5-SATA-6-Gbps-Internal-HDD-for-43-free-shipping/2169527.html,$43,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/axgvy9bac4dvk85vnibc",INTERNAL HARD DRIVES,free shipping,"Newegg offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169527"">Seagate Barracuda 2TB 3.5"" Serial ATA 6Gb/s Internal Hard Drive</a> for $54.99. Coupon code ""18TBEST07"" cuts it to <strong>$42.99</strong>. With <strong>free shipping</strong>, that's the lowest price we could find by $12, although most stores charge $65 or more. (It's a very low price for a 2TB in general.) It features a 64MB cache.",2018-01-01T11:07:09-05:00
,,,Dell Member Purchase Program,2168309,https://www.dealnews.com/Dell-Member-Purchase-Program-Up-to-30-off-free-shipping/2168309.html,Up to 30% off,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/n4kjqjecsrrpu9icfevm",COMPUTERS,free shipping,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168309"">Dell Home</a>, via its Member Purchase Program, offers discounts of <strong>up to 30% off</strong> select <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088845,2168309"">laptops, desktops, tablets, electronics, and accessories</a>. Plus, <b>free shipping</b> applies to most items.",2018-01-01T00:01:00-05:00
,3,,Wenger Men's Silver Dial Leather Strap Watch,2169176,https://www.dealnews.com/Wenger-Mens-Silver-Dial-Leather-Strap-Watch-for-61-free-shipping/2169176.html,$61,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wugvev1gp5qayxlwuawp",WATCHES,free shipping,"Certified Watch Store via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169176"">Wenger Men's Silver Dial Leather Strap Watch</a> for <strong>$60.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $17. It features a stainless steel face, leather strap, quartz movement, and water resistance to 330 feet.",2018-01-01T10:56:04-05:00
,4,,Alpine Swiss Men's Thermal Leather Gloves,2169515,https://www.dealnews.com/Alpine-Swiss-Mens-Thermal-Leather-Gloves-for-10-free-shipping/2169515.html,$10,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/f9fbt0rc5isgph7f8a8d",ACCESSORIES,free shipping,"Art of Deals via eBay continues to offer the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169515"">Alpine Swiss Men's Dressy Thermal Lined Leather Wrist Strap Gloves</a> in Brown or Black for <strong>$9.99</strong> with <strong>free shipping</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090678,2169515"">Alpine Swiss via Amazon</a> charges the same.) That's tied with last week's mention and the lowest price we could find today by $6. They're available in sizes S to XXL.",2018-01-01T10:55:45-05:00
,3,,Women's Sherpa Non-Skid Slipper Socks 2pk,2169467,https://www.dealnews.com/Womens-Sherpa-Non-Skid-Slipper-Socks-2-pk-for-10-free-shipping/2169467.html,$10,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/mgsm03aawe7c01wsu70t",SOCKS,free shipping,"Deal Genius offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169467"">Women's Sherpa Lined Non-Skid Slipper Socks 2-Pack</a> in Navy/Gray or Red/White for <b>$9.99</b> with <b>free shipping</b>. That's the lowest price we could find by $15. They fit women's shoe sizes 4 to 10.",2018-01-01T10:55:23-05:00
True,3,2018-01-01T13:05:55-05:00,Used Nintendo Wii U 32GB Console,2169518,https://www.dealnews.com/Used-Nintendo-Wii-U-32-GB-Console-for-130-9-s-h/2169518.html,$130,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/atkqlfo4roahrvgzyefv",CONSOLES,$9 shipping,"GameStop offers the used <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169518"">Nintendo Wii U 32GB Console</a> in Black for <strong>$129.99</strong> plus <strong>$8.99</strong> for shipping. That's $36 under our November refurb mention (although that came bundled with a game) and the lowest price we've seen for this console in any condition. (It's $41 below the best deal for a refurb now.) The console includes the Wii U GamePad controller and sensor bar.<br>
<br>
Also available is the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090687,2169518"">Nintendo Wii U 8GB Console</a> in White for <b>$109.99</b>. Choose in-store <b>pickup</b> to avoid the $7.49 shipping fee. That's the best deal we could find for a used unit today by $129 and the lowest price we've seen for it in any condition.<br>
<br>
Note: No warranty information for either item is provided; however, each item is covered by a 7-day money-back guarantee.",
True,4,2018-01-01T13:04:10-05:00,Refurb Nintendo DS Game Systems,2169512,https://www.dealnews.com/Refurb-Nintendo-DS-Game-Systems-from-15-pickup-at-Game-Stop/2169512.html,from $15,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/og2ihiilm2wck2xjl4hw",CONSOLES,pickup at GameStop,"GameStop offers a selection of refurbished Nintendo DS game systems from <strong>$14.99</strong>, as listed below. Choose in-store <strong>pickup</strong> to avoid the $5.99 shipping fee. The deals:
<ul>
 <li>Refurbished <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090693,2169512"">Nintendo DS Lite Game System</a> for <strong>$14.99</strong> ($20 off)
 </li>
 <li>refurbished <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090675,2169512"">Nintendo DSi Game System</a> for <strong>$19.99</strong> ($20 off)
 </li>
 <li>refurbished <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169512"">Nintendo DSi XL Game System</a> for <strong>$29.99</strong> (pictured, $20 off)
 </li>
</ul>
Note: No warranty info is provided.",
,2,,"Jabbawockeez ""Jreamz"" Ticket in Las Vegas",2169521,https://www.dealnews.com/Jabbawockeez-Jreamz-Ticket-in-Las-Vegas-from-63/2169521.html,from $63,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/cj8apauoknoxbnkzgva0",THINGS TO DO,,"Travelzoo offers a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169521"">Ticket to Jabbawockeez ""Jreamz""</a> at the MGM Grand Hotel in Las Vegas, NV, with prices starting from <strong>$49.78</strong> plus <strong>$13.44</strong> in taxes and service fees. That's $36 off list and the lowest price we could find. The Jabbawockeez are currently known for their recent appearance in Aziz Ansari's Master of None: Season 2, and perform most Thursdays through Mondays. Book this travel deal by February 20 for shows through December 31.",2018-01-01T10:52:43-05:00
,3,,"American Tourister 20"" Spinner Case",2169434,https://www.dealnews.com/American-Tourister-20-Spinner-Case-for-50-free-shipping/2169434.html,$50,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/lyqvke8fdxds14klkddr",LUGGAGE & TRAVEL GEAR,free shipping,"Samsonite via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169434"">American Tourister 20"" Wavebreaker Spinner Case</a> in several colors (Summer Sky pictured) for <strong>$49.99</strong> with <strong>free shipping</strong>. That's tied with our June mention, $110 off, and the lowest price we could find.<br>
<br>
It's also available in a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090417,2169434"">28"" size</a> for <strong>$69.99</strong> with <strong>free shipping</strong>.",2018-01-01T10:47:29-05:00
True,4,2018-01-01T13:03:36-05:00,Larabar 1.7-Oz. Fruit and Nut Bar 16-Pack,2169509,https://www.dealnews.com/Larabar-1.7-Oz.-Fruit-and-Nut-Bar-16-Pack-for-8-free-shipping/2169509.html,$8,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/tybedqpsdzfpjh9stokc",GROCERIES,free shipping,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169509"">Larabar 1.7-oz. Gluten Free Bar 16-Pack</a> in Cashew Cookie for <strong>$8.63</strong> with <strong>free shipping</strong> via the steps below. That's $1 under last month's mention and about $5 less than you'd pay in-store locally. To get this deal:
<ol>
 <li>View the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091044,2169509"">Larabar 1.7-oz. Bar 16-Pack</a> in Cashew Cookie for $12.24
 </li>
 <li>clip the <strong>$3.50 off</strong> coupon on the product page
 </li>
 <li>order via Subscribe &amp; Save for a final price of <strong>$8.13</strong> with <strong>free shipping</strong>
 </li>
</ol>
Be sure to cancel Subscribe & Save after your order ships to avoid being billed for subsequent shipments.",
,3,,Spirit Airlines Fares to Boston,2169506,https://www.dealnews.com/Spirit-Airlines-Fares-to-Boston-from-93-Roundtrip/2169506.html,from $93 Roundtrip,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zezd7pazt9i27ghu9u01",AIRFARE,,"Spirit Airlines via ShermansTravel offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169506"">Spirit Airlines Roundtrip Flights to Boston, MA</a>, with prices starting from <strong>$92.60</strong>. (On the ShermansTravel landing page, click on ""Spirit.com"" in the main paragraph to book.) This price is valid on flights departing from Orlando, FL, (MCO) with arrival in Boston, MA, (BOS) on January 17 with return on January 23. That's the lowest price we could find for select routes by at least $12. Book this travel deal by January 31.<br>
<br>
All prices, dates, and booking details were valid at the time of publication.",2018-01-01T10:41:02-05:00
