time_published,picture_url,title,category,editors_choice,time_modified,shipping,url,price,uuid,description,hotness
,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/az6txmeyrkibi9kc9rse",Alpine Swiss Men's Leather Zip Around Wallet,ACCESSORIES,,2018-01-06T21:35:42-05:00,free shipping w/ Prime,https://www.dealnews.com/Alpine-Swiss-Mens-Leather-Zip-Around-Wallet-for-13-free-shipping-w-Prime/2173262.html,$13,2173262,"Alpine Swiss Store via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173262"">Alpine Swiss Men's Leather Zip Around Wallet</a> in several colors (Antique Brown pictured) for <strong>$12.74</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $2. It features a zipper closure, card case, and two separate bill compartments.",5
2018-01-06T13:04:45-05:00,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/xd1fs7vsnvalepm26mdz",Young Adult Books at Amazon,BOOKS,,,free shipping w/ Prime,https://www.dealnews.com/Young-Adult-Books-at-Amazon-Up-to-50-off-from-5-free-shipping-w-Prime/2173247.html,Up to 50% off; from $5,2173247,"Amazon takes <b>up to 50% off</b> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17099105,2173247"">young adult books</a>, with prices starting from <b>$4.99</b>. Plus, Amazon Prime members bag <b>free shipping</b>. A couple of best bets:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17099051,2173247"">Gwenda Bond's <i>Girl on a Wire</i></a> for <b>$4.99</b> (same at <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17099054,2173247"">Walmart</a>; low by $2)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173247"">Carrie Anne Noble's <i>The Mermaid's Sister</i></a> for <b>$5.99</b> (pictured, same at <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17099057,2173247"">Walmart</a>; low by $4)
 </li>
</ul>",3
2018-01-06T13:03:32-05:00,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/uhbqfaxqjh9yaxaghdfy",Optimum Nutrition 100% Whey Protein 10-lb Bag,SUPPLEMENTS,,,free shipping,https://www.dealnews.com/Optimum-Nutrition-100-Whey-Protein-10-lb-Bag-for-62-free-shipping/2173229.html,$62,2173229,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173229"">Optimum Nutrition 100% Whey Gold Standard Protein Powder 10-lb. Bag</a> in Double Rich Chocolate for $65.61. Order via Subscribe & Save to drop it to <b>$62.33</b>. With <b>free shipping</b>, that's the lowest price we could find by $38. It offers 24g of whey protein per serving.<br>
<br>
Be sure to cancel Subscribe & Save after your order ships to avoid being charged for subsequent orders.",3
2018-01-06T12:56:13-05:00,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ktnvv6g48jejo1ggajt3",Ergotron WorkFit-T Sit-Stand Workstation,COMPUTER ACCESSORIES,,,free shipping,https://www.dealnews.com/Ergotron-Work-Fit-T-Sit-Stand-Workstation-for-350-free-shipping/2173259.html,$350,2173259,"Hayneedle offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173259"">Ergotron WorkFit-T Sit-Stand Desktop Workstation</a> in White for <strong>$350.16</strong> with <strong>free shipping</strong>. Excluding the mention below, that's the lowest price we could find by $19. It creates a standing desk when you place it on top of your existing work surface.<br>
<br>
Prefer black? <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17099075,2173259"">Dell</a> has it for $359.99 with free shipping.",3
,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/herrwb4u2t2vypt02rtt",Dungeonism for iPhone and iPad,IPHONE / IPOD APPS,,2018-01-06T21:55:21-05:00,,https://www.dealnews.com/Dungeonism-for-iPhone-and-iPad-for-free/2173226.html,free,2173226,"iTunes offers downloads of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173226"">Dungeonism for iPhone and iPad</a> for <strong>free</strong>. That's $2 off list and the first time this retro-styled dungeon crawler has been free.",4
,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/dqq9brvrujj5s1jqlw5r",Streets of Rage Classic for iOS / Android,IPHONE / IPOD APPS,,2018-01-06T21:34:28-05:00,,https://www.dealnews.com/Streets-of-Rage-Classic-for-iOS-Android-for-free/2173217.html,free,2173217,"iTunes offers downloads of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173217"">Streets of Rage Classic for iPhone and iPad</a> for <strong>free</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17099030,2173217"">Google Play</a> also has the Android version for free.) That's $1 off list and the lowest price we could find for this classic side-scrolling brawler.",5
,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/rsfnuouggnxa4whn8qvp",Habit List for iPhone / iPad,IPHONE / IPOD APPS,,2018-01-06T21:34:03-05:00,,https://www.dealnews.com/Habit-List-for-iPhone-iPad-for-free/2173214.html,free,2173214,"iTunes offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173214"">Habit List for iPhone and iPad</a> for <strong>free</strong>. That's $4 off list and the best we could find. It allows you to track your progress, view trends over time, and features flexible scheduling to reach your goals.",5
,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/mh4lcbueiga0ul6spa1d",Kubic for iPhone and iPad,IPHONE / IPOD APPS,,2018-01-06T21:33:17-05:00,,https://www.dealnews.com/Kubic-for-iPhone-and-iPad-for-free/2173220.html,free,2173220,"iTunes offers downloads of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173220"">Kubic for iPhone and iPad</a> for <strong>free</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17099033,2173220"">Google Play</a> has the Android version for free too.) That's $2 off list and the lowest price we could find. It features iPhone X support, reduced file size, and a new zoom and drag feature.",5
,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/y83q0ecfkohg5sj1yrd0",Meditation Studio for iPhone and iPad,IPHONE / IPOD APPS,,2018-01-06T21:55:08-05:00,,https://www.dealnews.com/Meditation-Studio-for-iPhone-and-iPad-for-free/2173223.html,free,2173223,"iTunes offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173223"">Meditation Studio for iPhone and iPad</a> for <strong>free</strong>. That's $4 off list and the lowest price we could find. It features guided and unguided meditation settings. Three subscription tiers are available.",4
2018-01-03T12:34:27-05:00,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/dgnflhffkigi97koojiy",Chase Sapphire Reserve℠ Card,CREDIT CARDS,,,,"https://www.dealnews.com/lw/click.html?20,2,2171069","50,000 bonus points",2171069,"Sign up for the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171069"">Chase Sapphire Reserve℠ Credit Card</a> and earn <strong>50,000 bonus points</strong> after you spend <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17094638,2171069"">$4,000 or more</a> on purchases in the first three months from account opening – that's $750 toward travel when you redeem through Chase Ultimate Rewards®. Plus, automatically receive <strong>up to $300 in statement credits</strong> as reimbursement for travel purchases charged to your card each account anniversary year. Also, earn <strong>3X points</strong> for every $1 spent on travel and dining at restaurants worldwide, and 1 point for every $1 spent on all other purchases. There's a $450 annual fee; $75 for each authorized user. For more terms and conditions, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17094641,2171069"">click here</a>.<br>
<br>
This card — and several more — can be found on our <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""http://dealnews.com/credit-cards/s1642/Chase/"">Chase Credit Card page</a>.        <div class=""article-disclaimer"">
            <p class=""article-disclaimer-text"">
                <a href=""#"" class=""article-disclaimer-link info"" data-panel=""article_disclaimer-dialog"" data-dialog_text=""DealNews has financial relationships with the credit card issuers mentioned on our site, and DealNews receives compensation if consumers choose to apply for these by clicking links in our content and ultimately sign up for these specific cards. This compensation has no impact or influence on where or how the cards appears on dealnews.com. DealNews does not include all card companies or all card offers available in the marketplace.&lt;br&gt;&lt;br&gt;
&lt;bold&gt;UGC Disclosure&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
These responses are not provided or commissioned by the bank advertiser. Responses have not been reviewed, approved or otherwise endorsed by the bank advertiser. It is not the bank advertiser's responsibility to ensure all posts and/or questions are answered.
&lt;bold&gt;Bank Disclaimer&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
This content is not provided or commissioned by the Bank Advertiser. Opinions expressed here are author's alone, not those of the Bank Advertiser, and have not been reviewed, approved or otherwise endorsed by the Bank Advertiser. This site may be compensated through the Bank Advertiser Affiliate Program."" data-dialog_title=""Advertiser Disclosure"">Advertiser Disclosure</a>
            </p>
        </div>",
,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/u69ikynnlwqjmypr8ypd",Afterlight for iPhone and iPad,IPHONE / IPOD APPS,,2018-01-06T21:32:58-05:00,,https://www.dealnews.com/Afterlight-for-iPhone-and-iPad-for-free/2173196.html,free,2173196,"iTunes offers downloads of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173196"">Afterlight for iPhone and iPad</a> for <strong>free</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17099021,2173196"">Google Play</a> also has the Android version for free.) That's $1 off list and the lowest price we could find. It features 128 adjustable frames, 78 textures, 79 filters, and 15 adjustment tools.",5
,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/gszufxtxjvyc0xaj1nns",Frederick's of Hollywood Semi-Annual Sale,INTIMATES,,2018-01-06T21:54:55-05:00,free shipping w/ $75,https://www.dealnews.com/Fredericks-of-Hollywood-Semi-Annual-Sale-Up-to-70-off-20-off-free-shipping-w-75/2173202.html,Up to 70% off + 20% off,2173202,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173202"">Frederick's of Hollywood</a> takes up to <strong>70% off</strong> sitewide during its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17099015,2173202"">Semi-Annual Sale</a>. (Prices are as marked.) Plus, take an <b>extra 20% off</b> via coupon code ""ABX220"". Shipping starts at <strong>$9.95</strong>, but orders of $75 or more (after discount) qualify for free shipping. Deal ends January 8.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s714/Fredericks-of-Hollywood/"">Frederick's of Hollywood Coupons</a>.</p>",4
2018-01-06T11:38:45-05:00,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ybahtpapsyjz2xjxddoi",Dell AMD W4100 2GB Graphics Card,VIDEO CARDS,,,free shipping,https://www.dealnews.com/Dell-AMD-W4100-2-GB-Graphics-Card-for-114-free-shipping/2173193.html,$114,2173193,"Dell Home, via its Member Purchase Program, offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173193"">Dell AMD FirePro W4100 2GB 128-bit GDDR5 PCI-Express 3.0 x16 Video Card</a> for <strong>$113.99</strong> with <strong>free shipping</strong>. That's $19 under our October mention and the lowest price we could find today by $66. It supports display resolutions up to 4096x2160 and features four mini DisplayPort outputs, an active fansink cooler, and support for OpenCL 1.2, OpenGL 4.5, and DirectX 12.",3
2018-01-06T11:33:37-05:00,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/fsxnxj5kuaun2mm0wbc1","Refurb TCL 55"" 4K LED UHD Roku Smart TV",TVS,,,pickup at Walmart,https://www.dealnews.com/Refurb-TCL-55-4-K-LED-UHD-Roku-Smart-TV-for-335-pickup-at-Walmart/2173199.html,$335,2173199,"Walmart continues to offer the refurbished <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173199"">TCL 55"" 4K LED-Backlit Ultra HD Roku Smart Television</a>, model no. 55S401, for <strong>$335</strong> with <strong>free shipping</strong>. That's tied with our refurb mention from two weeks ago and $65 under the lowest price we could find for a new one today. It features content streaming via Roku TV (Netflix, YouTube, Hulu Plus, more), USB, and three HDMI inputs.<br>
<br>
Note: A 90-day warranty applies, but it's unclear who backs it.",3
2018-01-06T11:24:26-05:00,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/jqaobuzdu9psncsgb6ff",Dell Dual Monitor Arm,MONITORS,,,free shipping,https://www.dealnews.com/Dell-Dual-Monitor-Arm-for-190-free-shipping/2173181.html,$190,2173181,"Dell Home, via its Member Purchase Program, offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173181"">Dell Dual Monitor Arm</a> for <strong>$189.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $41. It features a -20° to 60° tilt, 11.9 cm lift, 180° pan, and is compatible with any VESA compliant monitors.",2
2018-01-06T11:23:02-05:00,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wwf3evfi4gdcnolkzhjl",MuscleTech Whey Protein Powder 10-lb. Bag,SUPPLEMENTS,,,free shipping,https://www.dealnews.com/Muscle-Tech-Whey-Protein-Powder-10-lb.-Bag-for-52-free-shipping/2173157.html,$52,2173157,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173157"">MuscleTech NitroTech Whey Protein Powder 10-lb. Bag</a> in Milk Chocolate for <strong>$52.20</strong> with <strong>free shipping</strong> via the steps below. That's the lowest price we could find by $32. It delivers 30g of whey protein per serving. To get this deal:
<ol>
 <li>Select <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17099009,2173157"">MuscleTech Whey Protein Powder 10-lb. Bag</a> in Milk Chocolate for $84.94
 </li>
 <li>clip the 10% off coupon on the product page
 </li>
 <li>order via Subscribe &amp; Save to drop it to <strong>$52.20</strong> in-cart
 </li>
</ol>
Note: Be sure to cancel your subscription once your order ships to avoid being billed for further shipments.",3
2018-01-06T11:20:35-05:00,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/kcxofirt0dch8nf1yumo",Quadro Nvidia P1000 4GB Video Card,VIDEO CARDS,,,free shipping,https://www.dealnews.com/Quadro-Nvidia-P1000-4-GB-Video-Card-for-261-free-shipping/2173190.html,$261,2173190,"Dell Home, via its Member Purchase Program, offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173190"">Quadro Nvidia P1000 4GB Video Card</a> for <strong>$261.24</strong> with <strong>free shipping</strong>. That's $264 off list and the lowest price we could find. It features four mini DisplayPort 1.4 connectors and Nvidia Mosaic, Iray, and MentalRay support.",3
2018-01-06T11:15:27-05:00,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/guqaybvxnr83cq3gno2u",Udemy Cryptocurrency Trading Course,SOFTWARE,,,,https://www.dealnews.com/Udemy-Cryptocurrency-Trading-Course-for-11/2173184.html,$11,2173184,"Udemy offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173184"">Cryptocurrency Trading Course</a> for <strong>$10.99</strong>. That's $189 off and the lowest price we could find, although we saw it for a buck less in November. The course contains lifetime access to 3.5 hours of video content. Deal ends January 10.",3
2018-01-06T11:13:16-05:00,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/gswwtxh0aiwmiws310dh",Dell Slim Single Monitor Arm,MONITORS,,,free shipping,https://www.dealnews.com/Dell-Slim-Single-Monitor-Arm-for-63-free-shipping/2173178.html,$63,2173178,"Dell Small Business offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173178"">Dell Slim Single Monitor Arm</a> for <b>$62.69</b> with <b>free shipping</b>. That's $27 off list and the lowest price we could find. It supports monitors up to 27"" and features -25° to 41° tilt and -90° to 90° pan adjustments.",3
2018-01-06T12:54:19-05:00,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ydfbhq1eoc6ncmebhug2",Chase Freedom Unlimited® Card,CREDIT CARDS,,,,"https://www.dealnews.com/lw/click.html?20,2,2173271",Earn a $150 bonus,2173271,"Sign up for the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173271"">Chase Freedom Unlimited® Card</a> and <strong>earn a $150 Bonus</strong> after you spend $500 on purchases in your first three months from account opening. Plus, receive a <strong>0% Intro APR</strong> for 15 months on purchases and balance transfers. (After that, variable APR, currently 15.99% - 24.74%.) Other card features include earning <strong>unlimited 1.5% cash back</strong> on every purchase. It's automatic! Redeem for cash back - any amount, anytime and your Cash Back rewards do not expire as long as your account is open. Plus, there's <strong>no annual fee</strong>. For more terms and conditions, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17099087,2173271"">click here</a>.<br>
<br>
This card — and several more — can be found on our <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""http://dealnews.com/credit-cards/s1642/Chase/"">Chase Credit Card page</a>.        <div class=""article-disclaimer"">
            <p class=""article-disclaimer-text"">
                <a href=""#"" class=""article-disclaimer-link info"" data-panel=""article_disclaimer-dialog"" data-dialog_text=""DealNews has financial relationships with the credit card issuers mentioned on our site, and DealNews receives compensation if consumers choose to apply for these by clicking links in our content and ultimately sign up for these specific cards. This compensation has no impact or influence on where or how the cards appears on dealnews.com. DealNews does not include all card companies or all card offers available in the marketplace.&lt;br&gt;&lt;br&gt;
&lt;bold&gt;UGC Disclosure&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
These responses are not provided or commissioned by the bank advertiser. Responses have not been reviewed, approved or otherwise endorsed by the bank advertiser. It is not the bank advertiser's responsibility to ensure all posts and/or questions are answered.
&lt;bold&gt;Bank Disclaimer&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
This content is not provided or commissioned by the Bank Advertiser. Opinions expressed here are author's alone, not those of the Bank Advertiser, and have not been reviewed, approved or otherwise endorsed by the Bank Advertiser. This site may be compensated through the Bank Advertiser Affiliate Program."" data-dialog_title=""Advertiser Disclosure"">Advertiser Disclosure</a>
            </p>
        </div>",
2018-01-06T10:44:27-05:00,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/fb6z9bx4puxgcg8qxjhg","LG 55"" 4K LED HDR UHD Smart TV",TVS,,,free shipping,https://www.dealnews.com/LG-55-4-K-LED-HDR-UHD-Smart-TV-for-468-free-shipping/2173175.html,$468,2173175,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173175"">LG 54.6"" 4K HDR IPS LED-Backlit LCD Ultra HD Smart Television</a>, model no. 55UJ6200, for an in-cart price of <strong>$468</strong> with <strong>free shipping</strong>. That's tied with our mention from a week ago and the lowest price we could find now by $29.<br>
<br>
It features a 3840x2160 (4K, 2160p) native resolution, active HDR, 4K upscaling, 802.11ac wireless, webOS 3.5 (with access to Hulu Plus, Netflix, YouTube, more), USB, and three HDMI inputs.",3
2018-01-06T10:35:57-05:00,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qhi4wxum2l6srb6tpvgb",Ergotech Freedom Stand Dual Workstation,COMPUTER DESKS,,,free shipping,https://www.dealnews.com/Ergotech-Freedom-Stand-Dual-Workstation-for-350-free-shipping/2173172.html,$350,2173172,"Dell Small Business offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173172"">Ergotech Freedom Stand Dual Workstation</a> for <b>$349.99</b> with <b>free shipping</b>. That's the lowest price we could find by $50. It allows one to convert any surface into a sit-stand desk and features a height-adjustable keyboard tray, cup holder, and two removable VESA monitor mount points.",3
2018-01-06T10:13:22-05:00,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zft1hgji2gyfqy0ypk3l","Dell SATA 6Gbps 2.5"" SSDs",INTERNAL HARD DRIVES,,,free shipping,https://www.dealnews.com/Dell-SATA-6-Gbps-2.5-SSDs-from-90-free-shipping/2173169.html,from $90,2173169,"Dell Small Business discounts a range of its Dell Serial ATA 6Gb/s 2.5"" SSDs, with prices starting from <strong>$89.99</strong>, as listed below. Plus, these orders bag <b>free shipping</b>. The deals:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173169"">Dell 256GB SATA 6Gb/s 2.5"" SSD</a> for <b>$89.99</b> (low by $81)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17099003,2173169"">Dell 256GB SATA SATA 6Gb/s 2.5"" SSD Upgrade Kit</a> for <b>$109.99</b> (low by $85f)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17099006,2173169"">Dell 512GB SATA 6Gb/s 2.5"" SSD</a> for <b>$169.99</b> (low by $164)
 </li>
</ul>",3
2018-01-06T09:51:19-05:00,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/b66dlrfxoxuedi7teeaj","Linksys AC Dual-Band Router, Roccat Headset",ROUTERS,,,free shipping,https://www.dealnews.com/Linksys-AC-Dual-Band-Router-Roccat-Headset-for-300-free-shipping/2173166.html,$300,2173166,"Dell Small Business offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173166"">Linksys AC3200 Dual-Band Gigabit Router</a>, bundled with the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098991,2173166"">Roccat Cross Over-Ear Headset</a>, for <strong>$299.98</strong> with <strong>free shipping</strong>. That's $20 under the lowest price we could find for these items sold separately elsewhere.<br>
<br>
The router features four antennas, four gigabit LAN ports, two USB ports, and a prioritization engine designed to protect against lag spikes. The headset features 50mm neodymium drivers, swappable in-line and boom arm mics, and a 20Hz to 20kHz frequency response.",1
,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hzzg8njy7ylts2tyg3ea",BeatMaker for iPhone / iPad,IPHONE / IPOD APPS,,2018-01-06T21:52:31-05:00,,https://www.dealnews.com/Beat-Maker-for-iPhone-iPad-for-free/2173160.html,free,2173160,"iTunes offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173160"">BeatMaker for iPhone / iPad</a> for <strong>free</strong>. That's $5 off list and the lowest price we could find. It features 16 sample-based trigger pads with multi-touch support, a multi-track song sequencer, and live pattern recording.",4
,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/atkqlfo4roahrvgzyefv","Used Wii U 32GB w/ Used Mario, Smash Bros",CONSOLES,,2018-01-06T22:09:10-05:00,$9 shipping,https://www.dealnews.com/Used-Wii-U-32-GB-w-Used-Mario-Smash-Bros-for-170-9-s-h/2173163.html,$170,2173163,"GameStop offers the used <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173163"">Nintendo Wii U 32GB Console</a> in Black bundled with used copies of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098979,2173163"">Super Mario 3D World for Wii U</a> and <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098982,2173163"">Super Smash Brothers for Wii U</a> for <strong>$169.99</strong> plus <strong>$8.99</strong> for shipping. That's about $44 under what you'd expect to pay for a refurbished console with these games new elsewhere.<br>
<br>
Note: No warranty info is provided; however, each item is covered by a 7-day money-back guarantee.",2
2018-01-06T09:28:08-05:00,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ebiqtqixfghsf0lhergr",Exfoliating Loofah Back Scrubber,BED & BATH,,,free shipping,https://www.dealnews.com/Exfoliating-Loofah-Back-Scrubber-for-5-free-shipping/2173145.html,$5,2173145,"As one of its daily deals, 13 Deals offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173145"">Exfoliating Loofah Back Scrubber</a> for <strong>$5</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $6. The front side offers a 4"" x13"" loofah sponge for exfoliating, while the back side polishes and smooths skin with soft cotton, and measures 4"" x 32"". Deal ends today.<br>
<br>
Note: Want to stock up? Order <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098985,2173145"">three or more loofahs</a> to drop the per-loofah price to $4.",3
,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/cbi4dylaxiknjzsrkwwh",Yankee Candle Large Jar Candle,DECOR,True,2018-01-06T21:48:03-05:00,pickup at Walmart,https://www.dealnews.com/Yankee-Candle-Large-Jar-Candle-for-11-pickup-at-Walmart/2173154.html,$11,2173154,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173154"">Yankee Candle Large Jar Candle</a> in Honey Clementine for <b>$10.99</b>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098976,2173154"">Amazon</a> charges the same, although it's not expected to ship for 1 to 2 months.) Choose in-store <b>pickup</b> <del>to dodge the $5.99 shipping fee</del>. That's the lowest price we could find by $11. It measures 6.6"" x 4"" and offers up to 150 hours of burn time.<br>
<br>
<i>Update</i>: It's now available for in-store pickup only.",4
