editors_choice,url,description,picture_url,time_modified,time_published,uuid,shipping,hotness,category,title,price
,https://www.dealnews.com/Area-Rugs-at-Macys-Up-to-75-off-free-shipping/2169644.html,"Ending today, Macy's takes <strong>up to 75% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091257,2169644"">area rugs</a> as part of its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091242,2169644"">After Christmas Sale</a>. (Prices are as marked.) Plus, these orders receive <strong>free shipping</strong>. (Free shipping normally requires a purchase of $99 or more; plus, many of these items would normally incur oversize shipping fees, which are also waived.) Some exclusions apply, including kitchen and bath rugs. A couple of best bets:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169644"">Kenneth Mink KM Home Princeton Floral 4x5-Foot Area Rug</a> for <b>$98.75</b> (pictured, $296 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091245,2169644"">Dalyn Studio SD21 9x13-Foot Area Rug</a> for <b>$699</b> (low by $22)
 </li>
</ul>","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/eaubmbg51kke93u8nmps",2018-01-01T17:08:43-05:00,,2169644,free shipping,5,RUGS,Area Rugs at Macy's,Up to 75% off
,https://www.dealnews.com/Vineyard-Vines-Whale-of-a-Sale-Extra-40-off-free-shipping-w-125/2169638.html,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169638"">Vineyard Vines</a> takes an <strong>extra 40% off</strong> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091206,2169638"">sale styles</a> via coupon code ""WHALE40"" during its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091209,2169638"">Whale of a Sale Event</a>. Shipping starts at <strong>$8.50</strong>, or get free shipping on orders of $125 or more. Deal ends January 31.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s41620/Vineyard-Vines/"">Vineyard Vines Coupons</a>.</p>","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/tnf1wmpietohvqqplqke",2018-01-01T17:07:31-05:00,,2169638,free shipping w/ $125,5,CLOTHING & ACCESSORIES,Vineyard Vines Whale of a Sale,Extra 40% off
,"https://www.dealnews.com/lw/click.html?20,2,2168612","Sign up for the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168612"">Marriott Rewards® Premier Credit Card</a> and <strong>earn 80,000 Bonus Points</strong> after you <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089679,2168612"">spend $3,000 on purchases</a> in the first 3 months from account opening. Plus, <strong>earn 7,500 Bonus Points</strong> when you add the first authorized user and make a purchase in the first 3 months from account opening. You'll also <strong>earn 5 points</strong> for every $1 spent at 5,700 Marriott locations, <strong>2 points</strong> for every $1 spent on airline tickets purchased directly with the airline, at car rental agencies, and restaurants, and <strong>1 point</strong> everywhere else. Other card features include <strong>1 Free Night Stay</strong> at a Category 1-5 location every year after your account anniversary date, <strong>15 credits</strong> toward your next Elite membership level after account approval and every year after account anniversary, and <strong>1 Elite Credit</strong> for every $3,000 spent on purchases. An $85 annual fee applies. For more terms and conditions, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089682,2168612"">click here</a>.<br>
<br>
This card — and several more — can be found on our <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""http://dealnews.com/credit-cards/s1642/Chase/"">Chase Credit Card page</a>.        <div class=""article-disclaimer"">
            <p class=""article-disclaimer-text"">
                <a href=""#"" class=""article-disclaimer-link info"" data-panel=""article_disclaimer-dialog"" data-dialog_text=""DealNews has financial relationships with the credit card issuers mentioned on our site, and DealNews receives compensation if consumers choose to apply for these by clicking links in our content and ultimately sign up for these specific cards. This compensation has no impact or influence on where or how the cards appears on dealnews.com. DealNews does not include all card companies or all card offers available in the marketplace.&lt;br&gt;&lt;br&gt;
&lt;bold&gt;UGC Disclosure&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
These responses are not provided or commissioned by the bank advertiser. Responses have not been reviewed, approved or otherwise endorsed by the bank advertiser. It is not the bank advertiser's responsibility to ensure all posts and/or questions are answered.
&lt;bold&gt;Bank Disclaimer&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
This content is not provided or commissioned by the Bank Advertiser. Opinions expressed here are author's alone, not those of the Bank Advertiser, and have not been reviewed, approved or otherwise endorsed by the Bank Advertiser. This site may be compensated through the Bank Advertiser Affiliate Program."" data-dialog_title=""Advertiser Disclosure"">Advertiser Disclosure</a>
            </p>
        </div>","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/aqgroaw40es5ego2zmp5",,2017-12-31T00:01:00-05:00,2168612,,,CREDIT CARDS,Marriott Rewards® Premier Credit Card,"Earn 80,000 Bonus Points"
,https://www.dealnews.com/Hotels.com-Ski-Resort-Sale-Up-to-30-off-50-off/2169635.html,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169635"">Hotels.com</a> takes an <b>up to 30% off</b> select <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091197,2169635"">ski resort stays nationwide</a>. Plus, take an <b>extra $50 off</b> stays of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091200,2169635"">$300 or more</a> via coupon code ""SLOPES50"". Some exclusions apply. Book this travel deal by February 4 for stays through March 31.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s2306/Hotels.com/"">Hotels.com Coupons</a>.</p>","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/yzst5dgudhqy7vstzsk5",,2018-01-01T14:09:18-05:00,2169635,,3,HOTELS,Hotels.com Ski Resort Sale,Up to 30% off + $50 off
,https://www.dealnews.com/Bed-Bath-Beyond-Semi-Annual-Clearance-Up-to-50-off-free-shipping-w-29/2169632.html,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169632"">Bed Bath &amp; Beyond</a> takes <strong>up to 50% off</strong> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091167,2169632"">clearance items</a> as part of its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091170,2169632"">Semi-Annual Clearance Event</a>. Shipping adds <strong>$5.99</strong>, or get free shipping with orders of $29 or more. (Large items may have additional fees; in-store pickup may also be available.) A couple of best bets:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091173,2169632"">Azalea Micro-Mink Oversized Reversible Throw</a> for <strong>$19.99</strong> + <strong>$6</strong> s&amp;h (low by $9)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091176,2169632"">Samsonite SoLyte 29"" Spinner Luggage</a> for <strong>$109.99</strong> + <strong>$0</strong> s&amp;h (low by $20)
 </li>
</ul>","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/bgcqguzof3dbza0y8dy4",2018-01-01T17:04:53-05:00,,2169632,free shipping w/ $29,5,AFTER CHRISTMAS SALES,Bed Bath & Beyond Semi-Annual Clearance,Up to 50% off
True,https://www.dealnews.com/Galaxy-S8-64-GB-Phone-w-Tab-E-32-GB-for-VZW-for-432-w-2-yr-contract-free-shipping/2169629.html,"Today only, for qualified customers and with activation of a new 2-year contract, Verizon Wireless offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169629"">Samsung Galaxy S8 64GB 4G LTE Android Smartphone for Verizon Wireless</a> in several colors (Orchid Gray pictured) bundled with the 0.8-lb. <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091164,2169629"">Samsung Galaxy Tab E 8"" 32GB 4G LTE Android Tablet for Verizon Wireless</a> in Dark Gray for <b>$18/month for 24 months</b> ($432 total) with <b>free shipping</b> when you add each item to cart with monthly device payments. (Add both items to cart to see this price.) That's $124 under the lowest price we could find for <i>just the phone</i> for Verizon elsewhere. Note: You'll receive your savings as a monthly bill credit.<br>
<br>
The water-resistant phone features a Qualcomm Snapdragon 835 2.35GHz 8-core processor, 5.8"" 2960x1440 Super AMOLED touchscreen, 4GB RAM, 64GB storage, Dual Pixel 12-megapixel rear camera, 8-megapixel front-facing camera, 4K video recording, 802.11ac wireless, Bluetooth 5.0, microSD card slot, USB 3.1 Type-C, fingerprint sensor, and Android 7.0 (Nougat). The tablet features an Exynos 7570 1.4GHz quad-core processor, 8"" 1280x800 touchscreen LCD, 1.5GB RAM, 32GB storage, 5-megapixel rear camera, 2-megapixel front-facing camera, WiFi, Bluetooth 4.2, microSD card slot, and Android 7.1.1 (Nougat).","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/rwzkltlflspdtesqyfjb",2018-01-01T17:28:28-05:00,,2169629,free shipping,4,ANDROID PHONES,Galaxy S8 64GB Phone w/ Tab E 32GB for VZW,$432 w/ 2yr contract
,https://www.dealnews.com/Filson-Mens-Short-Cruiser-Jacket-for-109-14-s-h/2169626.html,"Sierra Trading Post offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169626"">Filson Men's Short Cruiser Jacket</a> in Olive for <strong>$109</strong> plus <strong>$13.95</strong> for shipping. That's the lowest price we could find by $68. It's available in sizes S to XL.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/drpldu0fc94k6eyf72cl",,2018-01-01T13:56:41-05:00,2169626,$14 shipping,3,COATS,Filson Men's Short Cruiser Jacket,$109
,https://www.dealnews.com/Green-Alien-2-L-Hydration-Backpack-for-9-free-shipping/2169599.html,"GearXS via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169599"">Green Alien 2-Liter Hydration Backpack</a> in Black or Orange for <strong>$8.99</strong> with <strong>free shipping</strong>. That's $36 off list and the lowest price we could find. It features a flexible drinking tube and adjustable elastic cord.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/na0z29wkylk9rwx9gtlm",,2018-01-01T13:56:24-05:00,2169599,free shipping,3,BACKPACKS,Green Alien 2L Hydration Backpack,$9
,https://www.dealnews.com/Teespring-Womens-Fab-Fitness-Leggings-for-20-free-shipping/2169614.html,"Teespring via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169614"">Teespring Women's Fab Fitness Leggings</a> in several styles (Geometric pictured) for <strong>$19.99</strong> with <strong>free shipping</strong>. That's $25 off list and the lowest price we could find. They're available in sizes XS to XL.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/gsrf8o8muimkmko5klob",,2018-01-01T13:55:59-05:00,2169614,free shipping,3,ACTIVEWEAR,Teespring Women's Fab Fitness Leggings,$20
,https://www.dealnews.com/Guess-Womens-Drama-Square-Sunglasses-for-39-free-shipping/2169620.html,"Walkintofashion via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169620"">Guess Women's Drama Square Sunglasses</a> in Gold/Black or Rose Gold/White for <strong>$39.19</strong> with <strong>free shipping</strong>. That's $59 off and the lowest price we could find. They feature 60mm lenses.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qgtcs9q50heunuz1mfnl",,2018-01-01T13:55:00-05:00,2169620,free shipping,2,SUNGLASSES,Guess Women's Drama Square Sunglasses,$39
,https://www.dealnews.com/Ralph-Lauren-Happy-New-Year-Sale-Extra-30-off-free-shipping-w-125/2169584.html,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169584"">Ralph Lauren</a> takes an <strong>extra 30% off</strong> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090960,2169584"">select styles</a>, already marked <strong>up to 65% off</strong>, via coupon code ""2018"" as part of its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090963,2169584"">Happy New Year Sale</a>. Shipping adds <strong>$5</strong> (choose ""Economy"" at checkout), or spend $125 or more for free shipping via coupon code ""FREESHIP125"". Some exclusions apply. Deal ends January 4.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s1092/Ralph-Lauren/"">Ralph Lauren Coupons</a>.</p>","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/jchk2ikwjesx4tabasme",,2018-01-01T13:54:32-05:00,2169584,free shipping w/ $125,4,CLOTHING & ACCESSORIES,Ralph Lauren Happy New Year Sale,Extra 30% off
,https://www.dealnews.com/Carnival-7-Nt-Caribbean-Cruise-from-908-for-2/2169623.html,"Vacations to Go offers a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169623"">Carnival Cruise 7-Night Caribbean Cruise for Two</a>, with prices starting from <strong>$908</strong>. That's the lowest price we could find by $40. This roundtrip cruise aboard the Carnival Glory departs from Miami, FL, on January 27. Book this travel deal by January 26.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/fowhgryua7flmcocpcbl",,2018-01-01T13:51:07-05:00,2169623,,3,CRUISES,Carnival 7Nt Caribbean Cruise,from $908 for 2
,https://www.dealnews.com/15-Sams-Club-Gift-Card-free-w-membership/2168336.html,"At Sam's Club, Dealnews readers get a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168336"">$15 Sam's Club Gift Card</a>, together with additional <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088923,2168336"">instant savings</a>, when you buy a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088926,2168336"">Sam's Club 1-Year Membership</a>. Deal ends January 31.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wd6ddotvsrsrevyypoev",,2018-01-01T00:01:00-05:00,2168336,,,SAM'S CLUB COUPONS,$15 Sam's Club Gift Card,free w/ membership
,https://www.dealnews.com/Nord-VPN-3-Year-VPN-Subscription-for-99/2169563.html,"NordVPN offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169563"">NordVPN 3-Year VPN Subscription</a> for <strong>$99</strong> ($2.75/month). That's tied with last week's mention, $331 off list, and the lowest price we could find. The service features AES 256-bit encryption, 2,533 worldwide servers in 56 different countries, a no-logs policy, and automatic kill switch. You can connect up to six devices simultaneously, and it's compatible with Windows, Mac, iOS, Android, and more.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/bafiiamzd0g4c4n8h0az",,2018-01-01T13:50:24-05:00,2169563,,3,SOFTWARE,NordVPN 3-Year VPN Subscription,$99
,https://www.dealnews.com/Dell-XPS-Coffee-Lake-i5-6-Core-PC-w-2-GB-GPU-for-686-free-shipping/2169617.html,"Dell Home, via its Member Purchase Program, offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169617"">Dell XPS 8930 Tower Intel Coffee Lake Core i5 2.8GHz 6-Core Gaming Desktop PC</a> for $734.99. Coupon code ""50OFF699"" cuts that to <strong>$685.99</strong>. With <strong>free shipping</strong>, that's $114 off list, $14 below our mention from last week, and the lowest price we've seen. Deal ends February 3. Features include:
<ul>
 <li>Intel Core i5-8400 2.8GHz Coffee Lake 6-core processor
 </li>
 <li>8GB RAM
 </li>
 <li>1TB 7200 rpm hard drive
 </li>
 <li>AMD Radeon RX 560 2GB graphics
 </li>
 <li>Windows 10 Home 64-bit
 </li>
</ul>","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wy8hcue5tbyzbno9tvy8",,2018-01-01T13:46:21-05:00,2169617,free shipping,3,DESKTOPS,Dell XPS Coffee Lake i5 6-Core PC w/ 2GB GPU,$686
,https://www.dealnews.com/Sony-Play-Station-VR-Gran-Turismo-Bundle-for-200-free-shipping/2169608.html,"Dell Home offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169608"">Sony PlayStation 4 VR Gran Turismo Sport Bundle</a> for <strong>$199.99</strong> with <b>free shipping</b>. That's the lowest price we could find by $58, although we saw it for $21 less two weeks ago. It includes the VR headset, PlayStation camera, and Gran Turismo Sport.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/m3nwwk8qkorirdfjz399",,2018-01-01T13:29:27-05:00,2169608,free shipping,3,ACCESSORIES,Sony PlayStation VR Gran Turismo Bundle,$200
True,https://www.dealnews.com/LEGO-Batman-Movie-Alarm-Clock-for-8-pickup-at-Toys-R-Us/2169605.html,"Toys""R""Us offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169605"">LEGO Batman Movie Alarm Clock</a> in Batgirl or <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091098,2169605"">Joker</a> for $10.48. Coupon code ""NEWYEARS20"" cuts that to <strong>$8.38</strong>. Opt for in-store <b>pickup</b> where available to dodge the $5.99 shipping charge. That's the lowest price we could find for either character by at least $8 and the best deal we've seen for any Batman Movie alarm clock. (We saw it in Batman for $14 in April.) It measures 9"" tall and requires two AAA batteries (included). Coupon ends January 6.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/iz6pykrsuykl1szdrbd8",2018-01-01T17:24:39-05:00,,2169605,"pickup at Toys""R""Us",3,TOYS & HOBBIES,LEGO Batman Movie Alarm Clock,$8
,https://www.dealnews.com/Allen-Edmonds-Mens-Factory-2-nd-Shoes-at-eBay-Deals-from-77-free-shipping/2169593.html,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091095,2169593"">Allen Edmonds via eBay</a> discounts a selection of its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091017,2169593"">Allen Edmonds men's factory-second shoes</a>, with deals starting at <b>$77</b>. (Prices are as marked.) Plus, all orders bag <strong>free shipping</strong>. Stock and sizes are limited in most styles. A couple of best bets, with comparisons to new pairs:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091020,2169593"">Allen Edmonds Men's Cornwallis Dress Oxfords</a> for <strong>$117</strong> (low by $101)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169593"">Allen Edmonds Men's Brooks Brothers Presidio Shoes</a> for <strong>$149</strong> (pictured, $150 off)
 </li>
</ul>
Note: These shoes may have minor cosmetic blemishes that do not affect the fit, comfort, or durability of the shoes.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/gcfst2jryxiv3ainqcep",2018-01-01T17:41:21-05:00,,2169593,free shipping,4,SHOES,Allen Edmonds Men's Factory 2nd Shoes at eBay,Deals from $77
,https://www.dealnews.com/Discount-Mags-Year-End-Blowout-Sale-Subs-from-4/2169590.html,"DiscountMags cuts prices on <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091089,2169590"">hundreds of magazine subscriptions</a> during its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091005,2169590"">Year-End Blowout Sale</a>, with prices starting at <strong>$4 / year</strong>. Deal ends January 2. A couple of best bets (scroll down to see them):
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091008,2169590"">Glamour Magazine 1-Year Subscription</a> for <strong>$4.60</strong> (12 issues, low by $5)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169590"">ESPN Magazine 1-Year Subscription</a> for <strong>$4.62</strong> (pictured, 26 issues, low by $14)
 </li>
</ul>","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/uo5eni880y20vusd3aef",2018-01-01T17:40:18-05:00,,2169590,,3,MAGAZINES,DiscountMags Year-End Blowout Sale,Subs from $4
True,https://www.dealnews.com/Crazy-8-Mega-Sale-Extra-20-off-free-shipping/2169602.html,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169602"">Crazy 8</a> takes an <strong>extra 20% off</strong> sitewide via coupon code ""NEWYEAR"" as part of its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091062,2169602"">Mega Sale</a>, yielding a total savings of <strong>up to 80% off</strong>. Plus, all orders bag <strong>free shipping</strong>. That's a similar discount to the Crazy 8 Cyber Monday sale and the best sitewide coupon we've seen in the past year. (We've seen larger extra discounts, but those applied to clearance only.) Some exclusions may apply. Deal ends January 3.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s2525/Crazy-8/"">Crazy 8 Coupons</a>.</p>","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/xsepgzzennlw8djtlk8a",2018-01-01T17:22:54-05:00,,2169602,free shipping,3,KIDS' CLOTHES,Crazy 8 Mega Sale,Extra 20% off
,https://www.dealnews.com/Bike-Deals-at-Walmart-for-209/2169587.html,"Walmart discounts a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090981,2169587"">rollback and clearance men's, women's, and kids' bicycles</a>. Plus, most orders receive <strong>free shipping</strong>. (Oversized bikes may incur additional handling charges.) A couple of best bets:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090978,2169587"">Schwinn Women's 700c Connection Bike</a> for <strong>$129</strong> ($70 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169587"">Schwinn Men's 700c Kempo Men's Bike</a> for <strong>$208.99</strong> (pictured, $25 off)
 </li>
</ul>","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/jp5sk8pxnu9pqenpfwfh",2018-01-01T17:38:57-05:00,,2169587,,4,BICYCLING,Bike Deals at Walmart,$209
,https://www.dealnews.com/Hugo-Boss-Mens-Aviator-Sunglasses-for-55-free-shipping/2169581.html,"Luxomo offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169581"">Hugo Boss Men's Aviator Sunglasses</a> in several styles (Matte Blue pictured) for $84.99. Coupon code ""30LUX"" drops it to <b>$55</b>. With <b>free shipping</b>, that's the lowest price we could find by $57. They feature polarized lenses. Deal ends January 5.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/q5urrxojncocavsp1scl",,2018-01-01T13:07:39-05:00,2169581,free shipping,3,SUNGLASSES,Hugo Boss Men's Aviator Sunglasses,$55
,https://www.dealnews.com/Seatore-Lemon-Squeezer-for-14-free-shipping-w-Prime/2168300.html,"HomeBay via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168300"">Seatore Lemon Squeezer</a> for $16.99. Coupon code ""KLS4A8CG"" cuts it to <strong>$13.60</strong>. Plus, Prime members bag <strong>free shipping</strong>. It features a dual gear mechanism and stainless steel construction. Deal ends January 2.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/s4zv8whi7jokwgqql1pb",,2018-01-01T00:01:00-05:00,2168300,free shipping w/ Prime,,KITCHEN,Seatore Lemon Squeezer,$14
,https://www.dealnews.com/Old-Navy-Epic-Clearance-Event-Up-to-75-off-20-off-free-shipping-w-25/2169596.html,"Today only, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169596"">Old Navy</a> takes <strong>up to 75% off</strong> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091035,2169596"">clearance items</a> as part of its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091038,2169596"">Epic Clearance Event</a>. Even better, an <strong>extra 20% off</strong> applies in-cart. Shipping adds <strong>$7</strong>, but orders of $25 or more receive free shipping via coupon code ""FREESHIP"". Some exclusions may apply.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s362/Old-Navy/"">Old Navy Coupons</a>.</p>","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/gytsotk3hlwhrjqxkq7n",2018-01-01T17:02:50-05:00,,2169596,free shipping w/ $25,5,CLOTHING & ACCESSORIES,Old Navy Epic Clearance Event,Up to 75% off + 20% off
,https://www.dealnews.com/Stanzino-Womens-Sherpa-Lined-Hooded-Jacket-for-19-free-shipping/2169524.html,"Stanzino via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169524"">Stanzino Women's Sherpa Lined Extra Thick Hooded Jacket</a> in several colors (Black pictured) for <strong>$18.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $5. It's available in sizes S to XL.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/jn2o5locoovejdn3uklm",2018-01-01T17:42:14-05:00,,2169524,free shipping,3,SWEATSHIRTS & HOODIES,Stanzino Women's Sherpa Lined Hooded Jacket,$19
