title,shipping,editors_choice,uuid,url,description,price,category,picture_url,time_published,hotness,time_modified
Refurb D-Link Day/Night WiFi Security Camera,free shipping,,2167991,https://www.dealnews.com/Refurb-D-Link-Day-Night-Wi-Fi-Security-Camera-for-20-free-shipping/2167991.html,"Altatac via Rakuten offers the refurbished <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167991"">D-Link Day &amp; Night WiFi Security Camera</a> in White for $19.99. Coupon code ""ATL2D"" drops it to <strong>$19.99</strong>. With <strong>free shipping</strong>, that's the lowest price we could find for a refurb by $8, although it was briefly $2 less four day ago. It features sound and motion detection, night vision up to 16 feet, and video resolutions up to 640x480 at 30 fps. It pairs with the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087960,2167991"">mydlink app</a>.<br>
<br>
Note: No warranty information is provided.",$20,SECURITY CAMERAS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/mixvlhfcaq9rv9t6flnm",,3,2017-12-29T11:46:44-05:00
Incredible Adventures of Van Helsing III XB1,,,2167985,https://www.dealnews.com/Incredible-Adventures-of-Van-Helsing-III-XB1-free-w-XBL-Gold/2167985.html,"For Xbox Live Gold members, Microsoft Store offers downloads of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167985"">The Incredible Adventures of Van Helsing III for Xbox One</a> for <strong>free</strong>. That's $15 off list and the lowest price we could find. Deal ends January 31.",free w/ XBL Gold,GAMES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/h1jd3ov1lriovzfcerso",,3,2017-12-29T11:42:59-05:00
Tomb Raider Underworld for Xbox 360,,,2167982,https://www.dealnews.com/Tomb-Raider-Underworld-for-Xbox-360-free-w-XBL-Gold/2167982.html,"For Xbox Live Gold members only, Xbox Live Marketplace offers downloads of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167982"">Tomb Raider Underworld for Xbox 360</a> for <strong>free</strong>. That's $20 off list and the lowest price we could find for this backwards-compatible game. Deal ends January 15.",free w/ XBL Gold,GAMES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/bfcfudznc6e6ht5iqkkz",,3,2017-12-29T11:42:39-05:00
Anchor Hocking 16-oz. Canning Jar 6-Piece Set,free shipping,True,2167979,https://www.dealnews.com/Anchor-Hocking-16-oz.-Canning-Jar-6-Piece-Set-for-7-free-shipping/2167979.html,"Oneida offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167979"">Anchor Hocking 16-oz. Glass Canning Jar 6-Piece Set</a> for $8.99. Apply coupon code ""DEALNEWSFREE"" to cut the price to <strong>$7.19</strong> and net <strong>free shipping</strong>. That's $23 off list and the lowest price we could find. Each is dishwasher safe. No lids are included. Deal ends December 30.",$7,KITCHEN,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qarrjryzv9boqaabbi1v",,3,2017-12-29T15:24:03-05:00
PlayStation Store Gift Cards at GMG,,,2167976,https://www.dealnews.com/Play-Station-Store-Gift-Cards-at-GMG-10-off/2167976.html,"Green Man Gaming takes <strong>10% off</strong> PlayStation Store gift cards, as listed below. That's tied with our August mention and a rare discount for PS Store credit; most retailers almost always charge face value. The deals:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087957,2167976"">$10 PlayStation Store Gift Card</a> for <strong>$9</strong> (low by $1)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087954,2167976"">$20 PlayStation Store Gift Card</a> for <strong>$18</strong> (low by $1)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167976"">$50 PlayStation Store Gift Card</a> for <strong>$45</strong> (low by $2)
 </li>
</ul>",10% off,GIFT CARDS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/rl8fu8m6zhw6mag7csfp",,2,2017-12-29T14:25:23-05:00
Razer Kraken Pro V2 Gaming Headset,pickup at Best Buy,True,2167973,https://www.dealnews.com/Razer-Kraken-Pro-V2-Gaming-Headset-for-40-pickup-at-Best-Buy/2167973.html,"Best Buy offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167973"">Razer Kraken Pro V2 Gaming Headset</a> in White for <strong>$39.99</strong> with <s>free shipping</s>. That's $13 under our August mention of another color and the best price we've seen. (It's a low today by $40.) Designed for PlayStation 4, Xbox One, Windows, and Mac, it features a boom microphone, 50mm driver, 12Hz to 28kHz frequency response, and 32-ohm impedance.<br>
<br>
<i>Update</i>: It's now available for in-store <strong>pickup</strong> only.",$40,HEADPHONES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/nebe0xqxr1qyoss1e8vj",,3,2017-12-29T15:25:46-05:00
Boss Audio In-Dash Car Stereo,pickup at Walmart,True,2167970,https://www.dealnews.com/Boss-Audio-In-Dash-Car-Stereo-for-17-pickup-at-Walmart/2167970.html,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167970"">Boss Audio In-Dash Car Stereo</a> for <strong>$16.98</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087948,2167970"">Amazon</a> charges the same for Prime members.) Opt for in-store <b>pickup</b> to dodge the $5.99 shipping fee. That's the lowest price we could find by $11 and the best price we've ever seen. This 200-watt stereo features four channels, an AM/FM receiver, 3.5mm input, USB port, SD card slot, backlit controls, clock, and 2-channel RCA outputs. (It doesn't include a CD player.)",$17,CAR AUDIO,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/mgsvriudpaehfzpde6gn",,3,2017-12-29T15:26:01-05:00
Wink Connected Home Hub,$5 shipping,True,2167967,https://www.dealnews.com/Wink-Connected-Home-Hub-for-27-5-s-h/2167967.html,"As one of its daily deals, Woot offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167967"">Wink Connected Home Hub</a> for <strong>$26.99</strong> plus <b>$5</b> for shipping. That's $3 under our November mention and the lowest price we've seen. (It's the best deal today by $3.) It allows you to control a range of smart home products (light bulbs, locks, thermostats, more) using the Wink app on your <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087942,2167967"">Android</a> or <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087945,2167967"">iOS</a> device. Deal ends December 30.",$27,HOME IMPROVEMENT,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/rfp9qc4amol6u03565ro",,3,2017-12-29T15:26:11-05:00
Klipsch Groove Bluetooth Speaker,free shipping,True,2167964,https://www.dealnews.com/Klipsch-Groove-Bluetooth-Speaker-for-50-free-shipping/2167964.html,"Huppins via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167964"">Klipsch Groove Bluetooth Speaker</a> in Black for <strong>$49.99</strong> with <strong>free shipping</strong>. That's tied with our mention from three weeks ago and the lowest price we've seen. (It's the best deal today by $13.) Features include a 65Hz to 22kHz frequency response, 10-watt amplifier, and eight-hour battery life.",$50,SPEAKERS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/j5gx6hzv1x4rs1lokukd",,3,2017-12-29T15:26:31-05:00
Alera 8-Ft. Resin Folding Table,free shipping,,2167961,https://www.dealnews.com/Alera-8-Ft.-Resin-Folding-Table-from-94-free-shipping/2167961.html,"Sam's Club offers its members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167961"">Alera 8-Foot Resin Folding Table</a> in Platinum for <strong>$93.98</strong> with <strong>free shipping</strong>. (Non-members pay a $9.40 surcharge.) That's the lowest price we could find by $13. It measures 96"" x 30"" x 29"" and features a 500-lb. capacity. Deal ends December 31.",from $94,TABLES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/mctv77a0zaxugbqlfbu1",,1,2017-12-29T14:24:56-05:00
Star Wars Boba Fett Interactive Room Guard,pickup at Walmart,,2167958,https://www.dealnews.com/Star-Wars-Boba-Fett-Interactive-Room-Guard-for-12-pickup-at-Walmart/2167958.html,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167958"">Star Wars Boba Fett Interactive Room Guard</a> for <strong>$11.93</strong>. Opt for in-store <strong>pickup</strong> to avoid the $5.99 shipping charge. That's the lowest price we could find by $14. It requires three AAA batteries, not included, and is motion activated.",$12,TOYS & HOBBIES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ehgupz2qwp7lcouqkkqv",,3,2017-12-29T11:42:27-05:00
"Samsung 28"" 4K FreeSync QLED UHD Display",free shipping,,2167955,https://www.dealnews.com/Samsung-28-4-K-Free-Sync-QLED-UHD-Display-for-330-free-shipping/2167955.html,"BuyDig offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167955"">Samsung 28"" 4K FreeSync QLED Ultra HD Monitor</a> for $447. Coupon code ""BCD71071"" cuts that to <strong>$330</strong>. With <strong>free shipping</strong>, that's $59 under last month's mention and the lowest price we could find by $39. It features a 3840x2160 (4K 2160p) native resolution, AMD FreeSync, and HDMI and DisplayPort inputs.",$330,MONITORS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/jv2u4wyqn7zuzakd0jde",,3,2017-12-29T11:41:28-05:00
21pc Universal Disc Brake Caliper Tool Kit,free shipping,,2167940,https://www.dealnews.com/21-pc-Universal-Disc-Brake-Caliper-Tool-Kit-for-19-free-shipping/2167940.html,"Yallstore via eBay offers this <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167940"">21-Piece Universal Disc Brake Caliper Tool Kit</a> for <strong>$18.89</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $2, outside of the mention below. It enables the rewinding of pistons back into the core on most disc brake calipers and includes right and left hand threaded rewind tools, two pin fixed drives, and 17 adapters.<br>
<br>
A close price: <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087933,2167940"">Alienbid via eBay</a> has it for $19.55 with free shipping.",$19,AUTOMOTIVE,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/vmhiklkowmqgylyy467r",,4,2017-12-29T14:51:26-05:00
Bandit Guns Pistol Pete Kit,pickup at Walmart,True,2167952,https://www.dealnews.com/Bandit-Guns-Pistol-Pete-Kit-for-7-pickup-at-Walmart/2167952.html,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167952"">Bandit Guns Pistol Pete Kit</a> for <strong>$6.99</strong>. Opt for in-store <strong>pickup</strong> to avoid the $5.99 shipping charge. That's the lowest price we could find by $13. It shoots rubber bands up to 20 feet.",$7,TOYS & HOBBIES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/buuojsqpgamb2qouxwos",,3,2017-12-29T15:22:15-05:00
WowWee Sesame Street Elmoji Coding Robot,free shipping w/ Prime,,2167949,https://www.dealnews.com/Wow-Wee-Sesame-Street-Elmoji-Coding-Robot-for-19-free-shipping-w-Prime/2167949.html,"Amazon offers Prime members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167949"">WowWee Sesame Street Elmoji Junior Coding Robot</a> in Red for <s>$19.93</s> <strong>$19.29</strong> with <b>free shipping</b>. That's a $3 drop from three days ago and the lowest price we could find. It develops STEM skills using an emoji-based coding language and can be used in conjunction with the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087936,2167949"">Elmoji iOS</a> or <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087939,2167949"">Android</a> app.",$19,TOYS & HOBBIES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/gl6bb4f1qa3qmrg9pipw",,3,2017-12-29T11:40:34-05:00
Refurb Amazon Tap,free shipping,True,2167937,https://www.dealnews.com/Refurb-Amazon-Tap-for-60-free-shipping/2167937.html,"Amazon offers its refurbished <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167937"">Amazon Tap</a> for <strong>$59.99</strong> with <strong>free shipping</strong>. That's tied with our mention from three weeks ago as the lowest price we've seen for it in any condition. (It's $30 under the best deal we could find for a new one, although most retailers charge around $130.)<br>
<br>
The Tap can play music, provide information, read the news, set alarms, and control smart home devices via button-activated voice control (with the same Alexa Voice Service used in the Echo). It features a single microphone, dual 1.5"" drivers, dual passive radiators, 802.11n wireless, Bluetooth, 360° omnidirectional audio, and rechargeable battery with up to nine hours of playback per charge.<br>
<br>
Note: A 1-year Amazon warranty applies.",$60,STREAMING MEDIA PLAYERS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/abk3jkznsws1v5d4al8f",,3,2017-12-29T15:32:01-05:00
Whitmor Supreme 5-Tier Shelving Unit,free shipping,,2167763,https://www.dealnews.com/Whitmor-Supreme-5-Tier-Shelving-Unit-for-54-free-shipping/2167763.html,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167763"">Whitmor Supreme 5-Tier Shelving Unit</a> in Chrome for <b>$53.99</b> with <b>free shipping</b>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087537,2167763"">Jet.com</a> has it for the same.) That's the lowest price we could find by $8. It measures 14"" x 36"" x 72"".",$54,HOME & GARDEN,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hcshoj8a09ovoxrpewyo",,2,2017-12-29T11:38:04-05:00
"AmazonBasics 20"" Ripstop Wheeled Duffel",free shipping,,2167772,https://www.dealnews.com/Amazon-Basics-20-Ripstop-Wheeled-Duffel-for-62-free-shipping/2167772.html,"Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167772"">AmazonBasics 20"" Ripstop Wheeled Duffel</a> for <strong>$61.97</strong> with <strong>free shipping</strong>. That's $18 off and the lowest price we could find. It features sides and a base made of 1680D ripstop, multiple zippered front and main compartments, a telescopic handle, and a removable shoulder strap.",$62,LUGGAGE & TRAVEL GEAR,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ituvwaewzoliibwxnivz",,3,2017-12-29T11:37:47-05:00
Yescom Combination Key Lock Box,free shipping,,2167934,https://www.dealnews.com/Yescom-Combination-Key-Lock-Box-for-18-free-shipping/2167934.html,"Yescom via eBay offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167934"">Yescom Combination Key Lock Box</a> for <strong>$17.90</strong> with <strong>free shipping</strong>. That's $21 off and the lowest price we could find. It features a wall mounted design, four resettable digits, and aluminum alloy construction.",$18,HOME SECURITY,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/lllhsbrojgqyzrrpdnqw",,4,2017-12-29T14:50:35-05:00
Only Girls Girls' Blanket Sleeper,pickup at Walmart,True,2167928,https://www.dealnews.com/Only-Girls-Girls-Blanket-Sleeper-for-4-pickup-at-Walmart/2167928.html,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167928"">Only Girls Girls' Blanket Sleeper</a> in several colors (Red & Black pictured) for <strong>$4</strong>. Opt for in-store <strong>pickup</strong> to dodge the $5.99 shipping fee. That's $9 off list and the lowest price we could find. It's available in sizes XS to XL.",$4,KIDS' CLOTHES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/w3qsuz2liaq1jxw60ury",,3,2017-12-29T15:20:56-05:00
"72"" x 30"" Stainless Steel Work Table",$30 shipping,,2167922,https://www.dealnews.com/72-x-30-Stainless-Steel-Work-Table-for-190-30-s-h/2167922.html,"Alienbid via eBay offers this <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167922"">72"" x 30"" Stainless Steel Work Table</a> for <strong>$189.99</strong> plus <strong>$30</strong> for shipping. That's the lowest price we could find by $19, outside of the mention below. It features galvanized legs with adjustable non-marring feet.<br>
<br>
A close price: <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087921,2167922"">Yallstore via eBay</a> has it for $223.99 with free shipping.",$190,KITCHEN,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qyafpvjsf4bgpovrkx8i",,3,2017-12-29T11:37:15-05:00
Garmin Vivofit 2 Fitness Band w/ Extra Band,free shipping,True,2167925,https://www.dealnews.com/Garmin-Vivofit-2-Fitness-Band-w-Extra-Band-for-30-free-shipping/2167925.html,"BuyDig offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167925"">Garmin Vivofit 2 Bluetooth Fitness Band</a> in Camo bundled with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087930,2167925"">Vivofit 2 Replacement Band</a> in Brown for <strong>$29.99</strong> with <strong>free shipping</strong>. That's $10 under our July mention of another color and the lowest price we've seen for this fitness band. (It's the best deal now by $10.) This water-resistant fitness tracker monitors steps, calories, distance, and sleep and features a battery life of a year or more, stopwatch mode, audible alerts, and inactivity alerts. Deal ends January 5.",$30,SPORTS & FITNESS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/vusfgx3b6ziletenc258",,2,2017-12-29T15:21:11-05:00
Gillette Justice League Gift Pack,pickup at Walmart,,2167916,https://www.dealnews.com/Gillette-Justice-League-Gift-Pack-for-10-pickup-at-Walmart/2167916.html,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167916"">Gillette Justice League Gift Pack</a> for <strong>$10</strong>. Opt for in-store <strong>pickup</strong> to dodge the $5.99 shipping charge. That's the lowest price we could find by $5. It includes a Fusion5 ProShield handle, two cartridges, 16-oz. Hydrator Body Wash, 3.8-oz. Clear Gel Cool Wave Antiperspirant & Deodorant, and 6-oz. Fusion Proglide Sensitve Ocean Breeze Shave Gel.<br>
<br>
Note Select <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087924,2167916"">Target</a> stores have it in-store for the same price.",$10,SHAVING & GROOMING,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/bua7gsnkr23vqvgwasfb",,4,2017-12-29T14:50:23-05:00
"KitchenAid 1,800W Convection Countertop Oven",free shipping,True,2167919,https://www.dealnews.com/Kitchen-Aid-1-800-W-Convection-Countertop-Oven-for-190-free-shipping/2167919.html,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167919"">KitchenAid 1,800-watt Convection Digital Countertop Oven</a> in Aqua Sky for <strong>$189.99</strong> with <strong>free shipping</strong>. That's $38 under our mention from a year ago and the best deal we've seen for this model. (It's the lowest price we could find today by $90.) It features nine pre-programed functions, a 120-minute timer, and a non-stick cavity. It includes a 12"" multipurpose pan, 12"" broiling rack, and a drip tray.",$190,SMALL APPLIANCES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wk7suybscia08d034q68",,3,2017-12-29T15:26:42-05:00
Pyrex Striped 4-Piece Storage Set,free s&h w/beauty item,,2167913,https://www.dealnews.com/Pyrex-Striped-4-Piece-Storage-Set-for-4-4-for-18-free-s-h-w-beauty-item/2167913.html,"Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167913"">Pyrex Striped 4-Piece Storage Set</a> for $6.99. Coupon code ""JOY"" cuts it to <s>$5.59</s> <strong>$4.47</strong>. Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087912,2167913"">beauty item</a> (they start at $3) to bag <strong>free shipping</strong>; otherwise, shipping adds $10.95. That's a slight drop from our June mention and the lowest price we could find by $4. It includes two 4-cup containers with lids. They're oven-, microwave-, refrigerator-, and dishwasher-safe.<br>
<br>
Note: You can also get <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087918,2167913"">four sets</a> for <s>$17.96</s> via coupon code ""<del>JOY25</del>"". (That's $4.49 per set.) Deal ends January 1. <i>Update</i>: Use coupon code ""JOY"" to drop them to <strong>$17.90</strong>.","$4, 4 for $18",KITCHEN,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/iwlgynirkh4ncr19fnze",,3,2017-12-29T15:36:41-05:00
Farberware Soft Grip Ceramic Paring Knife,free shipping w/ Prime,,2167775,https://www.dealnews.com/Farberware-Soft-Grip-Ceramic-Paring-Knife-for-6-free-shipping-w-Prime/2167775.html,"Amazon offers Prime members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167775"">Farberware Soft Grip Handle Ceramic Paring Knife</a> for <b>$6.43</b> with <b>free shipping</b>. That's the lowest price we could find by about a buck. It features a 3"" blade and protective blade cover.",$6,CUTLERY & FLATWARE,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/nbxaovzrklgkyunaxjsi",,2,2017-12-29T14:19:09-05:00
"AmazonBasics 25"" Softside Spinner Luggage",free shipping,,2167778,https://www.dealnews.com/Amazon-Basics-25-Softside-Spinner-Luggage-for-50-free-shipping/2167778.html,"Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167778"">AmazonBasics 25"" Softside Upright Spinner Luggage</a> in Navy Blue for <strong>$49.86</strong> with <strong>free shipping</strong>. That's $16 off list and the lowest price we've seen. It expands by up to 25% and features an interior organizer with three zippered pockets, telescoping handle, and four double spinner wheels.",$50,LUGGAGE & TRAVEL GEAR,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/htwmzqm3sa92zgkfnkxh",,2,2017-12-29T11:36:41-05:00
Pro-Series 6-Foot Multipurpose Scaffolding,free shipping,,2167910,https://www.dealnews.com/Pro-Series-6-Foot-Multipurpose-Scaffolding-from-145-free-shipping/2167910.html,"Sam's Club offers its members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167910"">Pro-Series 6-Foot Multipurpose Scaffolding</a> for <strong>$144.98</strong> with <strong>free shipping</strong>. (Non-members pay a $14.50 surcharge.) That's $15 under last month's mention and the lowest price we could find by $15. It has four 5"" locking swivel casters and a 1,000-lb capacity. Deal ends January 2.",from $145,TOOLS & HARDWARE,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ghwtpf3nrwyy40aqamyh",,2,2017-12-29T14:18:21-05:00
Ivation 4-Piece Packing Cubes Set,free shipping,True,2167907,https://www.dealnews.com/Ivation-4-Piece-Packing-Cubes-Set-for-7-free-shipping/2167907.html,"Ritz Camera via Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167907"">Ivation 4-Piece Packing Cubes Set</a> for <strong>$6.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $6. They're made of nylon with breathable mesh panels. Each cube is 4"" deep and they measure 18"" x 13"", 14"" x 13"", 14"" x 10"", and 11"" x 7"".",$7,LUGGAGE & TRAVEL GEAR,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/knkw96vb22gxdp3timh9",,3,2017-12-29T15:32:13-05:00
Kipling Rizzi Convertible Mini Bag,free shipping,True,2167904,https://www.dealnews.com/Kipling-Rizzi-Convertible-Mini-Bag-for-25-free-shipping/2167904.html,"Kipling via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167904"">Kipling Rizzi Convertible Mini Bag</a> in several colors (Blue pictured) for <strong>$24.99</strong> with <strong>free shipping</strong>. That's $34 off list and the lowest price we could find. It measures 8"" x 9"" and features an adjustable strap, two front zip pockets, and key clasp.",$25,HANDBAGS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/jsmdbhv4i2iwloxx1rgn",,3,2017-12-29T15:22:33-05:00
Breville Nespresso Creatista Coffee Maker,free shipping,True,2167901,https://www.dealnews.com/Breville-Nespresso-Creatista-Coffee-Maker-for-270-free-shipping/2167901.html,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167901"">Breville Nespresso Creatista Espresso and Coffee Maker</a> in Royal Champagne or Black for <strong>$269.95</strong> with <strong>free shipping</strong>. That's $30 below our Black Friday mention and the lowest price we've seen. (It's the best deal now by $30, although some sellers charge as much as $500.) It features auto-frothing with eight texture levels and 11 milk temperature settings, letting you add latte art to your beverage like a pro barista. It also features multiple beverage selections, an LCD display, 1.5-liter water tank, and 19 bars of pressure to extract great coffee.",$270,SMALL APPLIANCES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/uv276y8lbrxanwyd0wys",,3,2017-12-29T15:32:30-05:00
