price,hotness,editors_choice,time_published,url,picture_url,time_modified,shipping,description,category,title,uuid
Up to 65% off,4,,,https://www.dealnews.com/Lenovo-Clearance-Sale-Up-to-65-off-free-shipping/2170145.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/xegjgvthrhgw8zgbaciz",2018-01-03T03:48:24-05:00,free shipping,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170145"">Lenovo</a> takes <strong>up to 65% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092079,2170145"">laptops, desktops, and accessories</a> during its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092082,2170145"">Clearance Sale</a>. Plus, all orders receive <strong>free shipping</strong>. Stock may be limited for some items, and some exclusions may apply.",COMPUTERS,Lenovo Clearance Sale,2170145
$88,3,,,https://www.dealnews.com/The-North-Face-Mens-Campshire-Jacket-for-88-free-shipping/2170148.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zs2hhslcrnaysawn79kd",2018-01-02T16:01:07-05:00,free shipping,"Proozy offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170148"">The North Face Men's Campshire Full Zip Jacket</a> in several colors (Urban Navy pictured) for $99.99. Coupon code ""DN88"" knocks it to <strong>$88</strong>. With <strong>free shipping</strong>, that's the lowest price we could find by $41. It comes in sizes S to XXL. Deal ends January 8.",COATS,The North Face Men's Campshire Jacket,2170148
$10,2,,2018-01-02T10:02:43-05:00,https://www.dealnews.com/500-Business-Cards-for-10-5-s-h/2170139.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/lfrsikztl5eq4uvbf8et",,$5 shipping,"Vistaprint continues to offer <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170139"">500 Business Cards</a> with prices starting from <b>$9.99</b> plus <b>$4.99</b> for shipping. (You may need to apply coupon code ""VPBC500"" and choose ""Economy shipping"" at checkout to get this deal.) That's tied with our November mention, $10 off list, and the lowest price we could find. Each card measures 2"" x 3.5"". Choose from 45 designs for economy cards or more than 4,000 designs for standard business cards.",SUPPLIES,500 Business Cards,2170139
Up to 50% off + 40% off,4,,,https://www.dealnews.com/J.Crew-Main-Event-Sale-Up-to-50-off-40-off-free-shipping-w-150/2170142.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ys4p3qy38r3aoaqlz58a",2018-01-03T03:48:09-05:00,free shipping w/ $150,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170142"">J.Crew</a> takes an <strong>extra 40% off</strong> its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092070,2170142"">final sale styles</a>, already marked <strong>up to 50% off</strong>, via coupon code ""NEWYEAR"" during its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092073,2170142"">Main Event Sale</a>. Plus, the same code takes <strong>40% off</strong> select <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092076,2170142"">cozy styles</a>. Shipping adds <strong>$5</strong>, but orders of $150 or more bag free shipping. Some exclusions apply.<br>
<br>
Note: Final sale items cannot be returned or exchanged.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s279/J.Crew/"">J.Crew Coupons</a>.</p>",CLOTHING & ACCESSORIES,J.Crew Main Event Sale,2170142
$6,3,,,https://www.dealnews.com/3-Cambond-Retractable-Ball-Point-Pens-for-6-free-shipping-w-Prime/2170130.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/fvoryifxmujeov6i7g6a",2018-01-02T15:58:27-05:00,free shipping w/ Prime,"Cambond via Amazon offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170130"">three Cambond Stainless Steel Retractable Ball Point Pens</a> for $9.99. Coupon code ""K47ILVNL"" drops it to <b>$5.99</b>. Plus, Prime members bag <b>free shipping</b>. That's $3 off list, tied with our mention from two weeks ago, and the lowest price we could find. Each pen has an all-metal design with 1mm point and includes a refill cartridge. Deal ends January 7.",SUPPLIES,3 Cambond Retractable Ball Point Pens,2170130
$900,1,,2018-01-02T09:51:44-05:00,https://www.dealnews.com/Lenovo-Skylake-i5-Quad-Desktop-PC-w-2-GB-GPU-for-900-free-shipping/2170127.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/xa6v2d5lt7gdqlgwez5v",,free shipping,"Lenovo via eBay offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170127"">Lenovo IdeaCentre 710 Intel Skylake Core i5 3.4GHz Desktop PC</a> for <strong>$899.99</strong> with <strong>free shipping</strong>. That's $300 off list and the lowest we could find. It features an Intel Core i7-6700 3.4GHz Skylake quad-core processor, 32GB RAM, 1TB 7200 rpm hard drive with an 8GB SSD, Nvidia GeForce GTX 960 2GB graphics, DVD burner, 802.11ac wireless, Bluetooth 4.0, and Windows 10 Home 64-bit.",DESKTOPS,Lenovo Skylake i5 Quad Desktop PC w/ 2GB GPU,2170127
$4,3,,,https://www.dealnews.com/Pineapple-Corer-and-Slicer-for-4-free-shipping/2170124.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zyl0jhlsmqk91tmsarxe",2018-01-02T15:56:58-05:00,free shipping,"GearXS via eBay offers this <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170124"">Pineapple Corer and Slicer</a> for <b>$3.99</b> with <b>free shipping</b>. That's the lowest price we could find by $2, outside of other eBay vendors. It can core and slice a pineapple in one operation.",KITCHEN,Pineapple Corer and Slicer,2170124
$7,3,,,https://www.dealnews.com/Ace-Teah-Air-Vent-Magnetic-Car-Phone-Holder-for-7-free-shipping-w-Prime/2170136.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/gqwbavfmq7n0t4b0zui1",2018-01-02T15:56:21-05:00,free shipping w/ Prime,"Ace Teah via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170136"">Ace Teah Air Vent Magnetic Car Phone Holder</a> for $9.99. Coupon code ""VT2UODVG"" cuts it to <b>$6.99</b>. With <b>free shipping</b> for Prime members, that's tied with our mention from three weeks ago at $3 off and the lowest price we could find. It features a 360-degree ball joint. Deal ends January 7.",CELL PHONE ACCESSORIES,Ace Teah Air Vent Magnetic Car Phone Holder,2170136
Up to 70% off,3,,,https://www.dealnews.com/Neiman-Marcus-Last-Call-Sale-Up-to-70-off-free-shipping/2170118.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/v4pqnlyk5acmhtwslzis",2018-01-02T15:54:16-05:00,free shipping,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092013,2170118"">Neiman Marcus</a> takes <strong>up to 70% off</strong> a selection <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092010,2170118"">women's clothing, shoes, accessories, home items, toys, and more</a> during its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170118"">Last Call Sale</a>. Plus, all orders receive <strong>free shipping</strong>.",NEIMAN MARCUS COUPONS,Neiman Marcus Last Call Sale,2170118
20% off 1 full-price item,4,,,https://www.dealnews.com/Small-Appliances-at-Best-Buy-20-off-1-full-price-item-free-shipping-w-35/2170121.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/l2d1easz6ywqivgamaud",2018-01-03T03:46:52-05:00,free shipping w/ $35,"Best Buy takes <strong>20% off</strong> one <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170121"">regular-priced small appliance</a> via coupon code ""SAVEONSMALLSNOW"". Choose in-store <strong>pickup</strong> to dodge shipping fees, which start around $3, or bag free shipping on orders of $35 or more <i>before</i> discount. Several brand exclusions apply, such as Dyson, Vitamix, and LG. Deal ends January 7.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s560/Best-Buy/"">Best Buy Coupons</a>.</p>",SMALL APPLIANCES,Small Appliances at Best Buy,2170121
$30,3,,,https://www.dealnews.com/Amped-Wi-Fi-Range-Extender-for-30-free-shipping/2170097.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/caomnjddm7wugs4mmw2b",2018-01-02T15:52:45-05:00,free shipping,"Dpi via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170097"">Amped WiFi Range Extender</a> for <strong>$29.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $9. It features speeds up to 300Mbps and a coverage of up to 10,000 square feet.",WIRELESS NETWORKING,Amped WiFi Range Extender,2170097
$37,3,,,https://www.dealnews.com/New-Balance-Mens-410-v5-Trail-Running-Shoes-for-37-free-s-h-w-beauty-item/2170109.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wtkolqvpretz4kpa2jek",2018-01-02T15:51:49-05:00,free s&h w/beauty item,"Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170109"">New Balance Men's 410v5 Trail Running Shoes</a> for <strong>$37.48</strong>. Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091950,2170109"">beauty item</a> (they start at $3) to bag <b>free shipping</b>; otherwise, shipping adds $10.95. That's the lowest price we could find by $13, although we saw them for $2 less last month. They're available in sizes 8 to 13.",SHOES,New Balance Men's 410v5 Trail Running Shoes,2170109
$22,4,,,https://www.dealnews.com/Skechers-Mens-Quantum-Flex-Walking-Sneakers-for-22-free-s-h-w-beauty-item/2170103.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/v0richsb7sblpevm8dxp",2018-01-03T03:44:05-05:00,free s&h w/beauty item,"Finish Line via Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170103"">Skechers Men's Quantum Flex Walking Sneakers</a> in Grey for <strong>$22.48</strong>. Plus, pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091941,2170103"">beauty item</a> (they start at $3) to bag <b>free shipping</b>; otherwise, shipping adds $10.95. That's tied with our mention from a week ago and the lowest price we could find now by $23. They're available in select sizes from <del>9</del> 8.5 to 13.",SHOES,Skechers Men's Quantum Flex Walking Sneakers,2170103
from $150,1,,2018-01-02T09:01:14-05:00,https://www.dealnews.com/Good-Baby-Lufta-3-in-1-Sleeper-Play-Yard-from-150-free-shipping/2170067.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/s7cywtlw0ja4vgzhn299",,free shipping,"Sam's Club offers its members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170067"">GoodBaby Lufta 3-in-1 Sleeper Play Yard</a> for <strong>$149.96</strong> with <strong>free shipping</strong>. (Non members pay a $14.99 surcharge.) That's the lowest price we could find by $10. It acts as a bassinet, play yard, toddler cot, and measures 40.5"" x 28.5"" x 30"" when assembled. Deal ends January 4.",BABIES & KIDS ITEMS,GoodBaby Lufta 3-in-1 Sleeper Play Yard,2170067
$40,3,,,https://www.dealnews.com/Refurb-Hoover-Wind-Tunnel-2-Rewind-Vacuum-for-40-free-shipping/2170106.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/shlcxg8vlff0bfn5fjdd",2018-01-02T15:51:21-05:00,free shipping,"Hoover via eBay offers the refurbished <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170106"">Hoover WindTunnel 2 Rewind Bagless Upright Vacuum</a> for <strong>$39.99</strong> with <strong>free shipping</strong>. That's tied with our October mention as the best deal we've seen for this model in any condition. (It's the lowest for a refurb today by $30.) It features a 25-foot cord, HEPA filter, dual-cyclonic action, and bottom-release cup.<br>
<br>
Note: A 6-month Hoover warranty applies.",VACUUM CLEANERS,Refurb Hoover WindTunnel 2 Rewind Vacuum,2170106
$29,1,,2018-01-02T08:52:45-05:00,https://www.dealnews.com/Ozark-Trail-Mummy-30-Degree-Sleeping-Bag-for-29-pickup-at-Walmart/2170082.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zso77qzpoqyuvo651eao",,pickup at Walmart,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170082"">Ozark Trail Mummy Eulin Fiber 30-Degree Sleeping Bag</a> in Grey/Purple for <strong>$28.58</strong>. Opt for in-store <strong>pickup</strong> to avoid the $5.99 shipping charge. That's $16 off list and the lowest price we could find.",CAMPING & OUTDOORS,Ozark Trail Mummy 30-Degree Sleeping Bag,2170082
$510,3,True,,https://www.dealnews.com/Refurb-Unlocked-iPhone-7-Plus-32-GB-Smartphone-for-510-free-shipping/2170100.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/g0kyx2o6u5fwrfopv0ck",2018-01-03T04:06:17-05:00,free shipping,"MyWitOutlet via eBay offers the refurbished <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170100"">Unlocked Apple iPhone 7 Plus 32GB Smartphone</a> in several colors (Black pictured) for <strong>$509.99</strong> with <strong>free shipping</strong>. That's $10 under a Black Friday week deal and the lowest price we've seen for an unlocked iPhone 7 Plus. (It's also $159 under the best we could find for a new one.)<br>
<br>
Note: No warranty information is provided. Also, this device may have visible cosmetic flaws but is otherwise fully functional.",APPLE IPHONES,Refurb Unlocked iPhone 7 Plus 32GB Smartphone,2170100
$14,3,,,https://www.dealnews.com/Scheppend-Baby-Stroller-Blanket-for-14-free-shipping-w-Prime/2170085.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/c4nxwloxknjvhejcaidb",2018-01-02T15:50:22-05:00,free shipping w/ Prime,"Scheppend via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170085"">Scheppend Baby Stroller Blanket</a> in Black for $22.59. Coupon code ""GYLPDMPT"" cuts it to <strong>$13.55</strong>. With <strong>free shipping</strong> for Prime members, that's the lowest price we could find by $13. It is 100% cotton and measures 38.6"" in length. Deal ends February 27.",BABIES & KIDS ITEMS,Scheppend Baby Stroller Blanket,2170085
$10,2,,2018-01-02T08:41:30-05:00,https://www.dealnews.com/Phar-Me-Doc-18-Muscle-Roller-Massage-Stick-for-10-free-shipping/2170094.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/lxfvnbkeqdr4l3rbwdud",,free shipping,"Doctors Deals via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170094"">PharMeDoc 18"" Muscle Roller Massage Stick</a> for <strong>$9.95</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $6. Recommended for use before or after workouts, this massage stick features nine segmented spindles and ergonomic handles.",HEALTH,"PharMeDoc 18"" Muscle Roller Massage Stick",2170094
$72,2,,,https://www.dealnews.com/Stamina-In-Tone-Oval-Jogger-for-72-free-shipping/2170091.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ijr2swl2ygikjyyjvkw7",2018-01-02T15:48:54-05:00,free shipping,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170091"">Stamina InTone Oval Jogger</a> for <strong>$71.94</strong> with <strong>free shipping</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091923,2170091"">Amazon</a> charges the same price, as does <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091926,2170091"">Home Depot</a> via in-store pickup.) That's the lowest price we could find by $2, although most stores charge $100 or more. It features a multifunctional fitness monitor, adjustable handle bar, and 250-lb. capacity.",EXERCISE EQUIPMENT,Stamina InTone Oval Jogger,2170091
$39 at IKEA stores,3,,,https://www.dealnews.com/IKEA-Lack-TV-Unit-for-39-at-IKEA-stores/2170079.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/iwcg8cfx7s8q590yrnva",2018-01-02T15:48:20-05:00,,"IKEA retail locations offer its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170079"">IKEA Lack TV Unit</a> for <strong>$39</strong>. (This offer is available online; however, shipping starts at $119.) That's $11 off and the lowest price we could find. It can hold a TV up to 50"" and measures approximately 59"" x 22"" x 14"". Deal ends January 10.",HOME FURNITURE,IKEA Lack TV Unit,2170079
$6,3,,,https://www.dealnews.com/Fruit-of-the-Loom-Womens-Sports-Bra-3-Pack-for-6-pickup-at-Walmart/2170088.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/vtrlsb75iyxqht8bkyam",2018-01-02T15:48:03-05:00,pickup at Walmart,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170088"">Fruit of the Loom Women's Tank Style Sports Bra 3-Pack</a> in Stripe/Black/Red Hot or Pin Dot/Popsicle Pink/White for <strong>$6</strong>. Opt for in-store <strong>pickup</strong> to avoid the $5.99 shipping fee. That's the lowest price we could find by $7. They come in select sizes from <del>34</del> 42 to 50.",ACTIVEWEAR,Fruit of the Loom Women's Sports Bra 3-Pack,2170088
$8,3,,,https://www.dealnews.com/Tacklife-Classic-Digital-Multimeter-for-8-free-shipping-w-Prime/2170076.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/dj97topbcnhsyij0jtz6",2018-01-02T15:45:57-05:00,free shipping w/ Prime,"Tacklife Direct via Amazon offers Prime members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170076"">Tacklife Classic Digital Multimeter</a> for $12.97. Coupon code ""54GCYL5X"" cuts the price to <strong>$7.78</strong>. With <strong>free shipping</strong>, that's a buck under our Cyber Monday mention and the lowest price we've seen. (It's also the best deal now by $8.) It features a non-contact voltage test function, overload protection, continuity test, auto-ranging, auto power off, low battery indication, and a backlit LCD display. Deal ends January 5.",TOOLS & HARDWARE,Tacklife Classic Digital Multimeter,2170076
Up to 70% off + 15% off,4,,,https://www.dealnews.com/Kohls-Clearance-Sale-Up-to-70-off-15-off-free-shipping-w-75/2170070.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/rrc46oeewrqacjawrmf0",2018-01-03T03:43:07-05:00,free shipping w/ $75,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091911,2170070"">Kohl's</a> cuts <strong>up to 70% off</strong> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091914,2170070"">clearance items</a>. Plus, get an <strong>extra 15% off</strong> with no-minimum purchase or an <strong>extra 20% off</strong> orders of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091917,2170070"">$100 or more</a> via coupon code ""SAVEMORE20"". Shipping adds <strong>$8.95</strong>, but orders of $75 or more qualify for free shipping. (In-store pickup may also be available.) Some exclusions apply. Deal ends January 3. A couple of best bets, both with prices after the above coupon:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170070"">Tek Gear Men's Slasher Shorts</a> for <strong>$8.50</strong> (pictured, $17 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091920,2170070"">Sonoma Goods for Life Men's Coolmax Classic-Fit Crewneck Sweater</a> for <strong>$17</strong> ($33 off)
 </li>
</ul>",AFTER CHRISTMAS SALES,Kohl's Clearance Sale,2170070
$10,2,,2018-01-02T08:03:05-05:00,https://www.dealnews.com/7-Piece-Frame-Clock-Room-Decor-Set-for-10-pickup-at-Walmart/2170061.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/eg8mds981omvzfp0cggx",,pickup at Walmart,"Walmart offers this <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170061"">7-Piece Frame Clock &amp; Room Decor Set</a> in Fuchsia for <strong>$9.99</strong>. Opt for in-store <strong>pickup</strong> to avoid the $5.99 shipping fee. That's the lowest price we could find by $11. It includes two 4"" x 6"" frames, two 5"" x 7"" frames, a 4-opening 4"" x 6"" collage frame, a clock, and a dry erase board.",DECOR,7-Piece Frame Clock & Room Decor Set,2170061
,,,2018-01-02T08:00:01-05:00,https://www.dealnews.com/features/Items-That-Will-Be-More-Expensive-in-2018/,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/etqgzscgngymujfkg2hl",,,"In 2018 you'll likely see price increases that will hurt your pocketbook. Fortunately, the first step to avoiding high prices is to be aware of them. So let's run down the list of <a data-iref=""fp-feature-content-wide-body"" href=""https://www.dealnews.com/features/Items-That-Will-Be-More-Expensive-in-2018/"">products and services you can expect to be more expensive</a> this year.",CONSUMER NEWS,8 Things That Will Be MORE Expensive in 2018,2165885
Up to 50% off,3,,,https://www.dealnews.com/Superdry-Winter-Sale-Up-to-50-off-free-shipping/2170064.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/vlrxuvdohnb8la0wogsq",2018-01-02T12:55:14-05:00,free shipping,"Superdry takes <b>up to 50% off</b> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091908,2170064"">men's and women's apparel and accessories</a> during its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091902,2170064"">Winter Sale</a>. (Prices are as marked.) Plus, all orders bag <b>free express shipping</b>. A couple of best bets:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091905,2170064"">Superdry Women's Bardot Bodycon Dress</a> for <strong>$22.25</strong> ($22 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170064"">Superdry Men's Gym Tech Double Zip Hoodie</a> for <strong>$59.15</strong> (pictured, $25 off)
 </li>
</ul>",CLOTHING & ACCESSORIES,Superdry Winter Sale,2170064
$9,2,,,https://www.dealnews.com/Rymemo-Sweatproof-Bluetooth-In-Ear-Earphones-for-9-free-shipping-w-Prime/2170043.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qbpb6d42zljau4tefwzf",2018-01-02T12:54:27-05:00,free shipping w/ Prime,"Globalbox via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170043"">Rymemo Sweatproof Bluetooth In-Ear Earphones</a> in Black for $17.88. Coupon code ""PM746QPU"" cuts the price to <strong>$8.76</strong>. With <strong>free shipping</strong> for Prime members, that's tied with our mention from two weeks ago, $9 off list, and the lowest price we could find. They feature earhooks and up to 6 hours of battery life. Deal ends January 4.",HEADPHONES,Rymemo Sweatproof Bluetooth In-Ear Earphones,2170043
$10,3,,,https://www.dealnews.com/Schick-Hydro-5-Disposable-Razor-Blade-5-Pack-for-10-free-shipping/2170046.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/abs6xmdroexjf2gtby0k",2018-01-02T12:53:21-05:00,free shipping,"Tanga offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170046"">Schick Hydro 5 Disposable Razor Blade 5-Pack</a> for <strong>$9.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find for this quantity by $6. They purport to hydrate skin while shaving.",SHAVING & GROOMING,Schick Hydro 5 Disposable Razor Blade 5-Pack,2170046
$8,3,,,https://www.dealnews.com/Alpine-Swiss-Mens-Flip-Flops-for-8-free-shipping/2170058.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/meviryrwtcelunmgfmgw",2018-01-02T13:35:19-05:00,free shipping,"Art of Deals via eBay continues to offer the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170058"">Alpine Swiss Men's Flip Flops</a> in several colors for <strong>$7.99</strong> with <strong>free shipping</strong>. That's tied with our mention from last week and the lowest price we could find by $16. They're available in sizes from 7 to 13.",SHOES,Alpine Swiss Men's Flip Flops,2170058
$8,3,,,https://www.dealnews.com/Dr.meter-Soil-Moisture-Light-PH-Meter-for-8-free-shipping-w-Prime/2170055.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/gecbiitivi5dgbovt1jl",2018-01-02T12:52:40-05:00,free shipping w/ Prime,"Thousandshores Inc. via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170055"">Dr.meter Soil Moisture / Light / PH Meter</a> for $12.99. Coupon code ""EOP9R5AH"" cuts it to <strong>$7.99</strong>. With <strong>free shipping</strong> for Prime members, that's a buck under our July mention, $5 off, and the best price we could find. It reads soil moisture, PH acidity, and light level with two probes. Deal ends January 9.",GARDEN TOOLS,Dr.meter Soil Moisture / Light / PH Meter,2170055
