title,time_modified,category,uuid,description,picture_url,url,price,shipping,time_published,hotness,editors_choice
Sportsman's Guide,,CAMPING & OUTDOORS,2167727,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167727"">Sportsman's Guide</a> takes <b>15% off</b> of your first order, including ammo, via coupon code ""TAKEOFF15"". Shipping starts at <b>$5.99</b>. Deal ends December 31.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s742/Sportsmans-Guide/"">Sportsman's Guide Coupons</a>.</p>","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/vdukbubkptbcloenefkn",https://www.dealnews.com/Sportsmans-Guide-15-off-your-first-order/2167727.html,15% off your first order,,2017-12-29T00:01:00-05:00,,
American Tourister Pop Plus 3pc Luggage Set,,LUGGAGE & TRAVEL GEAR,2168366,"BuyDig via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168366"">American Tourister Pop Plus 3-Piece Nested Spinner Luggage Set</a> in several colors (Black pictured) for $119.99. In-cart it drops to <strong>$99</strong>. With <strong>free shipping</strong>, that's a buck under our October mention and the lowest price we could find by $14. This set includes a 21"" spinner, 25"" spinner, and 29"" spinner. Deal ends January 9.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/tgimovcmuo0ivrblefms",https://www.dealnews.com/American-Tourister-Pop-Plus-3-pc-Luggage-Set-for-99-free-shipping/2168366.html,$99,free shipping,2017-12-29T15:21:04-05:00,3,
adidas Originals Men's Toss Canvas Sneakers,2017-12-29T20:39:22-05:00,SHOES,2168453,"Barneys Warehouse offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168453"">adidas Originals Men's Toss Canvas Sneakers</a> in White, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089370,2168453"">Black</a>, or <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089373,2168453"">Red</a> for $49. In-cart it drops to <b>$29.40</b>. With <b>free shipping</b>, that's $51 off list and the lowest price we could find. They're available in select sizes from 8 to 13. Deal ends January 1.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/tz3n6sdrjdvzkwfolklu",https://www.dealnews.com/adidas-Originals-Mens-Toss-Canvas-Sneakers-for-29-free-shipping/2168453.html,$29,free shipping,,4,True
Middle-Earth: Shadow of War for PS4,,GAMES,2168450,"GameStop offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168450"">Middle-Earth: Shadow of War for PlayStation 4</a> for <strong>$29.99</strong>. Coupon code ""SAVER"" yields <strong>free shipping</strong>. That's the lowest price we could find by $11, although we saw it for $5 less on Black Friday.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qc0lmbxqge7vkx3ztux8",https://www.dealnews.com/Middle-Earth-Shadow-of-War-for-PS4-for-30-free-shipping/2168450.html,$30,free shipping,2017-12-29T15:05:54-05:00,1,
Nike SB Men's Dunk Pro High Shoes,,SHOES,2168441,"Nike offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168441"">Nike SB Men's Dunk Pro High Skateboarding Shoes</a> in Red or Obsidian for $79.97. In cart, that drops to <strong>$59.98</strong>. Plus, Nike+ members receive <b>free shipping</b>. (Not a member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089343,2168441"">join</a>.) That's the lowest price we could find by $26. They're available in select sizes from 4 to 15. Deal ends January 4.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/inslbztdlnw91r0p7vzd",https://www.dealnews.com/Nike-SB-Mens-Dunk-Pro-High-Shoes-for-60-free-shipping/2168441.html,$60,free shipping,2017-12-29T15:02:41-05:00,3,
Y-3 by adidas Men's Kozoko Low Sneakers,,SHOES,2168435,"Barneys offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168435"">Y-3 by adidas Men's Kozoko Low Sneakers</a> in Grey for <b>$139</b> with <b>free shipping</b>. That's $211 off list and the lowest price we could find. They're available in select sizes from 6.5 to 12.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/w60hd2qw9ifx36s4ndv3",https://www.dealnews.com/Y-3-by-adidas-Mens-Kozoko-Low-Sneakers-for-139-free-shipping/2168435.html,$139,free shipping,2017-12-29T15:02:10-05:00,3,
Hawke & Co. Men's Packable Chevron Jacket,,COATS,2168414,"As one of its daily deals, Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168414"">Hawke &amp; Co. Outfitter Men's Packable Downtown Chevron Jacket</a> in several colors (Texas Dark Heather pictured) for <strong>$39.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $15. It's available in select sizes from XS to XXL. Deal ends December 30.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/kufjhfuf4lgodqexqvlw",https://www.dealnews.com/Hawke-Co.-Mens-Packable-Chevron-Jacket-for-40-free-shipping/2168414.html,$40,free shipping,2017-12-29T15:01:45-05:00,3,
Nautica Women's Kellen High Top Sneakers,,SHOES,2168426,"As one of its daily deals, Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168426"">Nautica Women's Kellen High Top Sneakers</a> in Camel or Navy for <b>$29.50</b> with <b>free shipping</b>. That's $30 off list and the lowest price we could find. They're available in sizes 6 to 10. Deal ends December 30.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/flf8tsffutbvsfabfruz",https://www.dealnews.com/Nautica-Womens-Kellen-High-Top-Sneakers-for-30-free-shipping/2168426.html,$30,free shipping,2017-12-29T15:01:25-05:00,3,
Barbour Men's Quilted Coat,,COATS,2168438,"Lord & Taylor offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168438"">Barbour Men's Quilted Coat</a> in Black for <strong>$119.60</strong> with <b>free shipping</b>. That's $179 off list and the lowest price we could find for any color by $11. It's available in select sizes from S to XXL.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ra04ie63uzvtvahy7p0x",https://www.dealnews.com/Barbour-Mens-Quilted-Coat-for-120-free-shipping/2168438.html,$120,free shipping,2017-12-29T15:00:13-05:00,3,
Bonobos Final Sale,,CLOTHING & ACCESSORIES,2168429,"Ending today, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168429"">Bonobos</a> takes an <strong>extra 30% off</strong> all <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089310,2168429"">final sale items</a> via coupon code ""WRAPPED"". Plus, all orders receive <strong>free shipping</strong>. Eligible items include men's coats, sweaters, suits, pants, jeans, dress shirts, and ties.<br>
<br>
Note: Final sale items cannot be returned or exchanged.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s40038/Bonobos/"">Bonobos Coupons</a>.</p>","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/aorqbir2jxv6stwzj11l",https://www.dealnews.com/Bonobos-Final-Sale-Extra-30-off-free-shipping/2168429.html,Extra 30% off,free shipping,2017-12-29T15:00:02-05:00,3,
Goggles4U Prescription Eyeglasses,,GLASSES & CONTACT LENSES,2167754,"Goggles4U offers a complete pair of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167754"">non-designer prescription eyeglasses</a> (frames, 1.57 basic CR lenses) in various styles for $6.95. (Sort by price to see these deals.) Coupon code ""DNFREE"" drops the price to <strong>$0</strong>. Shipping adds <b>$5.95</b>. Additional upgrades are available at an extra cost, including tinted lenses, bifocals, and name-brand frames. Deal ends January 1.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/vawdyiqw6ofmza1rncii",https://www.dealnews.com/Goggles4-U-Prescription-Eyeglasses-for-free-6-s-h/2167754.html,free,$6 shipping,2017-12-29T00:01:00-05:00,,
Kenneth Cole Reaction Men's Suede Chukkas,,SHOES,2168423,"Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168423"">Kenneth Cole Reaction Men's Desert Sun Suede Chukkas</a> in several colors (Olive pictured) for <strong>$44.99</strong> with <strong>free shipping</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089292,2168423"">Amazon</a> has them in select sizes from the same price.) That's $4 under our October mention and the lowest price we could find now by $13. They're available in select sizes from 7 to 13. Deal ends December 30.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/xeefokvzwmriwzv588ge",https://www.dealnews.com/Kenneth-Cole-Reaction-Mens-Suede-Chukkas-for-45-free-shipping/2168423.html,$45,free shipping,2017-12-29T14:59:25-05:00,3,
Sporto Women's Makela Waterproof Boots,,SHOES,2168411,"As one of its daily deals, Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168411"">Sporto Women's Makela Cold-Weather Waterproof Boots</a> in Pewter for <strong>$27.60</strong> with <strong>free shipping</strong>. That's $41 off list and the lowest price we could find. They're available in sizes 6 to 9. Deal ends December 30.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ojuxfqynwovood8i5kgy",https://www.dealnews.com/Sporto-Womens-Makela-Waterproof-Boots-for-28-free-shipping/2168411.html,$28,free shipping,2017-12-29T14:51:47-05:00,3,
Pyrex 2-Cup Measuring Cup,2017-12-29T14:49:20-05:00,KITCHEN,2168432,"Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168432"">Pyrex 2-Cup Measuring Cup</a> for $3.99. Coupon code ""FIT"" knocks it to <strong>$2.55</strong>. Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089331,2168432"">beauty item</a> (they start at $3) to bag <b>free shipping</b>; otherwise, shipping adds $10.95. Minus padding, that's the lowest price we could find by $3. It's microwave-, fridge-, and dishwasher-safe. Deal ends December 30.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/aeubiqiauqqms2ova2ju",https://www.dealnews.com/Pyrex-2-Cup-Measuring-Cup-for-3-free-s-h-w-beauty-item/2168432.html,$3,free s&h w/beauty item,,3,
Lenox Ski Shop Porcelain Building,,DECOR,2168417,"As one of its daily deals, Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168417"">Lenox Mistletoe Park Ski Shop Porcelain Building</a> for <strong>$34.99</strong> with <strong>free shipping</strong>. That's $105 off and the lowest price we could find. It measures approximately 6.25"" x 6"" x 5"" and requires four AAA batteries. (It's unclear if batteries are included.) Deal ends December 30.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/mymkvbjsiqmtnzktczrw",https://www.dealnews.com/Lenox-Ski-Shop-Porcelain-Building-for-35-free-shipping/2168417.html,$35,free shipping,2017-12-29T14:35:27-05:00,3,
Under Armour Women's Thrill 3 Running Shoes,,SHOES,2168408,"As one of its daily deals, Finish Line via Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168408"">Under Armour Women's Thrill 3 Running Shoes</a> in Black for <b>$37.48</b> with <b>free shipping</b>. That's $13 under our August mention and the lowest price we could find by $13. They're available in sizes 6 to 11. Deal ends December 30.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ekrbfkoiiljthzqr5az5",https://www.dealnews.com/Under-Armour-Womens-Thrill-3-Running-Shoes-for-38-free-shipping/2168408.html,$38,free shipping,2017-12-29T14:31:10-05:00,3,
Milwaukee 12V LED Spot Light w/ Battery,,FLASHLIGHTS & LIGHTING,2168375,"Home Depot offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168375"">Milwaukee M12 12-volt Lithium-Ion Cordless Trueview LED Spot Light</a> bundled with the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089043,2168375"">Milwaukee M12 XC Battery Pack</a> for <strong>$69</strong> with <strong>free shipping</strong>. That's $69 off list and the lowest price we could find. It features a 2,100-foot beam distance, three output modes, and IPX4 moisture resistance.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/taxcyjyfcs0dtkjhiias",https://www.dealnews.com/Milwaukee-12-V-LED-Spot-Light-w-Battery-for-69-free-shipping/2168375.html,$69,free shipping,2017-12-29T14:23:18-05:00,3,
Weatherproof Men's Jake Cold Weather Boots,2017-12-29T21:01:54-05:00,SHOES,2168399,"As one of its daily deals, Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168399"">Weatherproof Men's Jake Cold Weather Boots</a> in Taupe or Grey for <strong>$36.99</strong> with <strong>free shipping</strong>. That's $38 off and the lowest price we could find, although we saw them for $7 less last month. They're available in select sizes from 8 to 13. Deal ends December 30.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/w70omtpyh8hhixntkynn",https://www.dealnews.com/Weatherproof-Mens-Jake-Cold-Weather-Boots-for-37-free-shipping/2168399.html,$37,free shipping,,5,
Levi's Men's Stanton Burnish Sneakers,2017-12-29T21:01:20-05:00,SHOES,2168405,"As one of its daily deals, Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168405"">Levi's Men's Stanton Burnish Sneakers</a> in Black for <strong>$29.99</strong> with <strong>free shipping</strong>. That's tied with a Cyber Monday deal, $30 off list, and the lowest price we could find. They're available in sizes 8 to 11. Deal ends December 30.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/a5yno52fei7d7hvvixex",https://www.dealnews.com/Levis-Mens-Stanton-Burnish-Sneakers-for-30-free-shipping/2168405.html,$30,free shipping,,4,
G by Guess Women's Harson Tall Boots,,SHOES,2168393,"As one of its daily deals, Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168393"">G by Guess Women's Harson Tall Boots</a> in Brown or Black for <strong>$44.50</strong> with <strong>free shipping</strong>. That's tied with our mention from two weeks ago, $45 off list, and the lowest price we've seen. They're available in select sizes from 6 to 10. Deal ends December 30.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/l5zc5qikrtcesy1a93te",https://www.dealnews.com/G-by-Guess-Womens-Harson-Tall-Boots-for-45-free-shipping/2168393.html,$45,free shipping,2017-12-29T14:14:38-05:00,3,
Chase Sapphire Preferred® Card,,CREDIT CARDS,2167586,"Sign up for the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167586"">Chase Sapphire Preferred® Credit Card</a> and earn <strong>50,000 bonus points</strong> after you spend <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17086874,2167586"">$4,000 or more</a> on purchases in the first three months from account opening – that's $625 toward travel when you redeem through Chase Ultimate Rewards®. Plus, earn <strong>5,000 bonus points</strong> after you add the first authorized user and make a purchase in the first three months from account opening. Also, earn <strong>2 points</strong> for every $1 spent on travel and dining at restaurants both in the U.S. and abroad, and <strong>1 point</strong> for every $1 spent on all other purchases. There's a <strong>$0 Intro Annual Fee</strong> for the first year, then $95 for each additional year, and <strong>no foreign transaction fees</strong> on purchases made outside the United States. For more terms and conditions, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17086877,2167586"">click here</a>.<br>
<br>
This card — and several more — can be found on our <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""http://dealnews.com/credit-cards/s1642/Chase/"">Chase Credit Card page</a>.        <div class=""article-disclaimer"">
            <p class=""article-disclaimer-text"">
                <a href=""#"" class=""article-disclaimer-link info"" data-panel=""article_disclaimer-dialog"" data-dialog_text=""DealNews has financial relationships with the credit card issuers mentioned on our site, and DealNews receives compensation if consumers choose to apply for these by clicking links in our content and ultimately sign up for these specific cards. This compensation has no impact or influence on where or how the cards appears on dealnews.com. DealNews does not include all card companies or all card offers available in the marketplace.&lt;br&gt;&lt;br&gt;
&lt;bold&gt;UGC Disclosure&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
These responses are not provided or commissioned by the bank advertiser. Responses have not been reviewed, approved or otherwise endorsed by the bank advertiser. It is not the bank advertiser's responsibility to ensure all posts and/or questions are answered.
&lt;bold&gt;Bank Disclaimer&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
This content is not provided or commissioned by the Bank Advertiser. Opinions expressed here are author's alone, not those of the Bank Advertiser, and have not been reviewed, approved or otherwise endorsed by the Bank Advertiser. This site may be compensated through the Bank Advertiser Affiliate Program."" data-dialog_title=""Advertiser Disclosure"">Advertiser Disclosure</a>
            </p>
        </div>","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/d8ppsk9jlwz1siyg70ap","https://www.dealnews.com/lw/click.html?20,2,2167586","50,000 bonus points",,2017-12-28T12:11:32-05:00,,
Refurb Samsung SmartCam Camera 2-Pack,,SECURITY CAMERAS,2168396,"As one of its daily deals, Woot via Amazon offers the refurbished <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168396"">Samsung SmartCam HD Plus 1080p WiFi IP Monitoring Camera 2-Pack</a> for <strong>$89.99</strong> with <strong>free shipping</strong>. That's $148 under the lowest price we could find for two of these new. although we saw this 2-pack for $5 less last month. Each camera features a 130° wide angle of view, 1080p video, 2-way talk, motion & audio detection, and email and mobile notification. Deal ends today.<br>
<br>
Note: A 90-day Samsung warranty applies.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zfa6ctulmxx8ec3vfp8a",https://www.dealnews.com/Refurb-Samsung-Smart-Cam-Camera-2-Pack-for-90-free-shipping/2168396.html,$90,free shipping,2017-12-29T14:10:04-05:00,3,
Michael Kors Winter Sale,2017-12-29T20:22:19-05:00,CLOTHING & ACCESSORIES,2168306,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168306"">Michael Kors</a> takes <b>up to 50% off</b> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088833,2168306"">clothing, shoes, and acessories</a> during its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088836,2168306"">Winter Sale</a>. (Prices are as marked.) Shipping adds <b>$5</b>, but orders of $50 or more qualify for free shipping. Some exclusions may apply. Deal ends January 2.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/rjowtkotwklfp2g09ftq",https://www.dealnews.com/Michael-Kors-Winter-Sale-Up-to-50-off-free-shipping-w-50/2168306.html,Up to 50% off,free shipping w/ $50,,5,
"Verso 10"" Red Speedy Balance Bike",,BICYCLING,2168315,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168315"">Verso 10"" Red Speedy Balance Bike</a> in Red for <strong>$49.94</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $17. It's designed for children age 2 to 5.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/t9hg41ax43ayilyme58j",https://www.dealnews.com/Verso-10-Red-Speedy-Balance-Bike-for-50-free-shipping/2168315.html,$50,free shipping,2017-12-29T14:02:40-05:00,1,
Coats Direct coupon,,COATS,2168387,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089169,2168387"">Coats Direct</a> takes an <strong>extra 40% off</strong> sitewide via coupon code ""NEW40"". Plus, all orders bag <strong>free shipping</strong>. Deal ends January 1, 2018. A couple of best bets, with prices after coupon:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089142,2168387"">Laundry by Design Women's Hooded Quilted Anorak Jacket</a> for <strong>$47.99</strong> ($152 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168387"">Nautica Men's Wool Twill Coat</a> for <strong>$83.99</strong> (pictured, $316 off)
 </li>
</ul>","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/dludpelfxhvkzusmd7ci",https://www.dealnews.com/Coats-Direct-coupon-40-off-sitewide-free-shipping/2168387.html,40% off sitewide,free shipping,2017-12-29T13:59:30-05:00,3,
"Haier 55"" 4K LED LCD UHD TV",,TVS,2168351,"BuyDig offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168351"">Haier 54.6"" 4K LED-Backlit LCD Ultra HD Television</a>, model no. 55UGX3500, for <strong>$349.99</strong> with <strong>free shipping</strong>. (You may need to apply coupon code ""c11711289377"" to see this price.) That's the lowest price we could find by $50. It features a 3840x2160 (4K, 2160p) native resolution, USB, and four HDMI inputs. Deal ends January 5.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/m1jipjikp519pzmbvunb",https://www.dealnews.com/Haier-55-4-K-LED-LCD-UHD-TV-for-350-free-shipping/2168351.html,$350,free shipping,2017-12-29T13:56:51-05:00,3,
Dell Refurbished Store coupon,,COMPUTERS,2168339,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168339"">Dell Refurbished Store</a> cuts <b>45% off</b> any item priced at <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088938,2168339"">$399 or higher</a> via coupon code ""NEWYEAR18"". (The same code also knocks <b>31% off</b> any item priced at <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088941,2168339"">$398 or less</a>, excluding E6430 models.) Plus, all orders qualify for <b>free shipping</b>. Some exclusions apply, such as clearance. Deal ends January 2.<br>
<br>
These systems are covered by a 100-day Dell warranty.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s3007/Dell-Refurbished-Store/"">Dell Refurbished Store Coupons</a>.</p>","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/dq5mvihrblbv01lxryec",https://www.dealnews.com/Dell-Refurbished-Store-coupon-31-to-45-off-free-shipping/2168339.html,31% to 45% off,free shipping,2017-12-29T13:52:08-05:00,3,
Victoria Sport Women's Front-Close Sport Bra,,ACTIVEWEAR,2168369,"Victoria's Secret offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168369"">Victoria Sport Women's The Knockout Front-Close Sport Bra</a> in several colors (Black pictured) for <strong>$24.99</strong> plus <strong>$8</strong> for shipping. That's $25 off and the lowest price we could find. It's available in select sizes from 32 to 40 with cups from B to DDD.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zlboowfogk5nkyjfg599",https://www.dealnews.com/Victoria-Sport-Womens-Front-Close-Sport-Bra-for-25-8-s-h/2168369.html,$25,$8 shipping,2017-12-29T13:51:14-05:00,3,
Night Owl 8-Ch. 4-Cam 1080p Security System,,SECURITY CAMERAS,2168324,"Sam's Club offers its members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168324"">Night Owl 8-Channel 1080p 1TB DVR Security System with Four Cameras</a> for <strong>$299.88</strong> with <strong>free shipping</strong>. (Not a member? <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088911,2168324"">Amazon</a> charges the same.) That's tied with our July mention and the lowest price we could find now by $13, although most retailers charge at least $450. The system features four weather-resistant 1080p infrared cameras with a 100° field of view, night vision up to 100 feet, motion and heat detection, a DVR with 1TB hard drive, integrated 2-hour battery backup, Ethernet, email alerts, and remote viewing via the Night Owl HD mobile app. Deal ends December 31.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/uyp0nrqeurvgc0jlqrvw",https://www.dealnews.com/Night-Owl-8-Ch.-4-Cam-1080-p-Security-System-for-300-free-shipping/2168324.html,$300,free shipping,2017-12-29T13:50:23-05:00,3,
Trademark Poker 2-Deck Blackjack Dealing Shoe,,CARD AND BOARD GAMES,2168384,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168384"">Trademark Poker 2-Deck Blackjack Dealing Shoe</a> for $7.02. Opt for in-store <strong>pickup</strong> to drop the price to <strong>$6.69</strong> and avoid the $5.99 shipping fee. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089079,2168384"">Amazon</a> charges the same with orders of $25 or more.) That's $18 off list and the lowest price we could find. It features a steel roller and rounded edges.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/d1aisxhudb2fbvfk5lqe",https://www.dealnews.com/Trademark-Poker-2-Deck-Blackjack-Dealing-Shoe-for-7-pickup-at-Walmart/2168384.html,$7,pickup at Walmart,2017-12-29T13:50:13-05:00,2,
