shipping,price,url,description,editors_choice,time_published,hotness,uuid,title,category,picture_url,time_modified
,from $3 per month,https://www.dealnews.com/Amazon-Video-Add-On-Subscriptions-from-3-per-month/2171939.html,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096792,2171939"">Amazon Prime</a> and <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096795,2171939"">Prime Video members</a> can purchase <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171939"">add-on subscriptions</a> to select streaming entertainment channels with prices starting at <strong>$2.99 per month</strong>. Each channel has its own unique pricing, with more well-known services typically priced from $8.99 to $14.99. Video subscriptions can be added and removed via your Prime account settings.",,2018-01-04T14:20:21-05:00,,2171939,Amazon Video Add-On Subscriptions,VIDEO DOWNLOADS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/jdbqburqwi25uci5t5ag",
free shipping,$9,https://www.dealnews.com/16-LED-Solar-Motion-Sensor-Security-Lamp-for-9-free-shipping/2171987.html,"ebestshop4u via eBay offers this <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171987"">16-LED Solar Motion Sensor Security Lamp</a> for <b>$8.99</b> with <b>free shipping</b>. That's the lowest price we could find by $7, outside of other eBay vendors and the mention below. It features a 50,000-hour lifespan and is waterproof.<br>
<br>
A close price: <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096930,2171987"">Yescom via Walmart</a> has it for $9.39 with free shipping.",,2018-01-04T19:13:15-05:00,3,2171987,16-LED Solar Motion Sensor Security Lamp,HOME & GARDEN,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ybgrtgec0ipgfndymsqb",
free shipping,$80,https://www.dealnews.com/Columbia-Mens-Sister-Brook-Down-Jacket-for-80-free-shipping/2172158.html,"Columbia offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172158"">Columbia Men's Sister Brook Down Jacket</a> in Super Blue or Peatmoss Camo for $99.99. Coupon code ""COLNEWYEAR60"" knocks that to <b>$79.99</b>. Plus, Greater Rewards members receive <strong>free shipping</strong>. (Not a member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097284,2172158"">sign up</a>.) That's $120 off list and tied with our mention from ten days ago as the lowest price we could find. It's available in select sizes from S to XL. Deal ends January 29.",,2018-01-04T19:10:45-05:00,3,2172158,Columbia Men's Sister Brook Down Jacket,COATS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/o7gngok5soijbxtp13q3",
free shipping,$125,https://www.dealnews.com/Ninja-Auto-IQ-Blender-System-w-3-Cups-for-125-free-shipping/2172161.html,"Best Buy offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172161"">Ninja Auto IQ Blender System with 3 Nutri Ninja Cups</a> for <strong>$124.99</strong> with <strong>free shipping</strong>. That's tied with our mention from last September and the lowest price we could find by $59. It features three manual settings, five Auto-iQ programs, 72-oz. pitcher, 8-cup food processor bowl, and three extra cups.",,2018-01-04T19:06:36-05:00,3,2172161,Ninja Auto IQ Blender System w/ 3 Cups,SMALL APPLIANCES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/rd2pbptxqmxa8dclhnc1",
,$4,https://www.dealnews.com/The-Berenstain-Bears-Collection-eBook-for-4/2172164.html,"Amazon offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172164"">Stan and Jan Berenstain's <i>The Berenstain Bears Picture Book Collection</i> Kindle eBook</a> for <strong>$3.99</strong>. That's tied with our May mention and the lowest price we could find by $27. It includes 16 books.",True,2018-01-04T18:58:56-05:00,3,2172164,"""The Berenstain Bears Collection"" eBook",EBOOKS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/yziks1lmfhgn9kzayzfb",
free shipping,$65,https://www.dealnews.com/Mountain-Hardwear-Mens-Chockstone-Jacket-for-65-free-shipping/2172077.html,"Mountain Hardwear offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172077"">Mountain Hardwear Men's Super Chockstone Hooded Jacket</a> in several colors for <b>$64.98</b> with <b>free shipping</b>. That's the lowest price we could find by $70, excluding the mention below. It's available in select sizes from S to XXL.<br>
<br>
A close price: <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097176,2172077"">REI Garage</a> has it for $66.73 with free shipping.",,2018-01-04T18:49:40-05:00,4,2172077,Mountain Hardwear Men's Chockstone Jacket,COATS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qpcgbhwguiwekgq05gcl",
free shipping,$9 w/ $25 purchase,https://www.dealnews.com/Dr.-Bronners-32-oz.-Pure-Castile-Liquid-Soap-for-9-w-25-purchase-free-shipping/2172155.html,"With orders of $25 or more, Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172155"">Dr. Bronner's Pure-Castile Liquid Soap 32-oz. Bottle in Lavender</a> for <strong>$9.35</strong> with <strong>free shipping</strong>. That's about a buck less than you could expect to pay in local stores. It features organic and vegan ingredients.<br>
<br>
Note: This item is part of Amazon's ""add-on"" program and can only be purchased with orders of $25 or more.",,2018-01-04T18:49:32-05:00,3,2172155,Dr. Bronner's 32-oz. Pure-Castile Liquid Soap,SKIN CARE,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/uprmqpdopsfqejvuzbux",
pickup at Walmart,$27,https://www.dealnews.com/Logitech-Z313-2.1-Speaker-System-for-27-pickup-at-Walmart/2172080.html,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172080"">Logitech Z313 2.1-Channel Speaker System</a> for <strong>$26.99</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097179,2172080"">Best Buy</a> charges $2 more.) Opt for in-store <strong>pickup</strong> to avoid the $5.99 shipping charge. That's tied with our mention from three weeks ago and the lowest price we could find by $7. It features a subwoofer, two satellite speakers, and control pod.",,2018-01-04T18:49:27-05:00,3,2172080,Logitech Z313 2.1 Speaker System,SPEAKERS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/s4uahi2wpncmc5fl6aki",
pickup at Home Depot,$25,https://www.dealnews.com/Toughbuilt-8.8-iPad-Organizer-and-Notebook-for-25-pickup-at-Home-Depot/2172092.html,"Home Depot offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172092"">Toughbuilt 8.8"" iPad Organizer and Grid Notebook</a> in Black for <b>$24.62</b>. Opt for in-store <b>pickup</b> to dodge the $5.99 shipping fee. That's the lowest price we could find by $13. It features a top handle, rear hand strap, and multiple pockets.",,2018-01-04T18:49:17-05:00,4,2172092,"Toughbuilt 8.8"" iPad Organizer and Notebook",IPAD ACCESSORIES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/eggfk8vc3htpzz4hiaz3",
free shipping w/ Prime,$10,https://www.dealnews.com/Ironclad-General-Utility-Gloves-for-10-free-shipping-w-Prime/2172086.html,"StellarSales123 via Amazon offers Prime members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172086"">Ironclad General Utility Gloves</a> in Black/Large for <strong>$10.33</strong> with <strong>free shipping</strong>. Outside of the seller below, that's the lowest price we could find by $7. They feature double-stitched synthetic leather reinforcements on the palm, saddle, and fingers.<br>
<br>
A close price, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097185,2172086"">Walmart</a> offers them for $10.51 with in-store pickup.",,2018-01-04T18:38:15-05:00,3,2172086,Ironclad General Utility Gloves,ACCESSORIES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/sydgctm82qbmb3ghqn0e",
,$350 bonus w/ new account,"https://www.dealnews.com/lw/click.html?20,2,2171945","At Chase, open a new <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171945"">Chase Total Checking account</a> with <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096801,2171945"">direct deposit</a>, as well as a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096804,2171945"">Chase Savings account</a> and receive a <strong>$350 bonus</strong>. (The savings account requires you deposit a total of $10,000 or more within 10 days and maintain that balance for 90 days.) Finally, the Annual Percentage Yield (APY) effective as of 9/18/2017, is 0.01% for all balances in all states. (Interest rates are variable and subject to change.) Deal ends January 18.        <div class=""article-disclaimer"">
            <p class=""article-disclaimer-text"">
                <a href=""#"" class=""article-disclaimer-link info"" data-panel=""article_disclaimer-dialog"" data-dialog_text=""DealNews has financial relationships with many of the credit card issuers and banks mentioned on our site, and DealNews receives compensation if consumers choose to apply for these by clicking links in our content and ultimately sign up for these specific cards or accounts. This compensation has no impact or influence on where or how the cards or accounts appear on dealnews.com. DealNews does not include all card companies, banks  or all card offers available in the marketplace.&lt;br&gt;&lt;br&gt;
&lt;bold&gt;UGC Disclosure&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
These responses are not provided or commissioned by the bank advertiser. Responses have not been reviewed, approved or otherwise endorsed by the bank advertiser. It is not the bank advertiser's responsibility to ensure all posts and/or questions are answered.
&lt;bold&gt;Bank Disclaimer&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
This content is not provided or commissioned by the Bank Advertiser. Opinions expressed here are author's alone, not those of the Bank Advertiser, and have not been reviewed, approved or otherwise endorsed by the Bank Advertiser. This site may be compensated through the Bank Advertiser Affiliate Program."" data-dialog_title=""Advertiser Disclosure"">Advertiser Disclosure</a>
            </p>
        </div>",,,,2171945,Chase Total Checking and Savings,FINANCIAL SERVICES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/torxlco2z0vsnzqslvlf",2018-01-04T14:25:59-05:00
free shipping,$60,https://www.dealnews.com/Columbia-Womens-Mc-Cleary-Pass-Jacket-for-60-free-shipping/2171969.html,"Columbia offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171969"">Columbia Women's McCleary Pass Jacket</a> in Night Shadow Heather for $74.98. Apply coupon code ""COLNEWYEAR60"" to cut that price to <strong>$59.98</strong>. Plus, Greater Rewards members receive <strong>free shipping</strong>. (Not a member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096873,2171969"">sign up</a>.) That's $15 under our mention from two weeks ago and the lowest price we could find by $40. It's available in sizes XS to XL. Deal ends January 29.",,2018-01-04T18:37:03-05:00,3,2171969,Columbia Women's McCleary Pass Jacket,COATS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/iv77diu0gw67a0tmvngn",
free shipping w/Prime,$16,https://www.dealnews.com/Luminarc-10-Piece-Set-Stackable-Bowl-Set-for-16-free-shipping-w-Prime/2172149.html,"Amazon offers Prime members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172149"">Luminarc 10-Piece Set Stackable Bowl Set</a> for <strong>$15.87</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $14. They're microwave- and dishwasher-safe and range in size from 1.24-oz. to 4.5-quart.",,,3,2172149,Luminarc 10-Piece Set Stackable Bowl Set,KITCHEN,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/jnvtgpxxvn4r5mbe5bnd",2018-01-05T03:08:33-05:00
free shipping,$299,https://www.dealnews.com/Hamilton-Mens-Jazzmaster-Chrono-Watch-for-299-free-shipping/2172137.html,"Ashford offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172137"">Hamilton Men's Jazzmaster Chrono Watch</a> for $373.75. Coupon code ""DNJAZZM299"" cuts that to <strong>$299</strong>. With <strong>free shipping</strong>, that's the lowest price we could find by $215. It features a sapphire crystal, stainless steel case, leather strap, Swiss quartz movement, and water resistance to 165 feet. Deal ends January 9.",,2018-01-04T18:10:53-05:00,3,2172137,Hamilton Men's Jazzmaster Chrono Watch,WATCHES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/i01lwhrqh80xtkov6wpk",
free shipping,$61,https://www.dealnews.com/Real-Solutions-20-Quart-Pull-Out-Trash-Can-for-61-free-shipping/2172107.html,"Home Depot offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172107"">Real Solutions for Real Life Steel In-Cabinet 20-Quart Single Pull-Out Trash Can</a> in Platinum for <strong>$61.40</strong>. Choose in-store <strong>pickup</strong> to avoid the $6.74 shipping fee. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097224,2172107"">Amazon</a> charges the same with free shipping.) That's the lowest price we could find by $14. It measures 17"" x 8"" x 20"". Deal ends January 7.",,2018-01-04T18:00:36-05:00,3,2172107,Real Solutions 20-Quart Pull-Out Trash Can,HOME IMPROVEMENT,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/eh2n0j41yvbnhpgdok4b",
free shipping,"Buy 1, get 2nd for free",https://www.dealnews.com/Reebok-Kids-Shoes-Buy-1-get-2-nd-for-free-free-shipping/2172056.html,"At Reebok, buy <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097128,2172056"">one pair of kids' shoes</a> and get a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097113,2172056"">second pair</a> of equal or lesser value for <strong>free</strong> via coupon code ""NEWKICKS"". Plus, account holders bag <strong>free shipping</strong>. (It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097116,2172056"">sign up</a>.) Some exclusions apply. Deal ends January 7. A couple of eligible best bets, with prices <i>before</i> discount:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172056"">Reebok Infant/Toddler Girls' Classic Leather Pastel Shoes</a> for $42 (pictured)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097119,2172056"">Reebok Grade School Boys' JJ II Low Shoes</a> for $75
 </li>
</ul>",,2018-01-04T17:56:58-05:00,3,2172056,Reebok Kids' Shoes,KIDS' SHOES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/fgurt4zyoj6dt94y1bvi",
free shipping,"$1,045",https://www.dealnews.com/Dell-38-21-9-Curved-LED-Display-50-Dell-GC-for-1-045-free-shipping/2171843.html,"Dell Home, via its Member Purchase Program, offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171843"">Dell UltraSharp 37.5"" 21:9 Curved IPS LED-Backlit LCD Monitor</a> for <strong>$1,044.99</strong> with <strong>free shipping</strong>. Plus, Dell Advantage Loyalty Reward members also bag <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096432,2171843"">$50 in Dell Bonus Rewards</a>. (It'll appear as a credit in your account. Not a member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096435,2171843"">join</a>.) Assuming you use the credit, that's $3 under last month's mention and the lowest price we could find by $105. It features a 3840x1600 native resolution, sRGB over 99%, dual 9-watt speakers, six USB 3.0 ports, USB-C, DisplayPort, two HDMI inputs, and height-, tilt-, and swivel-adjustable stand.",,2018-01-04T17:52:52-05:00,2,2171843,"Dell 38"" 21:9 Curved LED Display, $50 Dell GC",MONITORS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ampqafjfmrh3dframga5",
pickup at Walmart,$16,https://www.dealnews.com/Lego-Star-Wars-Microfighter-Set-for-16-pickup-at-Walmart/2172101.html,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172101"">Lego Star Wars A-Wing vs. TIE Silencer Microfighters</a> or <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097212,2172101"">Lego Star Wars Ski Speeder vs. First Order Walker Microfighters</a> for <strong>$15.99</strong>. Opt for in-store <strong>pickup</strong> to dodge the $5.99 shipping charge. That's the lowest price we could find for either by $4. Each set comes with two minifigures and shooter accessories.",,2018-01-04T17:44:20-05:00,3,2172101,Lego Star Wars Microfighter Set,TOYS & HOBBIES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/cz2jshbcrgayts7jbpnk",
free shipping,20% to 50% off,https://www.dealnews.com/Beauty-Items-at-Macys-20-to-50-off-free-shipping/2172074.html,"Macy's takes <strong>20% to 50% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097164,2172074"">beauty items</a>. (Prices are as marked.) Plus, these items bag <strong>free shipping</strong>. Discounted brands include Clinique, BareMinerals, MAC, Origins, and Philosophy. A couple of best bets:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172074"">NYX Professional Makeup Lip, Eye &amp; Face Palette</a> for <strong>$7.50</strong> (pictured, low by $5)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097158,2172074"">Elizabeth Arden Sheer Kiss Lip Oils</a> for <strong>$10</strong> (low by $10)
 </li>
</ul>",,,4,2172074,Beauty Items at Macy's,BEAUTY,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/pzuhtuh2kchrdenmswbi",2018-01-05T03:59:46-05:00
free shipping,$289,https://www.dealnews.com/Acer-Kaby-Lake-i3-2.4-GHz-Dual-16-Laptop-for-289-free-shipping/2172095.html,"Walmart offers the 4.6-lb. <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172095"">Acer Aspire 3 A315-51-380T Intel Kaby Lake Core i3-7100U 2.4GHz 15.6"" Laptop</a> for <strong>$289</strong> with <strong>free shipping</strong>. That's $31 under the lowest price we could find for a <i>refurb</i> elsewhere (this one's new), although we saw a new one for $10 less in November. Features include an Intel Core i3-7100U 2.4GHz Kaby Lake dual-core processor, 15.6"" 1366x768 (720p) LCD, 4GB RAM, 1TB hard drive, 802.11ac wireless, Gigabit Ethernet, USB 3.0, HDMI, 2-cell battery, and Windows 10 Home 64-bit.",,2018-01-04T17:28:07-05:00,3,2172095,"Acer Kaby Lake i3 2.4GHz Dual 16"" Laptop",LAPTOPS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/x1evaeir6oqjxosii2r1",
free shipping w/ Prime,$9,https://www.dealnews.com/Soufull-Stainless-Steel-Poultry-Scissors-for-9-free-shipping-w-Prime/2172059.html,"yichengjin via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172059"">Soufull Multi-Functional Stainless Steel Scissors</a> for $12.88. Coupon code ""black855"" cuts that to <strong>$8.55</strong>. Plus, Prime members bag <strong>free shipping</strong>. Deal ends January 31.",,2018-01-05T00:01:00-05:00,,2172059,Soufull Stainless Steel Poultry Scissors,KITCHEN,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/stvamjek2izwihfqpmnd",
free shipping w/ $50,Up to 50% off,https://www.dealnews.com/The-North-Face-at-6-pm-Up-to-50-off-free-shipping-w-50/2172068.html,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097197,2172068"">6pm</a> takes <b>up to 50% off</b> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172068"">The North Face apparel, shoes, and accessories</a>. Shipping adds <strong>$3.95</strong>, but orders of $50 or more qualify for free shipping, as do purchases of two or more items. Kids' shirts start at <b>$9.99</b>, men's outerwear at <b>$32.28</b>, and women's hoodies at <b>$20</b>.",,,5,2172068,The North Face at 6pm,CLOTHING & ACCESSORIES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/pqnzhbsct9798vkvbxeh",2018-01-05T03:26:17-05:00
free shipping,$70,https://www.dealnews.com/ASICS-Mens-or-Womens-Gel-Nimbus-19-Shoes-for-70-free-shipping/2172032.html,"JackRabbit offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172032"">ASICS Men's Gel-Nimbus 19 Running Shoes</a> in Grey or Blue for <strong>$69.97</strong>. With <strong>free shipping</strong>, that's $10 under our October mention and the lowest price we've seen. (It's the best deal now by $14.) They're available in select sizes from <del>7.5</del> 8 to 14.<br>
<br>
Also available are the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097047,2172032"">ASICS Women's Gel-Nimbus 19 Running Shoes</a> in Blue or Purple for the <b>$69.97</b>. That's the lowest price we could find by $10. They're available in limited sizes from 6 to 12.",,,4,2172032,ASICS Men's or Women's Gel-Nimbus 19 Shoes,SHOES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/rwshunbntoha3smuwev4",2018-01-05T03:58:57-05:00
free shipping,Up to 60% off,https://www.dealnews.com/Mountain-Hardwear-Web-Specials-Up-to-60-off-free-shipping/2171816.html,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171816"">Mountain Hardwear</a> takes <strong>up to 60% off</strong> its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096342,2171816"">web specials</a> via coupon code ""MHWNEWYEAR60"". (The discount applies to the original retail price.) Plus, Elevated Rewards members receive <strong>free shipping</strong>. (Not a member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096345,2171816"">join</a>.) Deal ends January 16.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s39952/Mountain-Hardwear/"">Mountain Hardwear Coupons</a>.</p>",,,5,2171816,Mountain Hardwear Web Specials,CLOTHING & ACCESSORIES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/abprkb0bwkifcbcktjdo",2018-01-05T03:25:23-05:00
free shipping,Up to 60% off,https://www.dealnews.com/Sperry-Semi-Annual-Sale-Up-to-60-off-free-shipping/2172038.html,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172038"">Sperry</a> cuts <b>up to 60% off</b> its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097059,2172038"">sale styles</a> as part of its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097062,2172038"">Semi-Annual Sale</a>. (Prices are as marked.) Plus, all orders receive <b>free shipping</b>.",,,4,2172038,Sperry Semi-Annual Sale,CLOTHING & ACCESSORIES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/svzoh0ddjkof2gpencwi",2018-01-05T03:24:39-05:00
free shipping,$89,https://www.dealnews.com/Briggs-Stratton-8-Gallon-Air-Compressor-for-89-free-shipping/2171831.html,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171831"">Briggs &amp; Stratton 8-Gallon Hotdog Oil-free Air Compressor</a> for <strong>$89</strong> with <strong>free shipping</strong>. That's tied with our November mention as $110 off and the lowest price we could find. It features an oil-less pump, 1.5 running HP, a working pressure of 120 to 150psi, and a removable handle.",,2018-01-04T16:27:27-05:00,3,2171831,Briggs & Stratton 8-Gallon Air Compressor,POWER TOOLS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wmhmpwuolcowmm9iuj6y",
free shipping,$14,https://www.dealnews.com/adidas-Mens-Techfit-Base-T-Shirt-for-14-free-shipping/2171975.html,"adidas via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171975"">adidas Men's Techfit Base T-Shirt</a> in Black for <b>$14</b> with <b>free shipping</b>. That's the lowest price we could find by $6. It's available in sizes M to XL.",,2018-01-04T16:23:10-05:00,2,2171975,adidas Men's Techfit Base T-Shirt,T-SHIRTS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/vcim0r66etpjlu3l7rfn",
free shipping,$30,https://www.dealnews.com/Alpine-Swiss-Mens-Geneva-Brogue-Boots-for-30-free-shipping/2171981.html,"ArtofDeals via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171981"">Alpine Swiss Men's Geneva Brogue Wingtip Boots</a> in Brown or Black for <b>$29.99</b> with <b>free shipping</b>. That's $86 off and the lowest price we could find. They're available in select sizes from 7 to 10.",,2018-01-04T16:14:55-05:00,3,2171981,Alpine Swiss Men's Geneva Brogue Boots,SHOES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/pmyrcuncpw4pywngv8lb",
