price,picture_url,url,uuid,shipping,time_published,editors_choice,time_modified,category,description,hotness,title
$62,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/uhbqfaxqjh9yaxaghdfy",https://www.dealnews.com/Optimum-Nutrition-100-Whey-Protein-10-lb-Bag-for-62-free-shipping/2173229.html,2173229,free shipping,2018-01-06T13:03:32-05:00,,,SUPPLEMENTS,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173229"">Optimum Nutrition 100% Whey Gold Standard Protein Powder 10-lb. Bag</a> in Double Rich Chocolate for $65.61. Order via Subscribe & Save to drop it to <b>$62.33</b>. With <b>free shipping</b>, that's the lowest price we could find by $38. It offers 24g of whey protein per serving.<br>
<br>
Be sure to cancel Subscribe & Save after your order ships to avoid being charged for subsequent orders.",3,Optimum Nutrition 100% Whey Protein 10-lb Bag
$30,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/nonoj6uneng7s7worenq",https://www.dealnews.com/Sirius-XM-6-Month-Subscriptions-for-30/2173250.html,2173250,,2018-01-06T12:28:21-05:00,,,MUSIC,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173250"">SiriusXM</a> offers your choice of a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17099060,2173250"">SiriusXM 6-Month Select Package</a> or a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17099063,2173250"">SiriusXM 6-Month Streaming Package</a> for <strong>$30</strong>. You'll need to cancel before the six months is over unless you want to renew at $15.99/month.",,SiriusXM 6-Month Subscriptions
$350,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ktnvv6g48jejo1ggajt3",https://www.dealnews.com/Ergotron-Work-Fit-T-Sit-Stand-Workstation-for-350-free-shipping/2173259.html,2173259,free shipping,2018-01-06T12:56:13-05:00,,,COMPUTER ACCESSORIES,"Hayneedle offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173259"">Ergotron WorkFit-T Sit-Stand Desktop Workstation</a> in White for <strong>$350.16</strong> with <strong>free shipping</strong>. Excluding the mention below, that's the lowest price we could find by $19. It creates a standing desk when you place it on top of your existing work surface.<br>
<br>
Prefer black? <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17099075,2173259"">Dell</a> has it for $359.99 with free shipping.",3,Ergotron WorkFit-T Sit-Stand Workstation
free,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/herrwb4u2t2vypt02rtt",https://www.dealnews.com/Dungeonism-for-iPhone-and-iPad-for-free/2173226.html,2173226,,,,2018-01-06T12:06:55-05:00,IPHONE / IPOD APPS,"iTunes offers downloads of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173226"">Dungeonism for iPhone and iPad</a> for <strong>free</strong>. That's $2 off list and the first time this retro-styled dungeon crawler has been free.",4,Dungeonism for iPhone and iPad
free,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/dqq9brvrujj5s1jqlw5r",https://www.dealnews.com/Streets-of-Rage-Classic-for-iOS-Android-for-free/2173217.html,2173217,,2018-01-06T11:57:36-05:00,,,IPHONE / IPOD APPS,"iTunes offers downloads of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173217"">Streets of Rage Classic for iPhone and iPad</a> for <strong>free</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17099030,2173217"">Google Play</a> also has the Android version for free.) That's $1 off list and the lowest price we could find for this classic side-scrolling brawler.",5,Streets of Rage Classic for iOS / Android
free,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/rsfnuouggnxa4whn8qvp",https://www.dealnews.com/Habit-List-for-iPhone-iPad-for-free/2173214.html,2173214,,2018-01-06T11:57:02-05:00,,,IPHONE / IPOD APPS,"iTunes offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173214"">Habit List for iPhone and iPad</a> for <strong>free</strong>. That's $4 off list and the best we could find. It allows you to track your progress, view trends over time, and features flexible scheduling to reach your goals.",4,Habit List for iPhone / iPad
free,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/mh4lcbueiga0ul6spa1d",https://www.dealnews.com/Kubic-for-iPhone-and-iPad-for-free/2173220.html,2173220,,2018-01-06T11:55:23-05:00,,,IPHONE / IPOD APPS,"iTunes offers downloads of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173220"">Kubic for iPhone and iPad</a> for <strong>free</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17099033,2173220"">Google Play</a> has the Android version for free too.) That's $2 off list and the lowest price we could find. It features iPhone X support, reduced file size, and a new zoom and drag feature.",5,Kubic for iPhone and iPad
free,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/y83q0ecfkohg5sj1yrd0",https://www.dealnews.com/Meditation-Studio-for-iPhone-and-iPad-for-free/2173223.html,2173223,,2018-01-06T11:52:48-05:00,,,IPHONE / IPOD APPS,"iTunes offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173223"">Meditation Studio for iPhone and iPad</a> for <strong>free</strong>. That's $4 off list and the lowest price we could find. It features guided and unguided meditation settings. Three subscription tiers are available.",4,Meditation Studio for iPhone and iPad
free,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/u69ikynnlwqjmypr8ypd",https://www.dealnews.com/Afterlight-for-iPhone-and-iPad-for-free/2173196.html,2173196,,2018-01-06T11:43:29-05:00,,,IPHONE / IPOD APPS,"iTunes offers downloads of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173196"">Afterlight for iPhone and iPad</a> for <strong>free</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17099021,2173196"">Google Play</a> also has the Android version for free.) That's $1 off list and the lowest price we could find. It features 128 adjustable frames, 78 textures, 79 filters, and 15 adjustment tools.",5,Afterlight for iPhone and iPad
Up to 70% off + 20% off,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/gszufxtxjvyc0xaj1nns",https://www.dealnews.com/Fredericks-of-Hollywood-Semi-Annual-Sale-Up-to-70-off-20-off-free-shipping-w-75/2173202.html,2173202,free shipping w/ $75,2018-01-06T11:41:04-05:00,,,INTIMATES,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173202"">Frederick's of Hollywood</a> takes up to <strong>70% off</strong> sitewide during its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17099015,2173202"">Semi-Annual Sale</a>. (Prices are as marked.) Plus, take an <b>extra 20% off</b> via coupon code ""ABX220"". Shipping starts at <strong>$9.95</strong>, but orders of $75 or more (after discount) qualify for free shipping. Deal ends January 8.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s714/Fredericks-of-Hollywood/"">Frederick's of Hollywood Coupons</a>.</p>",4,Frederick's of Hollywood Semi-Annual Sale
$114,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ybahtpapsyjz2xjxddoi",https://www.dealnews.com/Dell-AMD-W4100-2-GB-Graphics-Card-for-114-free-shipping/2173193.html,2173193,free shipping,2018-01-06T11:38:45-05:00,,,VIDEO CARDS,"Dell Home, via its Member Purchase Program, offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173193"">Dell AMD FirePro W4100 2GB 128-bit GDDR5 PCI-Express 3.0 x16 Video Card</a> for <strong>$113.99</strong> with <strong>free shipping</strong>. That's $19 under our October mention and the lowest price we could find today by $66. It supports display resolutions up to 4096x2160 and features four mini DisplayPort outputs, an active fansink cooler, and support for OpenCL 1.2, OpenGL 4.5, and DirectX 12.",3,Dell AMD W4100 2GB Graphics Card
$18,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/muengfbeos9ko8csufat",https://www.dealnews.com/Hit-Lights-Eclipse-LED-Light-Strip-Accent-Kit-for-18-free-shipping-w-Prime/2172287.html,2172287,free shipping w/ Prime,2018-01-06T17:30:00-05:00,,,LIGHTING & LAMPS,"Ending today at 11:30 pm ET (or when 100% claimed), HitLights via Amazon offers Prime members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172287"">HitLights Eclipse LED Light Strip Accent Kit</a> for <strong>$17.99</strong> with <strong>free shipping</strong>. It features nine colors, a remote control, and eight adhesive backed wire clips.",,HitLights Eclipse LED Light Strip Accent Kit
$335,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/fsxnxj5kuaun2mm0wbc1",https://www.dealnews.com/Refurb-TCL-55-4-K-LED-UHD-Roku-Smart-TV-for-335-pickup-at-Walmart/2173199.html,2173199,pickup at Walmart,2018-01-06T11:33:37-05:00,,,TVS,"Walmart continues to offer the refurbished <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173199"">TCL 55"" 4K LED-Backlit Ultra HD Roku Smart Television</a>, model no. 55S401, for <strong>$335</strong> with <strong>free shipping</strong>. That's tied with our refurb mention from two weeks ago and $65 under the lowest price we could find for a new one today. It features content streaming via Roku TV (Netflix, YouTube, Hulu Plus, more), USB, and three HDMI inputs.<br>
<br>
Note: A 90-day warranty applies, but it's unclear who backs it.",3,"Refurb TCL 55"" 4K LED UHD Roku Smart TV"
$190,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/jqaobuzdu9psncsgb6ff",https://www.dealnews.com/Dell-Dual-Monitor-Arm-for-190-free-shipping/2173181.html,2173181,free shipping,2018-01-06T11:24:26-05:00,,,MONITORS,"Dell Home, via its Member Purchase Program, offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173181"">Dell Dual Monitor Arm</a> for <strong>$189.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $41. It features a -20° to 60° tilt, 11.9 cm lift, 180° pan, and is compatible with any VESA compliant monitors.",2,Dell Dual Monitor Arm
$52,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wwf3evfi4gdcnolkzhjl",https://www.dealnews.com/Muscle-Tech-Whey-Protein-Powder-10-lb.-Bag-for-52-free-shipping/2173157.html,2173157,free shipping,2018-01-06T11:23:02-05:00,,,SUPPLEMENTS,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173157"">MuscleTech NitroTech Whey Protein Powder 10-lb. Bag</a> in Milk Chocolate for <strong>$52.20</strong> with <strong>free shipping</strong> via the steps below. That's the lowest price we could find by $32. It delivers 30g of whey protein per serving. To get this deal:
<ol>
 <li>Select <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17099009,2173157"">MuscleTech Whey Protein Powder 10-lb. Bag</a> in Milk Chocolate for $84.94
 </li>
 <li>clip the 10% off coupon on the product page
 </li>
 <li>order via Subscribe &amp; Save to drop it to <strong>$52.20</strong> in-cart
 </li>
</ol>
Note: Be sure to cancel your subscription once your order ships to avoid being billed for further shipments.",3,MuscleTech Whey Protein Powder 10-lb. Bag
$261,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/kcxofirt0dch8nf1yumo",https://www.dealnews.com/Quadro-Nvidia-P1000-4-GB-Video-Card-for-261-free-shipping/2173190.html,2173190,free shipping,2018-01-06T11:20:35-05:00,,,VIDEO CARDS,"Dell Home, via its Member Purchase Program, offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173190"">Quadro Nvidia P1000 4GB Video Card</a> for <strong>$261.24</strong> with <strong>free shipping</strong>. That's $264 off list and the lowest price we could find. It features four mini DisplayPort 1.4 connectors and Nvidia Mosaic, Iray, and MentalRay support.",3,Quadro Nvidia P1000 4GB Video Card
$11,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/guqaybvxnr83cq3gno2u",https://www.dealnews.com/Udemy-Cryptocurrency-Trading-Course-for-11/2173184.html,2173184,,2018-01-06T11:15:27-05:00,,,SOFTWARE,"Udemy offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173184"">Cryptocurrency Trading Course</a> for <strong>$10.99</strong>. That's $189 off and the lowest price we could find, although we saw it for a buck less in November. The course contains lifetime access to 3.5 hours of video content. Deal ends January 10.",3,Udemy Cryptocurrency Trading Course
$63,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/gswwtxh0aiwmiws310dh",https://www.dealnews.com/Dell-Slim-Single-Monitor-Arm-for-63-free-shipping/2173178.html,2173178,free shipping,2018-01-06T11:13:16-05:00,,,MONITORS,"Dell Small Business offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173178"">Dell Slim Single Monitor Arm</a> for <b>$62.69</b> with <b>free shipping</b>. That's $27 off list and the lowest price we could find. It supports monitors up to 27"" and features -25° to 41° tilt and -90° to 90° pan adjustments.",3,Dell Slim Single Monitor Arm
$468,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/fb6z9bx4puxgcg8qxjhg",https://www.dealnews.com/LG-55-4-K-LED-HDR-UHD-Smart-TV-for-468-free-shipping/2173175.html,2173175,free shipping,2018-01-06T10:44:27-05:00,,,TVS,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173175"">LG 54.6"" 4K HDR IPS LED-Backlit LCD Ultra HD Smart Television</a>, model no. 55UJ6200, for an in-cart price of <strong>$468</strong> with <strong>free shipping</strong>. That's tied with our mention from a week ago and the lowest price we could find now by $29.<br>
<br>
It features a 3840x2160 (4K, 2160p) native resolution, active HDR, 4K upscaling, 802.11ac wireless, webOS 3.5 (with access to Hulu Plus, Netflix, YouTube, more), USB, and three HDMI inputs.",3,"LG 55"" 4K LED HDR UHD Smart TV"
$350,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qhi4wxum2l6srb6tpvgb",https://www.dealnews.com/Ergotech-Freedom-Stand-Dual-Workstation-for-350-free-shipping/2173172.html,2173172,free shipping,2018-01-06T10:35:57-05:00,,,COMPUTER DESKS,"Dell Small Business offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173172"">Ergotech Freedom Stand Dual Workstation</a> for <b>$349.99</b> with <b>free shipping</b>. That's the lowest price we could find by $50. It allows one to convert any surface into a sit-stand desk and features a height-adjustable keyboard tray, cup holder, and two removable VESA monitor mount points.",2,Ergotech Freedom Stand Dual Workstation
from $90,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zft1hgji2gyfqy0ypk3l",https://www.dealnews.com/Dell-SATA-6-Gbps-2.5-SSDs-from-90-free-shipping/2173169.html,2173169,free shipping,2018-01-06T10:13:22-05:00,,,INTERNAL HARD DRIVES,"Dell Small Business discounts a range of its Dell Serial ATA 6Gb/s 2.5"" SSDs, with prices starting from <strong>$89.99</strong>, as listed below. Plus, these orders bag <b>free shipping</b>. The deals:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173169"">Dell 256GB SATA 6Gb/s 2.5"" SSD</a> for <b>$89.99</b> (low by $81)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17099003,2173169"">Dell 256GB SATA SATA 6Gb/s 2.5"" SSD Upgrade Kit</a> for <b>$109.99</b> (low by $85f)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17099006,2173169"">Dell 512GB SATA 6Gb/s 2.5"" SSD</a> for <b>$169.99</b> (low by $164)
 </li>
</ul>",3,"Dell SATA 6Gbps 2.5"" SSDs"
2 per year w/o accidents,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/gjdssjcn0csrlr3xesii","https://www.dealnews.com/lw/click.html?20,2,2173205",2173205,,2018-01-06T11:38:28-05:00,,,FINANCIAL SERVICES,"At <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173205"">Allstate</a>, you can earn <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17099018,2173205"">two Safe Driving Bonus Checks</a> for every year you're accident free. Request a quote now and see how much you save.",,Allstate Insurance Safe Driver Bonus Checks
$300,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/b66dlrfxoxuedi7teeaj",https://www.dealnews.com/Linksys-AC-Dual-Band-Router-Roccat-Headset-for-300-free-shipping/2173166.html,2173166,free shipping,2018-01-06T09:51:19-05:00,,,ROUTERS,"Dell Small Business offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173166"">Linksys AC3200 Dual-Band Gigabit Router</a>, bundled with the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098991,2173166"">Roccat Cross Over-Ear Headset</a>, for <strong>$299.98</strong> with <strong>free shipping</strong>. That's $20 under the lowest price we could find for these items sold separately elsewhere.<br>
<br>
The router features four antennas, four gigabit LAN ports, two USB ports, and a prioritization engine designed to protect against lag spikes. The headset features 50mm neodymium drivers, swappable in-line and boom arm mics, and a 20Hz to 20kHz frequency response.",1,"Linksys AC Dual-Band Router, Roccat Headset"
free,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hzzg8njy7ylts2tyg3ea",https://www.dealnews.com/Beat-Maker-for-iPhone-iPad-for-free/2173160.html,2173160,,,,2018-01-06T11:51:36-05:00,IPHONE / IPOD APPS,"iTunes offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173160"">BeatMaker for iPhone / iPad</a> for <strong>free</strong>. That's $5 off list and the lowest price we could find. It features 16 sample-based trigger pads with multi-touch support, a multi-track song sequencer, and live pattern recording.",4,BeatMaker for iPhone / iPad
$170,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/atkqlfo4roahrvgzyefv",https://www.dealnews.com/Used-Wii-U-32-GB-w-Used-Mario-Smash-Bros-for-170-9-s-h/2173163.html,2173163,$9 shipping,2018-01-06T09:29:16-05:00,,,CONSOLES,"GameStop offers the used <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173163"">Nintendo Wii U 32GB Console</a> in Black bundled with used copies of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098979,2173163"">Super Mario 3D World for Wii U</a> and <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098982,2173163"">Super Smash Brothers for Wii U</a> for <strong>$169.99</strong> plus <strong>$8.99</strong> for shipping. That's about $44 under what you'd expect to pay for a refurbished console with these games new elsewhere.<br>
<br>
Note: No warranty info is provided; however, each item is covered by a 7-day money-back guarantee.",2,"Used Wii U 32GB w/ Used Mario, Smash Bros"
$5,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ebiqtqixfghsf0lhergr",https://www.dealnews.com/Exfoliating-Loofah-Back-Scrubber-for-5-free-shipping/2173145.html,2173145,free shipping,2018-01-06T09:28:08-05:00,,,BED & BATH,"As one of its daily deals, 13 Deals offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173145"">Exfoliating Loofah Back Scrubber</a> for <strong>$5</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $6. The front side offers a 4"" x13"" loofah sponge for exfoliating, while the back side polishes and smooths skin with soft cotton, and measures 4"" x 32"". Deal ends today.<br>
<br>
Note: Want to stock up? Order <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098985,2173145"">three or more loofahs</a> to drop the per-loofah price to $4.",3,Exfoliating Loofah Back Scrubber
$11,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/cbi4dylaxiknjzsrkwwh",https://www.dealnews.com/Yankee-Candle-Large-Jar-Candle-for-11-pickup-at-Walmart/2173154.html,2173154,pickup at Walmart,,True,2018-01-06T12:08:26-05:00,DECOR,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173154"">Yankee Candle Large Jar Candle</a> in Honey Clementine for <b>$10.99</b>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098976,2173154"">Amazon</a> charges the same, although it's not expected to ship for 1 to 2 months.) Choose in-store <b>pickup</b> to dodge the $5.99 shipping fee. That's the lowest price we could find by $11. It measures 6.6"" x 4"" and offers up to 150 hours of burn time.",4,Yankee Candle Large Jar Candle
from $8,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/udtyqfih5crkrcz5hdxv",https://www.dealnews.com/Tacklife-Tape-Measure-from-8-free-shipping-w-Prime/2173151.html,2173151,free shipping w/ Prime,2018-01-06T08:43:40-05:00,,,TOOLS & HARDWARE,"Tacklife Direct via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173151"">Tacklife Tape Measure</a> for $13.97. Coupon code ""ITE6FSIU"" cuts the price to <strong>$8.38</strong>. With <strong>free shipping</strong> for Prime members, that's $6 off list and the lowest price we could find. It measures up to 66-feet long, features anti-slip gripping, and is impact resistant. Deal ends January 10.<br>
<br>
Note: The Tacklife Tape Measure is also available in a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098973,2173151"">larger size</a> for $11.38 via the same coupon code. It measures 164-feet long.",3,Tacklife Tape Measure
$10,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ouypvnwxyocj0d09haae",https://www.dealnews.com/Burton-Bullet-Snowboard-Tool-for-10-pickup-at-REI/2173130.html,2173130,pickup at REI,2018-01-06T08:39:39-05:00,,,CAMPING & OUTDOORS,"REI offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173130"">Burton Bullet Snowboard Tool</a> in Black for <strong>$9.83</strong>. Opt for in-store <strong>pickup</strong> to dodge the $5.99 shipping fee. That's tied with our November mention and is the lowest price we could find by $8. It features a fold-out handle, a secret compartment, a #2 and #3 Phillips screwdriver as well as a flathead, 4mm Allen key, and a 10mm wrench.",2,Burton Bullet Snowboard Tool
$9,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/padglhmwh1villm8lan2",https://www.dealnews.com/Tacklife-Noise-Reduction-Safety-Ear-Muffs-for-9-free-shipping-w-Prime/2173148.html,2173148,free shipping w/ Prime,2018-01-06T08:12:05-05:00,,,TOOLS & HARDWARE,"Tacklife via Amazon offers Prime members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173148"">Tacklife Noise Reduction Safety Ear Muffs</a> for $10.97. Coupon code ""IQ4G2LZS"" cuts them to <strong>$8.78</strong>. With <strong>free shipping</strong>, that's tied with our mention from three weeks ago, $2 off, and the lowest price we could find. They feature a noise reduction sponge, retractable stainless steel at the end of headband for a custom fit, and anti-sweat material. Deal ends January 10.",3,Tacklife Noise Reduction Safety Ear Muffs
$80,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/chmbcugg0pnd3hmm7nkw",https://www.dealnews.com/Chefman-5.5-Liter-Hot-Air-Fryer-for-80-free-shipping/2173136.html,2173136,free shipping,2018-01-06T07:59:58-05:00,,,SMALL APPLIANCES,"As one of its daily deals, Best Buy via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173136"">Chefman 5.5-Liter Hot Air Fryer</a> for <strong>$79.99</strong> with <strong>free shipping</strong>. That's $80 off and the lowest price we could find. It features an adjustable thermostat and timer. Deal ends today.",3,Chefman 5.5-Liter Hot Air Fryer
