picture_url,description,time_published,category,uuid,url,hotness,price,editors_choice,shipping,title,time_modified
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/nscdynrvfrd8i8wm53ji","Best Buy offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169314"">Unlocked Nokia 3310 3G Cell Phone</a> in several colors (Charcoal pictured) bundled with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090225,2169314"">Cricket Wireless Universal SIM Card Activation Kit</a> and a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090228,2169314"">Refill Card</a> from <strong>$46.98</strong> with <strong>free shipping</strong> via the steps below. That's the lowest price we could find by $53. This GSM phone features 2.4"" 320x240 LCD display, 16MB memory, Bluetooth, 2-megapixel camera, FM radio, and microSD slot. To get this deal:
<ol>
 <li>Add the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169314"">Unlocked Nokia 3310 3G Cell Phone</a> to your cart for $54.99
 </li>
 <li>select ""add to offer"" for the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090231,2169314"">Cricket Wireless Universal SIM Card Activation Kit</a> for $9.99
 </li>
 <li>select ""add to offer"" for the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090234,2169314"">refill card</a> of your choice
 </li>
 <li>click ""add to cart"" at the bottom of the page
 </li>
 <li>at final checkout, the price will drop to a starting price of <strong>$46.98</strong>, depending on the card selected
 </li>
</ol>",2018-01-01T00:19:56-05:00,CELL PHONES,2169314,https://www.dealnews.com/Unlocked-Nokia-3310-3-G-Cell-Phone-Bundle-from-47-free-shipping/2169314.html,5,from $47,True,free shipping,Unlocked Nokia 3310 3G Cell Phone Bundle,
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wqbsox7u3pj5dlv2nfir","<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169158"">Steve Madden</a> cuts an <b>extra 40% off</b> its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090126,2169158"">sale and clearance styles</a> via coupon code ""CHEERS"". Shipping adds a flat <strong>$7.95</strong>. Alternatively, for orders <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090129,2169158"">under $20</a>, bag <strong>free shipping</strong> via coupon code ""SHIP"" (Codes don't stack, but it yields a stronger discount on these orders.) Some exclusions may apply. Deal ends December 2.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s1689/Steve-Madden/"">Steve Madden Coupons</a>.</p>",2018-01-01T00:12:38-05:00,SHOES,2169158,https://www.dealnews.com/Steve-Madden-Sale-and-Clearance-Extra-40-off/2169158.html,4,Extra 40% off,,,Steve Madden Sale and Clearance,
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/h96kpguog1m7bfqimd5l","With orders of $25 or more, Amazon offers Prime members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169311"">Alex Toys Shimmer and Shine Knot-a-Pillow</a> for <strong>$5.29</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $2. It includes everything necessary to create a 15"" round pillow without sewing.<br>
<br>
Note: This item is part of Amazon's ""add-on"" program and can only be purchased with orders of $25 or more.",2017-12-31T23:48:20-05:00,TOYS & HOBBIES,2169311,https://www.dealnews.com/Alex-Toys-Shimmer-and-Shine-Knot-a-Pillow-for-5-w-25-purchase-free-shipping-w-Prime/2169311.html,3,$5 w/ $25 purchase,,free shipping w/ Prime,Alex Toys Shimmer and Shine Knot-a-Pillow,
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/n4kjqjecsrrpu9icfevm","<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168309"">Dell Home</a>, via its Member Purchase Program, offers discounts of <strong>up to 30% off</strong> select <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088845,2168309"">laptops, desktops, tablets, electronics, and accessories</a>. Plus, <b>free shipping</b> applies to most items.",2018-01-01T00:01:00-05:00,COMPUTERS,2168309,https://www.dealnews.com/Dell-Member-Purchase-Program-Up-to-30-off-free-shipping/2168309.html,,Up to 30% off,,free shipping,Dell Member Purchase Program,
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/p356v1pu9stlznbqh9bz","Sam's Club offers members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169308"">Kershaw FreeFall Folding Knife</a> for <strong>$9.98</strong> with <strong>free shipping</strong>. (Non-members pay a $1 surcharge. <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090222,2169308"">Amazon</a> charges the same price with free shipping for Prime members, although it's temporarily out of stock.) That's tied with last month's mention and the lowest price we could find by $11. It features a 3.25"" blade, speedsafe assist opening, liner lock, and lanyard hole.",2017-12-31T23:28:59-05:00,KNIVES & MULTITOOLS,2169308,https://www.dealnews.com/Kershaw-Free-Fall-Folding-Knife-from-10-free-shipping/2169308.html,4,from $10,,free shipping,Kershaw FreeFall Folding Knife,
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/mxou4emknpehbl38iidn","Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169305"">Disney Frozen Elsa Sparkling Smile 3-Piece Set</a> for <strong>$2.44</strong>. Opt for in-store <strong>pickup</strong> to avoid the $5.99 shipping charge. That's $2 off list and the lowest price we could find. It includes a toothbrush holder, toothbrush, and rinse cup.",2017-12-31T23:07:52-05:00,TOOTHBRUSHES,2169305,https://www.dealnews.com/Frozen-Elsa-Sparkling-Smile-3-Piece-Set-for-2-pickup-at-Walmart/2169305.html,4,$2,,pickup at Walmart,Frozen Elsa Sparkling Smile 3-Piece Set,
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/jwsaxoh4o6vajssbotoa","Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169302"">V8 V-Fusion 8-oz. Energy Drink 24-Pack</a> in Orange Pineapple for <strong>$11.14</strong> with <strong>free shipping</strong> via the steps below. That's $9 under what you'd pay in-store locally, although we saw it for a buck less in August. To get this deal:
<ol>
 <li>View the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169302"">V8 V-Fusion 8-oz. Energy Drink 24-Pack</a> for $15.92
 </li>
 <li>clip the 25% off coupon on the product page
 </li>
 <li>order via Subscribe &amp; Save for a final price of <strong>$11.14</strong>
 </li>
</ol>
Note: Be sure to cancel Subscribe & Save after your order ships to avoid being billed for subsequent shipments.",2017-12-31T22:50:04-05:00,GROCERIES,2169302,https://www.dealnews.com/V8-V-Fusion-8-oz.-Energy-Drink-24-Pack-for-11-free-shipping/2169302.html,4,$11,,free shipping,V8 V-Fusion 8-oz. Energy Drink 24-Pack,
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/jgg7fkgkkvfjd436uftj","GuaranteeCellular via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169299"">OEM Samsung EG920 In-Ear Headphones for Samsung Galaxy Smartphones</a> in White for <strong>$2.99</strong> with <strong>free shipping</strong>. That's tied with our mention from four days ago, since expired, and the lowest price we could find by $3, outside of other eBay vendors. They feature an in-line microphone and volume control.",2017-12-31T22:28:01-05:00,HEADPHONES,2169299,https://www.dealnews.com/Samsung-EG920-In-Ear-Headphones-for-3-free-shipping/2169299.html,4,$3,,free shipping,Samsung EG920 In-Ear Headphones,
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/mebhgebixdzeudslaumb","Amazon offers Prime members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169296"">Disney Frozen Little Kingdom Elsa's Magical Snow Maker</a> for <strong>$8.31</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $9. It includes a doll, two outfits, ice cube tray, and water pen.",,TOYS & HOBBIES,2169296,https://www.dealnews.com/Little-Kingdom-Elsas-Magical-Snow-Maker-for-8-free-shipping-w-Prime/2169296.html,3,$8,True,free shipping w/ Prime,Little Kingdom Elsa's Magical Snow Maker,2017-12-31T22:07:27-05:00
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/k5vz5c3vevrelnzy5t7u","Amazon offers Prime members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169293"">Greenco 5-Tier Wall Mount Corner Shelves</a> in Walnut for <strong>$19.99</strong> with <strong>free shipping</strong>. That's tied with last week's mention and the lowest price we could find by $6. It measures 7.75"" x 7.75"" x 48.5"" and includes all necessary mounting hardware.",2017-12-31T21:49:07-05:00,DECOR,2169293,https://www.dealnews.com/Greenco-5-Tier-Wall-Mount-Corner-Shelves-for-20-free-shipping-w-Prime/2169293.html,4,$20,,free shipping w/ Prime,Greenco 5-Tier Wall Mount Corner Shelves,
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/mjcaitvvt3ibmsvfinay","Amazon offers Prime members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169290""><i>Playing With Super Power: Nintendo Super NES Classics</i> Paperback Book</a> for <strong>$9.99</strong> with <strong>free shipping</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090219,2169290"">Target</a> charges the same via pickup.) That's the lowest price we could find by $5. It includes history, fan art, music, and speedrunning strategies for top SNES games.",2017-12-31T21:35:48-05:00,BOOKS,2169290,https://www.dealnews.com/Playing-With-Super-Power-Paperback-Book-for-10-free-shipping-w-Prime/2169290.html,3,$10,,free shipping w/ Prime,"""Playing With Super Power"" Paperback Book",
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/t8uqi8y78as1vdqtr7u1","SanDisk takes an <strong>extra 10% off</strong> select <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090216,2169287"">items</a> via coupon code ""AfterXmas"" during its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169287"">After Christmas Clearance Sale</a>. Plus, the same code nets <strong>free shipping</strong>. Save on memory cards, flash drives, earbuds, and MP3 players.",2017-12-31T21:16:19-05:00,COMPUTER ACCESSORIES,2169287,https://www.dealnews.com/San-Disk-After-Christmas-Clearance-Sale-Extra-10-off-free-shipping/2169287.html,5,Extra 10% off,,free shipping,SanDisk After Christmas Clearance Sale,
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hjfgfr9ainwy9or9yvhr","Fry's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169284"">Everything Ernest: 3 Feature Films on DVD Disc</a> for <strong>$3.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $6. It includes <i>Ernest Goes to Camp</i>, <i>Ernest Goes to Jail</i>, and <i>Ernest Scared Stupid</i>.",2017-12-31T21:03:26-05:00,BLU-RAY DISC MOVIES,2169284,https://www.dealnews.com/Everything-Ernest-3-Movie-Collection-on-DVD-for-4-free-shipping/2169284.html,3,$4,,free shipping,Everything Ernest: 3 Movie Collection on DVD,
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/stvamjek2izwihfqpmnd","yichengjin via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168360"">Soufull Multi-Functional Stainless Steel Scissors</a> for $10.55. Coupon code ""black855"" cuts that to <strong>$8.55</strong>. Plus, Prime members bag <strong>free shipping</strong>. Deal ends January 31.",2018-01-01T00:01:00-05:00,KITCHEN,2168360,https://www.dealnews.com/Soufull-Stainless-Steel-Poultry-Scissors-for-9-free-shipping-w-Prime/2168360.html,,$9,,free shipping w/ Prime,Soufull Stainless Steel Poultry Scissors,
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/vego5absqc5t60c76z0a","Electronics Liquidators via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169197"">Oakley Men's Scuderia Ferrari Tincan Sunglasses</a> in Carbon/Ruby for <strong>$109.99</strong> with <strong>free shipping</strong>. That's $7 below our mention from a month ago and the lowest price we've seen. (It's the best deal now by $34.) They feature full UV protection and adjustable nose pads.",2017-12-31T21:01:10-05:00,SUNGLASSES,2169197,https://www.dealnews.com/Oakley-Mens-Scuderia-Ferrari-Sunglasses-for-110-free-shipping/2169197.html,3,$110,,free shipping,Oakley Men's Scuderia Ferrari Sunglasses,
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/e2maa2gt3dauw8pojcsi","Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169170"">Klutz LEGO Make Your Own Movie Kit</a> for <b>$17.18</b>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090156,2169170"">Amazon</a> charges Choose in-store <b>pickup</b> to dodge the $5.99 shipping fee. That's tied with our mention from three weeks ago and the lowest total price we could find by $8. This kit provides a beginner-friendly guide to stop-motion animation. It includes six background settings, 36 LEGO elements, and an 80-page book.",2017-12-31T20:58:00-05:00,TOYS & HOBBIES,2169170,https://www.dealnews.com/Klutz-LEGO-Make-Your-Own-Movie-Kit-for-17-pickup-at-Walmart/2169170.html,3,$17,,pickup at Walmart,Klutz LEGO Make Your Own Movie Kit,
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zgnsvhivicmrrpbh3zwo","Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169278"">Clarks Men's Bushacre 2 Chukka Boots</a> in several colors (Beeswax pictured) for <strong>$44.99</strong> with <strong>free shipping</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090213,2169278"">Jet.com</a> charges the same in Beeswax only.) That's $5 under our mention a month ago and the lowest price we could find today by $10. They're available in sizes from 7 to 13.<br>
<br>
Note: Price varies by color and size.",2017-12-31T20:50:14-05:00,SHOES,2169278,https://www.dealnews.com/Clarks-Mens-Bushacre-2-Chukka-Boots-for-45-free-shipping/2169278.html,4,$45,,free shipping,Clarks Men's Bushacre 2 Chukka Boots,
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/tiokook8bqd3refyucmi","Sound of Tri State via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169200"">Kenwood 2-DIN Bluetooth 6.2"" Touchscreen Receiver</a> for <b>$189.99</b> with <b>free shipping</b>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090198,2169200"">Electronics Express via Newegg</a> charges the same.) That's the lowest price we could find by $9. Features include a DVD/CD receiver, AM/FM tuner, iOS and Android device control, and backup camera video input.",2017-12-31T20:30:51-05:00,CAR AUDIO,2169200,https://www.dealnews.com/Kenwood-2-DIN-Bluetooth-6.2-Touch-Receiver-for-190-free-shipping/2169200.html,4,$190,,free shipping,"Kenwood 2-DIN Bluetooth 6.2"" Touch Receiver",
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zduxkzms3hgkfcx954cu","Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169275"">Armor All 10-Piece Ultimate Holiday Gift Pack</a> for <strong>$19.88</strong>. Choose in-store <strong>pickup</strong> to dodge the $5.99 shipping fee. That's tied with our mention from a week ago and at least $10 less than what third-party sellers charge elsewhere. It includes wash, glass wipes, wheel and tire cleaner, cleaning wipes, original protectant, tire shine, microfiber towel, car wash sponge, Armor All Pro Secrets Booklet, wash wipes sample, and 3.5-gallon bucket.",2017-12-31T20:20:22-05:00,AUTOMOTIVE,2169275,https://www.dealnews.com/Armor-All-10-pc-Ultimate-Holiday-Gift-Pack-for-20-pickup-at-Walmart/2169275.html,3,$20,True,pickup at Walmart,Armor All 10pc Ultimate Holiday Gift Pack,
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/yaexgd2qspavemyyhh0r","Allen Edmonds offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169272"">Allen Edmonds Men's Boulevard Cap Toe Dress Shoes</a> in several colors (Walnut pictured) for <b>$197.50</b> with <b>free shipping</b>. That's $198 off and the lowest price we could find. They're available in sizes 7 to 15.",2017-12-31T20:01:52-05:00,SHOES,2169272,https://www.dealnews.com/Allen-Edmonds-Mens-Cap-Toe-Dress-Shoes-for-198-free-shipping/2169272.html,3,$198,,free shipping,Allen Edmonds Men's Cap Toe Dress Shoes,
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zqd6ynhq0oavkswgccml","Walmart offers this <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169266"">Electric Fireplace with 44"" Mantle</a> in Black for $129. Opt for in-store <strong>pickup</strong> to drop it to <b>$126.73</b>. (You can also opt for free shipping if you aren't interested in the pickup discount.) That's $20 under our mention from ten days ago and the lowest price we've seen. This 3,750-BTU fireplace is designed to heat rooms up to 325 square feet.",2017-12-31T19:22:37-05:00,HEATERS,2169266,https://www.dealnews.com/Electric-Fireplace-with-44-Mantle-for-127-pickup-at-Walmart/2169266.html,3,$127,True,pickup at Walmart,"Electric Fireplace with 44"" Mantle",
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/lnluxboxddrq5mlp6biv","Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169263"">Remington Shortcut Pro Self-Haircut Kit</a> for $38.49. Clip the $10 off coupon on the product page to cut that to <strong>$28.49</strong>. With <strong>free shipping</strong>, that's tied with yesterday's expired mention as the lowest price we've seen. (It's the best deal now by $10.) This 13-piece kit includes a hand-held clipper, nine length-adjusting combs, a cleaning brush, storage/travel pouch, oil, and a charger.",2017-12-31T19:15:08-05:00,HAIR CARE,2169263,https://www.dealnews.com/Remington-Shortcut-Pro-Self-Haircut-Kit-for-28-free-shipping/2169263.html,4,$28,True,free shipping,Remington Shortcut Pro Self-Haircut Kit,
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ozxrzpxujti9om80w9hi","For Prime members only, Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169260"">Annie's Shells and White Cheddar 6-oz. Box 12-Pack</a> in Shells & White Cheddar for <b>$9.29</b> with <b>free shipping</b> via the directions below. That's tied with our November mention and $3 under what you'd pay for this quantity at a local store. To get this deal:
<ol>
 <li>View the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090210,2169260"">Annie's Shells &amp; White Cheddar 6-oz. Box 12-Pack</a> for $11.88
 </li>
 <li>clip the $2 off coupon on the product page
 </li>
 <li>check out via Subscribe &amp; Save for a final price of <strong>$9.29</strong>
 </li>
</ol>
Be sure to cancel Subscribe & Save after your order arrives to avoid being billed for subsequent shipments.",2017-12-31T19:01:32-05:00,GROCERIES,2169260,https://www.dealnews.com/Annies-Organic-Mac-Cheese-12-Pack-for-9-w-Prime-free-shipping/2169260.html,3,$9 w/ Prime,,free shipping,Annie's Organic Mac & Cheese 12-Pack,
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ydfbhq1eoc6ncmebhug2","Sign up for the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168615"">Chase Freedom Unlimited® Card</a> and <strong>earn a $150 Bonus</strong> after you spend $500 on purchases in your first three months from account opening. Plus, receive a <strong>0% Intro APR</strong> for 15 months on purchases and balance transfers. (After that, variable APR, currently 15.99% - 24.74%.) Other card features include earning <strong>unlimited 1.5% cash back</strong> on every purchase. It's automatic! Redeem for cash back - any amount, anytime and your Cash Back rewards do not expire as long as your account is open. Plus, there's <strong>no annual fee</strong>. For more terms and conditions, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089688,2168615"">click here</a>.<br>
<br>
This card — and several more — can be found on our <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""http://dealnews.com/credit-cards/s1642/Chase/"">Chase Credit Card page</a>.        <div class=""article-disclaimer"">
            <p class=""article-disclaimer-text"">
                <a href=""#"" class=""article-disclaimer-link info"" data-panel=""article_disclaimer-dialog"" data-dialog_text=""DealNews has financial relationships with the credit card issuers mentioned on our site, and DealNews receives compensation if consumers choose to apply for these by clicking links in our content and ultimately sign up for these specific cards. This compensation has no impact or influence on where or how the cards appears on dealnews.com. DealNews does not include all card companies or all card offers available in the marketplace.&lt;br&gt;&lt;br&gt;
&lt;bold&gt;UGC Disclosure&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
These responses are not provided or commissioned by the bank advertiser. Responses have not been reviewed, approved or otherwise endorsed by the bank advertiser. It is not the bank advertiser's responsibility to ensure all posts and/or questions are answered.
&lt;bold&gt;Bank Disclaimer&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
This content is not provided or commissioned by the Bank Advertiser. Opinions expressed here are author's alone, not those of the Bank Advertiser, and have not been reviewed, approved or otherwise endorsed by the Bank Advertiser. This site may be compensated through the Bank Advertiser Affiliate Program."" data-dialog_title=""Advertiser Disclosure"">Advertiser Disclosure</a>
            </p>
        </div>",2017-12-31T00:01:00-05:00,CREDIT CARDS,2168615,"https://www.dealnews.com/lw/click.html?20,2,2168615",,Earn a $150 bonus,,,Chase Freedom Unlimited® Card,
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ehynv2jrylowvo12imly","Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169257"">Boost High Protein Complete Nutritional Drink 8-oz. Bottle 24-Pack</a> in Chocolate Sensation for $24.72. Clip the 35% off coupon to cut that to <strong>$16.07</strong> With <strong>free shipping</strong>, that's pennies under our September mention and $8 under what you'd pay at your local warehouse club. Each bottle includes 15g of protein and 26 vitamins and minerals.",2017-12-31T18:56:24-05:00,SUPPLEMENTS,2169257,https://www.dealnews.com/24-Boost-High-Protein-8-oz.-Bottles-for-16-free-shipping/2169257.html,4,$16,True,free shipping,24 Boost High Protein 8-oz. Bottles,
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qpzuclmwsf7xedj7lxek","Walmart offers the 14.3-lb. <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169254"">Shark Rocket Professional Upright Bagless Vacuum</a> in Purple for <strong>$95</strong> with <strong>free shipping</strong>. That's $4 under our mention from four days ago and the best price we've seen. (It's a low today by $34.)<br>
<br>
Features include swivel steering, an 11"" cleaning path, washable HEPA filter, LED headlights, 8.2-foot hose, crevice tool with LED light, and 30-foot power cord.",2017-12-31T18:43:19-05:00,VACUUM CLEANERS,2169254,https://www.dealnews.com/Shark-Rocket-Pro-Upright-Bagless-Vacuum-for-95-free-shipping/2169254.html,3,$95,True,free shipping,Shark Rocket Pro Upright Bagless Vacuum,
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/bhm5dadkqf8e6wjmpfog","Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169248"">DeLonghi Nespresso Expert Espresso Machine</a> in Grey for <strong>$154.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $76. It's designed for use with Nespresso capsules, and features four cup sizes (Americano, Espresso, Lungo, and Ristretto), hot water function, three temperature settings (medium, hot, and extra hot), and automatic power-off.",2017-12-31T18:31:46-05:00,SMALL APPLIANCES,2169248,https://www.dealnews.com/De-Longhi-Nespresso-Expert-Espresso-Machine-for-155-free-shipping/2169248.html,4,$155,,free shipping,DeLonghi Nespresso Expert Espresso Machine,
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hbc9uawokjmzubajopfc","Prada offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169245"">Prada Diagramme Leather Handbag</a> in Black for <strong>$950</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $1,080. This calfskin bag measures about 6"" x 9"" x 13"" and features two leather handles, a detachable shoulder strap, side snap button-closure, steel-finish hardware, metal logo lettering, signature fabric lining, and two inner pockets.",2017-12-31T18:25:22-05:00,HANDBAGS,2169245,https://www.dealnews.com/Prada-Diagramme-Leather-Handbag-for-950-free-shipping/2169245.html,5,$950,True,free shipping,Prada Diagramme Leather Handbag,
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/szqtqwnfiofa4cusgqd3","Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169242"">Gaiam Evolve Balance Board</a> for <b>$40.49</b> with <b>free shipping</b>. That's the lowest price we could find by $40. It purports to engage muscles in the back, core, legs, and ankles while standing.",2017-12-31T18:09:42-05:00,EXERCISE EQUIPMENT,2169242,https://www.dealnews.com/Gaiam-Evolve-Balance-Board-for-40-free-shipping/2169242.html,4,$40,True,free shipping,Gaiam Evolve Balance Board,
