url,description,picture_url,hotness,shipping,time_published,title,price,category,editors_choice,uuid,time_modified
https://www.dealnews.com/J.Crew-Final-Sale-Extra-50-off-free-shipping-w-150/2172353.html,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172353"">J.Crew</a> takes an <strong>extra 50% off</strong> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097440,2172353"">final sale items</a> via coupon code ""SALEONSALE"", for discounts <strong>up to 75% off</strong>. Plus, the same code also cuts <b>40% off</b> select <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097446,2172353"">cozy styles</a>. (Eligible items are marked.) Shipping adds <strong>$5</strong>, but orders of $150 or more bag free shipping. Some exclusions apply. Deal ends January 10.<br>
<br>
Note: Final sale items cannot be returned or exchanged.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s279/J.Crew/"">J.Crew Coupons</a>.</p>","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ys4p3qy38r3aoaqlz58a",4,free shipping w/ $150,2018-01-05T06:01:27-05:00,J.Crew Final Sale,Extra 50% off,CLOTHING & ACCESSORIES,,2172353,
https://www.dealnews.com/Mossy-Oak-Mens-Boxer-Briefs-6-Pack-for-20-free-shipping/2172362.html,"That Daily Deal continues to offer the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172362"">Mossy Oak Men's Boxer Briefs 6-Pack</a> in assorted colors for <strong>$19.99</strong> with <strong>free shipping</strong>. That's $3.33 per pair, tied with last week's mention, and the lowest price we could find for this quantity by $13. They're available in sizes M to XL. Deal ends January 6.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ambbqmwjizfuwiw259rl",3,free shipping,2018-01-05T05:58:54-05:00,Mossy Oak Men's Boxer Briefs 6-Pack,$20,UNDERWEAR,,2172362,
https://www.dealnews.com/Electric-Fireplaces-at-Home-Depot-Up-to-25-off-free-shipping/2172350.html,"As one of its daily deals, Home Depot takes <b>up to 25% off</b> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097437,2172350"">electric fireplaces</a>. Plus, all orders receive <b>free shipping</b>. Deal ends today. A couple of best bets:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172350"">Home Decorators Collection Trinidad 42"" Wall Mounted Fireplace</a> for <strong>$145.27</strong> (pictured, $54 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097434,2172350"">Home Decorators Collection Charles Mill 46"" TV Stand Electric Fireplace</a> for <strong>$218.99</strong> ($81 off)
 </li>
</ul>","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/kbclojw1ffl1u5bflcma",3,free shipping,2018-01-05T05:50:10-05:00,Electric Fireplaces at Home Depot,Up to 25% off,HEATERS,,2172350,
https://www.dealnews.com/Bedsure-Premium-Waterproof-Mattress-Protector-from-16-free-shipping-w-Prime/2172344.html,"Bedshe via Amazon offers the Bedsure Premium Hypoallergenic Waterproof Fitted Mattress Protector in several sizes, with prices starting at $19.99. Coupon code ""8DNXA8DI"" cuts the starting price to <b>$15.99</b>, as listed below. Plus, Prime members bag <strong>free shipping</strong>. This noiseless mattress protector is vinyl-free and fits mattresses up to 16"" deep. Deal ends January 9. The sizes, with prices after coupon:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172344"">Twin</a> for <strong>$15.99</strong> (pictured, $4 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097419,2172344"">Full</a> for <strong>$19.99</strong> ($5 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097422,2172344"">Queen</a> for <strong>$21.59</strong> ($5 off)
 </li>
</ul>","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/upfycvyxn2beid0jlexc",2,free shipping w/ Prime,2018-01-05T05:46:47-05:00,Bedsure Premium Waterproof Mattress Protector,from $16,BEDDING,,2172344,
https://www.dealnews.com/Nike-Little-Girls-Tanjun-Sneakers-for-22-free-s-h-w-beauty-item/2172335.html,"Finish Line via Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172335"">Nike Little Girls' Tanjun Sneakers</a> in White for <b>$22.48</b>. Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097416,2172335"">beauty item</a> (they start at $3) to bag <b>free shipping</b>; otherwise, shipping adds $10.95. That's tied with last week's mention and the lowest price we could find by $23 today. They're available in select sizes from 12 to 2.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/jn0ftrzozssppzrmhml8",3,free s&h w/beauty item,2018-01-05T05:42:47-05:00,Nike Little Girls' Tanjun Sneakers,$22,KIDS' SHOES,,2172335,
https://www.dealnews.com/Pioneer-3-Channel-Soundbar-System-for-400-5-s-h/2172341.html,"As one of its daily deals, Woot offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172341"">Pioneer 3.1.2-Channel Surround Elite Atmos Soundbar System</a> for <strong>$399.99</strong> plus <strong>$5</strong> for shipping. That's $99 under our September mention and the lowest price we could find by $95. This wall-mountable soundbar features a 3.1.2-channel configuration, up to 300 watts of total power, Bluetooth audio streaming, external wireless subwoofer, USB, RCA, and four HDMI ports. Deal ends today.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/iflo1j2lyhm6qcltukim",2,$5 shipping,,Pioneer 3-Channel Soundbar System,$400,HOME THEATER SYSTEMS,,2172341,2018-01-05T09:56:31-05:00
https://www.dealnews.com/New-Balance-Womens-520-v3-Running-Shoes-for-35-1-s-h/2172338.html,"As one of its daily deals, Joe's New Balance Outlet offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172338"">New Balance Women's 520v3 Running Shoes</a> in Gunmental for <strong>$34.99</strong>. Coupon code ""DOLLARSHIP"" bags <strong>$1</strong> shipping. That's the lowest price we could find by $23. They're available in select standard and wide sizes from 5 to 10.5. Deal ends today.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/m2sizjdeubwmzljinbvf",2,$1 shipping,2018-01-05T05:33:05-05:00,New Balance Women's 520v3 Running Shoes,$35,SHOES,,2172338,
https://www.dealnews.com/Vanguard-Reno-34-DSLR-Sling-Bag-for-25-free-shipping/2172332.html,"As one of its daily deals, B&H Photo Video offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172332"">Vanguard Reno 34 DSLR Sling Bag</a> in several colors (Khaki Green pictured) for <strong>$24.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $35. It holds a DSLR and lens, iPad mini or similar tablet, flash, and accessories. Deal ends today.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zluopu2v5slkxnkpb6ie",3,free shipping,,Vanguard Reno 34 DSLR Sling Bag,$25,CAMERA BAGS,True,2172332,2018-01-05T09:14:06-05:00
https://www.dealnews.com/Orig3-n-Health-Beauty-DNA-Tests-at-Amazon-50-off-free-shipping-w-Prime/2172347.html,"As one of its daily deals, Amazon takes <strong>50% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097425,2172347"">Orig3n Health &amp; Beauty DNA tests</a>. Plus, Prime members bag <strong>free shipping</strong> on all orders. Deal ends today. A couple of best bets:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097428,2172347"">Orig3n Caffeine Tolerance Genetic Home Mini DNA Test Kit</a> for <strong>$14.50</strong> (low by $15)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172347"">Orig3n Hunger &amp; Weight Genetic Home Mini DNA Test Kit</a> for <strong>$24.50</strong> (pictured, low by $25)
 </li>
</ul>","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/beyt6jfzvs4wyotdjwrx",4,free shipping w/ Prime,,Orig3n Health & Beauty DNA Tests at Amazon,50% off,HEALTH,,2172347,2018-01-05T09:36:54-05:00
https://www.dealnews.com/Soufull-Stainless-Steel-Poultry-Scissors-for-9-free-shipping-w-Prime/2172059.html,"yichengjin via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172059"">Soufull Multi-Functional Stainless Steel Scissors</a> for $12.88. Coupon code ""black855"" cuts that to <strong>$8.55</strong>. Plus, Prime members bag <strong>free shipping</strong>. Deal ends January 31.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/stvamjek2izwihfqpmnd",,free shipping w/ Prime,2018-01-05T00:01:00-05:00,Soufull Stainless Steel Poultry Scissors,$9,KITCHEN,,2172059,
https://www.dealnews.com/Nyne-Adventure-Portable-Bluetooth-Speaker-for-56-free-shipping/2172329.html,"As one of its daily deals, Best Buy via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172329"">Nyne Adventure Portable Bluetooth Speaker</a> for <strong>$55.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $44. It features NFC pairing, a 100-foot wireless range, and up to 12 hours of playtime per charge. Deal ends today.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hnzcfofifhklhoto5ias",2,free shipping,2018-01-05T05:15:44-05:00,Nyne Adventure Portable Bluetooth Speaker,$56,PORTABLE SPEAKERS,,2172329,
https://www.dealnews.com/Martha-Stewart-Living-Ingrid-File-Cabinet-for-259-pickup-at-Home-Depot/2172323.html,"Home Depot offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172323"">Martha Stewart Living Ingrid File Cabinet</a> in Rubbed Gray for <strong>$258.60</strong>. Opt for in-store <strong>pickup</strong> to dodge the $55 shipping fee. That's $172 off and the lowest price we could find. Deal ends January 7.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/e8jwjvdtxktxhl3oalgy",3,pickup at Home Depot,2018-01-05T05:07:29-05:00,Martha Stewart Living Ingrid File Cabinet,$259,HOME FURNITURE,,2172323,
https://www.dealnews.com/Sharp-50-4-K-LED-LCD-Roku-Smart-TV-for-350-free-shipping/2172326.html,"As one of its daily deals, Best Buy offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172326"">Sharp 49.5"" 4K LED-Backlit LCD Ultra HD Smart Television</a>, model no. LC-50LBU591U, for <strong>$349.99</strong> with <strong>free shipping</strong>. That's tied with our mention from two weeks ago, $150 off list, and the lowest price we've seen. It features a 3840x2160 (4K) native resolution, WiFi, Roku content streaming (Netflix, Youtube, Pandora, and more), USB, and three HDMI inputs. It also includes a 30-day Sling TV Live Streaming Service subscription. Deal ends today.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/z1n5oejcjoooghp9yvoc",3,free shipping,,"Sharp 50"" 4K LED LCD Roku Smart TV",$350,TVS,True,2172326,2018-01-05T09:06:01-05:00
https://www.dealnews.com/Home-Decorators-Collection-Hamilton-Bench-for-175-free-shipping/2172317.html,"Home Depot offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172317"">Home Decorators Collection Hamilton Bench</a> in Worn Black for <strong>$174.50</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $61. Each cabinet features an adjustable shelf. Deal ends January 7.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/bhvr3dnen647iudtsqxg",4,free shipping,,Home Decorators Collection Hamilton Bench,$175,HOME FURNITURE,,2172317,2018-01-05T09:35:33-05:00
https://www.dealnews.com/Bosch-Insight-Wiper-Blades-at-Amazon-20-off-from-10-free-shipping-w-Prime/2172320.html,"Amazon cuts <strong>20% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172320"">Bosch Insight Wiper Blades</a>, with prices starting from <strong>$9.51</strong>. (Prices are as marked.) Plus, Prime members bag <strong>free shipping</strong>. Each features an internal tension spring and integrated spoiler.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zq0krujos8ihla1sxccm",5,free shipping w/ Prime,2018-01-05T04:51:22-05:00,Bosch Insight Wiper Blades at Amazon,"20% off, from $10",AUTOMOTIVE,,2172320,
https://www.dealnews.com/Tec.Bean-Ionic-Hair-Straightener-Brush-for-20-free-shipping/2172311.html,"Nova Tech via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172311"">Tec.Bean Ionic Hair Straightener Brush</a> for $35.99. Coupon code ""451NBDD8"" cuts it to <strong>$19.79</strong>. With <strong>free shipping</strong>, that's tied with our November mention and the lowest price we could find by $25. It features five heat settings and auto-shut off. Deal ends February 28.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/a3kt5jsvvn8htj41wten",2,free shipping,2018-01-05T04:50:04-05:00,Tec.Bean Ionic Hair Straightener Brush,$20,HAIR CARE,,2172311,
https://www.dealnews.com/Insignia-Switch-Game-Storage-Case-for-3-pickup-at-Best-Buy/2172308.html,"Best Buy offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172308"">Insignia Switch Game Storage Case</a> for <strong>$2.99</strong>. Opt for in-store <strong>pickup</strong> to avoid the $3.99 shipping charge. That's $7 off and the best price we could find. It features storage for up to 16 game cards.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/uonv4lsdhp0kvi3kzvyg",2,pickup at Best Buy,2018-01-05T04:41:23-05:00,Insignia Switch Game Storage Case,$3,ACCESSORIES,,2172308,
https://www.dealnews.com/Serta-Luxury-Hybrid-Super-Pillowtop-Mattress-from-459..-or-less-free-shipping/2172314.html,"Sam's Club continues to offer the Serta Perfect Sleeper Luxury Hybrid Glenmoor Super Pillowtop Mattress in several sizes from <strong>$459</strong> with <strong>free shipping</strong>, as listed below. (Non-members pay an additional 10% off, so it's better to get a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097404,2172314"">1-year membership</a> for $45.) Deal ends January 28. The sizes:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097407,2172314"">Twin</a> for <strong>$459</strong> (low by $340)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172314"">Queen</a> for <strong>$469</strong> (pictured, low by $505)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097410,2172314"">Full</a> for <strong>$569</strong> (low by $380)
 </li>
</ul>
Don't mind picking it up? With stock varying by ZIP code, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097413,2172314"">Queen</a> is also available for <strong>$369</strong> with in-store <strong>pickup</strong>.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/krppejsiqdiporlite2q",4,free shipping,,Serta Luxury Hybrid Super Pillowtop Mattress,from $459.. or less,MATTRESSES,,2172314,2018-01-05T09:33:18-05:00
https://www.dealnews.com/Contact-Lenses-at-Walgreens-25-off-free-shipping/2171603.html,"Walgreens takes <strong>25% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171603"">contact lenses</a> via coupon code ""CYBER25"". Even better, all orders receive <strong>free shipping</strong>. Some exclusions may apply. Deal ends January 31.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s289/Walgreens/"">Walgreens Coupons</a>.</p>","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ctslfgfrgeqsew1qsoiv",2,free shipping,2018-01-05T04:33:58-05:00,Contact Lenses at Walgreens,25% off,GLASSES & CONTACT LENSES,,2171603,
"https://www.dealnews.com/lw/click.html?20,2,2171069","Sign up for the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171069"">Chase Sapphire Reserve℠ Credit Card</a> and earn <strong>50,000 bonus points</strong> after you spend <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17094638,2171069"">$4,000 or more</a> on purchases in the first three months from account opening – that's $750 toward travel when you redeem through Chase Ultimate Rewards®. Plus, automatically receive <strong>up to $300 in statement credits</strong> as reimbursement for travel purchases charged to your card each account anniversary year. Also, earn <strong>3X points</strong> for every $1 spent on travel and dining at restaurants worldwide, and 1 point for every $1 spent on all other purchases. There's a $450 annual fee; $75 for each authorized user. For more terms and conditions, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17094641,2171069"">click here</a>.<br>
<br>
This card — and several more — can be found on our <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""http://dealnews.com/credit-cards/s1642/Chase/"">Chase Credit Card page</a>.        <div class=""article-disclaimer"">
            <p class=""article-disclaimer-text"">
                <a href=""#"" class=""article-disclaimer-link info"" data-panel=""article_disclaimer-dialog"" data-dialog_text=""DealNews has financial relationships with the credit card issuers mentioned on our site, and DealNews receives compensation if consumers choose to apply for these by clicking links in our content and ultimately sign up for these specific cards. This compensation has no impact or influence on where or how the cards appears on dealnews.com. DealNews does not include all card companies or all card offers available in the marketplace.&lt;br&gt;&lt;br&gt;
&lt;bold&gt;UGC Disclosure&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
These responses are not provided or commissioned by the bank advertiser. Responses have not been reviewed, approved or otherwise endorsed by the bank advertiser. It is not the bank advertiser's responsibility to ensure all posts and/or questions are answered.
&lt;bold&gt;Bank Disclaimer&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
This content is not provided or commissioned by the Bank Advertiser. Opinions expressed here are author's alone, not those of the Bank Advertiser, and have not been reviewed, approved or otherwise endorsed by the Bank Advertiser. This site may be compensated through the Bank Advertiser Affiliate Program."" data-dialog_title=""Advertiser Disclosure"">Advertiser Disclosure</a>
            </p>
        </div>","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/dgnflhffkigi97koojiy",,,2018-01-03T12:34:27-05:00,Chase Sapphire Reserve℠ Card,"50,000 bonus points",CREDIT CARDS,,2171069,
https://www.dealnews.com/Pro-Form-Premier-900-Treadmill-from-800-free-shipping/2172152.html,"Costco offers its members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172152"">ProForm Premier 900 Treadmill</a> for <strong>$799.99</strong> with <strong>free shipping</strong>. (Non-members pay a $40 surcharge.) That's the lowest price we could find by $199. It tracks speed, time, distance, calories burned, heart rate, and incline stats, and features a touchscreen display, fan, QuickSpeed control, Quick Incline control, ProShox cushioning, and sound system. Deal ends January 28.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/nxgjdi3rsxmqcl4fhvko",3,free shipping,2018-01-05T04:30:11-05:00,ProForm Premier 900 Treadmill,from $800,EXERCISE EQUIPMENT,,2172152,
https://www.dealnews.com/Stress-Less-Coloring-Books-5-Pack-for-13-free-shipping/2172305.html,"As one of its daily deals, 13 Deals offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172305"">Stress Less Coloring Books 5-Pack</a> for <strong>$12.99</strong> with <strong>free shipping</strong>. That's $2 under our mention from a week ago, $2.59 per book, and the lowest price we could find for this quantity by $30. It includes Mosaic, Flower, Peaceful Patterns, Animals, and Bohemian patterns. Deal ends today.<br>
<br>
Note: You can also <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097401,2172305"">buy two or more sets</a> at <strong>$9.99</strong> each.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/cni1pzq7ospuohjjeqpx",3,free shipping,,Stress Less Coloring Books 5-Pack,$13,BOOKS,True,2172305,2018-01-05T09:05:11-05:00
https://www.dealnews.com/Barnes-Noble-Coupon-Up-to-20-off-free-shipping-w-25/2172125.html,"Ending today, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172125"">Barnes &amp; Noble</a> takes <b>15% off</b> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097263,2172125"">orders of $40 or more</a>, or <b>20% off</b> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097266,2172125"">orders of $75 or more</a> via coupon code ""FRESHSTART"". Shipping starts at <b>$3.99</b>, although orders of $25 or more bag free shipping. Some exclusions apply.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s286/Barnes-Noble/"">Barnes &amp; Noble Coupons</a>.</p>","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/i9cimz0yczmnunypbrjh",2,free shipping w/ $25,,Barnes & Noble Coupon,Up to 20% off,"MOVIES, MUSIC, BOOKS",,2172125,2018-01-05T06:33:59-05:00
https://www.dealnews.com/Asos-Final-Call-Sale-Up-to-70-off-free-shipping-w-40/2172296.html,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172296"">Asos</a> takes <strong>up to 70% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097389,2172296"">men's</a> and <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097392,2172296"">women's sale styles</a> during its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097395,2172296"">Last Call Sale</a>. Shipping is a flat <strong>$4</strong>, but orders of $40 or more bag free shipping. Deal ends January 18.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/tt9h7pjtdti31y9xnc2p",3,free shipping w/ $40,2018-01-05T04:12:55-05:00,Asos Final Call Sale,Up to 70% off,CLOTHING & ACCESSORIES,,2172296,
https://www.dealnews.com/Ironton-63-pc-Titanium-Coated-Drill-Bit-Set-for-10-free-shipping/2172302.html,"Northern Tool via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172302"">Ironton 63-Piece Titanium-Coated Drill Bit Set</a> for <strong>$9.99</strong> with <strong>free shipping</strong>. That's tied with last week's mention, $10 off list, and the lowest price we could find. It includes drill bits from 1/16"" to 3/8"" in 1/64"" increments.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/mpznk1dqgyyrhine8i36",3,free shipping,2018-01-05T04:11:53-05:00,Ironton 63pc Titanium-Coated Drill Bit Set,$10,POWER TOOLS,,2172302,
https://www.dealnews.com/Gillette-Justice-League-Gift-Pack-for-10-pickup-at-Walmart/2172299.html,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172299"">Gillette Justice League Gift Pack</a> for <strong>$10</strong>. Opt for in-store <strong>pickup</strong> to dodge the $5.99 shipping charge. That's tied with last week's mention and the lowest price we could find by $5. It includes a Fusion5 ProShield handle, two cartridges, 16-oz. Hydrator Body Wash, 3.8-oz. Clear Gel Cool Wave Antiperspirant & Deodorant, and 6-oz. Fusion Proglide Sensitve Ocean Breeze Shave Gel.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/sabajumg0fyvbjaselay",3,pickup at Walmart,2018-01-05T04:07:31-05:00,Gillette Justice League Gift Pack,$10,SHAVING & GROOMING,,2172299,
https://www.dealnews.com/Hydroxycut-Purely-Inspired-at-Amazon-30-off-from-5-free-shipping/2172284.html,"As one of its daily deals, Amazon takes <strong>30% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097398,2172284"">Hydroxycut and Purely Inspired products</a>, with prices starting from <strong>$4.89</strong>. Plus, these products' prices also drop via on-page clippable coupons and/or with Subscribe & Save. With the latter, they also bag <strong>free shipping</strong>. Deal ends today. A couple of best bets, with final prices after coupons and Subscribe & Save:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097386,2172284"">Hydroxycut Weight Loss Mixed Fruit Gummies 90-Count Pack</a> for <strong>$9.74</strong> (low by $14)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172284"">Purely Inspired Organic Protein Powder 1.5-lb. Tub</a> for <strong>$9.97</strong> (pictured, low by $13)
 </li>
</ul>
Note: Be sure to cancel Subscribe & Save after your item ships to avoid being billed for future shipments.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/xb6zqetzoi2eddqkicg3",4,free shipping,,Hydroxycut & Purely Inspired at Amazon,"30% off, from $5",SUPPLEMENTS,,2172284,2018-01-05T09:32:04-05:00
