shipping,editors_choice,picture_url,category,description,price,url,uuid,time_published,hotness,title,time_modified
free s&h w/beauty item,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/l5841o2xtz7post4fpst",KITCHEN,"Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173292"">Martha Stewart Collection 3-Pice Zesting Set</a> for <strong>$9.03</strong>. Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17099111,2173292"">beauty item</a> (they start at $3) to bag <strong>free shipping</strong>; otherwise, shipping adds $10.95. That's $14 off list and the lowest price we could find. It features a zester, peeler, and paring knife.",$9,https://www.dealnews.com/Martha-Stewart-Collection-3-Pc.-Zesting-Set-for-9-free-s-h-w-beauty-item/2173292.html,2173292,2018-01-06T13:50:37-05:00,2,Martha Stewart Collection 3-Pc. Zesting Set,
,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ttmjwoteco6cqmdv7rzz",CREDIT CARDS,"At Wells Fargo, apply for the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173274"">Wells Fargo Cash Wise Visa® Card</a> and receive a <strong>$200 Cash Rewards Bonus</strong> after you spend at least $1,000 on purchases in the first 3 months of account opening. Plus, you'll earn <strong>unlimited 1.5% Cash Rewards</strong> with no category limitations or quarterly activations. Also, earn <strong>1.8% Cash Rewards</strong> on Android Pay™ or Apple Pay® mobile wallet purchases during the first 12 months from account opening. Enjoy a <strong>0% Intro APR</strong> on purchases and balance transfers for 12 months. After that your variable APR will be 14.24% to 26.24%. Balance transfer fees apply. Finally, there's <strong>no annual fee</strong>. For more terms and conditions, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17099093,2173274"">click here</a>.        <div class=""article-disclaimer"">
            <p class=""article-disclaimer-text"">
                <a href=""#"" class=""article-disclaimer-link info"" data-panel=""article_disclaimer-dialog"" data-dialog_text=""DealNews has financial relationships with the credit card issuers mentioned on our site, and DealNews receives compensation if consumers choose to apply for these by clicking links in our content and ultimately sign up for these specific cards. This compensation has no impact or influence on where or how the cards appears on dealnews.com. DealNews does not include all card companies or all card offers available in the marketplace.&lt;br&gt;&lt;br&gt;
&lt;bold&gt;UGC Disclosure&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
These responses are not provided or commissioned by the bank advertiser. Responses have not been reviewed, approved or otherwise endorsed by the bank advertiser. It is not the bank advertiser's responsibility to ensure all posts and/or questions are answered.
&lt;bold&gt;Bank Disclaimer&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
This content is not provided or commissioned by the Bank Advertiser. Opinions expressed here are author's alone, not those of the Bank Advertiser, and have not been reviewed, approved or otherwise endorsed by the Bank Advertiser. This site may be compensated through the Bank Advertiser Affiliate Program."" data-dialog_title=""Advertiser Disclosure"">Advertiser Disclosure</a>
            </p>
        </div>",$200 Cash Rewards Bonus,"https://www.dealnews.com/lw/click.html?20,2,2173274",2173274,2018-01-07T00:01:00-05:00,,Wells Fargo Cash Wise Visa® Card,
pickup at Home Depot,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/u8d8dzxont920hmvijgw",HOME FURNITURE,"Home Depot offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173286"">Home Decorators Collection East India Walnut Buffet</a> for <strong>$99.50</strong>. Opt for in-store <strong>pickup</strong> to dodge the $25 shipping charge. That's the lowest price we could find by $50. It measures 21"" x 28"". Deal ends January 7.",$99,https://www.dealnews.com/Home-Decorators-Collection-East-India-Buffet-for-99-pickup-at-Home-Depot/2173286.html,2173286,,4,Home Decorators Collection East India Buffet,2018-01-06T21:57:07-05:00
,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ziqwcmobtom9eylspl6a",EBOOKS,"Amazon offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173268"">The Greatest Ghost and Horror Stories Ever Written Kindle eBook</a> for <strong>free</strong>. That's the lowest price we could find by a buck. It includes 30 stories by renowned authors such as Edgar Allan Poe, H.P. Lovecraft, H.G. Wells, Franz Kafka, and Bram Stoker.",free,https://www.dealnews.com/Greatest-Ghost-Horror-Stories-Kindle-eBook-for-free/2173268.html,2173268,,5,Greatest Ghost & Horror Stories Kindle eBook,2018-01-06T21:36:40-05:00
free shipping w/ Prime,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/az6txmeyrkibi9kc9rse",ACCESSORIES,"Alpine Swiss Store via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173262"">Alpine Swiss Men's Leather Zip Around Wallet</a> in several colors (Antique Brown pictured) for <strong>$12.74</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $2. It features a zipper closure, card case, and two separate bill compartments.",$13,https://www.dealnews.com/Alpine-Swiss-Mens-Leather-Zip-Around-Wallet-for-13-free-shipping-w-Prime/2173262.html,2173262,,5,Alpine Swiss Men's Leather Zip Around Wallet,2018-01-06T21:35:42-05:00
free shipping w/ Prime,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/xd1fs7vsnvalepm26mdz",BOOKS,"Amazon takes <b>up to 50% off</b> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17099105,2173247"">young adult books</a>, with prices starting from <b>$4.99</b>. Plus, Amazon Prime members bag <b>free shipping</b>. A couple of best bets:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17099051,2173247"">Gwenda Bond's <i>Girl on a Wire</i></a> for <b>$4.99</b> (same at <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17099054,2173247"">Walmart</a>; low by $2)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173247"">Carrie Anne Noble's <i>The Mermaid's Sister</i></a> for <b>$5.99</b> (pictured, same at <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17099057,2173247"">Walmart</a>; low by $4)
 </li>
</ul>",Up to 50% off; from $5,https://www.dealnews.com/Young-Adult-Books-at-Amazon-Up-to-50-off-from-5-free-shipping-w-Prime/2173247.html,2173247,,2,Young Adult Books at Amazon,2018-01-06T22:56:33-05:00
free shipping,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/uhbqfaxqjh9yaxaghdfy",SUPPLEMENTS,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173229"">Optimum Nutrition 100% Whey Gold Standard Protein Powder 10-lb. Bag</a> in Double Rich Chocolate for $65.61. Order via Subscribe & Save to drop it to <b>$62.33</b>. With <b>free shipping</b>, that's the lowest price we could find by $38. It offers 24g of whey protein per serving.<br>
<br>
Be sure to cancel Subscribe & Save after your order ships to avoid being charged for subsequent orders.",$62,https://www.dealnews.com/Optimum-Nutrition-100-Whey-Protein-10-lb-Bag-for-62-free-shipping/2173229.html,2173229,,3,Optimum Nutrition 100% Whey Protein 10-lb Bag,2018-01-06T22:55:20-05:00
free shipping,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ktnvv6g48jejo1ggajt3",COMPUTER ACCESSORIES,"Hayneedle offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173259"">Ergotron WorkFit-T Sit-Stand Desktop Workstation</a> in White for <strong>$350.16</strong> with <strong>free shipping</strong>. Excluding the mention below, that's the lowest price we could find by $19. It creates a standing desk when you place it on top of your existing work surface.<br>
<br>
Prefer black? <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17099075,2173259"">Dell</a> has it for $359.99 with free shipping.",$350,https://www.dealnews.com/Ergotron-Work-Fit-T-Sit-Stand-Workstation-for-350-free-shipping/2173259.html,2173259,,3,Ergotron WorkFit-T Sit-Stand Workstation,2018-01-06T22:54:26-05:00
,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/herrwb4u2t2vypt02rtt",IPHONE / IPOD APPS,"iTunes offers downloads of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173226"">Dungeonism for iPhone and iPad</a> for <strong>free</strong>. That's $2 off list and the first time this retro-styled dungeon crawler has been free.",free,https://www.dealnews.com/Dungeonism-for-iPhone-and-iPad-for-free/2173226.html,2173226,,4,Dungeonism for iPhone and iPad,2018-01-06T21:55:21-05:00
,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/dqq9brvrujj5s1jqlw5r",IPHONE / IPOD APPS,"iTunes offers downloads of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173217"">Streets of Rage Classic for iPhone and iPad</a> for <strong>free</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17099030,2173217"">Google Play</a> also has the Android version for free.) That's $1 off list and the lowest price we could find for this classic side-scrolling brawler.",free,https://www.dealnews.com/Streets-of-Rage-Classic-for-iOS-Android-for-free/2173217.html,2173217,,5,Streets of Rage Classic for iOS / Android,2018-01-06T21:34:28-05:00
,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/rsfnuouggnxa4whn8qvp",IPHONE / IPOD APPS,"iTunes offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173214"">Habit List for iPhone and iPad</a> for <strong>free</strong>. That's $4 off list and the best we could find. It allows you to track your progress, view trends over time, and features flexible scheduling to reach your goals.",free,https://www.dealnews.com/Habit-List-for-iPhone-iPad-for-free/2173214.html,2173214,,5,Habit List for iPhone / iPad,2018-01-06T21:34:03-05:00
,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/nznrhqifi6vmgvfqqjjc",COMPUTER SERVICES,"Verizon offers new customers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173208"">Verizon Fios Double Play Bundle</a>, which includes 940/880 Mbps Fios Gigabit Internet and Verizon Fios Custom TV, for <strong>$74.99 per month</strong>. (This price is valid for 12 months.) Also, the standard setup charge is waived, a $99.99 value. Plus, switch to Fios and get out of your contract with <strong>up to a $500 credit</strong> to help cover your early termination fee.",$75 per month,https://www.dealnews.com/Verizon-Fios-Gigabit-Connection-w-TV-for-75-per-month/2173208.html,2173208,2018-01-06T11:41:30-05:00,,Verizon Fios Gigabit Connection w/ TV,
,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/mh4lcbueiga0ul6spa1d",IPHONE / IPOD APPS,"iTunes offers downloads of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173220"">Kubic for iPhone and iPad</a> for <strong>free</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17099033,2173220"">Google Play</a> has the Android version for free too.) That's $2 off list and the lowest price we could find. It features iPhone X support, reduced file size, and a new zoom and drag feature.",free,https://www.dealnews.com/Kubic-for-iPhone-and-iPad-for-free/2173220.html,2173220,,5,Kubic for iPhone and iPad,2018-01-06T21:33:17-05:00
,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/y83q0ecfkohg5sj1yrd0",IPHONE / IPOD APPS,"iTunes offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173223"">Meditation Studio for iPhone and iPad</a> for <strong>free</strong>. That's $4 off list and the lowest price we could find. It features guided and unguided meditation settings. Three subscription tiers are available.",free,https://www.dealnews.com/Meditation-Studio-for-iPhone-and-iPad-for-free/2173223.html,2173223,,4,Meditation Studio for iPhone and iPad,2018-01-06T21:55:08-05:00
,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/u69ikynnlwqjmypr8ypd",IPHONE / IPOD APPS,"iTunes offers downloads of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173196"">Afterlight for iPhone and iPad</a> for <strong>free</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17099021,2173196"">Google Play</a> also has the Android version for free.) That's $1 off list and the lowest price we could find. It features 128 adjustable frames, 78 textures, 79 filters, and 15 adjustment tools.",free,https://www.dealnews.com/Afterlight-for-iPhone-and-iPad-for-free/2173196.html,2173196,,5,Afterlight for iPhone and iPad,2018-01-06T21:32:58-05:00
free shipping w/ $75,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/gszufxtxjvyc0xaj1nns",INTIMATES,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173202"">Frederick's of Hollywood</a> takes up to <strong>70% off</strong> sitewide during its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17099015,2173202"">Semi-Annual Sale</a>. (Prices are as marked.) Plus, take an <b>extra 20% off</b> via coupon code ""ABX220"". Shipping starts at <strong>$9.95</strong>, but orders of $75 or more (after discount) qualify for free shipping. Deal ends January 8.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s714/Fredericks-of-Hollywood/"">Frederick's of Hollywood Coupons</a>.</p>",Up to 70% off + 20% off,https://www.dealnews.com/Fredericks-of-Hollywood-Semi-Annual-Sale-Up-to-70-off-20-off-free-shipping-w-75/2173202.html,2173202,,4,Frederick's of Hollywood Semi-Annual Sale,2018-01-06T21:54:55-05:00
free shipping,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ybahtpapsyjz2xjxddoi",VIDEO CARDS,"Dell Home, via its Member Purchase Program, offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173193"">Dell AMD FirePro W4100 2GB 128-bit GDDR5 PCI-Express 3.0 x16 Video Card</a> for <strong>$113.99</strong> with <strong>free shipping</strong>. That's $19 under our October mention and the lowest price we could find today by $66. It supports display resolutions up to 4096x2160 and features four mini DisplayPort outputs, an active fansink cooler, and support for OpenCL 1.2, OpenGL 4.5, and DirectX 12.",$114,https://www.dealnews.com/Dell-AMD-W4100-2-GB-Graphics-Card-for-114-free-shipping/2173193.html,2173193,,3,Dell AMD W4100 2GB Graphics Card,2018-01-06T22:53:27-05:00
pickup at Walmart,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/fsxnxj5kuaun2mm0wbc1",TVS,"Walmart continues to offer the refurbished <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173199"">TCL 55"" 4K LED-Backlit Ultra HD Roku Smart Television</a>, model no. 55S401, for <strong>$335</strong> with <strong>free shipping</strong>. That's tied with our refurb mention from two weeks ago and $65 under the lowest price we could find for a new one today. It features content streaming via Roku TV (Netflix, YouTube, Hulu Plus, more), USB, and three HDMI inputs.<br>
<br>
Note: A 90-day warranty applies, but it's unclear who backs it.",$335,https://www.dealnews.com/Refurb-TCL-55-4-K-LED-UHD-Roku-Smart-TV-for-335-pickup-at-Walmart/2173199.html,2173199,,3,"Refurb TCL 55"" 4K LED UHD Roku Smart TV",2018-01-06T22:52:17-05:00
free shipping,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/jqaobuzdu9psncsgb6ff",MONITORS,"Dell Home, via its Member Purchase Program, offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173181"">Dell Dual Monitor Arm</a> for <strong>$189.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $41. It features a -20° to 60° tilt, 11.9 cm lift, 180° pan, and is compatible with any VESA compliant monitors.",$190,https://www.dealnews.com/Dell-Dual-Monitor-Arm-for-190-free-shipping/2173181.html,2173181,2018-01-06T11:24:26-05:00,2,Dell Dual Monitor Arm,
free shipping,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wwf3evfi4gdcnolkzhjl",SUPPLEMENTS,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173157"">MuscleTech NitroTech Whey Protein Powder 10-lb. Bag</a> in Milk Chocolate for <strong>$52.20</strong> with <strong>free shipping</strong> via the steps below. That's the lowest price we could find by $32. It delivers 30g of whey protein per serving. To get this deal:
<ol>
 <li>Select <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17099009,2173157"">MuscleTech Whey Protein Powder 10-lb. Bag</a> in Milk Chocolate for $84.94
 </li>
 <li>clip the 10% off coupon on the product page
 </li>
 <li>order via Subscribe &amp; Save to drop it to <strong>$52.20</strong> in-cart
 </li>
</ol>
Note: Be sure to cancel your subscription once your order ships to avoid being billed for further shipments.",$52,https://www.dealnews.com/Muscle-Tech-Whey-Protein-Powder-10-lb.-Bag-for-52-free-shipping/2173157.html,2173157,,3,MuscleTech Whey Protein Powder 10-lb. Bag,2018-01-06T22:51:05-05:00
free shipping,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/kcxofirt0dch8nf1yumo",VIDEO CARDS,"Dell Home, via its Member Purchase Program, offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173190"">Quadro Nvidia P1000 4GB Video Card</a> for <strong>$261.24</strong> with <strong>free shipping</strong>. That's $264 off list and the lowest price we could find. It features four mini DisplayPort 1.4 connectors and Nvidia Mosaic, Iray, and MentalRay support.",$261,https://www.dealnews.com/Quadro-Nvidia-P1000-4-GB-Video-Card-for-261-free-shipping/2173190.html,2173190,,3,Quadro Nvidia P1000 4GB Video Card,2018-01-06T22:49:30-05:00
,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/dgnflhffkigi97koojiy",CREDIT CARDS,"Sign up for the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171069"">Chase Sapphire Reserve℠ Credit Card</a> and earn <strong>50,000 bonus points</strong> after you spend <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17094638,2171069"">$4,000 or more</a> on purchases in the first three months from account opening – that's $750 toward travel when you redeem through Chase Ultimate Rewards®. Plus, automatically receive <strong>up to $300 in statement credits</strong> as reimbursement for travel purchases charged to your card each account anniversary year. Also, earn <strong>3X points</strong> for every $1 spent on travel and dining at restaurants worldwide, and 1 point for every $1 spent on all other purchases. There's a $450 annual fee; $75 for each authorized user. For more terms and conditions, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17094641,2171069"">click here</a>.<br>
<br>
This card — and several more — can be found on our <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""http://dealnews.com/credit-cards/s1642/Chase/"">Chase Credit Card page</a>.        <div class=""article-disclaimer"">
            <p class=""article-disclaimer-text"">
                <a href=""#"" class=""article-disclaimer-link info"" data-panel=""article_disclaimer-dialog"" data-dialog_text=""DealNews has financial relationships with the credit card issuers mentioned on our site, and DealNews receives compensation if consumers choose to apply for these by clicking links in our content and ultimately sign up for these specific cards. This compensation has no impact or influence on where or how the cards appears on dealnews.com. DealNews does not include all card companies or all card offers available in the marketplace.&lt;br&gt;&lt;br&gt;
&lt;bold&gt;UGC Disclosure&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
These responses are not provided or commissioned by the bank advertiser. Responses have not been reviewed, approved or otherwise endorsed by the bank advertiser. It is not the bank advertiser's responsibility to ensure all posts and/or questions are answered.
&lt;bold&gt;Bank Disclaimer&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
This content is not provided or commissioned by the Bank Advertiser. Opinions expressed here are author's alone, not those of the Bank Advertiser, and have not been reviewed, approved or otherwise endorsed by the Bank Advertiser. This site may be compensated through the Bank Advertiser Affiliate Program."" data-dialog_title=""Advertiser Disclosure"">Advertiser Disclosure</a>
            </p>
        </div>","50,000 bonus points","https://www.dealnews.com/lw/click.html?20,2,2171069",2171069,2018-01-03T12:34:27-05:00,,Chase Sapphire Reserve℠ Card,
,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/guqaybvxnr83cq3gno2u",SOFTWARE,"Udemy offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173184"">Cryptocurrency Trading Course</a> for <strong>$10.99</strong>. That's $189 off and the lowest price we could find, although we saw it for a buck less in November. The course contains lifetime access to 3.5 hours of video content. Deal ends January 10.",$11,https://www.dealnews.com/Udemy-Cryptocurrency-Trading-Course-for-11/2173184.html,2173184,,3,Udemy Cryptocurrency Trading Course,2018-01-06T22:48:50-05:00
free shipping,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/gswwtxh0aiwmiws310dh",MONITORS,"Dell Small Business offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173178"">Dell Slim Single Monitor Arm</a> for <b>$62.69</b> with <b>free shipping</b>. That's $27 off list and the lowest price we could find. It supports monitors up to 27"" and features -25° to 41° tilt and -90° to 90° pan adjustments.",$63,https://www.dealnews.com/Dell-Slim-Single-Monitor-Arm-for-63-free-shipping/2173178.html,2173178,,3,Dell Slim Single Monitor Arm,2018-01-06T22:48:30-05:00
free shipping,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/fb6z9bx4puxgcg8qxjhg",TVS,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173175"">LG 54.6"" 4K HDR IPS LED-Backlit LCD Ultra HD Smart Television</a>, model no. 55UJ6200, for an in-cart price of <strong>$468</strong> with <strong>free shipping</strong>. That's tied with our mention from a week ago and the lowest price we could find now by $29.<br>
<br>
It features a 3840x2160 (4K, 2160p) native resolution, active HDR, 4K upscaling, 802.11ac wireless, webOS 3.5 (with access to Hulu Plus, Netflix, YouTube, more), USB, and three HDMI inputs.",$468,https://www.dealnews.com/LG-55-4-K-LED-HDR-UHD-Smart-TV-for-468-free-shipping/2173175.html,2173175,,3,"LG 55"" 4K LED HDR UHD Smart TV",2018-01-06T22:48:09-05:00
free shipping,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qhi4wxum2l6srb6tpvgb",COMPUTER DESKS,"Dell Small Business offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173172"">Ergotech Freedom Stand Dual Workstation</a> for <b>$349.99</b> with <b>free shipping</b>. That's the lowest price we could find by $50. It allows one to convert any surface into a sit-stand desk and features a height-adjustable keyboard tray, cup holder, and two removable VESA monitor mount points.",$350,https://www.dealnews.com/Ergotech-Freedom-Stand-Dual-Workstation-for-350-free-shipping/2173172.html,2173172,,3,Ergotech Freedom Stand Dual Workstation,2018-01-06T22:47:14-05:00
free shipping,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zft1hgji2gyfqy0ypk3l",INTERNAL HARD DRIVES,"Dell Small Business discounts a range of its Dell Serial ATA 6Gb/s 2.5"" SSDs, with prices starting from <strong>$89.99</strong>, as listed below. Plus, these orders bag <b>free shipping</b>. The deals:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173169"">Dell 256GB SATA 6Gb/s 2.5"" SSD</a> for <b>$89.99</b> (low by $81)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17099153,2173169"">Dell 256GB SATA 6Gb/s 2.5"" SSD Upgrade Kit</a> for <b>$109.99</b> (low by $85f)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17099006,2173169"">Dell 512GB SATA 6Gb/s 2.5"" SSD</a> for <b>$169.99</b> (low by $164)
 </li>
</ul>",from $90,https://www.dealnews.com/Dell-SATA-6-Gbps-2.5-SSDs-from-90-free-shipping/2173169.html,2173169,,4,"Dell SATA 6Gbps 2.5"" SSDs",2018-01-06T22:46:27-05:00
free shipping,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/b66dlrfxoxuedi7teeaj",ROUTERS,"Dell Small Business offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173166"">Linksys AC3200 Dual-Band Gigabit Router</a>, bundled with the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098991,2173166"">Roccat Cross Over-Ear Headset</a>, for <strong>$299.98</strong> with <strong>free shipping</strong>. That's $20 under the lowest price we could find for these items sold separately elsewhere.<br>
<br>
The router features four antennas, four gigabit LAN ports, two USB ports, and a prioritization engine designed to protect against lag spikes. The headset features 50mm neodymium drivers, swappable in-line and boom arm mics, and a 20Hz to 20kHz frequency response.",$300,https://www.dealnews.com/Linksys-AC-Dual-Band-Router-Roccat-Headset-for-300-free-shipping/2173166.html,2173166,,1,"Linksys AC Dual-Band Router, Roccat Headset",2018-01-06T22:18:07-05:00
,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hzzg8njy7ylts2tyg3ea",IPHONE / IPOD APPS,"iTunes offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173160"">BeatMaker for iPhone / iPad</a> for <strong>free</strong>. That's $5 off list and the lowest price we could find. It features 16 sample-based trigger pads with multi-touch support, a multi-track song sequencer, and live pattern recording.",free,https://www.dealnews.com/Beat-Maker-for-iPhone-iPad-for-free/2173160.html,2173160,,4,BeatMaker for iPhone / iPad,2018-01-06T21:52:31-05:00
