uuid,editors_choice,description,time_modified,shipping,url,hotness,picture_url,price,title,time_published,category
2171060,,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171060"">Rachael Ray 5-Piece Melamine Nesting Measuring Cups</a> for <strong>$10.49</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17094620,2171060"">Amazon</a> charges the same.) Opt for in-store <strong>pickup</strong> to dodge the $5.99 shipping charge. That's the lowest price we could find by $10. They're BPA-free, and the set includes 1/4 cup, 1/3 cup, 1/2 cup, 1 cup, and 2 cup sizes.",,pickup at Walmart,https://www.dealnews.com/Rachael-Ray-5-Piece-Nesting-Measuring-Cups-for-10-pickup-at-Walmart/2171060.html,2,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/mmx0wxijuxqejc4cnk58",$10,Rachael Ray 5-Piece Nesting Measuring Cups,2018-01-03T19:29:37-05:00,KITCHEN
2171312,True,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171312"">Pizzacraft Pizza Peel</a> for <strong>$10.86</strong>. Opt for in-store <strong>pickup</strong> to dodge the $5.99 shipping fee. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095373,2171312"">Amazon</a> charges the same for Prime members only.) That's the lowest price we could find by $19. It transfers pizza from a hot pizza stone and features a thermoplastic rubber handle.<br>
<br>
Note: select Walmart stores may have it for as low as $3 in-store.",,pickup at Walmart,https://www.dealnews.com/Pizzacraft-Pizza-Peel-for-11...or-less-pickup-at-Walmart/2171312.html,3,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/te6y5a0mga8yg2tlesps",$11...or less,Pizzacraft Pizza Peel,2018-01-03T19:27:49-05:00,KITCHEN
2171048,,"Yall store via eBay offers this <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171048"">36"" Wall Mount 1,500-watt Electric Fireplace</a> for <strong>$106.99</strong> with <strong>free shipping</strong>. That's $193 off list and the lowest price we could find. It features a multicolored LED-backlight and a remote control.",,free shipping,https://www.dealnews.com/36-Wall-Mount-1-500-W-Electric-Fireplace-for-107-free-shipping/2171048.html,4,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/y5aqv7tmaotkk4ehtcem",$107,"36"" Wall Mount 1,500W Electric Fireplace",2018-01-03T19:16:04-05:00,HEATERS
2171309,,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171309"">Singer SteamWorks Pro 1,500-watt Garment &amp; Fabric Steamer</a> for <strong>$73.99</strong> with <strong>free shipping</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095364,2171309"">Nextwarehouse</a> charges a few cents more.) That's the lowest price we could find by $3, outside of the mention below. It produces 90 minutes of continuous steam and features a 2.5-liter removable tank, telescopic pole, and folding hanger system.<br>
<br>
A close price: <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095367,2171309"">Buyvpc via eBay</a> has it for $75.44 with free shipping.",,free shipping,https://www.dealnews.com/Singer-Steam-Works-Pro-1-500-W-Garment-Steamer-for-74-free-shipping/2171309.html,3,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/kusujovlqc1phejgnkdd",$74,"Singer SteamWorks Pro 1,500W Garment Steamer",2018-01-03T19:05:54-05:00,LAUNDRY
2171237,,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171237"">Sceptre 40"" 1080p LED-Backlit LCD HD Television</a>, model no. X405BV-FSR, for <strong>$199.99</strong> with <strong>free shipping</strong>. That's $100 off list and the lowest price we could find, although we saw it for $20 less last month. It features a 1920x1080 (1080p) native resolution and three HDMI inputs.",,free shipping,https://www.dealnews.com/Sceptre-40-1080-p-LED-LCD-HDTV-for-200-free-shipping/2171237.html,2,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/uakt5pv8f8qiqokxy8uv",$200,"Sceptre 40"" 1080p LED LCD HDTV",2018-01-03T19:05:37-05:00,TVS
2171108,,"Walmart offers these <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171108"">Women's Active Performance Fitspiration Spacedye Capri Leggings</a> in Turquoise for <b>$5</b>. Opt for in-store <b>pickup</b> to dodge the $5.99 shipping charge. That's tied with our mention from a month ago, $6 off, and the lowest price we could find. They're available in sizes S, L, and XL.",,pickup at Walmart,https://www.dealnews.com/Womens-Active-Fitspiration-Capri-Leggings-for-5-pickup-at-Walmart/2171108.html,3,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/dge5lghgpguflki5iblr",$5,Women's Active Fitspiration Capri Leggings,2018-01-03T18:43:34-05:00,ACTIVEWEAR
2171114,,"Jos. A. Bank offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171114"">Jos. A. Bank Men's Traveler Collection Slim Fit Suit</a> in Grey or Dark Grey for <strong>$198</strong> with <strong>free shipping</strong>. That's $500 off list and the lowest price we could find. It's available in select sizes from 35S to 46L.",,free shipping,https://www.dealnews.com/Jos.-A.-Bank-Mens-Traveler-Slim-Fit-Suit-for-198-free-shipping/2171114.html,2,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/nz94bshex4p2kdqyk3lo",$198,Jos. A. Bank Men's Traveler Slim Fit Suit,2018-01-03T18:43:19-05:00,SUITS
2171066,,"Columbia offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171066"">Columbia Women's Snow Eclipse Mid Jacket</a> in Cloudburst or Rust for <strong>$79.90</strong>. Plus, Greater Rewards members receive <strong>free shipping</strong>. (Not a member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17094623,2171066"">sign up</a>.) That's the lowest price we could find by $4, although we saw it for $10 less on Black Friday weekend. (Most stores charge $120 or more.) It's available in select sizes from XS to M.",,free shipping,https://www.dealnews.com/Columbia-Womens-Snow-Eclipse-Mid-Jacket-for-80-free-shipping/2171066.html,4,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/lzqpmumjamwbjmodlbqe",$80,Columbia Women's Snow Eclipse Mid Jacket,2018-01-03T18:33:26-05:00,COATS
2171198,,"Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171198"">American Rag Men's Classic Fit Stretch Drawstring Jogger Shorts</a> in Rustic Khaki for <b>$8.96</b>. Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095031,2171198"">beauty item</a> (they start at $3) to bag <b>free shipping</b>; otherwise, shipping adds $10.95. That's $2 under yesterday's mention of another color, $26 off, and the lowest price we could find. They're available in sizes XL and XXL only.<br>
<br>
Note: They're also available in <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095034,2171198"">Forest Night or Rosedust</a> for <b>$10.56</b> with <b>free shipping</b> with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095031,2171198"">beauty item</a>. They come in most sizes from S to XXL.",,free s&h w/beauty item,https://www.dealnews.com/American-Rag-Mens-Drawstring-Jogger-Shorts-from-9-free-s-h-w-beauty-item/2171198.html,2,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/b9ih23t4rmveenxtkkm6",from $9,American Rag Men's Drawstring Jogger Shorts,2018-01-03T18:32:52-05:00,SHORTS
2170754,,"CTLpower via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170754"">Sbode Bluetooth Speaker</a> for $59.99. Coupon code ""VDWJWYE6"" cuts it to <strong>$39.99</strong>. Plus, <strong>free shipping</strong> applies. It features a microSD card slot, IPX6 water resistance, and four bass radiators. Deal ends January 7.",,free shipping,https://www.dealnews.com/Sbode-Bluetooth-Speaker-for-40-free-shipping/2170754.html,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/bhtve9hmto9zkfvejm5y",$40,Sbode Bluetooth Speaker,2018-01-04T00:01:00-05:00,PORTABLE SPEAKERS
2171303,,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171303"">Ore 2-Tier Oak Wine Table</a> in Cherry for <strong>$34.17</strong>. Pad your order <strong>over $35</strong> to qualify for free shipping; otherwise it adds $5.99. (In-store pickup is also available.) That's the lowest shipped price we could find by $6. This wheeled table features two shelves and three slots for wine bottles.",,free shipping,https://www.dealnews.com/Ore-2-Tier-Wooden-Wine-Table-for-34-padding-free-shipping/2171303.html,3,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/z2mtpgsiakaz03ul4pq8","$34, padding",Ore 2-Tier Wooden Wine Table,2018-01-03T18:32:41-05:00,TABLES
2171297,True,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171297"">Seal-a-Meal Vacuum Food Sealer</a> for <strong>$27.04</strong>. Opt for in-store <strong>pickup</strong> to dodge the $5.99 shipping fee. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095361,2171297"">Amazon</a> charges the same.) That's the lowest price we could find by $4. It creates an air-tight seal around food with the four included 1-quart Seal-a-Meal bags. The bags are puncture- and tear-resistant and durable enough for the microwave.",,pickup at Walmart,https://www.dealnews.com/Seal-a-Meal-Vacuum-Food-Sealer-for-27-pickup-at-Walmart/2171297.html,3,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/sndbvhvoksja0agwknia",$27,Seal-a-Meal Vacuum Food Sealer,2018-01-03T18:30:58-05:00,SMALL APPLIANCES
2171285,,"Agloves offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171285"">Agloves Unisex Polar Sport Gloves</a> in Black or Blue for $19.99. Coupon code ""POLAR"" cuts them to <strong>$14.99</strong>. With <strong>free shipping</strong>, that's the lowest price we could find by $5, although we saw them for $2 less two days ago (expired). These fleece-lined gloves feature touchscreen functionality for all 10 fingers and are available in sizes S to XL.",,free shipping,https://www.dealnews.com/Agloves-Unisex-Polar-Sport-Gloves-for-15-free-shipping/2171285.html,3,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qed6m68frhbhy5cl3phy",$15,Agloves Unisex Polar Sport Gloves,2018-01-03T18:19:26-05:00,ACCESSORIES
2171279,,"Sam's Club offers its members the Night Therapy Gel-Infused 13"" Memory Foam Elite Mattress in several sizes from <strong>$389</strong>, as listed below. Plus, these items receive <strong>free shipping</strong>. The sizes:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171279"">Full</a> for <strong>$389</strong> ($60 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095337,2171279"">King</a> for <strong>$519</strong> ($100 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095340,2171279"">California King</a> for <strong>$519</strong> ($100 off)
 </li>
</ul>
Note: Non-members pay an additional 10% surcharge, so it may better to get a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095343,2171279"">1-year membership</a> for $45.",,free shipping w/ $50,https://www.dealnews.com/Night-Therapy-13-Memory-Foam-Mattresses-from-389-free-shipping-w-50/2171279.html,2,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/k8svzaarebaaczg4hswy",from $389,"Night Therapy 13"" Memory Foam Mattresses",2018-01-03T18:19:18-05:00,MATTRESSES
2171282,,"Mokcao via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171282"">Mokcao Pvendor Bluetooth Speaker</a> in Black or White for <b>$39.99</b> with <b>free shipping</b>. (You may have to apply coupon code ""RDWHQ978"" to see that price.) That's the lowest price we could find by about $10. It features a 5-hour play time and Bluetooth 4.0",,free shipping,https://www.dealnews.com/Mokcao-Pvendor-Bluetooth-Speaker-for-40-free-shipping/2171282.html,2,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/mhe3jfp8nlvwwwbp9oih",$40,Mokcao Pvendor Bluetooth Speaker,2018-01-03T18:18:01-05:00,PORTABLE SPEAKERS
2171273,,"Western Digital takes an <strong>extra 20% off</strong> its refurbished Western Digital My Book USB 3.0 External Hard Drives via coupon code ""DNJANMB"", as listed below. Plus, these items qualify for <strong>free shipping</strong>. Sale ends January 31. The deals, with prices after coupon:
<ul>
 <li>Refurb <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171273"">WD 2TB My Book External HDD</a> for <strong>$63.99</strong> ($25 low for a refurb)
 </li>
 <li>refurb <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095313,2171273"">WD 3TB My Book External HDD</a> for <strong>$71.99</strong> ($22 less than new)
 </li>
 <li>refurb <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095316,2171273"">WD 5TB My Book External HDD</a> for <strong>$103.99</strong> ($31 low for refurb)
 </li>
 <li>refurb <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095319,2171273"">WD 6TB My Book External HDD</a> for <strong>$119.99</strong> ($15 less than new)
 </li>
</ul>
Note: A 6-month Western Digital warranty applies for all items.",,free shipping,https://www.dealnews.com/Refurb-Western-Digital-My-Book-External-HDDs-Extra-20-off-from-64-free-shipping/2171273.html,3,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/bmrt7lvwzcoezlvkkfj2","Extra 20% off, from $64",Refurb Western Digital My Book External HDDs,2018-01-03T18:07:19-05:00,EXTERNAL HARD DRIVES
2171270,,"Graco offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171270"">Graco Nautilus 80 Elite 3-in-1 Car Seat</a> in several colors for <b>$95.99</b> with <b>free shipping</b> via the following steps. That's the lowest price we could find by $54. It holds children up to 120 lbs. and features a cupholder. To get this deal:
<ol>
 <li>View the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171270"">Graco Nautilus 80 Elite 3-in-1 Car Seat</a> for $199.99
 </li>
 <li>add it to your cart to drop it to $119.99
 </li>
 <li>apply coupon code ""newyear"" for a final price of <b>$95.99</b>
 </li>
</ol>",,free shipping,https://www.dealnews.com/Graco-Nautilus-80-Elite-3-in-1-Car-Seat-for-96-free-shipping/2171270.html,3,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/v4cc4t3xppekpuwm7zi8",$96,Graco Nautilus 80 Elite 3-in-1 Car Seat,2018-01-03T18:01:13-05:00,BABIES & KIDS ITEMS
2171276,,"6pm via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171276"">Spy Optic Unisex Westport Sunglasses</a> in Silver/Rose Gold for <strong>$29.90</strong> with <strong>free shipping</strong>. That's $15 under our October mention and the lowest price we could find by $5. They feature full UV protection.",,free shipping,https://www.dealnews.com/Spy-Unisex-Westport-Sunglasses-for-30-free-shipping/2171276.html,3,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/kgn04zhy9xuufwkielg3",$30,Spy Unisex Westport Sunglasses,2018-01-03T17:50:10-05:00,SUNGLASSES
2171192,,"Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171192"">INC International Concepts Men's Chambers Heathered Split-Neck T-Shirt</a> in Lavender for <b>$9.99</b>. Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095001,2171192"">beauty item</a> (they start at $3) to bag free shipping; otherwise, shipping adds $10.95. That's $10 off list and the lowest price we could find. It's available in sizes S to 3XL.",,free s&h w/beauty item,https://www.dealnews.com/INC-Mens-Chambers-Split-Neck-T-Shirt-for-10-free-s-h-w-beauty-item/2171192.html,2,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/j52pi7deez9gi26pxa5q",$10,INC Men's Chambers Split-Neck T-Shirt,2018-01-03T17:48:27-05:00,T-SHIRTS
2170847,,"Ozero Gloves via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170847"">Ozero Unisex Winter Gloves</a> in several colors (Denim Black pictured) for $18.99. Coupon code ""198ZQNMX"" cuts it to <strong>$15.38</strong>. (Limit one redemption per customer.) Plus, Prime members bag <strong>free shipping.</strong> They're windproof and water-resistant. Deal ends January 4.",,free shipping w/ Prime,https://www.dealnews.com/Ozero-Unisex-Winter-Gloves-for-15-free-shipping-w-Prime/2170847.html,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/pikek4cdo1itbsstvjju",$15,Ozero Unisex Winter Gloves,2018-01-04T00:01:00-05:00,ACCESSORIES
2171261,,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171261"">Express</a> takes an <strong>extra 40% off</strong> its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095262,2171261"">men's</a> and <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095265,2171261"">women's clearance items</a>. (Discount is applied automatically in-cart.) Plus, coupon code ""2869"" takes <b>15% off</b> most regular-price items. Shipping adds <strong>$8</strong>, but orders of $50 or more qualify for free shipping. Some exclusions apply. Deal ends January 20.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s273/Express/"">Express Coupons</a>.</p>",,free shipping w/ $50,https://www.dealnews.com/Express-Clearance-Sale-Extra-40-Off-free-shipping-w-50/2171261.html,3,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hvd4psobimaskomcdayj",Extra 40% Off,Express Clearance Sale,2018-01-03T17:20:29-05:00,CLOTHING & ACCESSORIES
2171216,,"Dick's Sporting Goods takes <strong>up to 50% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095103,2171216"">men's, women's, and kids' bikes</a>. (Prices are as marked.) Where available, choose in-store <b>pickup</b> to avoid shipping fees, which start at $5, although select items receive free shipping. A couple of best bets:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171216"">Columbia Unisex Hampton 7-Speed Beach Cruiser Bike</a> for <strong>$199.99</strong> + <b>$25</b> s&amp;h (pictured, $100 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095106,2171216"">Diamondback Women's Laurito Mountain Bike</a> for <strong>$349.99</strong> + <b>$5</b> s&amp;h (low by $11)
 </li>
</ul>
Note: You may receive $10 in Dick's Cash with select orders of $50 or more when you choose in-store pickup. (Availability varies greatly by ZIP code. The credit will arrive via email within 10 days of purchase and must be redeemed by February 21.) This deal ends January 27. <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095109,2171216"">Click here</a> for more information.",2018-01-04T03:59:20-05:00,,https://www.dealnews.com/Bikes-at-Dicks-Sporting-Goods-Up-to-50-off/2171216.html,4,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/pa7j3gdq9pr35fbjukdq",Up to 50% off,Bikes at Dick's Sporting Goods,,BICYCLING
2170799,,"REI Garage offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170799"">Louis Garneau Women's Icefit 2 Bike Jersey</a> in White for <strong>$44.73</strong>. Opt for in-store <strong>pickup</strong> to avoid the $5.99 shipping charge. That's the lowest price we could find by $13. It's available in sizes XS to XXL.",,pickup at REI,https://www.dealnews.com/Louis-Garneau-Womens-Icefit-2-Bike-Jersey-for-45-pickup-at-REI/2170799.html,1,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zp4qwopxx2sjroimidj2",$45,Louis Garneau Women's Icefit 2 Bike Jersey,2018-01-03T17:15:10-05:00,ACTIVEWEAR
2171240,,"BuyDig offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171240"">Garmin Vivofit 3 Style Collection Bluetooth Fitness Band</a> in Gabrielle for <b>$32.99</b> with <b>free shipping</b>. (You may need to apply coupon code ""c11711274713"" to see this price.) That's tied with our mention from a month ago and the best deal we could find today by $16. This water-resistant fitness tracker monitors steps, calories, distance, intensity minutes, and sleep. It features a 64x64 always-on LCD, Garmin Move IQ automatic activity detection, watch function, audible alerts, inactivity alerts, and 1-year battery life. It comes with two sculpted silicone bands. It's available in regular fit only. Deal ends January 5.<br>
<br>
Also available is the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095226,2171240"">Garmin Vivofit 3 Regular Fit Bluetooth Fitness Band</a> in Black or <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095163,2171240"">White</a> for <strong>$49.99</strong> with <strong>free shipping</strong>. (It's available in <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095166,2171240"">XL Fit in Black</a> for the same price. <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095169,2171240"">Groupon</a> charges the same.) That's the lowest price we could find now by $7, although we saw it for $20 less on Black Friday. Its functions are the same as the above device, but it comes with just one standard silicone band.",,free shipping,https://www.dealnews.com/Garmin-Vivofit-3-Style-Bluetooth-Fitness-Band-from-33-free-shipping/2171240.html,3,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/po4oeeyfruxmdoctzinn",from $33,Garmin Vivofit 3 Style Bluetooth Fitness Band,2018-01-03T16:55:40-05:00,SPORTS & FITNESS
2171249,,"iTunes offers downloads of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171249"">The 7th Guest for iPhone and iPad</a> for <b>free</b>. That's $5 off list and the lowest price we could find.",2018-01-04T03:30:27-05:00,,https://www.dealnews.com/The-7-th-Guest-for-iPhone-and-iPad-for-free/2171249.html,5,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/z0uzr6wczeql5rckewlf",free,The 7th Guest for iPhone and iPad,,IPHONE / IPOD APPS
2171228,,"Home Depot offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171228"">Home Decorators Collection Hamilton Infrared Pocket Mantel Heater</a> in Aged White for <b>$199</b> with <b>free shipping</b>. That's $30 off list and the lowest price we could find. It features a quartz infrared heating element, 5,200 BTU, adjustable thermostat, timer, automatic cutoff, and remote control. Deal ends January 4.",,free shipping,https://www.dealnews.com/Home-Decorators-Collection-Hamilton-Heater-for-199-free-shipping/2171228.html,3,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/u7czzkcubws12f6m64lh",$199,Home Decorators Collection Hamilton Heater,2018-01-03T16:30:21-05:00,HEATERS
2171225,,"Pido Products offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171225"">Pido Universal Car Seat Protector for Child Car Seat</a> in Black for $18.99. Coupon code ""NPQBDNW9"" cuts that to <strong>$14.62</strong>. Plus, Prime members bag <strong>free shipping</strong>. That's $4 off and the lowest price we could find. It measures 49"" x 18"" and features three storage pockets. Deal ends January 15.",,free shipping w/ Prime,https://www.dealnews.com/Pido-Car-Seat-Protector-for-Child-Car-Seat-for-15-free-shipping-w-Prime/2171225.html,2,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/voy16geob9l3dmtkkyt2",$15,Pido Car Seat Protector for Child Car Seat,2018-01-03T16:15:30-05:00,AUTOMOTIVE
2171207,,"Costco offers its members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171207"">SafeRacks Garage 4x8-Foot Storage Rack 2-Pack</a> with 18-Piece Deluxe Hook Kit in three drop ranges (12""-21"" to 24""-45"") for <strong>$249.99</strong> with <strong>free shipping</strong>. (Non-members pay a $12.50 surcharge.) That's $10 under our mention from last January, $150 off list, and the lowest total price we've seen. It includes two 4x8-foot racks and an 18-piece deluxe hook set. Deal ends January 28.",,free shipping,https://www.dealnews.com/Safe-Racks-Overhead-Garage-Storage-Combo-Kit-from-250-free-shipping/2171207.html,3,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/d9tdh65p9oje0fkrybsg",from $250,SafeRacks Overhead Garage Storage Combo Kit,2018-01-03T16:13:22-05:00,TOOL STORAGE & ORGANIZATION
