time_modified,url,editors_choice,picture_url,shipping,price,description,title,category,time_published,uuid,hotness
,https://www.dealnews.com/Cooler-Master-Master-Box-Lite-3.1-TG-mATX-Case-for-30-after-rebate-4-s-h/2168507.html,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ckkymhuxkwnnefquyii7",$4 shipping,$30 after rebate,"Newegg offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168507"">Cooler Master MasterBox Lite 3.1 TG MicroATX Mini Tower Case</a> in Black for $39.99. This <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089499,2168507"">$10 mail-in rebate</a> cuts it to <strong>$29.99</strong>. With <strong>$3.99</strong> for shipping, that's the lowest price we could find by $6. It features two internal 3.5"" drive bays, an internal 2.5"" drive bay, USB 3.0, one 120mm fan (with support for up to two more), four expansion slots, and 4mm tempered glass side panel. It comes with three custom trim colors. Deal ends December 31.",Cooler Master MasterBox Lite 3.1 TG mATX Case,COMPUTER CASES & ACCESSORIES,2017-12-30T12:57:19-05:00,2168507,3
,https://www.dealnews.com/Razor-Jetts-Heel-Wheels-for-22-free-shipping-w-Prime/2168513.html,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/r5m3bnwukjuoszq36jyp",free shipping w/ Prime,$22,"Amazon offers Prime members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168513"">Razor Jetts Heel Wheels</a> for <strong>$21.99</strong> with <strong>free shipping</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089505,2168513"">Target</a> charges the same with in-store pickup.) That's the lowest price we could find by $3. They fit shoe sizes from kids' 12 through men's 12.",Razor Jetts Heel Wheels,TOYS & HOBBIES,2017-12-30T12:56:36-05:00,2168513,4
,"https://www.dealnews.com/lw/click.html?20,2,2168564",,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/aq1sckhgbtxvj4gqbcxp",,Teen Discounts,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168564"">Liberty Mutual</a> offers discounted rates on policies for teen drivers. You may qualify for rate reductions if your teen is:
<ul>
 <li>Under the age of 21 and completes a qualifying driver training program
 </li>
 <li>living at a school more than 100 miles from your home and occasionally drives your vehicle
 </li>
 <li>under the age of 25, who achieve at least a B (3.0) average
 </li>
</ul>",Liberty Mutual Auto Insurance,FINANCIAL SERVICES,2017-12-30T00:01:00-05:00,2168564,
2017-12-30T15:39:04-05:00,https://www.dealnews.com/Gunnar-Optiks-Intercept-Computer-Glasses-for-32-w-Prime-free-shipping/2168906.html,True,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wo1iqok8mbjaywrc4ttl",free shipping,$32 w/ Prime,"For Prime members only, Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168906"">Gunnar Optiks Intercept Computer Gaming Glasses</a> in Onyx for $39.99. In-cart, clip the ""up to 20% off"" coupon to knock it to <strong>$31.99</strong>. With <strong>free shipping</strong>, that's the lowest price we could find by $8; beyond that, many stores charge around $70. These glasses claim to reduce eye strain and block 65% of blue light emitted from electronic devices.",Gunnar Optiks Intercept Computer Glasses,GLASSES & CONTACT LENSES,,2168906,4
,https://www.dealnews.com/Art-of-Blizzard-Entertainment-in-Hardcover-for-10-5-s-h/2168891.html,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/yt37roprvz5kwg8mdjmt",$5 shipping,$10,"Barnes & Noble offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168891"">Nick Carpenter's <i>The Art of Blizzard Entertainment</i> Hardcover Book</a> for <strong>$9.99</strong> plus <strong>$4.99</strong> for shipping. That's $10 off and the lowest price we could find. (Third-party vendors charge significantly more, as this title is presumably no longer in print.)","""Art of Blizzard Entertainment"" in Hardcover",BOOKS,2017-12-30T12:16:12-05:00,2168891,3
2017-12-30T16:30:12-05:00,https://www.dealnews.com/Pinhole-Nanny-Wi-Fi-DVR-Cam-for-17-free-shipping/2168894.html,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/y7pnemm3w9cxsj9ix63z",free shipping,$17,"Etopmarket via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168894"">Pinhole Nanny WiFi DVR Cam</a> for <strong>$16.99</strong> with <strong>free shipping</strong>. That's tied with our mention from a week ago and the lowest price we could find now for such a camera by $5, excluding other eBay vendors. It features automatic video recording and a built-in rechargeable battery.",Pinhole Nanny WiFi DVR Cam,DIGITAL CAMCORDERS,,2168894,5
,https://www.dealnews.com/Exploding-Kittens-A-Card-Game-NSFW-Edition-for-16-free-shipping-w-Prime/2168879.html,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/efilmwwlx8aoeiz42psz",free shipping w/ Prime,$16,"Exploding Kittens via Amazon offers Prime members <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168879"">Exploding Kittens: A Card Game (NSFW Edition)</a> for <strong>$15.99</strong> with <strong>free shipping</strong>. That's tied with our Black Friday week mention and the lowest price we could find by $3. This edition of the cult game includes 56 cards and accommodates two to five players.",Exploding Kittens: A Card Game (NSFW Edition),CARD AND BOARD GAMES,2017-12-30T12:06:55-05:00,2168879,3
2017-12-30T16:30:00-05:00,https://www.dealnews.com/180-Degree-Full-Face-Snorkel-Mask-for-15-free-shipping-w-Prime/2168882.html,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/o5vtdyvkon9soeujbk6q",free shipping w/ Prime,$15,"ZSport via Amazon offers this <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168882"">ZSport 180° Full Face Snorkel Mask</a> in several colors (Black pictured) with prices starting from $19.99. Coupon code "" KZA9HVXZ"" cuts that to <strong>$15</strong>. Plus, Prime members receive <strong>free shipping</strong>. That's tied with our mention from a week ago and the lowest price we've seen. (It's the best deal now by $3.) It's available in sizes S/M or L/XL. Deal ends December 31.",180-Degree Full Face Snorkel Mask,SWIM,,2168882,4
2017-12-30T15:37:20-05:00,https://www.dealnews.com/Used-Alien-Covenant-on-Blu-ray-for-4-at-Redbox-locations/2168867.html,True,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/cug8emdlve7g26csf1fd",at Redbox locations,$4,"With stock varying by ZIP code, Redbox offers used copies of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168867"">Alien: Covenant on Blu-ray</a> for <strong>$3.99</strong> at participating locations. That's $13 under the best deal we could find for a sealed copy.<br>
<br>
You can also get it as a used <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089898,2168867"">DVD</a> for <strong>$4.99</strong>.",Used Alien: Covenant on Blu-ray,BLU-RAY DISC MOVIES,,2168867,3
2017-12-30T15:36:29-05:00,https://www.dealnews.com/Used-Star-Wars-Rogue-One-on-Blu-ray-for-4-at-Redbox-locations/2168870.html,True,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/caokxuel9k81lottwp5u",at Redbox locations,$4,"With stock varying by ZIP code, Redbox offers used copies of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168870"">Star Wars: Rogue One on Blu-ray</a> for <strong>$3.99</strong> at participating locations. That's $16 under our March mention and the lowest price we've seen. (It's the best deal now by $19.)<br>
<br>
Note that the copy you receive likely won't include the DVD and digital code a factory-sealed Blu-ray edition would.",Used Star Wars: Rogue One on Blu-ray,BLU-RAY DISC MOVIES,,2168870,4
,https://www.dealnews.com/Stanley-Hand-Tools-8-Linesmans-Pliers-for-5-pickup-at-Walmart/2168858.html,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/gzscvs2xsbltckjj2ekx",pickup at Walmart,$5,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168858"">Stanley Hand Tools 8"" Linesman's Pliers</a> for <b>$4.98</b>. Opt for in-store <b>pickup</b> to dodge the $5.99 shipping charge. That's the lowest price we could find by about a buck, although several stores charge at least $10. They feature double-dipped handles.","Stanley Hand Tools 8"" Linesman's Pliers",HAND TOOLS,2017-12-30T11:31:36-05:00,2168858,3
2017-12-30T15:25:41-05:00,https://www.dealnews.com/Winter-Styles-at-Columbia-60-off-free-shipping/2168861.html,True,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zh8wqrhcpr2fxy9yok4n",free shipping,60% off,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168861"">Columbia</a> takes <strong>60% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089892,2168861"">winter styles</a> via coupon code ""COLDEC60"". Plus, Greater Rewards members receive <strong>free shipping</strong>. (Not a member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089895,2168861"">sign up</a>.) That's tied as the best percent-off coupon we've seen this year. Deal ends December 31.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s38814/Columbia/"">Columbia Coupons</a>.</p>",Winter Styles at Columbia,CLOTHING & ACCESSORIES,,2168861,5
,https://www.dealnews.com/REI-Holiday-Clearance-Up-to-50-off/2168258.html,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/f0vtk0ztegkn4ri3ovju",,Up to 50% off,"REI takes <strong>up to 50% off</strong> select items as part of its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168258"">Holiday Clearance</a>. Plus, save <strong>50% off</strong> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088644,2168258"">new markdowns</a> at REI Garage. Shipping adds <strong>$5.99</strong>, although orders of $50 or more bag free shipping. (Some large items may incur additional handling charges; in-store pickup is available for most items.) Choose from categories including outerwear, apparel, accessories, and more. Deal ends January 1.",REI Holiday Clearance,REI COUPONS,2017-12-30T00:01:00-05:00,2168258,
2017-12-30T15:52:14-05:00,https://www.dealnews.com/Jos.-A.-Bank-Lowest-Prices-of-the-Year-Event-Up-to-85-off-sitewide-free-shipping/2168852.html,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/jlha9scawyebdusfnxyi",free shipping,Up to 85% off sitewide,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089883,2168852"">Jos. A. Bank</a> takes <strong>up to 85% off</strong> sitewide during its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089877,2168852"">Lowest Prices of the Year Event</a>. (Prices are as marked.) Plus, all orders receive <strong>free shipping</strong>. Sale ends January 1. A couple of best bets:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089880,2168852"">Jos. A. Bank Men's Traveler Merino Wool Polo Sweater</a> for <strong>$23.99</strong> ($86 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168852"">Jos. A. Bank Men's Signature Tailored Fit Check Sportcoat</a> for <b>$79.20</b> (pictured, $419 off)
 </li>
</ul>",Jos. A. Bank Lowest Prices of the Year Event,CLOTHING & ACCESSORIES,,2168852,4
2017-12-30T16:20:39-05:00,https://www.dealnews.com/Jos.-A.-Bank-Mens-Executive-Corduroy-Pants-for-20-free-shipping/2168849.html,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wtx256vs7tcvxaogmdzw",free shipping,$20,"Jos. A. Bank offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168849"">Jos. A. Bank Men's Executive Flat-Front Corduroy Pants</a> in Tan or Brown for <strong>$19.99</strong>. Plus, Bank Account Rewards members get <strong>free shipping</strong>. (Not a member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089868,2168849"">join</a>.) That's tied with last week's mention, $80 off list, and the lowest price we could find. They're available in select sizes from 30x30"" to 42x32.",Jos. A. Bank Men's Executive Corduroy Pants,PANTS,,2168849,3
2017-12-30T15:24:56-05:00,https://www.dealnews.com/Loot-Crate-Loot-Vault-Sale-70-off-25-off-free-shipping-w-50/2168855.html,True,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ulwt4ipciszva53pnf22",free shipping w/ $50,70% off + 25% off,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168855"">Loot Crate</a> takes <b>70% off</b> its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089871,2168855"">Loot Vault items</a>. Plus, coupon code ""MAG25"" cuts an <strong>extra 25% off</strong>. That beats their Cyber Monday sale, which lacked the extra discount, and is the best discount we've seen on Loot Vault items. Shipping adds <strong>$5</strong>, but orders of $50 or more qualify for free shipping.",Loot Crate LootVault Sale,AFTER CHRISTMAS SALES,,2168855,5
,https://www.dealnews.com/Olaxer-Professional-Hair-Straightener-for-20-free-shipping/2168843.html,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ylrc0sbnzqhnqhmhk4id",free shipping,$20,"SkySeaCloud via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168843"">Olaxer Professional Wide Flat-Iron Hair Straightener</a> for $27.99. Coupon code ""4F28R8O3"" cuts that to <strong>$19.99</strong>. With <strong>free shipping</strong>, that's tied with our mention from three weeks ago, $15 off list, and the lowest price we could find. It features 11 temperature settings (from 265°F to 450°F), a 1.7"" ceramic plate, and auto-shut off. Deal ends December 31.",Olaxer Professional Hair Straightener,HAIR CARE,2017-12-30T11:02:07-05:00,2168843,2
2017-12-30T15:36:01-05:00,https://www.dealnews.com/Womens-Beauty-Sample-Box-8-Amazon-Credit-for-8-w-Prime-free-shipping/2168846.html,True,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/kor66ug3wo7z9u6x6qkl",free shipping,$8 w/ Prime,"Exclusively for Prime members, Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168846"">Women's Daily Beauty Sample Box</a> bundled with an <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089862,2168846"">$7.99 Amazon Credit</a> for <strong>$7.99</strong> with <strong>free shipping</strong>. (The credit must be used towards purchases of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089865,2168846"">similar beauty products</a>.) Assuming you'll use the credit, that ties last week's mention and makes the sample box essentially free. Each box includes 10 or more beauty items. It's limited to one box per customer.<br>
<br>
Note: This item ships in one to two weeks.","Women's Beauty Sample Box, $8 Amazon Credit",SKIN CARE,,2168846,4
2017-12-30T15:35:33-05:00,https://www.dealnews.com/Purina-Cat-Food-Sample-Box-w-7-Amazon-GC-for-7-w-Prime-free-shipping/2168834.html,True,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/gvliiupgkjfo3mfiblju",free shipping,$7 w/ Prime,"Exclusively for Prime members, Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168834"">Purina Cat Food Sample Box</a> bundled with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089847,2168834"">$6.99 Amazon Credit</a> for <strong>$6.99</strong> with <strong>free shipping</strong>. (The credit must be used towards purchases of select Purina cat products.) That's tied with our mention from three weeks ago, and assuming you'll use the credit, makes the sample box essentially free. Each box contains six or more samples of dry and wet cat food.<br>
<br>
Note: It's expected to ship in one to two weeks.",Purina Cat Food Sample Box w/ $7 Amazon GC,PET FOOD,,2168834,3
2017-12-30T16:20:13-05:00,https://www.dealnews.com/Amazon-Echo-Dot-for-30-free-shipping/2168837.html,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/gn8yknyd66qithrnwemq",free shipping,$30,"Amazon offers the second-generation <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168837"">Amazon Echo Dot</a> in Black for <strong>$29.99</strong> with <b>free shipping</b>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089850,2168837"">Best Buy</a>, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089853,2168837"">Bed Bath &amp; Beyond</a>, and <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089856,2168837"">Newegg</a> all have it for the same price.) That's tied with our mention from three weeks ago as the lowest price we've seen. (It's the best deal now by $5.) It features Alexa voice control, 802.11n dual-band wireless, Bluetooth, and a 3.5mm audio output.",Amazon Echo Dot,PORTABLE SPEAKERS,,2168837,3
2017-12-30T15:22:21-05:00,https://www.dealnews.com/Outdoor-Theatre-Total-Home-FX-Kit-for-150-free-shipping/2168828.html,True,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/icgcpianmxg6myimrmtk",free shipping,$150,"Home Depot offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168828"">Outdoor Theatre Total Home FX Kit</a> for <b>$149.75</b> with <b>free shipping</b>. That's the lowest price we could find by $193. The kit includes a 96"" screen, 24-watt speaker, and projector with Bluetooth and one HDMI port.",Outdoor Theatre Total Home FX Kit,PROJECTORS,,2168828,5
2017-12-30T15:22:04-05:00,https://www.dealnews.com/Dicks-Sporting-Goods-Clearance-Sale-Extra-25-to-40-off-free-shipping-w-25/2168831.html,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/gfakcl9vyd4afpicl3ew",free shipping w/ $25,Extra 25% to 40% off,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168831"">Dick's Sporting Goods</a> cuts an <strong>extra 25% to 40% off</strong> select <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089838,2168831"">clearance items</a>, already marked <strong>up to 60% off</strong>. (Discount applies in-cart; alas, not all marked items are eligible.) Shipping adds <strong>$5.99</strong>, but orders of $25 or more bag free shipping. A couple of best bets, with prices after all discounts and $5.99 for shipping:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089841,2168831"">Reebok Women's T-Back Tank Top</a> for <strong>$5.98</strong> ($19 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089844,2168831"">adidas Men's Phenom Embossed Tech 3/4-Sleeve Shirt</a> for <strong>$14.38</strong> ($16 off)
 </li>
</ul>",Dick's Sporting Goods Clearance Sale,CLOTHING & ACCESSORIES,,2168831,5
,"https://www.dealnews.com/lw/click.html?20,2,2167586",,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/d8ppsk9jlwz1siyg70ap",,"50,000 bonus points","Sign up for the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167586"">Chase Sapphire Preferred® Credit Card</a> and earn <strong>50,000 bonus points</strong> after you spend <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17086874,2167586"">$4,000 or more</a> on purchases in the first three months from account opening – that's $625 toward travel when you redeem through Chase Ultimate Rewards®. Plus, earn <strong>5,000 bonus points</strong> after you add the first authorized user and make a purchase in the first three months from account opening. Also, earn <strong>2 points</strong> for every $1 spent on travel and dining at restaurants both in the U.S. and abroad, and <strong>1 point</strong> for every $1 spent on all other purchases. There's a <strong>$0 Intro Annual Fee</strong> for the first year, then $95 for each additional year, and <strong>no foreign transaction fees</strong> on purchases made outside the United States. For more terms and conditions, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17086877,2167586"">click here</a>.<br>
<br>
This card — and several more — can be found on our <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""http://dealnews.com/credit-cards/s1642/Chase/"">Chase Credit Card page</a>.        <div class=""article-disclaimer"">
            <p class=""article-disclaimer-text"">
                <a href=""#"" class=""article-disclaimer-link info"" data-panel=""article_disclaimer-dialog"" data-dialog_text=""DealNews has financial relationships with the credit card issuers mentioned on our site, and DealNews receives compensation if consumers choose to apply for these by clicking links in our content and ultimately sign up for these specific cards. This compensation has no impact or influence on where or how the cards appears on dealnews.com. DealNews does not include all card companies or all card offers available in the marketplace.&lt;br&gt;&lt;br&gt;
&lt;bold&gt;UGC Disclosure&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
These responses are not provided or commissioned by the bank advertiser. Responses have not been reviewed, approved or otherwise endorsed by the bank advertiser. It is not the bank advertiser's responsibility to ensure all posts and/or questions are answered.
&lt;bold&gt;Bank Disclaimer&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
This content is not provided or commissioned by the Bank Advertiser. Opinions expressed here are author's alone, not those of the Bank Advertiser, and have not been reviewed, approved or otherwise endorsed by the Bank Advertiser. This site may be compensated through the Bank Advertiser Affiliate Program."" data-dialog_title=""Advertiser Disclosure"">Advertiser Disclosure</a>
            </p>
        </div>",Chase Sapphire Preferred® Card,CREDIT CARDS,2017-12-28T12:11:32-05:00,2167586,
2017-12-30T16:19:40-05:00,https://www.dealnews.com/Bacon-Opoly-Game-for-17-pickup-at-Walmart/2168825.html,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ul9acid1vifpshmyrvbl",pickup at Walmart,$17,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168825"">Bacon-Opoly Game</a> for <b>$17.28</b>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089835,2168825"">Amazon</a> charges the same with free shipping for Prime members.) Opt for in-store <strong>pickup</strong> to avoid the $5.99 shipping fee. That's the lowest price we could find by $3, although we saw it for a buck less in September. It features play for two to six people.",Bacon-Opoly Game,CARD AND BOARD GAMES,,2168825,3
2017-12-30T15:51:22-05:00,https://www.dealnews.com/Philips-Norelco-Multigroom-5000-Trimmer-for-20-pickup-at-Walmart/2168822.html,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ezfjno9iw6x5vzmtou7t",pickup at Walmart,$20,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168822"">Philips Norelco Multigroom Series 5000 Trimmer</a> for <b>$20</b>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089832,2168822"">Amazon</a> charges the same.) Opt for in-store <b>pickup</b> to avoid the $5.99 shipping charge. That's tied with our mention from last week as the lowest price we've seen. (It's the best deal we could find now by $7.) The set includes 18 pieces.",Philips Norelco Multigroom 5000 Trimmer,SHAVING & GROOMING,,2168822,4
2017-12-30T15:19:16-05:00,https://www.dealnews.com/Christmas-Items-at-Home-Depot-50-to-75-off-free-shipping-w-45/2168819.html,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/uwnldruhwucxbatxe5lg",free shipping w/ $45,50% to 75% off,"Home Depot takes <strong>50% to 75% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089826,2168819"">Christmas trees, lighting, and decor</a>. Choose ship-to-store <strong>pickup</strong> to dodge shipping fees, which start at $5.99, or bag free shipping on orders of $45 or more. (Certain items qualify for no-minimum free shipping.) A couple of best bets:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089829,2168819"">LightShow Holiday Projection RGB Ribbon Light 2-Pack</a> for <strong>$4.97</strong> ($15 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168819"">Martha Stewart Living 7.5-ft. Indoor Snowy Norwegian Spruce Artificial Christmas Tree w/ Clear Lights</a> for <strong>$249.50</strong> (pictured, $250 off)
 </li>
</ul>",Christmas Items at Home Depot,SEASONAL/HOLIDAYS,,2168819,5
2017-12-30T15:50:52-05:00,https://www.dealnews.com/Rain-X-Latitude-Wiper-Blades-at-Amazon-Buy-2-get-5-off-free-shipping-w-Prime/2168816.html,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/yblaggzxjlvwpmfpafmx",free shipping w/ Prime,"Buy 2, get $5 off","At Amazon, buy <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089820,2168816"">any two Rain-X wiper blades</a>, and get <strong>$5 off</strong> a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089814,2168816"">future purchase at Amazon</a>. (After your order ships you'll receive a code for $5 off a future purchase.) Plus, Prime members receive <strong>free shipping</strong> on all orders. Deal ends January 1. Some best bets, before discount:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168816"">Rain-X Water 26"" Repellency 2-in-1 Wiper Blade</a> for $14.97 (pictured)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089823,2168816"">Rain-X 17"" Latitude Wiper Blade</a> for $14.97
 </li>
</ul>",Rain-X Latitude Wiper Blades at Amazon,AUTOMOTIVE,,2168816,4
