time_published,shipping,editors_choice,description,price,hotness,time_modified,category,picture_url,uuid,title,url
2018-01-05T11:17:50-05:00,free shipping,,"Dell Home, via its Member Purchase Program, offers its 5.6-lb. <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172566"">Dell Inspiron 15 5000 Intel Kaby Lake Core i7 2.8GHz 15.6"" 1080p Gaming Laptop</a> for $881.99. Coupon code ""TENOFF"" cuts it to <strong>$793.79</strong>. With <strong>free shipping</strong>, that's the best price we could find for this popular build by $106, although it was $59 less in November. Deal ends January 11.<br>
<br>
It features an Intel Core i7-7700HQ 2.8GHz Kaby Lake quad-core processor, 15.6"" 1920x1080 (1080p) LCD display, 8GB RAM, 128GB SSD, 1TB hard drive, Nvidia GeForce GTX 1050 4GB graphics, 6-cell battery, and Windows 10 Home 64-bit.",$794,1,,LAPTOPS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/rkujjxwl1dnhbrr3f9ug",2172566,"Dell Kaby Lake i7 Quad 16"" 1080p Laptop",https://www.dealnews.com/Dell-Kaby-Lake-i7-Quad-16-1080-p-Laptop-for-794-free-shipping/2172566.html
2018-01-05T11:04:37-05:00,free shipping,,"Proker via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172563"">Proker 3,200mAh Battery Case for iPhone X</a> in Black for $34.50. Coupon code ""B5LSK9W8"" cuts the price to <strong>$25.87</strong>. With <strong>free shipping</strong>, that's tied with last week's mention, $9 off list, and the lowest price we could find. It features a 360° bumper design, 4-level LED power indicator, and 3,200mAh Li-polymer extended battery. Deal ends January 20.",$26,3,,IPHONE CASES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/mx9szzpajawjen7y21z3",2172563,"Proker 3,200mAh Battery Case for iPhone X",https://www.dealnews.com/Proker-3-200-m-Ah-Battery-Case-for-iPhone-X-for-26-free-shipping/2172563.html
2018-01-05T11:02:28-05:00,free shipping,,"GearXS via eBay offers this <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172557"">Multi-Functional Handbag Organizer</a> in Black for <strong>$3.99</strong> with <strong>free shipping</strong>. That's $3 under the lowest price we could find for a similar bag organizer elsewhere. It features 13 individual compartments, is made from nylon, and measures approximately 11"" x 6.5"" x 3.5"".",$4,3,,HANDBAGS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wkwc90cimahznm281kdf",2172557,Multi-Functional Handbag Organizer,https://www.dealnews.com/Multi-Functional-Handbag-Organizer-for-4-free-shipping/2172557.html
2018-01-05T11:00:48-05:00,free shipping,,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172554"">SkyDrones HD Pro X1 720p Virtual Reality Live Streaming Drone</a> bundled with the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097848,2172554"">SkyDrones FX Mini Pocket Drone</a> for <strong>$60</strong> with <strong>free shipping</strong>. (To get this deal, scroll down the page to the ""Buy Together & Save"" banner and click ""Add all to cart"".) That's $7 under last month's mention and $30 below the lowest price we could find for these items sold separately elsewhere.<br>
<br>
The HD Pro X1 features a 720p camera with live streaming to a mobile device, headless mode, 1-key return, 6-axis gyroscope, 500-foot range, VR goggles, and two batteries (each with a 12- to 15-minute flight time). The FX Mini has a 6- to 8- minute flight time, three speeds, and a 100-foot range.",$60,2,,TOYS & HOBBIES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/xcejy5lcyj3u0kjsnysp",2172554,SkyDrones Pro X1 720p VR Drone w/ Mini Drone,https://www.dealnews.com/Sky-Drones-Pro-X1-720-p-VR-Drone-w-Mini-Drone-for-60-free-shipping/2172554.html
2018-01-05T11:00:03-05:00,free shipping,,"As one of its daily deals, B&H Photo Video offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172560"">Freehands Men's Finger Mittens</a> for <strong>$19.95</strong> with <strong>free shipping</strong>. That's $19 off list and the lowest price we could find. They feature a separate index finger, fold-back index and thumb tips, and a memory card pocket. They come in sizes S to XL. Deal ends January 6.",$20,3,,ACCESSORIES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/vyqnxxk9vgqx5s6xxd8d",2172560,Freehands Men's Finger Mittens,https://www.dealnews.com/Freehands-Mens-Finger-Mittens-for-20-free-shipping/2172560.html
2018-01-05T10:59:43-05:00,free shipping,,"TackLifeDirect via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172542"">Tacklife Advanced Electric Spray Gun</a> for $45.97. Coupon code ""5F7JPDEB"" drops it to <b>$36.78</b>. With <b>free shipping</b>, that's $9 off list and the lowest price we could find, although we saw it for $3 less last month. It features three spray patterns, three nozzle sizes, and a 30-oz. paint container. Deal ends January 10.",$37,3,,POWER TOOLS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ok4mllmdjtpffum7ntn9",2172542,Tacklife Advanced Electric Spray Gun,https://www.dealnews.com/Tacklife-Advanced-Electric-Spray-Gun-for-37-free-shipping/2172542.html
2018-01-05T10:59:13-05:00,free shipping,,"LA Computer Company offers the new <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172551"">Apple iMac Pro Intel Xeon W 8-Core 3.2GHz 27"" Retina 5K All-in-One Desktop</a> for <strong>$4,989</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $10 and the first time we've seen it discounted. Features include:
<ul>
 <li>Intel Xeon W-2145 3.2GHz 8-core processor
 </li>
 <li>27"" 5120x2880 (5K) Retina display
 </li>
 <li>32GB RAM
 </li>
 <li>1TB SSD
 </li>
 <li>Radeon Pro Vega 56 8GB graphics
 </li>
 <li>macOS High Sierra
 </li>
</ul>","$4,989",1,,IMAC,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/l1xnsqncqiu8cv07uivq",2172551,"iMac Pro 8-Core 27"" 5K w/ 8GB GPU, 1TB SSD",https://www.dealnews.com/iMac-Pro-8-Core-27-5-K-w-8-GB-GPU-1-TB-SSD-for-4-989-free-shipping/2172551.html
2018-01-05T10:52:03-05:00,pickup at Best Buy,,"Best Buy offers a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172548"">Keurig K-Cup 40-, 42-, 44-, or 48-Packs</a> for <strong>$19.99</strong>. Choose in-store <b>pickup</b> to avoid the $5.99 shipping fee. That's tied with our October mention (although that included free shipping) and a savings of at least $9 on many of these packs. (Many stores charge around $10 more.)",$20,4,,COFFEE,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/j5ikbqcjvkx756qufeht",2172548,Keurig K-Cup 40- to 48-Packs,https://www.dealnews.com/Keurig-K-Cup-40-to-48-Packs-for-20-pickup-at-Best-Buy/2172548.html
,free shipping,,"Win Pearl offers this <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172545"">Elastic 16mm Chenxiang / Eaglewood / Agarwood Buddhist Prayer Bead Bracelet</a> for $49.99. Coupon code ""dealnews60"" cuts it to <strong>$20</strong>. With <strong>free shipping</strong>, that's $6 under last month's mention, $30 off, and the lowest price we could find. This 8"" bracelet stretches to fit and features 16mm wood beads. Deal ends January 9.",$20,1,2018-01-05T12:56:44-05:00,JEWELRY,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hc1amqp8ksdq1xd6vkkz",2172545,16mm Chenxiang/Eaglewood/Agarwood Bracelet,https://www.dealnews.com/16-mm-Chenxiang-Eaglewood-Agarwood-Bracelet-for-20-free-shipping/2172545.html
,,,"At Sam's Club, Dealnews readers get a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172065"">$15 Sam's Club eGift Card</a>, together with additional <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097137,2172065"">instant savings</a>, when you buy a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097140,2172065"">Sam's Club 1-Year Membership</a>. Deal ends January 31.",free w/ membership,,2018-01-05T12:09:34-05:00,SAM'S CLUB COUPONS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wd6ddotvsrsrevyypoev",2172065,$15 Sam's Club eGift Card,https://www.dealnews.com/15-Sams-Club-eGift-Card-free-w-membership/2172065.html
2018-01-05T10:46:58-05:00,free shipping,,"MooYee via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172536"">Makino Men's Convertible and Non-Convertible Quick Dry Hiking Pants/Shorts</a> in several colors (Dark Blue pictured) for $49.90. Coupon code ""3EQCLICJ"" cuts that to <strong>$29.94</strong>. That's $20 off and the best price we could find. They're available in select sizes from 28x29 to 38x32. Deal ends October 31.<br>
<br>
Note: Select sizes cost less after coupon.",$30,3,,ACTIVEWEAR,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ss8sniglu5diok89ekw9",2172536,Makino Men's Hiking Pants/Shorts,https://www.dealnews.com/Makino-Mens-Hiking-Pants-Shorts-for-30-free-shipping/2172536.html
2018-01-05T10:45:00-05:00,free shipping,,"Viekoo via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172533"">Prooral Orthopedic Memory Foam Seat Cushion</a> in Gray for $26.99. Coupon code ""AR24DBOC"" drops it to <strong>$15.92</strong>. With <strong>free shipping</strong>, that's $4 under last week's mention, $11 off, and the lowest price we've seen. It measures 17.7"" x 14"" x 2.8"" and features a washable cover with nonslip rubber bottom. Deal ends June 30.",$16,2,,HEALTH,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/sinr9lgommwjp9owxmc8",2172533,Prooral Orthopedic Memory Foam Seat Cushion,https://www.dealnews.com/Prooral-Orthopedic-Memory-Foam-Seat-Cushion-for-16-free-shipping/2172533.html
2018-01-05T10:44:38-05:00,free shipping,,"Dell Refurbished Store cuts <strong>50% off</strong> refurbished <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172530"">Dell Latitude E5440 and E7440 Laptops</a> via coupon code ""E5440DEAL7440"". Plus, all orders bag <strong>free shipping</strong> via the same coupon. Some exclusions apply, including clearance items. After coupon, E5440 models start at <b>$214.50</b> while E7440 models are priced from <b>$309.50</b>. Deal ends January 8.<br>
<br>
Note: Dell refurbished systems are covered by a 100-day Dell warranty.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s3007/Dell-Refurbished-Store/"">Dell Refurbished Store Coupons</a>.</p>",50% off,3,,LAPTOPS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/li4qud0ftnvzun3pqtgb",2172530,Refurb Dell Latitute E5440 and E7440 Laptops,https://www.dealnews.com/Refurb-Dell-Latitute-E5440-and-E7440-Laptops-50-off-free-shipping/2172530.html
2018-01-05T10:43:01-05:00,free shipping,,"Meerkat Home via Amazon discounts the Meeracula Memory Foam Cooling Pillow via coupon code ""RGK6LMBK"" in the sizes listed below. Plus, all orders bag <b>free shipping</b>. Each pillows is filled with shredded CertiPUR memory foam. Deal ends January 31. The deals, with prices after coupon:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172539"">Meeracula Memory Foam Cooling Standard Pillow</a> for <b>$26.59</b> ($11 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097821,2172539"">Meeracula Memory Foam Cooling Queen Pillow</a> for <b>$27.99</b> ($12 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097824,2172539"">Meeracula Memory Foam Cooling King Pillow</a> for <b>$30.09</b> ($13 off)
 </li>
</ul>",from $27,2,,BEDDING,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ktdo2yiwxskcfyd0qb5r",2172539,Meeracula Memory Foam Cooling Pillow,https://www.dealnews.com/Meeracula-Memory-Foam-Cooling-Pillow-from-27-free-shipping/2172539.html
2018-01-05T10:34:30-05:00,free shipping,,"TacklifeDirect via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172518"">Tacklife Advanced Digital Clamp Meter</a> for $22.97. Coupon code ""ANCL93JA"" drops it to <strong>$15.85</strong>. Plus, Prime members get <strong>free shipping</strong>. That's $12 less than our July mention and the lowest price we could find by $13. It features live line, continuity, and overload tests. It requires three AAA batteries (included). Deal ends January 10.",$16,3,,POWER TOOLS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/kswskt4bk2bn8oqizs0g",2172518,Tacklife Advanced Digital Clamp Meter,https://www.dealnews.com/Tacklife-Advanced-Digital-Clamp-Meter-for-16-free-shipping/2172518.html
2018-01-05T10:33:32-05:00,"at Toys""R""Us stores",,"On January 6, from 3 pm to 4 pm local time, participating Toys""R""Us locations offer Rewards""R""Us Geoffrey's Birthday Club members a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172521"">LEGO birthday build and other surprises</a> for <strong>free</strong>. There will also be story-time with Geoffrey and other in-store activities.<br>
<br>
Can't make it in January? Select Toys""R""Us locations will host this same event on February 3 and March 3, from 3 pm to 4 pm local time. Not a Rewards""R""Us member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097764,2172521"">join</a>. Make sure to enroll in Geoffrey's Birthday Club during sign-up. Members will receive an email coupon for the LEGO build; print it or show a copy on your phone to receive your item.",free,3,,TOYS & HOBBIES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/yufcptmol4x7abe4kc1x",2172521,Upcoming: Geoffrey's Birthday LEGO Build,https://www.dealnews.com/Upcoming-Geoffreys-Birthday-LEGO-Build-for-free-at-Toys-R-Us-stores/2172521.html
2018-01-05T10:33:22-05:00,free shipping,,"Dell Refurbished Store takes <b>50% off</b> its refurbished <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172527"">Dell Optiplex 7010 Desktops</a> or its refurbished <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097776,2172527"">Dell Optiplex 9010 Desktops</a> via coupon code ""DT7010DEAL9010"". (Prices start at $259 before coupon.) Plus, the same coupon bags <b>free shipping</b>. Clearance units are excluded. Deal ends January 8.<br>
<br>
Note: Dell refurbished systems are covered by a 100-day Dell warranty.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s3007/Dell-Refurbished-Store/"">Dell Refurbished Store Coupons</a>.</p>",50% off,4,,DESKTOPS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/kdzzcdjqrvukleaewdjf",2172527,Refurb Dell Optiplex 7010 or 9010 Desktop PC,https://www.dealnews.com/Refurb-Dell-Optiplex-7010-or-9010-Desktop-PC-50-off-free-shipping/2172527.html
2018-01-05T10:30:34-05:00,free shipping,,"Dell Refurbished Store takes <strong>50% off</strong> any refurbished <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172524"">Dell PowerEdge Server</a> priced <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097770,2172524"">$3,000 or more</a> via coupon code ""POWER50DEAL"". (It only applies to single items; orders totalling $3,000 or more don't qualify.) Plus, it bags <strong>free shipping</strong> on all qualifying orders. Deal ends January 11.<br>
<br>
Note: All Dell refurbished systems are covered by a 100-day Dell warranty.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s3007/Dell-Refurbished-Store/"">Dell Refurbished Store Coupons</a>.</p>","50% off $3,000",2,,SERVERS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wgblf2hmxj6enz5qoyar",2172524,Refurb Dell PowerEdge Servers,https://www.dealnews.com/Refurb-Dell-Power-Edge-Servers-50-off-3-000-free-shipping/2172524.html
2018-01-05T10:16:12-05:00,free shipping,,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172512"">Cosco Lift &amp; Stroll Travel System</a> in Zury for <strong>$80.02</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $22. It features a 50-lb. weight capacity, infinite recline, 3-point safety harness, adjustable canopy, and two cup holders.",$80,1,,BABIES & KIDS ITEMS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/yfyhw0lh8sbrq3xvyh0w",2172512,Cosco Lift & Stroll Travel System,https://www.dealnews.com/Cosco-Lift-Stroll-Travel-System-for-80-free-shipping/2172512.html
,,,"Sign up for the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171978"">Chase Hyatt Credit Card</a> and earn <strong>40,000 bonus points</strong> after you spend ""https://click.linksynergy.com/fs-bin/click?id=NKa3hZyYoHA&offerid=556944.10002904&type=3&subid=0"" partno="""" vendor=""1642"" image_link=""0"" mfg=""0"" category=""522"" price="""" rel="""" landing_url=""https://creditcards.chase.com/lp/hyatt/naep40k/?CELL=6H8X&AFFID=NKa3hZyYoHA-DN93Xbht5lVwxtlSt2eZkw&pvid=&jp_cmp=cc/556944/aff/3-10002904/na"" magic_url_info=""Linkshare (Default) - 113401"">$2,000 or more on purchases in the first three months from account opening. (Free nights start at just 5,000 points.) Plus <strong>1 free night</strong> each year after your cardmember anniversary at any Category 1-4 hotel or resort. Also, receive <strong>5,000 Bonus Points</strong> after you add the first authorized user and make a purchase within 3 months of opening your account. This product is available if you do not have this card and have not received a new cardmember bonus for this card in the past 24 months. Also, earn <strong>3 Bonus Points</strong> per $1 spent at all Hyatt hotels or resorts, <strong>2 Bonus Points</strong> per $1 spent at restaurants, on airline tickets purchased directly from the airline, and at car rental agencies, and <strong>1 Bonus Point</strong> per $1 spent on all other purchases made with your card. (Points don't expire as long as your Hyatt Credit Card account is open.) A $75 annual fee applies. Finally, there's no foreign transaction fees on purchases made outside the United States. For more terms and conditions, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096888,2171978"">click here</a>. This card — and several more — can be found on our <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""http://dealnews.com/credit-cards/s1642/Chase/"">Chase Credit Card page</a>.        <div class=""article-disclaimer"">
            <p class=""article-disclaimer-text"">
                <a href=""#"" class=""article-disclaimer-link info"" data-panel=""article_disclaimer-dialog"" data-dialog_text=""DealNews has financial relationships with the credit card issuers mentioned on our site, and DealNews receives compensation if consumers choose to apply for these by clicking links in our content and ultimately sign up for these specific cards. This compensation has no impact or influence on where or how the cards appears on dealnews.com. DealNews does not include all card companies or all card offers available in the marketplace.&lt;br&gt;&lt;br&gt;
&lt;bold&gt;UGC Disclosure&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
These responses are not provided or commissioned by the bank advertiser. Responses have not been reviewed, approved or otherwise endorsed by the bank advertiser. It is not the bank advertiser's responsibility to ensure all posts and/or questions are answered.
&lt;bold&gt;Bank Disclaimer&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
This content is not provided or commissioned by the Bank Advertiser. Opinions expressed here are author's alone, not those of the Bank Advertiser, and have not been reviewed, approved or otherwise endorsed by the Bank Advertiser. This site may be compensated through the Bank Advertiser Affiliate Program."" data-dialog_title=""Advertiser Disclosure"">Advertiser Disclosure</a>
            </p>
        </div>","40,000 bonus points",,2018-01-04T14:47:58-05:00,CREDIT CARDS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/rbwame7pifyb2ma4ptgm",2171978,Chase Hyatt Credit Card,"https://www.dealnews.com/lw/click.html?20,2,2171978"
2018-01-05T10:15:51-05:00,free shipping,,"Langria via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172515"">Langria Single-Rail Heavy-Duty Rolling Garment Rack</a> in Chrome for $45.99. Coupon code ""4SCD8TIO"" drops that to <b>$25.75</b>. With <b>free shipping</b>, that's $20 off and the lowest price we could find. This steel rack expands vertically from 65.7"" to 70.9"" and horizontally from 50.8"" to 74.4"". It features four omnidirectional wheels (two with locking brakes) and a 200-lb. weight capacity.<br>
<br>
Also available is the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097692,2172515"">Langria Double-Rail Heavy-Duty Rolling Garment Rack</a> in Chrome for <b>$32.47</b> with <b>free shipping</b> via the above coupon. That's $20 under our July mention and the best deal today by $8. It expands vertically from 50.8"" to 74.4"" and horizontally from 58.3"" to 67.7"". This steel rack features two side rails, four omnidirectional wheels (two with locking brakes), and a 250-lb. weight capacity. Both deals end January 12.",$26,2,,LAUNDRY SUPPLIES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/lovbaramqterm18cgj7l",2172515,Langria Single-Rail Rolling Garment Rack,https://www.dealnews.com/Langria-Single-Rail-Rolling-Garment-Rack-for-26-free-shipping/2172515.html
2018-01-05T10:08:58-05:00,free s&h w/beauty item,,"Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172497"">Style &amp; Co. Women's Jacquard Sweater Dress</a> in Hammock or Black Heather for <b>$20.83</b>. Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097578,2172497"">beauty item</a> (they start at $3) to bag <b>free shipping</b>; otherwise, shipping adds $10.95. That's $49 off list and the lowest price we could find. It's available in select sizes from M to XXL.",$21,3,,DRESSES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/aqkpozsilpjy9rrla7kk",2172497,Style & Co. Women's Jacquard Sweater Dress,https://www.dealnews.com/Style-Co.-Womens-Jacquard-Sweater-Dress-for-21-free-s-h-w-beauty-item/2172497.html
2018-01-05T10:08:28-05:00,free shipping w/ Prime,,"Langria via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172509"">Langria Anti-Slip Bath Mat</a> in several colors (Beige pictured) for $19.99. Coupon code ""C2X2FEIP"" drops it to <b>$12.99</b>. Plus, Prime members bag <b>free shipping</b>. That's $7 off list and the lowest price we could find. This chenille bath mat measures 20"" x 32"". Deal ends January 13.",$13,3,,BED & BATH,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/jf6pucl2narnv1pwvkq7",2172509,Langria Anti-Slip Bath Mat,https://www.dealnews.com/Langria-Anti-Slip-Bath-Mat-for-13-free-shipping-w-Prime/2172509.html
,free shipping,,"Ruze Shoes via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172503"">Onitsuka Tiger by ASICS Men's GSM Leather Sneakers</a> in White for <b>$37.99</b> with <b>free shipping</b>. That's the lowest price we could find by $47. They're available in sizes 7.5 to 13.",$38,3,2018-01-05T10:08:09-05:00,SHOES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/kdlizwad9qqmfcf8l4yw",2172503,Onitsuka Tiger by ASICS Men's GSM Sneakers,https://www.dealnews.com/Onitsuka-Tiger-by-ASICS-Mens-GSM-Sneakers-for-38-free-shipping/2172503.html
2018-01-05T10:00:23-05:00,free shipping,,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172488"">Cuisinart Supreme Grind Automatic Burr Mill</a> for <b>$35.49</b> with <strong>free shipping</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097548,2172488"">Target via eBay</a> and <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097551,2172488"">Amazon</a> have it for the same.) That's the lowest price we've seen for a new unit and the best deal today by $14. (We saw a refurb for $9 less in October.) It features an 18-position grind selector and a removable grind chamber for up to 32 cups of coffee.",$35,3,,SMALL APPLIANCES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/mfzfva4hehwhonwtwzkt",2172488,Cuisinart Supreme Grind Automatic Mill,https://www.dealnews.com/Cuisinart-Supreme-Grind-Automatic-Mill-for-35-free-shipping/2172488.html
2018-01-05T09:55:17-05:00,free shipping w/ Prime,,"I-Max via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172500"">Auto-Vox 300-PSI Tire Inflator</a> for $18.88. Coupon code ""TNFKAHUB"" drops it to <b>$15.10</b>. Plus, Prime members bag <b>free shipping</b>. That's tied with our November mention and the lowest price we could find by $6. It includes a 10-foot power cord and three adapters. Deal ends January 20.",$15,3,,AUTOMOTIVE,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/z77ywjjbjnbiaqddafx2",2172500,Auto-Vox 300-PSI Tire Inflator,https://www.dealnews.com/Auto-Vox-300-PSI-Tire-Inflator-for-15-free-shipping-w-Prime/2172500.html
2018-01-05T09:50:46-05:00,free shipping w/ Prime,,"Pido Products via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172506"">Pido Car Backseat Organizer with Tablet Holder</a> for $14.99. Coupon code ""DF52Q7SW"" cuts that to <strong>$8.99</strong>. Plus, Prime members bag <strong>free shipping</strong>. That's $6 off and the lowest price we could find. It features a tablet pocket with touchscreen window, three mesh pockets, neoprene insulated thermal pocket, large padded pocket, and adjustable seat and headrest straps. Deal ends January 20.",$9,3,,AUTOMOTIVE,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/nil9vn7rmubfutbhdzig",2172506,Pido Car Backseat Organizer w/ Tablet Holder,https://www.dealnews.com/Pido-Car-Backseat-Organizer-w-Tablet-Holder-for-9-free-shipping-w-Prime/2172506.html
