category,description,title,picture_url,price,time_modified,time_published,uuid,shipping,editors_choice,hotness,url
CAMERAS,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168342"">Canon</a> cuts an <strong>extra 15% off</strong> select refurbished <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088944,2168342"">cameras, lenses, flashes, printers, and camcorders</a> via coupon code ""VIP15-774727"". Shipping starts at <strong>$11.99</strong>, but orders of $100 or more qualify for free shipping. Some exclusions apply, and available quantities may be limited.<br>
<br>
Note: A 1-year Canon warranty applies to all refurbs.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s5196/Canon/"">Canon Coupons</a>.</p>",Canon Refurbished Sale,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/j0kc99keppjxupvsfv7u",Extra 15% off,2017-12-30T11:54:16-05:00,,2168342,free shipping w/ $100,,4,https://www.dealnews.com/Canon-Refurbished-Sale-Extra-15-off-free-shipping-w-100/2168342.html
MAGAZINES,"DiscountMags offers a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168348"">Robb Report Magazine 1-Year Subscription</a> (12 issues) for $64.99. Coupon code ""DEALNEWS"" cuts that to <strong>$4.99</strong>. That's tied with our February mention as the best price we've seen, and it's a low by $60.<br>
<br>
Of note, you can buy up to four years at this discounted rate.",Robb Report Magazine 1-Year Subscription,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/yvxqrekgbo87zvciajkw",$5 for 12 issues,2017-12-30T11:42:20-05:00,,2168348,,True,3,https://www.dealnews.com/Robb-Report-Magazine-1-Year-Subscription-for-5-for-12-issues/2168348.html
INTIMATES,"Victoria's Secret offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168363"">Victoria's Secret Women's Very Sexy Chantilly Lace &amp; Satin Slip</a> in Black for <strong>$39.99</strong> plus <strong>$8</strong> for shipping. That's $28 off and the lowest price we could find. It's available in most sizes from XS to XL.",Victoria's Secret Women's Lace & Satin Slip,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/f2kixsabueghlalpsvyl",$40,,2017-12-29T13:17:41-05:00,2168363,$8 shipping,,3,https://www.dealnews.com/Victorias-Secret-Womens-Lace-Satin-Slip-for-40-8-s-h/2168363.html
TOYS & HOBBIES,"Deal Road via Rakuten offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168345"">DJI Phantom 4 Quadcopter Drone with 4K Camera</a> for $799. Coupon code ""PHANTOM4"" cuts that to <strong>$759</strong>. With <strong>free shipping</strong>, that's $40 below our mention from last month and the lowest price we've seen for a new unit. (It's the best deal now by $46.) Features include a gimbal-stabilized 12-megapixel camera with 4K video recording at 30fps, 44.7mph top speed (in sport mode), GPS navigation, and up to 28 minutes of flying time per charge. Deal ends January 4.<br>
<br>
Note: This coupon can only be used once per account. (You must be signed in to use it.)",DJI Phantom 4 Quadcopter Drone with 4K Camera,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zxtortvkeeopy6dyl17q",$759,,2017-12-29T13:01:16-05:00,2168345,free shipping,,2,https://www.dealnews.com/DJI-Phantom-4-Quadcopter-Drone-with-4-K-Camera-for-759-free-shipping/2168345.html
STREAMING MEDIA PLAYERS,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168327"">Google Chromecast Audio Media Player</a> for <strong>$25.97</strong>. Opt for in-store <strong>pickup</strong> to dodge the $5.99 shipping fee. That's the second-lowest price we've seen, although we saw it for a buck less during Black Friday week. (It's the best deal today by $9.) It features dual-band 802.11ac wireless and compatibility with Android and iOS devices. The set includes one 3.5mm audio cable.",Google Chromecast Audio Media Player,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/jy92hkqn2jjbuz0gmjcb",$26,,2017-12-29T13:01:12-05:00,2168327,pickup at GameStop,,3,https://www.dealnews.com/Google-Chromecast-Audio-Media-Player-for-26-pickup-at-Game-Stop/2168327.html
LUGGAGE & TRAVEL GEAR,"eBags via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168357"">Timberland Boscawen Hardside Spinner 3-Piece Luggage Set</a> in Orange for <b>$178.99</b> with <b>free shipping</b>. That's the lowest price we could find by $54. The set includes a 21"", 25"", and 28"" spinner, all with telescoping handles and lined interiors.",Timberland Boscawen Hardside 3pc Luggage Set,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/mjiaffddb4modbqinkv8",$179,,2017-12-29T12:59:04-05:00,2168357,free shipping,,3,https://www.dealnews.com/Timberland-Boscawen-Hardside-3-pc-Luggage-Set-for-179-free-shipping/2168357.html
HUMIDIFIERS & DEHUMIDIFIERS,"Newegg offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168321"">Boneco Compact Ultrasonic Humidifier</a> for <b>$46.35</b> plus <b>$8.67</b> for shipping. That's the lowest price we could find by $9, although most sellers charge around $100. It features variable output, bidirectional misting, and automatic shutoff.",Boneco Compact Ultrasonic Humidifier,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/bacu6rewj5uwq75jrlzf",$46,,2017-12-29T12:43:41-05:00,2168321,$9 shipping,,3,https://www.dealnews.com/Boneco-Compact-Ultrasonic-Humidifier-for-46-9-s-h/2168321.html
BACKPACKS,"Proozy offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168333"">PUMA Switchstance 17"" Laptop Backpack</a> in Burnt Olive for $29.99. Coupon code ""DN1499"" cuts that to <strong>$14.99</strong>. With <strong>free shipping</strong>, that's $11 under our August metnion, $24 off, and the lowest price we could find. It features adjustable shoulder straps, a padded laptop sleeve, front zipper pocket, and side slip pockets. Deal ends January 3.","PUMA Switchstance 17"" Laptop Backpack","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zcd86de7whygzvkswb0p",$15,,2017-12-29T12:43:36-05:00,2168333,free shipping,,3,https://www.dealnews.com/PUMA-Switchstance-17-Laptop-Backpack-for-15-free-shipping/2168333.html
TVS,"BuyDig offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168318"">Samsung 65"" Curved 4K HDR WiFi LED-Backlit LCD Ultra HD Smart Television</a>, model no. UN65MU7500FXZA, for $1,197.99. Coupon code ""NEWYEARS100"" drops that to <strong>$1,097.99</strong>. (The discount applies at final checkout.) With <strong>free shipping</strong>, that's $102 under our June mention and the lowest price we've seen. (It's the best deal now by $90.) This 2017 model features a 3840x2160 (2160p) native resolution, HDR, 4K upscaling, 802.11ac wireless, Smart TV apps (Netflix, YouTube, Hulu Plus, more), USB, and three HDMI inputs. Deal ends December 31.","Samsung 65"" Curved 4K HDR LED LCD Smart TV","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/yyclgc7ctobugaf7t5po","$1,098",,2017-12-29T12:34:04-05:00,2168318,free shipping,,2,https://www.dealnews.com/Samsung-65-Curved-4-K-HDR-LED-LCD-Smart-TV-for-1-098-free-shipping/2168318.html
BICYCLING,"GearBest offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168285"">XuanWheel X1 Colorful Bicycle Wheel Spoke Light</a> for <strong>$19.99</strong> with <strong>free shipping</strong>. That's $7 under our March mention and the lowest price we could find by $6. It features mobile Bluetooth controls and an 8-hour working time. Deal ends January 4.",XuanWheel Colorful Bicycle Wheel Spoke Light,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/vtcztwff4ntyqgkatnza",$20,,2017-12-29T12:22:21-05:00,2168285,free shipping,,3,https://www.dealnews.com/Xuan-Wheel-Colorful-Bicycle-Wheel-Spoke-Light-for-20-free-shipping/2168285.html
CLOTHING & ACCESSORIES,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168294"">Tillys</a> takes <b>50% off</b> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088767,2168294"">men's, women's, and kids' sale styles</a> for its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088770,2168294"">Clearance Sale</a>. (Prices are as marked.) Plus, coupon code ""DNFS"" bags <b>free shipping</b>. (If you see an error in-cart after applying the coupon code, click ""Checkout"" and you should see free shipping on the following page.) Some exclusions may apply.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s2336/Tillys/"">Tillys Coupons</a>.</p>",Tillys Clearance Sale,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/lamsb8ut54htmm5ofwtd",50% off,2017-12-30T11:51:44-05:00,,2168294,free shipping,,4,https://www.dealnews.com/Tillys-Clearance-Sale-50-off-free-shipping/2168294.html
TOYS & HOBBIES,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168297"">Minecraft Mooshroom Plush</a> for <strong>$9.99</strong>. Opt for in-store <strong>pickup</strong> to avoid the $5.99 shipping fee. That's the lowest price we could find by $7. It's polyester and measures 8"" long.",Minecraft Mooshroom Plush,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/lupvb8lpflcibl79fkmb",$10,,2017-12-29T12:21:44-05:00,2168297,pickup at Walmart,,1,https://www.dealnews.com/Minecraft-Mooshroom-Plush-for-10-pickup-at-Walmart/2168297.html
AUTOMOTIVE,"Eshop-best via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168303"">ANNT 32"" 180-watt Curved LED Light Bar</a> in Black <b>$39.99</b> with <b>free shipping</b>. That's the lowest price we could find by $17. It measures 35"" x 4"" x 3"" and features waterproof construction. It's designed for use with off-road vehicles.","ANNT 32"" 180W Curved LED Light Bar","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/anzqbvmfzzmi8zfjqrqw",$40,,2017-12-29T12:18:13-05:00,2168303,free shipping,,3,https://www.dealnews.com/ANNT-32-180-W-Curved-LED-Light-Bar-for-40-free-shipping/2168303.html
VACUUM CLEANERS,"GearBest offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168282"">Haier XShuai T370 WiFi Robot Mop and Vacuum Cleaner</a> for $219.99. Coupon code ""SDGBT370"" cuts it to <strong>$159.99</strong>. With <strong>free shipping</strong>, that's the lowest price we could find by $13. This self-charging vacuum features three cleaning modes, a gyroscope navigation system, HEPA filter, 10.1-oz. dust bin, 8.8-oz. water tank, built-in WiFi, voice control via Alexa and Siri, remote control via mobile app, and up to 90 minutes of cleaning per charge. Deal ends January 31.",Haier XShuai T370 Robot Vacuum,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/afgwsnfwsqfws5rf9mcq",$160,,2017-12-29T12:17:01-05:00,2168282,free shipping,,2,https://www.dealnews.com/Haier-XShuai-T370-Robot-Vacuum-for-160-free-shipping/2168282.html
KITCHEN,"Macy's takes <strong>20% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089889,2168312"">Pyrex food storage and kitchen items</a>. (Discount applies in-cart.) Plus, it takes an <strong>extra 20% off</strong> via coupon code ""FIT"". Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088851,2168312"">beauty item</a> (they start at $3) to bag <strong>free shipping</strong>; otherwise, shipping adds $10.95. (Orders of $25 or more bag free shipping automatically.) Some exclusions apply. Deal ends December 30. A couple of best bets, with prices after coupon:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168312"">Pyrex 12-Piece Simply Store Set w/ Colored Lids</a> for <s>$15.35</s> <strong>$19.19</strong> ($25 off)
 </li>
 <li>
 <del><a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089886,2168312"">Pyrex 5-Piece Atlantic Blue Bakeware Set</a> for <s>$19.19</s> (low by $8)</del>
 </li>
</ul>",Pyrex Items at Macy's,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ldsyvmaxbyol6kgjm0o9",20% off + extra 20% off,2017-12-30T11:19:30-05:00,,2168312,free s&h w/beauty item,,5,https://www.dealnews.com/Pyrex-Items-at-Macys-20-off-extra-20-off-free-s-h-w-beauty-item/2168312.html
MORNING JOLT,"Today you can get a refurbished, Amazon-warrantied Tap at an all-time low price, or sink into Bethesda's BioShock-beater Prey, also at its cheapest price yet. Check out these offers and more in our roundup of the top five <a data-iref=""fp-feature-content-wide-body"" href=""https://www.dealnews.com/features/morning-jolt/"">Editors' Choice deals</a> we found last night and this morning.",5 Deals You Need to Know Today: A Record-Low Price for an Amazon Tap,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/sbfjna2kocp3yhmh57tz",,,2017-12-29T09:50:34-05:00,2168186,,,,https://www.dealnews.com/features/morning-jolt/
AMAZON COUPONS,"For Prime members only, Amazon offers a range of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168111"">samples bundled with $2 Amazon Credit</a> for <strong>$2 each</strong> with <strong>free shipping</strong>. Assuming you'll spend the credit, that essentially makes these samples free. Save on toothpaste, groceries, beauty items, and more.",Samples w/ $2 Amazon Credit,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zduoyf837xc2bzhmurfl",$2 w/ Prime,2017-12-30T11:14:31-05:00,,2168111,free shipping,True,5,https://www.dealnews.com/Samples-w-2-Amazon-Credit-for-2-w-Prime-free-shipping/2168111.html
BUYING GUIDES,"Nothing says ""Happy new year"" like the popping of a cork, but are there any sparkling wines that are good <i>and</i> a good price? <a data-iref=""fp-feature-content-wide-body"" href=""https://www.dealnews.com/features/VIDEO-Best-Bubbles-for-Your-Buck-Champagne-Taste-Test/938817.html"">Find out in our video taste test!</a>",VIDEO: Our Champagne Taste Test Finds the Best Bubbles for Your Buck!,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wdwjwfbmtl2kr9c0ffjb",,,2017-12-29T07:00:01-05:00,2158745,,,,https://www.dealnews.com/features/VIDEO-Best-Bubbles-for-Your-Buck-Champagne-Taste-Test/938817.html
KITCHEN,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167826"">Oneida</a> cuts <strong>up to 80% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087741,2167826"">clearance items</a> during its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087744,2167826"">Year-End Clearance Sale</a>. Plus, coupon code ""DEALNEWSFREE"" takes an <strong>extra 20% off</strong> and bags <strong>free shipping</strong>. Save on food storage items, flatware, bakeware, and dinnerware. Deal ends December 30.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s2334/Oneida/"">Oneida Coupons</a>.</p>",Oneida Year-End Clearance Sale,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/dinmxwtooqabltmtcbpg",Up to 80% off + 20% off,2017-12-30T10:56:54-05:00,,2167826,free shipping,,4,https://www.dealnews.com/Oneida-Year-End-Clearance-Sale-Up-to-80-off-20-off-free-shipping/2167826.html
CONSUMER NEWS,"Want to eat healthier and save more money in the new year? Contrary to popular belief, those two things aren't mutually exclusive. We rounded up a <a data-iref=""fp-feature-content-wide-body"" href=""https://www.dealnews.com/features/Ways-to-Eat-Healthy-on-a-Budget/"">few tips to help you get started on your 2018 resolutions</a>.",9 Ways to Eat Healthy on a Budget in 2018,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qgcpw7qdjaobbvzyvjjz",,,2017-12-28T07:00:01-05:00,2163920,,,,https://www.dealnews.com/features/Ways-to-Eat-Healthy-on-a-Budget/
CONSUMER NEWS,"Most sites will tell you to quit smoking or stop buying Starbucks every day if you want to save money in the new year. Here are seven different New Year's resolutions for you to consider, all of which will <a data-iref=""fp-feature-content-wide-body"" href=""https://www.dealnews.com/features/New-Years-Resolutions-That-Will-Save-You-Money/"">save you money in 2018</a>.",7 New Year's Resolutions That Will Save You Money,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/jkbpd9vzxgwwk7eixh86",,,2017-12-27T07:00:01-05:00,2160185,,,,https://www.dealnews.com/features/New-Years-Resolutions-That-Will-Save-You-Money/
WHAT TO BUY IN DECEMBER,"Black Friday makes November a prime time for deals, but December still has a lot to offer. We've scoured the DealNews archives from years gone by, to guide you in your quest for <a data-iref=""fp-feature-content-wide-body"" href=""https://www.dealnews.com/features/what-to-buy-in-december/"">the best purchases for December</a>.",The 11 Best Things to Buy Before (and Immediately After) Christmas,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/x2l8kjxjdu4wu24hqkyy",,,2017-12-01T07:00:01-05:00,2144621,,,,https://www.dealnews.com/features/what-to-buy-in-december/
