category,hotness,title,time_published,url,shipping,editors_choice,description,uuid,picture_url,price,time_modified
SHOES,2,G by Guess Women's Oleex Sneakers,2018-01-05T12:03:26-05:00,https://www.dealnews.com/G-by-Guess-Womens-Oleex-Sneakers-for-19-free-s-h-w-beauty-item/2172674.html,free s&h w/beauty item,,"Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172674"">G by Guess Women's Oleex Sneakers</a> in Gray for <strong>$19.43</strong>. Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098106,2172674"">beauty item</a> (they start at $3) to bag <strong>free shipping</strong>; otherwise, shipping adds $10.95. That's $20 off and the lowest price we could find. They're available in sizes from 6 to 10.",2172674,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/nheb7jas9s7jreuffiiw",$19,
DESKTOPS,2,Dell AMD A10 Quad Desktop PC w/ 2GB GPU,2018-01-05T11:57:15-05:00,https://www.dealnews.com/Dell-AMD-A10-Quad-Desktop-PC-w-2-GB-GPU-for-503-free-shipping/2172644.html,free shipping,,"Dell Home, via its Member Purchase Program, offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172644"">Dell Inspiron 5675 AMD A10 3.5GHz Gaming Desktop PC</a> for $558.59. Coupon code ""TENOFF"" knocks it to <strong>$502.73</strong>. With <b>free shipping</b>, that's $7 under our mention from a month ago, $97 off list, and the best price we could find. It features an AMD A10-9700 3.5GHz quad-core processor, 8GB RAM, 1TB 7200 rpm hard drive, AMD Radeon RX 560 2GB graphics, DVD burner,Recon Blue LED illumination, and Windows 10 Home 64-bit. Deal ends January 11.",2172644,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/fiufcbhsuf9jb3qfdbmd",$503,
DRESSES,3,Bar III Women's Burnout Bodycon Dress,,https://www.dealnews.com/Bar-III-Womens-Burnout-Bodycon-Dress-for-12-free-s-h-w-beauty-item/2172650.html,free s&h w/beauty item,,"Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172650"">Bar III Women's Burnout Bodycon Dress</a> in Dusty Olive for <strong>$11.96</strong>. Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098043,2172650"">beauty item</a> (they start at $3) to bag <strong>free shipping</strong>; otherwise, shipping adds $10.95. That's $68 off and the lowest price we could find. It's available in sizes XXS to XXL.",2172650,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/z3unsvgeqfafahbzbmoj",$12,2018-01-05T16:59:24-05:00
BEDDING,2,Tommy Hilfiger Home Supraloft Pillow 2-Pack,2018-01-05T11:52:49-05:00,https://www.dealnews.com/Tommy-Hilfiger-Home-Supraloft-Pillow-2-Pack-for-15-free-s-h-w-beauty-item/2172653.html,free s&h w/beauty item,,"Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172653"">Tommy Hilfiger Home Supraloft Down Alternative Standard Pillow 2-Pack</a> in Tossed Anchor Print for $24.99. Coupon code ""WKND25"" cuts the price to <strong>$14.99</strong>. Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098046,2172653"">beauty item</a> (eligible items start at $3) to bag <strong>free shipping</strong>; otherwise, shipping adds $10.95. That's $35 off list and the lowest price we could find, although we saw them for $5 less in August. Deal ends January 7.",2172653,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/lsh49yhfubvp2jjze4mb",$15,
COMPUTERS,3,Dell Refurbished Store coupon,,https://www.dealnews.com/Dell-Refurbished-Store-coupon-35-off-sitewide-free-shipping/2172659.html,free shipping,,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172659"">Dell Refurbished Store</a> takes <strong>35% off</strong> sitewide via coupon code ""WISH35DEAL"". Plus, the same coupon bags <strong>free shipping</strong> on all orders. Some exclusions apply, including clearance items and E7240 models. Deal ends January 8.<br>
<br>
Note: All Dell refurbished systems are covered by a 100-day Dell warranty.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s3007/Dell-Refurbished-Store/"">Dell Refurbished Store Coupons</a>.</p>",2172659,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ybw9207lrm0smvbn1ylz",35% off sitewide,2018-01-05T16:58:24-05:00
SHOES,4,Finish Line End of Season Sale,,https://www.dealnews.com/Finish-Line-End-of-Season-Sale-Up-to-50-off-coupon/2172614.html,,,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172614"">Finish Line</a> takes <strong>up to 50% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097974,2172614"">men's, women's, and kids' apparel and shoes</a> during its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097977,2172614"">End of Season Sale</a>. Plus, coupon code ""15WINTER"" cuts an <strong>extra $15 off</strong> orders of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098028,2172614"">$150 or more</a>. Shipping adds <strong>$7</strong>, but select items may qualify for free shipping. Some exclusions may apply.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s682/Finish-Line/"">Finish Line Coupons</a>.</p>",2172614,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wo8grdb5xraf2zcfkc5e",Up to 50% off + coupon,2018-01-05T16:15:16-05:00
GIFT CARDS,2,$60 in Nike Gift Cards,2018-01-05T11:51:23-05:00,https://www.dealnews.com/60-in-Nike-Gift-Cards-for-50/2172656.html,,,"Newegg offers a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172656"">$50 Nike Gift Card</a> bundled with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098055,2172656"">$10 Nike Gift Card</a> for <strong>$50</strong>. (The cards will be delivered by email.) That's a $10 savings, tied with our mention from June, and the lowest price we could find.",2172656,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/skkalfcrhwszcwpcamcb",$50,
KITCHEN,3,Gotham Steel Bacon Bonanza Drip Rack Tray,,https://www.dealnews.com/Gotham-Steel-Bacon-Bonanza-Drip-Rack-Tray-for-17-free-shipping/2172641.html,free shipping,,"As Seen On TV via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172641"">Gotham Steel Bacon Bonanza Drip Rack Tray with Pan</a> for <strong>$16.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $8.",2172641,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ktceoeqivfz6ddeycwdn",$17,2018-01-05T16:57:51-05:00
CLOTHING & ACCESSORIES,4,Gap Factory End of Season Clearance Sale,,https://www.dealnews.com/Gap-Factory-End-of-Season-Clearance-Sale-Up-to-70-off-30-off-free-shipping-w-75/2172638.html,free shipping w/ $75,,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172638"">Gap Factory</a> takes <strong>up to 70% off</strong> select <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098019,2172638"">men's, women's, and kids' styles</a> as part of its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098022,2172638"">End of Season Clearance Sale</a>. Plus, coupon code ""TOTALLY"" cuts an <strong>extra 30% off</strong>. Better yet, that same coupon bags this <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098025,2172638"">Gap Nylon Shopping Tote</a> for <strong>free</strong>. (It will be added to your cart automatically.) Shipping adds <strong>$7</strong>, but orders of $75 or more qualify for free shipping. Deal ends January 8.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s42141/Gap-Factory/"">Gap Factory Coupons</a>.</p>",2172638,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/xktxdo1tpe80ek1jpa0g",Up to 70% off + 30% off,2018-01-05T17:38:39-05:00
COATS,2,Style & Co. Women's Hooded Anorak Jacket,2018-01-05T11:42:03-05:00,https://www.dealnews.com/Style-Co.-Womens-Hooded-Anorak-Jacket-for-40-free-s-h-w-beauty-item/2172635.html,free s&h w/beauty item,,"Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172635"">Style &amp; Co. Women's Hooded Anorak Jacket</a> in several colors (Deep Black pictured) for <strong>$39.99</strong>. Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098016,2172635"">beauty item</a> (they start at $3) to bag <strong>free shipping</strong>; otherwise, shipping adds $10.95. That's $40 off and the lowest price we could find, although we saw it for $5 less in October. It's available in sizes from XS to XXL. Deal ends January 7.",2172635,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/x5amzgixyfahapmoolh3",$40,
EXERCISE EQUIPMENT,3,Refurb Fitbit Flex Activity Tracker Wristband,,https://www.dealnews.com/Refurb-Fitbit-Flex-Activity-Tracker-Wristband-for-18-free-shipping/2172611.html,free shipping,,"Ritz Cameras via eBay offers the refurbished <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172611"">Fitbit Flex Wireless Activity and Sleep Tracker Wristband</a> in several colors (Black pictured) for <strong>$17.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find for a refurbished model by $32. It tracks your daily activity and sleep patterns to help you attain your fitness goals.",2172611,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/t0zva3vfrefxykc6b6e5",$18,2018-01-05T16:57:31-05:00
VACUUM CLEANERS,2,Dyson Ball Origin Vacuum,,https://www.dealnews.com/Dyson-Ball-Origin-Vacuum-for-200-free-shipping/2172617.html,free shipping,,"Target via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172617"">Dyson Ball Origin Vacuum</a> in Red for <strong>$199.99</strong> with <strong>free shipping</strong>. That's tied with our November mention (although that deal included three add-on tools) and the lowest price we could find by $100. It features a 0.55-gallon capacity, 30-foot cord, and self-adjusting cleaning head.",2172617,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/c7p7bpdgindj1nwoyubw",$200,2018-01-05T16:57:07-05:00
AUTOMOTIVE,3,Auking S3 1080p Dash Cam,,https://www.dealnews.com/Auking-S3-1080-p-Dash-Cam-for-31-free-shipping/2172626.html,free shipping,,"Auking via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172626"">Auking S3 1080p Dash Cam</a> for $46.97. Coupon code ""XL8YRPRS"" cuts it to <strong>$30.53</strong>. With <strong>free shipping</strong>, that's $16 off and the lowest price we could find. It features a 168° viewing angle and a microphone. Deal ends January 31.",2172626,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/quhpzjmarannehghgma1",$31,2018-01-05T16:56:58-05:00
CLOTHING & ACCESSORIES,3,Rakuten New Year's Apparel Sale,,https://www.dealnews.com/Rakuten-New-Years-Apparel-Sale-15-off-free-shipping/2172623.html,free shipping,,"Rakuten takes <strong>15% off</strong> select <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097998,2172623"">apparel, shoes, and accessories</a> via coupon code ""APPAREL15"" during its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097989,2172623"">New Year's Apparel Sale</a>. (A maximum discount of $15 applies. You must be signed in to your account to use this coupon.) Plus, most orders get <strong>free shipping</strong>. Some exclusions apply. Deal ends January 8. A couple of best bets, both with prices after coupon and <b>free shipping</b>:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097992,2172623"">Aeropostale Women's Solid Athletic Jogger Pants</a> for <b>$28.89</b> (low by $10)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172623"">Alpine Swiss Men's Zach Wool-Blend Overcoat</a> for <b>$29.74</b> (pictured; close in <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097995,2172623"">Burgundy</a> at Amazon, low by $6)
 </li>
</ul>
Note: This coupon can only be used once per account.",2172623,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/lrbwh1w9qzzj1uziyllx",15% off,2018-01-05T17:01:30-05:00
LIGHTING & LAMPS,3,LE Portable Bluetooth Speaker Nightlight,,https://www.dealnews.com/LE-Portable-Bluetooth-Speaker-Nightlight-for-18-free-shipping-w-Prime/2172620.html,free shipping w/ Prime,,"Neon Mart via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172620"">LE Portable Bluetooth Speaker Nightlight</a> for $21.99. Coupon code ""KUF6L3GT"" drops it to <b>$18.25</b>. Plus, Prime members bag <b>free shipping</b>. That's a buck under our mention from last May and the lowest price we could find now by $3. It features three brightness levels and a built-in microphone.",2172620,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/mocqjktlpizxnetrppkw",$18,2018-01-05T16:56:28-05:00
MODEMS,2,Refurb Netgear CM500 DOCSIS 3.0 Cable Modem,,https://www.dealnews.com/Refurb-Netgear-CM500-DOCSIS-3.0-Cable-Modem-for-30-free-shipping/2172569.html,free shipping,,"Quick Ship via eBay offers the refurbished <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172569"">Netgear CM500 DOCSIS 3.0 Cable Modem</a> for <b>$29.99</b> with <b>free shipping</b>. That's $10 under our November mention for a new one and the lowest price we've seen for this modem in any condition. (It's $30 less than a new one today.) It supports 16 download and four upload channels with speeds up to 680MB/s. It's certified for Comcast Xfinity, Time Warner Cable, Cox, and Charter, among others.<br>
<br>
Note: A 1-year Quick Ship warranty applies.",2172569,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/l8mrhr2curra6nrycogt",$30,2018-01-05T16:55:37-05:00
KITCHEN,2,Basic Essentials Bar 4-Piece Set,2018-01-05T11:24:06-05:00,https://www.dealnews.com/Basic-Essentials-Bar-4-Piece-Set-for-24-pickup-at-Home-Depot/2172599.html,pickup at Home Depot,,"Home Depot offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172599"">Basic Essentials 4-Piece Stainless Steel Bar Set</a> for <strong>$23.88</strong>. Opt for in-store <strong>pickup</strong> to dodge the $5.99 shipping fee. That's $16 below the lowest price we could find for a similar set elsewhere. It includes 5.7"" ice tongs, a bottle opener, 2.28-quart ice bucket, and 18-oz. cocktail shaker with built-in strainer and cap. Deal ends January 31.",2172599,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/h3cf1hmttpssbd6bd3sk",$24,
ROUNDUPS,,Best Freebies: Score BOGO Blaze Pizza or Snag a Free Cookbook,2018-01-05T11:23:28-05:00,https://www.dealnews.com/features/best-freebie-deals/,,,"Winter is in full swing for most of us, but you can ward off cabin fever with excellent offers! Start your weekend right with BOGO free pizza from Blaze, then spend it inside (where it's warm!) reading classics, learning something new, and more. Check out these savings in our roundup of the week's best <a data-iref=""fp-feature-content-wide-body"" href=""https://www.dealnews.com/features/best-freebie-deals/"">freebie deals</a>.",2172602,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/bhjhgrmde00tuqotzjn3",,
SUPPLEMENTS,3,Optimum Nutrition Protein Powder 5-lb. Jar,,https://www.dealnews.com/Optimum-Nutrition-Protein-Powder-5-lb.-Jar-for-32-free-shipping/2172575.html,free shipping,,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172575"">Optimum Nutrition 100% Whey Gold Standard Protein Powder 5-lb. Jar</a> in Vanilla for <strong>$32.47</strong> with <b>free shipping</b> via the steps below. That's $8 under our mention from six days ago, an all-time low, and the best deal we could find by $13. It delivers 24g of whey protein per serving. To get this deal:
<ol>
 <li>Select a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172575"">Optimum Nutrition 100% Whey Gold Standard Protein Powder 5-lb. Jar</a> for $40.59
 </li>
 <li>clip the 15% off coupon on the product page
 </li>
 <li>order via Subscribe &amp; Save to drop it to <b>$32.47</b>
 </li>
</ol>
Note: Be sure to cancel your subscription once your order ships to avoid being billed for further shipments.",2172575,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/u3liaocr3he76b07mzgj",$32,2018-01-05T16:55:16-05:00
AUTOMOTIVE,3,Yinenn 300W Power Inverter w/ USB,,https://www.dealnews.com/Yinenn-300-W-Power-Inverter-w-USB-for-14-free-shipping/2172593.html,free shipping,,"Yinenn Direct via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172593"">Yinenn 300-watt Power Inverter</a> for $25.99. Coupon code ""KVH4HSGD"" cuts that to <strong>$13.51</strong>. With <strong>free shipping</strong>, that's $12 off and the best price we could find. It features dual USB ports and two AC outlets. Deal ends January 30",2172593,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/bbxxptvazydy878am1ha",$14,2018-01-05T16:25:19-05:00
CUTLERY & FLATWARE,3,"8"" Japanese Stainless Steel Chef's Knife",,https://www.dealnews.com/8-Japanese-Stainless-Steel-Chefs-Knife-for-20-free-shipping/2172596.html,free shipping,,"Brefac Direct via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172596"">Zvpod Professional 8"" Chef's Knife</a> for $29.96. Coupon code ""499YMJ6S"" knocks it to <strong>$19.77</strong>. With <strong>free shipping</strong>, that's a slight drop from last month's mention and the lowest price we could find by $17. It features a full-tang Japanese AUS-8 high carbon stainless steel blade. Deal ends January 31.",2172596,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ylhj0ifembhonekfchlo",$20,2018-01-05T16:24:02-05:00
MONITORS,3,"ASUS Frameless 22"" 1080p IPS LED LCD Display",,https://www.dealnews.com/ASUS-Frameless-22-1080-p-IPS-LED-LCD-Display-for-70-after-rebate-free-shipping/2172587.html,free shipping,True,"Newegg offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172587"">ASUS Frameless 21.5"" 1080p IPS LED-Backlit LCD Monitor</a> for <strong>$69.99</strong> with <strong>free shipping</strong> via the directions below. That's tied with our mention from last November and the lowest price we could find by $68. It features a 1920x1080 (1080p) native resolution, blue light filter, and HDMI and VGA inputs. Deal ends January 10. To get this deal:
<ol>
 <li>Add the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097938,2172587"">ASUS Frameless 21.5"" 1080p IPS LED LCD Display</a> to your cart for $99.99
 </li>
 <li>apply coupon code ""EMCPEPT46"" to cut that to $89.99
 </li>
 <li>redeem this <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097920,2172587"">$20 mail-in rebate</a> for a final price of <strong>$69.99</strong>
 </li>
</ol>",2172587,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/a40ithjgcqkeic3bvlpr",$70 after rebate,2018-01-05T14:40:01-05:00
LAPTOPS,1,"Dell Kaby Lake i7 Quad 16"" 1080p Laptop",2018-01-05T11:17:50-05:00,https://www.dealnews.com/Dell-Kaby-Lake-i7-Quad-16-1080-p-Laptop-for-794-free-shipping/2172566.html,free shipping,,"Dell Home, via its Member Purchase Program, offers its 5.6-lb. <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172566"">Dell Inspiron 15 5000 Intel Kaby Lake Core i7 2.8GHz 15.6"" 1080p Gaming Laptop</a> for $881.99. Coupon code ""TENOFF"" cuts it to <strong>$793.79</strong>. With <strong>free shipping</strong>, that's the best price we could find for this popular build by $106, although it was $59 less in November. Deal ends January 11.<br>
<br>
It features an Intel Core i7-7700HQ 2.8GHz Kaby Lake quad-core processor, 15.6"" 1920x1080 (1080p) LCD display, 8GB RAM, 128GB SSD, 1TB hard drive, Nvidia GeForce GTX 1050 4GB graphics, 6-cell battery, and Windows 10 Home 64-bit.",2172566,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/rkujjxwl1dnhbrr3f9ug",$794,
IPHONE CASES,3,"Proker 3,200mAh Battery Case for iPhone X",,https://www.dealnews.com/Proker-3-200-m-Ah-Battery-Case-for-iPhone-X-for-26-free-shipping/2172563.html,free shipping,,"Proker via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172563"">Proker 3,200mAh Battery Case for iPhone X</a> in Black for $34.50. Coupon code ""B5LSK9W8"" cuts the price to <strong>$25.87</strong>. With <strong>free shipping</strong>, that's tied with last week's mention, $9 off list, and the lowest price we could find. It features a 360° bumper design, 4-level LED power indicator, and 3,200mAh Li-polymer extended battery. Deal ends January 20.",2172563,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/mx9szzpajawjen7y21z3",$26,2018-01-05T16:21:36-05:00
HANDBAGS,3,Multi-Functional Handbag Organizer,,https://www.dealnews.com/Multi-Functional-Handbag-Organizer-for-4-free-shipping/2172557.html,free shipping,,"GearXS via eBay offers this <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172557"">Multi-Functional Handbag Organizer</a> in Black for <strong>$3.99</strong> with <strong>free shipping</strong>. That's $3 under the lowest price we could find for a similar bag organizer elsewhere. It features 13 individual compartments, is made from nylon, and measures approximately 11"" x 6.5"" x 3.5"".",2172557,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wkwc90cimahznm281kdf",$4,2018-01-05T16:20:29-05:00
TOYS & HOBBIES,2,SkyDrones Pro X1 720p VR Drone w/ Mini Drone,2018-01-05T11:00:48-05:00,https://www.dealnews.com/Sky-Drones-Pro-X1-720-p-VR-Drone-w-Mini-Drone-for-60-free-shipping/2172554.html,free shipping,,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172554"">SkyDrones HD Pro X1 720p Virtual Reality Live Streaming Drone</a> bundled with the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097848,2172554"">SkyDrones FX Mini Pocket Drone</a> for <strong>$60</strong> with <strong>free shipping</strong>. (To get this deal, scroll down the page to the ""Buy Together & Save"" banner and click ""Add all to cart"".) That's $7 under last month's mention and $30 below the lowest price we could find for these items sold separately elsewhere.<br>
<br>
The HD Pro X1 features a 720p camera with live streaming to a mobile device, headless mode, 1-key return, 6-axis gyroscope, 500-foot range, VR goggles, and two batteries (each with a 12- to 15-minute flight time). The FX Mini has a 6- to 8- minute flight time, three speeds, and a 100-foot range.",2172554,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/xcejy5lcyj3u0kjsnysp",$60,
ACCESSORIES,3,Freehands Men's Finger Mittens,,https://www.dealnews.com/Freehands-Mens-Finger-Mittens-for-20-free-shipping/2172560.html,free shipping,,"As one of its daily deals, B&H Photo Video offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172560"">Freehands Men's Finger Mittens</a> for <strong>$19.95</strong> with <strong>free shipping</strong>. That's $19 off list and the lowest price we could find. They feature a separate index finger, fold-back index and thumb tips, and a memory card pocket. They come in sizes S to XL. Deal ends January 6.",2172560,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/vyqnxxk9vgqx5s6xxd8d",$20,2018-01-05T16:19:38-05:00
POWER TOOLS,3,Tacklife Advanced Electric Spray Gun,,https://www.dealnews.com/Tacklife-Advanced-Electric-Spray-Gun-for-37-free-shipping/2172542.html,free shipping,,"TackLifeDirect via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172542"">Tacklife Advanced Electric Spray Gun</a> for $45.97. Coupon code ""5F7JPDEB"" drops it to <b>$36.78</b>. With <b>free shipping</b>, that's $9 off list and the lowest price we could find, although we saw it for $3 less last month. It features three spray patterns, three nozzle sizes, and a 30-oz. paint container. Deal ends January 10.",2172542,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ok4mllmdjtpffum7ntn9",$37,2018-01-05T22:15:03-05:00
IMAC,1,"iMac Pro 8-Core 27"" 5K w/ 8GB GPU, 1TB SSD",2018-01-05T10:59:13-05:00,https://www.dealnews.com/iMac-Pro-8-Core-27-5-K-w-8-GB-GPU-1-TB-SSD-for-4-989-free-shipping/2172551.html,free shipping,,"LA Computer Company offers the new <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172551"">Apple iMac Pro Intel Xeon W 8-Core 3.2GHz 27"" Retina 5K All-in-One Desktop</a> for <strong>$4,989</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $10 and the first time we've seen it discounted. Features include:
<ul>
 <li>Intel Xeon W-2145 3.2GHz 8-core processor
 </li>
 <li>27"" 5120x2880 (5K) Retina display
 </li>
 <li>32GB RAM
 </li>
 <li>1TB SSD
 </li>
 <li>Radeon Pro Vega 56 8GB graphics
 </li>
 <li>macOS High Sierra
 </li>
</ul>",2172551,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/l1xnsqncqiu8cv07uivq","$4,989",
