editors_choice,hotness,picture_url,uuid,url,shipping,description,time_published,price,category,time_modified,title
,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/stvamjek2izwihfqpmnd",2172059,https://www.dealnews.com/Soufull-Stainless-Steel-Poultry-Scissors-for-9-free-shipping-w-Prime/2172059.html,free shipping w/ Prime,"yichengjin via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172059"">Soufull Multi-Functional Stainless Steel Scissors</a> for $12.88. Coupon code ""black855"" cuts that to <strong>$8.55</strong>. Plus, Prime members bag <strong>free shipping</strong>. Deal ends January 31.",,$9,KITCHEN,2018-01-05T11:17:17-05:00,Soufull Stainless Steel Poultry Scissors
True,4,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zye3pdxubwmx3dn2cavc",2172725,https://www.dealnews.com/American-Rag-Mens-Shirts-at-Macys-from-7-free-s-h-w-beauty-item/2172725.html,free s&h w/beauty item,"Macy's discounts a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098322,2172725"">American Rag Men's Button-Down Shirts</a>, with prices starting from <strong>$6.96</strong>. Plus, take an <strong>extra 20% off</strong> select styles via coupon code ""WKND"" or an <strong>extra $10 off</strong> orders of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098313,2172725"">$25 or more</a> via ""WKND25"". (Eligible items are marked.) Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098316,2172725"">beauty item</a> (they start at $3) to bag <strong>free shipping</strong>; otherwise, shipping adds $10.95. That puts many styles at less than half price and is a really cheap price point for men's button-down shirts in general. Deal ends January 7. A couple of best bets:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098319,2172725"">American Rag Men's Mini Houndstooth Shirt</a> for <strong>$14.39</strong> ($16 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172725"">American Rag Men's Cadet Solid Shirt</a> for <strong>$14.39</strong> (pictured, $16 off)
 </li>
</ul>",,from $7,SHIRTS,2018-01-05T17:21:16-05:00,American Rag Men's Shirts at Macy's
,2,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/tn2blxyhe73u4y4sdqna",2172701,https://www.dealnews.com/Guess-Womens-Verna-Banded-Jogger-Sneakers-for-34-free-s-h-w-beauty-item/2172701.html,free s&h w/beauty item,"Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172701"">Guess Women's Verna Banded Jogger Sneakers</a> in Black or Silver for $39.99. Coupon code ""WKND"" drops it to <b>$33.99</b>. Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098178,2172701"">beauty item</a> (they start at $3) to bag <strong>free shipping</strong>; otherwise, shipping adds $10.95. Excluding padding, that's the lowest price we could find by $35. They're available in select sizes from 5 to 11. Deal ends January 7.",2018-01-05T13:09:45-05:00,$34,SHOES,,Guess Women's Verna Banded Jogger Sneakers
,4,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/chgodrafmzmgpheai8iz",2172722,https://www.dealnews.com/Maid-MAX-Foldable-Storage-Cube-6-Pack-for-9-free-shipping-w-Prime/2172722.html,free shipping w/ Prime,"MaidMax via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172722"">MaidMAX Foldable Storage Cube 6-Pack</a> in Beige for $18.49. Coupon code ""RLVTAIXE"" cuts it to <strong>$9</strong>. With <strong>free shipping</strong> for Prime members, that's $9 off and the lowest price we could find. They each measure 10.5"" x 10.5"" x 11"" and feature label holders and sewn in handles. Deal ends January 31.",,$9,HOME & GARDEN,2018-01-05T17:39:17-05:00,MaidMAX Foldable Storage Cube 6-Pack
,1,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qa8e27nkcmxu7eizgzfh",2172713,https://www.dealnews.com/Guess-Mens-Chalk-Cotton-Button-Down-Shirt-for-28-free-s-h-w-beauty-item/2172713.html,free s&h w/beauty item,"Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172713"">Guess Men's Chalk Cotton Button Down Shirt</a> in Graffiti-Print for <strong>$27.53</strong>. Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098262,2172713"">beauty item</a> (they start at $3) to bag <b>free shipping</b>; otherwise, shipping adds $10.95. That's $41 off and the lowest price we could find. It's available in sizes S to L.",2018-01-05T12:58:19-05:00,$28,SHIRTS,,Guess Men's Chalk Cotton Button Down Shirt
,3,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/fjnyrijrwpptx2vmcokd",2172716,https://www.dealnews.com/Lumin-Wiz-9-W-Dimmable-LED-Light-Bulb-4-Pack-for-9-free-shipping-w-Prime/2172716.html,free shipping w/ Prime,"Oak Leaf via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172716"">LuminWiz 9-watt (65-watt Equivalent) BR30 E26 Dimmable LED Light Bulb 4-Pack</a> in Crystal White or Warm White for $12.99. Coupon code ""DMPZZ9RZ"" drops it to <strong>$8.99</strong>. Plus, Prime members receive <strong>free shipping</strong>. That's $2.25 per bulb, $4 off, and the lowest price we could find. (It's also $3 under our November mention.) These bulbs feature a lifespan of up to 25,000 hours. Deal ends January 31.",2018-01-05T12:55:44-05:00,$9,LIGHT BULBS,,LuminWiz 9W Dimmable LED Light Bulb 4-Pack
,3,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hzbrjka251cliwfhrt2g",2172710,https://www.dealnews.com/XIXOV-Water-Resistant-17-Laptop-Backpack-for-18-free-shipping/2172710.html,free shipping,"Qiker via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172710"">XIXOV Water Resistant 17"" Laptop Backpack</a> in Gray for $29.99. Coupon code ""IRYIEITC"" drops it to <b>$17.99</b>. With <b>free shipping</b>, that's tied with our mention from two weeks ago, $12 off list, and the lowest price we've seen. It features a USB charger, adjustable shoulder straps and holds laptops up to 17"". Deal ends January 31.",2018-01-05T12:50:15-05:00,$18,LAPTOP BAGS,,"XIXOV Water Resistant 17"" Laptop Backpack"
,3,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/cdxwm1i6hk2yn3ium4d1",2172698,https://www.dealnews.com/Guess-Womens-Sleeveless-Ruffled-Sweater-for-22...-or-less-free-s-h-w-beauty-item/2172698.html,free s&h w/beauty item,"Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172698"">Guess Women's Sleeveless Ruffled Sweater</a> in Black or Red for <b>$21.99</b>. Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098169,2172698"">beauty item</a> (they start at $3) to bag <b>free shipping</b>; otherwise, shipping adds $10.95. That's $18 below our November mention, $47 off list, and the lowest price we could find (outside of the seller below). It's available in sizes XS to XL. Deal ends January 7.<br>
<br>
Wear size XL? With very limited stock that's likely to sell out, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098172,2172698"">Amazon</a> offers it for as low as <strong>$10.85</strong> with <strong>free shipping</strong> for Prime members.",2018-01-05T12:29:13-05:00,$22... or less,SWEATERS,,Guess Women's Sleeveless Ruffled Sweater
,3,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/yt3jkmdzyhkmk5jpyqwf",2172689,https://www.dealnews.com/Gourmia-8-Quart-Electric-Pressure-Cooker-for-60-free-shipping/2172689.html,free shipping,"Best Buy via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172689"">Gourmia 8-Quart Electric Pressure Cooker</a> for <b>$59.99</b> with <b>free shipping</b>. That's the lowest price we could find by $59. It features 13 settings, timer, and includes a steam rack, measuring cup, and spoon.",2018-01-05T12:22:13-05:00,$60,SMALL APPLIANCES,,Gourmia 8-Quart Electric Pressure Cooker
,3,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/oed85sphxcstaxhldsrj",2172695,https://www.dealnews.com/Ultimate-LEGO-Star-Wars-Hardcover-Book-for-20-pickup-at-Walmart/2172695.html,pickup at Walmart,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172695""><i>Ultimate LEGO Star Wars</i> Hardcover Book</a> for <strong>$20</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098163,2172695"">Amazon</a> charges the same.) Opt for in-store <strong>pickup</strong> to dodge the $5.99 shipping fee. That's the lowest price we could find by $4.",2018-01-05T12:19:37-05:00,$20,BOOKS,,Ultimate LEGO Star Wars Hardcover Book
,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/djmog1jw1jif1ibzz5b1",2172071,https://www.dealnews.com/Dell-Inspiron-Celeron-Dual-16-Laptop-for-274-free-shipping/2172071.html,free shipping,"Dell Home, via its Member Purchase Program, offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172071"">Dell Inspiron 15 3000 Series 3552 Intel Braswell Celeron 1.6GHz 15.6"" Laptop</a> in Black for <strong>$274.39</strong> with <strong>free shipping</strong>. It features an Intel Celeron N3060 1.6GHz Braswell dual-core processor, 15.6"" 1366x768 (720p) LED-backlit LCD, 4GB RAM, 500GB hard drive, DVD burner, 802.11ac wireless, Bluetooth 4.0, HDMI, USB, 4-cell battery, and Windows 10 Home 64-bit.",2018-01-05T00:01:00-05:00,$274,LAPTOPS,,"Dell Inspiron Celeron Dual 16"" Laptop"
,3,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ehdoxqlqtmadoyfmpv4o",2172632,https://www.dealnews.com/Refurb-Lenovo-AMD-1.3-GHz-12-Notebook-for-130-free-shipping/2172632.html,free shipping,"MacMall offers the refurbished <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172632"">Lenovo ThinkPad X131e AMD E-300 1.3GHz 11.6"" Notebook</a> for <strong>$129.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $40. It features an AMD E-300 1.3GHz processor, 11.6"" 1366x768 LCD, 4GB RAM, 320GB hard drive, and Windows 10 Home 64-bit.<br>
<br>
Note: No warranty information is provided.",,$130,LAPTOPS,2018-01-05T16:47:28-05:00,"Refurb Lenovo AMD 1.3GHz 12"" Notebook"
,3,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/oydkcc4qpkaieflq6vqt",2172692,https://www.dealnews.com/WD-2-TB-Portable-USB-3.0-Hard-Drive-for-60-free-shipping/2172692.html,free shipping,"Best Buy via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172692"">Western Digital 2TB easystore Portable USB 3.0 External Hard Drive</a> in Black for <strong>$59.99</strong> with <strong>free shipping</strong>. That's tied with our mention from a week ago, $70 off, and the lowest price we've seen. It features a data transfer rate of up to 5Gb/s.",2018-01-05T12:13:43-05:00,$60,EXTERNAL HARD DRIVES,,WD 2TB Portable USB 3.0 Hard Drive
,3,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/yf3wcld6hmjske7oziwl",2172677,https://www.dealnews.com/Dorco-Pace-6-Plus-Razor-w-2-Cartridges-for-2-free-shipping/2172677.html,free shipping,"Dorco offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172677"">Dorco Men's Pace 6 Plus Razor with Two Cartridges</a> for $6.50. Coupon code ""AFP6P199A"" cuts it to <strong>$1.99</strong>. With <strong>free shipping</strong>, that's tied with our mention from last September, a savings of $5, and the lowest price we could find. This 6-blade razor features a rubber grip and includes two blade cartridges.",2018-01-05T12:12:56-05:00,$2,SHAVING & GROOMING,,Dorco Pace 6 Plus Razor w/ 2 Cartridges
,3,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/nrsecxmbm2v0hxvbcvnm",2172686,https://www.dealnews.com/Liz-Claiborne-Ainsley-Curtain-Panel-from-6-4-pickup-at-JCPenney/2172686.html,$4 pickup at JCPenney,"JCPenney discounts the Liz Claiborne Ainsley Rod-Pocket Panel Curtains in the sizes listed below via coupon code ""4DEALS"". Choose <strong>$3.95</strong> in-store pickup to dodge the $8.95 shipping fee. Deal ends January 10. The sizes, with prices after coupon:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172686"">50x84"" Panel</a> for <strong>$5.99</strong> (pictured, $34 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098133,2172686"">50x95"" Panel</a> for <strong>$8.99</strong> ($51 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098136,2172686"">50x108"" Panel</a> for <strong>$11.99</strong> ($68 off)
 </li>
</ul>",,from $6,DECOR,2018-01-05T12:11:44-05:00,Liz Claiborne Ainsley Curtain Panel
,2,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/nheb7jas9s7jreuffiiw",2172674,https://www.dealnews.com/G-by-Guess-Womens-Oleex-Sneakers-for-19-free-s-h-w-beauty-item/2172674.html,free s&h w/beauty item,"Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172674"">G by Guess Women's Oleex Sneakers</a> in Gray for <strong>$19.43</strong>. Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098106,2172674"">beauty item</a> (they start at $3) to bag <strong>free shipping</strong>; otherwise, shipping adds $10.95. That's $20 off and the lowest price we could find. They're available in sizes from 6 to 10.",2018-01-05T12:03:26-05:00,$19,SHOES,,G by Guess Women's Oleex Sneakers
,2,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/fiufcbhsuf9jb3qfdbmd",2172644,https://www.dealnews.com/Dell-AMD-A10-Quad-Desktop-PC-w-2-GB-GPU-for-503-free-shipping/2172644.html,free shipping,"Dell Home, via its Member Purchase Program, offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172644"">Dell Inspiron 5675 AMD A10 3.5GHz Gaming Desktop PC</a> for $558.59. Coupon code ""TENOFF"" knocks it to <strong>$502.73</strong>. With <b>free shipping</b>, that's $7 under our mention from a month ago, $97 off list, and the best price we could find. It features an AMD A10-9700 3.5GHz quad-core processor, 8GB RAM, 1TB 7200 rpm hard drive, AMD Radeon RX 560 2GB graphics, DVD burner,Recon Blue LED illumination, and Windows 10 Home 64-bit. Deal ends January 11.",2018-01-05T11:57:15-05:00,$503,DESKTOPS,,Dell AMD A10 Quad Desktop PC w/ 2GB GPU
,3,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/z3unsvgeqfafahbzbmoj",2172650,https://www.dealnews.com/Bar-III-Womens-Burnout-Bodycon-Dress-for-12-free-s-h-w-beauty-item/2172650.html,free s&h w/beauty item,"Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172650"">Bar III Women's Burnout Bodycon Dress</a> in Dusty Olive for <strong>$11.96</strong>. Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098043,2172650"">beauty item</a> (they start at $3) to bag <strong>free shipping</strong>; otherwise, shipping adds $10.95. That's $68 off and the lowest price we could find. It's available in sizes XXS to XXL.",,$12,DRESSES,2018-01-05T16:59:24-05:00,Bar III Women's Burnout Bodycon Dress
,2,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/lsh49yhfubvp2jjze4mb",2172653,https://www.dealnews.com/Tommy-Hilfiger-Home-Supraloft-Pillow-2-Pack-for-15-free-s-h-w-beauty-item/2172653.html,free s&h w/beauty item,"Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172653"">Tommy Hilfiger Home Supraloft Down Alternative Standard Pillow 2-Pack</a> in Tossed Anchor Print for $24.99. Coupon code ""WKND25"" cuts the price to <strong>$14.99</strong>. Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098046,2172653"">beauty item</a> (eligible items start at $3) to bag <strong>free shipping</strong>; otherwise, shipping adds $10.95. That's $35 off list and the lowest price we could find, although we saw them for $5 less in August. Deal ends January 7.",2018-01-05T11:52:49-05:00,$15,BEDDING,,Tommy Hilfiger Home Supraloft Pillow 2-Pack
,3,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ybw9207lrm0smvbn1ylz",2172659,https://www.dealnews.com/Dell-Refurbished-Store-coupon-35-off-sitewide-free-shipping/2172659.html,free shipping,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172659"">Dell Refurbished Store</a> takes <strong>35% off</strong> sitewide via coupon code ""WISH35DEAL"". Plus, the same coupon bags <strong>free shipping</strong> on all orders. Some exclusions apply, including clearance items and E7240 models. Deal ends January 8.<br>
<br>
Note: All Dell refurbished systems are covered by a 100-day Dell warranty.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s3007/Dell-Refurbished-Store/"">Dell Refurbished Store Coupons</a>.</p>",,35% off sitewide,COMPUTERS,2018-01-05T16:58:24-05:00,Dell Refurbished Store coupon
,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wd6ddotvsrsrevyypoev",2172065,https://www.dealnews.com/15-Sams-Club-eGift-Card-free-w-membership/2172065.html,,"At Sam's Club, Dealnews readers get a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172065"">$15 Sam's Club eGift Card</a>, together with additional <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097137,2172065"">instant savings</a>, when you buy a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097140,2172065"">Sam's Club 1-Year Membership</a>. Deal ends January 31.",,free w/ membership,SAM'S CLUB COUPONS,2018-01-05T12:09:34-05:00,$15 Sam's Club eGift Card
,4,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wo8grdb5xraf2zcfkc5e",2172614,https://www.dealnews.com/Finish-Line-End-of-Season-Sale-Up-to-50-off-coupon/2172614.html,,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172614"">Finish Line</a> takes <strong>up to 50% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097974,2172614"">men's, women's, and kids' apparel and shoes</a> during its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097977,2172614"">End of Season Sale</a>. Plus, coupon code ""15WINTER"" cuts an <strong>extra $15 off</strong> orders of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098028,2172614"">$150 or more</a>. Shipping adds <strong>$7</strong>, but select items may qualify for free shipping. Some exclusions may apply.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s682/Finish-Line/"">Finish Line Coupons</a>.</p>",,Up to 50% off + coupon,SHOES,2018-01-05T16:15:16-05:00,Finish Line End of Season Sale
,2,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/skkalfcrhwszcwpcamcb",2172656,https://www.dealnews.com/60-in-Nike-Gift-Cards-for-50/2172656.html,,"Newegg offers a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172656"">$50 Nike Gift Card</a> bundled with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098055,2172656"">$10 Nike Gift Card</a> for <strong>$50</strong>. (The cards will be delivered by email.) That's a $10 savings, tied with our mention from June, and the lowest price we could find.",2018-01-05T11:51:23-05:00,$50,GIFT CARDS,,$60 in Nike Gift Cards
,3,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ktceoeqivfz6ddeycwdn",2172641,https://www.dealnews.com/Gotham-Steel-Bacon-Bonanza-Drip-Rack-Tray-for-17-free-shipping/2172641.html,free shipping,"As Seen On TV via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172641"">Gotham Steel Bacon Bonanza Drip Rack Tray with Pan</a> for <strong>$16.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $8.",,$17,KITCHEN,2018-01-05T16:57:51-05:00,Gotham Steel Bacon Bonanza Drip Rack Tray
,4,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/xktxdo1tpe80ek1jpa0g",2172638,https://www.dealnews.com/Gap-Factory-End-of-Season-Clearance-Sale-Up-to-70-off-30-off-free-shipping-w-75/2172638.html,free shipping w/ $75,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172638"">Gap Factory</a> takes <strong>up to 70% off</strong> select <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098019,2172638"">men's, women's, and kids' styles</a> as part of its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098022,2172638"">End of Season Clearance Sale</a>. Plus, coupon code ""TOTALLY"" cuts an <strong>extra 30% off</strong>. Better yet, that same coupon bags this <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098025,2172638"">Gap Nylon Shopping Tote</a> for <strong>free</strong>. (It will be added to your cart automatically.) Shipping adds <strong>$7</strong>, but orders of $75 or more qualify for free shipping. Deal ends January 8.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s42141/Gap-Factory/"">Gap Factory Coupons</a>.</p>",,Up to 70% off + 30% off,CLOTHING & ACCESSORIES,2018-01-05T17:38:39-05:00,Gap Factory End of Season Clearance Sale
,2,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/x5amzgixyfahapmoolh3",2172635,https://www.dealnews.com/Style-Co.-Womens-Hooded-Anorak-Jacket-for-40-free-s-h-w-beauty-item/2172635.html,free s&h w/beauty item,"Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172635"">Style &amp; Co. Women's Hooded Anorak Jacket</a> in several colors (Deep Black pictured) for <strong>$39.99</strong>. Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098016,2172635"">beauty item</a> (they start at $3) to bag <strong>free shipping</strong>; otherwise, shipping adds $10.95. That's $40 off and the lowest price we could find, although we saw it for $5 less in October. It's available in sizes from XS to XXL. Deal ends January 7.",2018-01-05T11:42:03-05:00,$40,COATS,,Style & Co. Women's Hooded Anorak Jacket
,3,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/t0zva3vfrefxykc6b6e5",2172611,https://www.dealnews.com/Refurb-Fitbit-Flex-Activity-Tracker-Wristband-for-18-free-shipping/2172611.html,free shipping,"Ritz Cameras via eBay offers the refurbished <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172611"">Fitbit Flex Wireless Activity and Sleep Tracker Wristband</a> in several colors (Black pictured) for <strong>$17.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find for a refurbished model by $32. It tracks your daily activity and sleep patterns to help you attain your fitness goals.",,$18,EXERCISE EQUIPMENT,2018-01-05T16:57:31-05:00,Refurb Fitbit Flex Activity Tracker Wristband
,3,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/c7p7bpdgindj1nwoyubw",2172617,https://www.dealnews.com/Dyson-Ball-Origin-Vacuum-for-200-free-shipping/2172617.html,free shipping,"Target via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172617"">Dyson Ball Origin Vacuum</a> in Red for <strong>$199.99</strong> with <strong>free shipping</strong>. That's tied with our November mention (although that deal included three add-on tools) and the lowest price we could find by $100. It features a 0.55-gallon capacity, 30-foot cord, and self-adjusting cleaning head.",,$200,VACUUM CLEANERS,2018-01-05T16:57:07-05:00,Dyson Ball Origin Vacuum
,3,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/quhpzjmarannehghgma1",2172626,https://www.dealnews.com/Auking-S3-1080-p-Dash-Cam-for-31-free-shipping/2172626.html,free shipping,"Auking via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172626"">Auking S3 1080p Dash Cam</a> for $46.97. Coupon code ""XL8YRPRS"" cuts it to <strong>$30.53</strong>. With <strong>free shipping</strong>, that's $16 off and the lowest price we could find. It features a 168° viewing angle and a microphone. Deal ends January 31.",,$31,AUTOMOTIVE,2018-01-05T16:56:58-05:00,Auking S3 1080p Dash Cam
