editors_choice,title,time_published,shipping,picture_url,time_modified,category,uuid,price,url,hotness,description
,"Dell XPS Kaby Lake i7 Quad 16"" 1080p Laptop",2018-01-06T07:18:13-05:00,free shipping,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/sen1pddccyclyhanekna",,LAPTOPS,2173115,"$1,147",https://www.dealnews.com/Dell-XPS-Kaby-Lake-i7-Quad-16-1080-p-Laptop-for-1-147-free-shipping/2173115.html,2,"Dell Home, via its Member Purchase Program, offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173115"">Dell XPS 15 Intel Kaby Lake Core i7 2.8GHz 15.6"" 1080p Laptop</a> for $1,273.99. Coupon code ""TENOFF"" cuts it to <strong>$1,146.59</strong>. With <strong>free shipping</strong>, that's $20 under our mention from a month ago, $303 off, and the lowest price we could find. It features an Intel Core i7-7700HQ 2.8GHz Kaby Lake quad-core processor, 15.6"" 1920x1080 (1080p) LCD, 8GB RAM, 256GB SSD, Nvidia GeForce GTX 1050 4GB graphics, 9-cell battery, and Windows 10 Home 64-bit. Deal ends January 11."
,Blinds.com Sale,,free shipping,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/brubtsvaxjoysx3c7b4r",2018-01-06T11:51:27-05:00,DECOR,2173112,Up to 30% off,https://www.dealnews.com/Blinds.com-Sale-Up-to-30-off-free-shipping/2173112.html,5,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098943,2173112"">Blinds.com</a> takes <strong>up to 30% off</strong> select <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098946,2173112"">blinds and shutters</a> via coupon code ""NEW-DEALS"". Plus, all orders bag <strong>free shipping</strong>. Deal ends January 9. A couple of best bets, with prices after coupon:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098949,2173112"">Norman 2.5"" Ultimate Faux-Wood Blind</a> from <strong>$19.19</strong> (at least $5 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173112"">Levolor Vinyl Vertical Blinds</a> from <strong>$42.69</strong> (pictured, at least $18 off)
 </li>
</ul>"
,Mission: Impossible Collection on Blu-ray/HD,,pickup at Best Buy,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/o07ibio4pvezwe6vwlwt",2018-01-06T11:34:06-05:00,BLU-RAY DISC MOVIES,2173109,$19,https://www.dealnews.com/Mission-Impossible-Collection-on-Blu-ray-HD-for-19-pickup-at-Best-Buy/2173109.html,3,"For pickup only, Best Buy offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173109"">Mission: Impossible: The 5-Movie Collection on Blu-ray / Digital HD</a> for <b>$18.99</b> via the steps below. That's the lowest price we could find by $7, excluding the mention below. To get this deal:<br>
<ol>
 <li>Add the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173109"">Mission: Impossible: The 5-Movie Collection on Blu-ray / Digital HD</a> to your cart for $19.99
 </li>
 <li>in cart, select ""Shipping"" for your delivery method (do not choose in-store pickup at this time)
 </li>
 <li>proceed to checkout
 </li>
 <li>at checkout in the shipping section, ""$1 off"" should appear in green text beside the ""Today ... at a Best Buy store"" option
 </li>
 <li>change your delivery method to this in-store <strong>pickup</strong> option to drop your total to <strong>$18.99</strong>
 </li>
</ol>
Too much effort? <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098931,2173109"">Amazon</a> charges $19.99 with free Prime shipping."
,Barclaycard Arrival Plus™ MasterCard®,2018-01-06T12:47:04-05:00,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ikii5iblmaajfhttb78y",,CREDIT CARDS,2173265,"40,000 Bonus Miles","https://www.dealnews.com/lw/click.html?20,2,2173265",,"Sign up for the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173265"">Barclaycard Arrival Plus™ World MasterCard®</a> and earn <strong>40,000 Bonus Miles</strong> when you spend <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17099078,2173265"">$3,000 or more</a> on purchases in the first 90 days. (That equates to $400 off your next trip.) Plus, you <strong>earn 2 miles</strong> on all purchases and <strong>get 5% miles back</strong> every time you redeem for travel statement credits. Also, you'll get a <strong>0% introductory APR</strong> for 12 months on Balance Transfers made within 45 days of account opening. After that, a variable APR will apply, 17.24%, 21.24% or 24.24%, based on your creditworthiness. Please note, there is a fee for balance transfers. There's an $89 annual fee, <strong>waived for the first year</strong>, and <strong>no foreign transaction fees</strong>. For more terms and conditions, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17099081,2173265"">click here</a>.<br>
<br>
This card — and several more — can be found on our <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""http://dealnews.com/credit-cards/s39843/Barclay-Card/"">Barclaycard Credit Card page</a>.        <div class=""article-disclaimer"">
            <p class=""article-disclaimer-text"">
                <a href=""#"" class=""article-disclaimer-link info"" data-panel=""article_disclaimer-dialog"" data-dialog_text=""DealNews has financial relationships with the credit card issuers mentioned on our site, and DealNews receives compensation if consumers choose to apply for these by clicking links in our content and ultimately sign up for these specific cards. This compensation has no impact or influence on where or how the cards appears on dealnews.com. DealNews does not include all card companies or all card offers available in the marketplace.&lt;br&gt;&lt;br&gt;
&lt;bold&gt;UGC Disclosure&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
These responses are not provided or commissioned by the bank advertiser. Responses have not been reviewed, approved or otherwise endorsed by the bank advertiser. It is not the bank advertiser's responsibility to ensure all posts and/or questions are answered.
&lt;bold&gt;Bank Disclaimer&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
This content is not provided or commissioned by the Bank Advertiser. Opinions expressed here are author's alone, not those of the Bank Advertiser, and have not been reviewed, approved or otherwise endorsed by the Bank Advertiser. This site may be compensated through the Bank Advertiser Affiliate Program."" data-dialog_title=""Advertiser Disclosure"">Advertiser Disclosure</a>
            </p>
        </div>"
,New Balance Men's 009 Lifestyle Shoes,,$1 shipping,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/gvthyxdvr9x4uds7bjvu",2018-01-06T12:37:38-05:00,SHOES,2173088,$40,https://www.dealnews.com/New-Balance-Mens-009-Lifestyle-Shoes-for-40-1-s-h/2173088.html,4,"As one of its daily deals, Joe's New Balance Outlet offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173088"">New Balance Men's 009 Lifestyle Shoes</a> in White for <strong>$39.99</strong>. Plus, coupon code ""DOLLARSHIP"" bags <strong>$1</strong> shipping. That's $70 off and the lowest price we could find. They're available in select sizes from 7.5 to 13. Deal ends today."
,Genesis Designs Beverly Office Chair,2018-01-06T06:54:16-05:00,$5 shipping,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/q4kcfslduy8sq7kf1llh",,OFFICE CHAIRS,2173097,$90,https://www.dealnews.com/Genesis-Designs-Beverly-Office-Chair-for-90-5-s-h/2173097.html,3,"As one of its daily deals, Woot offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173097"">Genesis Designs Beverly High Back Executive Office Chair</a> in Black or Maroon/ Brown for <strong>$89.99</strong> plus <strong>$5</strong> for shipping. That's the lowest price we could find by $77. Deal ends today."
,Bedsure Printed Quilt Coverlet Sets,2018-01-06T06:45:41-05:00,free shipping,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/axodzqyllcyfbwjvfijo",,BEDDING,2173100,from $16,https://www.dealnews.com/Bedsure-Printed-Quilt-Coverlet-Sets-from-16-free-shipping/2173100.html,3,"Amazon discounts a selection of Bedsure Printed Quilt Coverlet Sets in several colors (Blue Aqua #9 pictured) via coupon code ""ZP6JQOHP"", as listed below. Plus, these items qualify for <strong>free shipping</strong>. Deal ends January 7. The sizes, with prices after coupon:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173100"">Twin</a> for <strong>$16.19</strong> ($11 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098925,2173100"">Full/Queen</a> for <strong>$19.79</strong> ($13 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098928,2173100"">King</a> for <strong>$23.99</strong> ($16 off)
 </li>
</ul>"
,Ann Taylor Sale,2018-01-06T06:41:54-05:00,free shipping w/ $125,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/pv3zgo4anugb73lpicie",,CLOTHING & ACCESSORIES,2173070,50% off select styles,https://www.dealnews.com/Ann-Taylor-Sale-50-off-select-styles-free-shipping-w-125/2173070.html,2,"Ann Taylor takes <strong>50% off</strong> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173070"">select styles</a> via coupon code ""REFRESH"". Shipping adds a flat <strong>$8.95</strong>, but orders of $125 or more bag free shipping. (In-store pickup may also be available.) Some exclusions may apply. Deal ends January 9.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s756/Ann-Taylor/"">Ann Taylor Coupons</a>.</p>"
,"Outlets, Dimmers, & Switches at Home Depot",,free shipping,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/rog9fnipob1ljzjuacbw",2018-01-06T11:49:10-05:00,HOME IMPROVEMENT,2173094,Up to 25% off,https://www.dealnews.com/Outlets-Dimmers-Switches-at-Home-Depot-Up-to-25-off-free-shipping/2173094.html,5,"As one of its daily deals, Home Depot takes <strong>up to 25% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098919,2173094"">Leviton outlets, dimmers, and switches</a>. Plus, all orders receive <strong>free shipping</strong>. Deal ends today. A couple of best bets:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098922,2173094"">Leviton Decora 15-amp Combination Duplex Outlet and USB Outlet 3-Pack</a> for <strong>$50</strong> ($18 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173094"">Leviton Decora Smart 600-Watt Z-Wave Dimmer 2-Pack</a> for <strong>$74.95</strong> (pictured, $25 off)
 </li>
</ul>"
,"Emilie Autumn ""Wayward Victorian Girls"" eBook",,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/xvkhncapevu9iujgb2ji",2018-01-06T11:47:16-05:00,EBOOKS,2173091,free,https://www.dealnews.com/Emilie-Autumn-Wayward-Victorian-Girls-eBook-for-free/2173091.html,4,"Amazon offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173091"">Emilie Autumn's <i>The Asylum for Wayward Victorian Girls</i> Kindle eBook</a> for <strong>free</strong>. That's $7 off list and the lowest price we could find. It includes interactive elements such as audio tracks and hidden links."
,"Dell XPS Kaby Lake i5 Dual 13"" Laptop",2018-01-06T06:21:10-05:00,free shipping,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/vxhm6fintdpoernn8af8",,LAPTOPS,2173085,$900,https://www.dealnews.com/Dell-XPS-Kaby-Lake-i5-Dual-13-Laptop-for-900-free-shipping/2173085.html,1,"Dell Home, via its Member Purchase Program, offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173085"">Dell XPS 13 Intel Kaby Lake Core i5 2.5GHz 13.3"" Laptop</a> for <strong>$899.99</strong> with <strong>free shipping</strong>. That's $200 off and the lowest price we could find. Features include:
<ul>
 <li>Intel Core i5-7200U 2.5GHz Kaby Lake dual-core processor
 </li>
 <li>13.3"" 1920x1080 (1080p) LCD display
 </li>
 <li>8GB RAM
 </li>
 <li>256GB SSD
 </li>
 <li>Windows 10 Home 64-bit
 </li>
</ul>"
,Garmin Vivofit 3 Bluetooth Fitness Band,,free shipping,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/bhbpmfx2nfkfxpp7asly",2018-01-06T12:40:43-05:00,SPORTS & FITNESS,2173082,$41,https://www.dealnews.com/Garmin-Vivofit-3-Bluetooth-Fitness-Band-for-41-free-shipping/2173082.html,4,"As one of its daily deals, Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173082"">Garmin Vivofit 3 Regular Fit Bluetooth Fitness Band</a> in Black or <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098910,2173082"">White</a> for <strong>$41.49</strong> with <strong>free shipping</strong>. (It's available in <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098913,2173082"">XL Fit in Black</a> for the same price.) That's $9 under our mention from three days ago and the lowest price we could find now, also by $9. It features a 64x64 always-on LCD, Garmin Move IQ automatic activity detection, watch function, audible alerts, inactivity alerts, and 1-year battery life.<br>
<br>
Also available is the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098916,2173082"">Garmin Vivosmart 3 Bluetooth Heart-Rate Fitness Band</a> in Black or Purple for <strong>$72.49</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $18. It tracks steps, floors climbed, calories burned, intensity minutes, sleep, and VO2 Max. It comes in sizes S/M or L. Both deals end today."
,Cuphead for PC,2018-01-06T06:06:50-05:00,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/dmwkcwue8iehvas2iryu",,PC GAMES,2173079,$12,https://www.dealnews.com/Cuphead-for-PC-for-12/2173079.html,3,"CDKeys offers Steam downloads of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173079"">Cuphead for Windows</a> for <strong>$12.19</strong>. That's a buck under our mention from three weeks ago and the lowest price we've seen. (It also beats its recent Steam sale price by $5; it's the best deal now by $7.) <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098904,2173079"">Click here</a> to see a short clip of its astonishing animation style.<br>
<br>
Note: New customers can provide an email address on the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098907,2173079"">CDKeys Facebook page</a> to get a unique coupon code that cuts an extra 5% off."
,Chase Sapphire Preferred® Card,2018-01-04T14:27:34-05:00,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/d8ppsk9jlwz1siyg70ap",,CREDIT CARDS,2171954,"50,000 bonus points","https://www.dealnews.com/lw/click.html?20,2,2171954",,"Sign up for the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171954"">Chase Sapphire Preferred® Credit Card</a> and earn <strong>50,000 bonus points</strong> after you spend <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096825,2171954"">$4,000 or more</a> on purchases in the first three months from account opening – that's $625 toward travel when you redeem through Chase Ultimate Rewards®. Plus, earn <strong>5,000 bonus points</strong> after you add the first authorized user and make a purchase in the first three months from account opening. Also, earn <strong>2 points</strong> for every $1 spent on travel and dining at restaurants both in the U.S. and abroad, and <strong>1 point</strong> for every $1 spent on all other purchases. There's a <strong>$0 Intro Annual Fee</strong> for the first year, then $95 for each additional year, and <strong>no foreign transaction fees</strong> on purchases made outside the United States. For more terms and conditions, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096828,2171954"">click here</a>.<br>
<br>
This card — and several more — can be found on our <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""http://dealnews.com/credit-cards/s1642/Chase/"">Chase Credit Card page</a>.        <div class=""article-disclaimer"">
            <p class=""article-disclaimer-text"">
                <a href=""#"" class=""article-disclaimer-link info"" data-panel=""article_disclaimer-dialog"" data-dialog_text=""DealNews has financial relationships with the credit card issuers mentioned on our site, and DealNews receives compensation if consumers choose to apply for these by clicking links in our content and ultimately sign up for these specific cards. This compensation has no impact or influence on where or how the cards appears on dealnews.com. DealNews does not include all card companies or all card offers available in the marketplace.&lt;br&gt;&lt;br&gt;
&lt;bold&gt;UGC Disclosure&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
These responses are not provided or commissioned by the bank advertiser. Responses have not been reviewed, approved or otherwise endorsed by the bank advertiser. It is not the bank advertiser's responsibility to ensure all posts and/or questions are answered.
&lt;bold&gt;Bank Disclaimer&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
This content is not provided or commissioned by the Bank Advertiser. Opinions expressed here are author's alone, not those of the Bank Advertiser, and have not been reviewed, approved or otherwise endorsed by the Bank Advertiser. This site may be compensated through the Bank Advertiser Affiliate Program."" data-dialog_title=""Advertiser Disclosure"">Advertiser Disclosure</a>
            </p>
        </div>"
,Refurb Krazilla Kzh In-Ear Headphones,,free shipping,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/uafl8bhejzzz6lcrborv",2018-01-06T12:36:12-05:00,HEADPHONES,2173076,$0 after rebate,https://www.dealnews.com/Refurb-Krazilla-Kzh-In-Ear-Headphones-for-0-after-rebate-free-shipping/2173076.html,4,"As one of its daily deals, Newegg offers the refurbished <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173076"">Krazilla Kzh In-Ear Headphones</a> in Black for $9.99. Redeem this <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098901,2173076"">$9.99 mail-in rebate</a> for the final price of <strong>$0</strong>. With <strong>free shipping</strong>, that's $10 off and the lowest price we could find. Deal ends January 6.<br>
<br>
Note: A 90-day warranty applies, but it is unclear who backs it."
True,Dynacraft Marvel Avengers 12-volt 4x4 Ride-On,,free shipping,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/vztjcbhxb5qajgakppli",2018-01-06T12:07:51-05:00,TOYS & HOBBIES,2173073,$159,https://www.dealnews.com/Dynacraft-Marvel-Avengers-12-volt-4-x4-Ride-On-for-159-free-shipping/2173073.html,3,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173073"">Dynacraft Marvel Avengers 12-volt 4x4 Ride-On</a> for <strong>$159</strong> with <strong>free shipping</strong>. That's $141 off and the lowest price we could find. It features a maximum speed of 5mph and adjustable seat belts."
,Pier 1 Imports Sale and Clearance,,free shipping w/ $49,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/lzawpaoqd5a3ule0nsxh",2018-01-06T11:46:52-05:00,HOME & GARDEN,2173067,Up to 75% off,https://www.dealnews.com/Pier-1-Imports-Sale-and-Clearance-Up-to-75-off-free-shipping-w-49/2173067.html,5,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173067"">Pier 1 Imports</a> takes <strong>up to 75% off</strong> during its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098889,2173067"">One Big Sale and Clearance</a>. (Prices are as marked.) Opt for in-store <strong>pickup</strong> where available to avoid shipping fees (which start at $5), or get free shipping on orders of $49 or more via coupon ""FREESHIP49"". Some exclusions may apply.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s1402/Pier-1-Imports/"">Pier 1 Imports Coupons</a>.</p>"
,Punk Royal Men's Printed Short-Sleeve Hoodie,2018-01-06T05:44:47-05:00,free s&h w/beauty item,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/fyhoxg6jwrerrkmdjh6i",,SWEATSHIRTS & HOODIES,2173061,$21,https://www.dealnews.com/Punk-Royal-Mens-Printed-Short-Sleeve-Hoodie-for-21-free-s-h-w-beauty-item/2173061.html,2,"Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173061"">Punk Royal Men's Printed Short-Sleeve Hoodie</a> in Black for $25.99. Coupon code ""WKND"" cuts the price to <strong>$20.79</strong>. Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098886,2173061"">beauty item</a> (they start at $3) to bag <strong>free shipping</strong>; otherwise, shipping adds $10.95. That's $23 off list and the lowest price we could find. It's available in sizes M to XXL. Deal ends January 7."
,Calvin Klein Men's Slim-Fit Stretch Blazer,2018-01-06T05:43:31-05:00,free s&h w/beauty item,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qsgi4aisak6msmwuegjm",,COATS,2173049,$67,https://www.dealnews.com/Calvin-Klein-Mens-Slim-Fit-Stretch-Blazer-for-67-free-s-h-w-beauty-item/2173049.html,3,"Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173049"">Calvin Klein Men's Slim-Fit Stretch Textured Blazer</a> in Cadet Navy for <strong>$66.93</strong>. Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098883,2173049"">beauty item</a> (they start at $3) to bag <strong>free shipping</strong>; otherwise, shipping adds $10.95. That's $131 off list and the lowest price we could find. It's available in sizes M to XXL."
,National Tree Company Light Set Storage Bag,2018-01-06T05:42:14-05:00,free s&h w/beauty item,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/gnvycnl0tcm2yyt4eku9",,HOME & GARDEN,2173037,$21,https://www.dealnews.com/National-Tree-Company-Light-Set-Storage-Bag-for-21-free-s-h-w-beauty-item/2173037.html,3,"Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173037"">National Tree Company Light Set Storage Bag Organizer</a> in Red/ Black for $25.20. Coupon code ""WKND"" cuts the price to <strong>$21.42</strong>. Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098880,2173037"">beauty item</a> (they start at $3) to bag <strong>free shipping</strong>; otherwise, shipping adds $10.95. That's the lowest price we could find by $9. It features three removable section walls to provide four separate compartments. Deal ends January 7."
,Gold's Gym Silicone Fitness Ring 2-Pack,,pickup at Walmart,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ikc2ieflmowjy25ld9wb",2018-01-06T11:45:22-05:00,EXERCISE EQUIPMENT,2173055,$5,https://www.dealnews.com/Golds-Gym-Silicone-Fitness-Ring-2-Pack-for-5-pickup-at-Walmart/2173055.html,4,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173055"">Gold's Gym Silicone Fitness Ring 2-Pack</a> for $9.98. Opt for in-store <strong>pickup</strong> to dodge the $5.99 shipping fee and cut the price to <strong>$4.83</strong>. That's $5 under the lowest price we could find for a similar 2-pack. They have a lightweight design, are made of soft silicone material, and are suitable for any workout."
,Merge Hologram Cube,2018-01-06T05:34:55-05:00,pickup at Walmart,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/gtotjpelnwyghdqxnk55",,TOYS & HOBBIES,2173064,$9,https://www.dealnews.com/Merge-Hologram-Cube-for-9-pickup-at-Walmart/2173064.html,3,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173064"">Merge Hologram Cube</a> for $14.97. Opt for in-store <strong>pickup</strong> to drop it to <strong>$9</strong>. That's tied with our mention from two weeks ago and the lowest price we could find by $6. It lets you play your favorite games with virtual reality goggles."
True,"Refurb Insignia 12"" 32GB Tablet w/ Keyboard",,free shipping,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/gkiyedhoh34lqvgvk2mh",2018-01-06T12:07:30-05:00,TABLETS,2173058,$80,https://www.dealnews.com/Refurb-Insignia-12-32-GB-Tablet-w-Keyboard-for-80-free-shipping/2173058.html,4,"As one of its daily deals, A4C offers the refurbished <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173058"">Insignia Flex 11.6"" 32GB WiFi Tablet with Keyboard</a> for <strong>$79.95</strong> with <strong>free shipping</strong>. That's $70 under the lowest price we could find for a new one. It features an Intel Atom x5 Z8300 quad-core processor, 11.6"" 1280x800 touchscreen, 32GB storage, front- and rear-facing cameras, 802.11n wireless, Bluetooth 4.0, micro USB, and Windows 10. Deal ends today.<br>
<br>
Note: A 90-day A4C warranty applies."
,Allstate Insurance Safe Driver Bonus Checks,2018-01-06T11:38:28-05:00,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/gjdssjcn0csrlr3xesii",,FINANCIAL SERVICES,2173205,2 per year w/o accidents,"https://www.dealnews.com/lw/click.html?20,2,2173205",,"At <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173205"">Allstate</a>, you can earn <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17099018,2173205"">two Safe Driving Bonus Checks</a> for every year you're accident free. Request a quote now and see how much you save."
True,4 American Rag Men's Pullover Hoodies,,free shipping,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/gueigncvyztp1taxmwuk",2018-01-06T12:07:02-05:00,SWEATSHIRTS & HOODIES,2173052,$39,https://www.dealnews.com/4-American-Rag-Mens-Pullover-Hoodies-for-39-free-shipping/2173052.html,4,"As one of its daily deals, That Daily Deal offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173052"">four American Rag Men's Pullover Hoodies</a> for <strong>$39.49</strong> with <strong>free shipping</strong>. That's tied with our expired mention from five days ago and the lowest price we could find for this quantity by $50. They're avialable in sizes from M to XXL and ship in random colors. Deal ends today."
