hotness,url,picture_url,time_published,price,uuid,editors_choice,time_modified,description,shipping,category,title
3,https://www.dealnews.com/Anne-Klein-Womens-Ceramic-Bracelet-Watch-for-40-free-s-h-w-beauty-item/2173562.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/goyckwqrslqzweyqpqdx",2018-01-07T16:58:19-05:00,$40,2173562,,,"Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173562"">Anne Klein Women's Light Pink Ceramic Bangle Bracelet Watch</a> for <strong>$39.99</strong>. Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17099273,2173562"">beauty item</a> (they start at $3) to bag <b>free shipping</b>; otherwise, shipping adds $10.95. That's $110 off list and the lowest price we could find. Features include a rose gold-tone mixed metal case, ceramic bangle bracelet, and 100 feet of water resistance.",free s&h w/beauty item,WATCHES,Anne Klein Women's Ceramic Bracelet Watch
,"https://www.dealnews.com/lw/click.html?20,2,2171069","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/dgnflhffkigi97koojiy",2018-01-03T12:34:27-05:00,"50,000 bonus points",2171069,,,"Sign up for the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171069"">Chase Sapphire Reserve℠ Credit Card</a> and earn <strong>50,000 bonus points</strong> after you spend <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17094638,2171069"">$4,000 or more</a> on purchases in the first three months from account opening – that's $750 toward travel when you redeem through Chase Ultimate Rewards®. Plus, automatically receive <strong>up to $300 in statement credits</strong> as reimbursement for travel purchases charged to your card each account anniversary year. Also, earn <strong>3X points</strong> for every $1 spent on travel and dining at restaurants worldwide, and 1 point for every $1 spent on all other purchases. There's a $450 annual fee; $75 for each authorized user. For more terms and conditions, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17094641,2171069"">click here</a>.<br>
<br>
This card — and several more — can be found on our <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""http://dealnews.com/credit-cards/s1642/Chase/"">Chase Credit Card page</a>.        <div class=""article-disclaimer"">
            <p class=""article-disclaimer-text"">
                <a href=""#"" class=""article-disclaimer-link info"" data-panel=""article_disclaimer-dialog"" data-dialog_text=""DealNews has financial relationships with the credit card issuers mentioned on our site, and DealNews receives compensation if consumers choose to apply for these by clicking links in our content and ultimately sign up for these specific cards. This compensation has no impact or influence on where or how the cards appears on dealnews.com. DealNews does not include all card companies or all card offers available in the marketplace.&lt;br&gt;&lt;br&gt;
&lt;bold&gt;UGC Disclosure&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
These responses are not provided or commissioned by the bank advertiser. Responses have not been reviewed, approved or otherwise endorsed by the bank advertiser. It is not the bank advertiser's responsibility to ensure all posts and/or questions are answered.
&lt;bold&gt;Bank Disclaimer&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
This content is not provided or commissioned by the Bank Advertiser. Opinions expressed here are author's alone, not those of the Bank Advertiser, and have not been reviewed, approved or otherwise endorsed by the Bank Advertiser. This site may be compensated through the Bank Advertiser Affiliate Program."" data-dialog_title=""Advertiser Disclosure"">Advertiser Disclosure</a>
            </p>
        </div>",,CREDIT CARDS,Chase Sapphire Reserve℠ Card
3,https://www.dealnews.com/REI-Co-op-Womens-Sprint-Flap-Daypack-for-26-pickup-at-REI/2173502.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ozhhz2m15yblv0fnh12v",,$26,2173502,,2018-01-07T21:37:28-05:00,"REI Garage offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173502"">REI Co-op Women's Sprint Flap Daypack</a> in Black for $34.73. Add it to your cart and it falls to <strong>$26.04</strong>. Opt for in-store <strong>pickup</strong> to avoid the $5.99 shipping charge. That's $44 off list and the lowest price we could find. It features interior zip mesh pockets, a divider panel, padded back and shoulder straps, and a 14"" laptop compartment. Deal ends January 8.",pickup at REI,BACKPACKS,REI Co-op Women's Sprint Flap Daypack
3,https://www.dealnews.com/Kobalt-20-pc-SAE-Metric-Mechanics-Tool-Set-for-20-free-shipping/2173526.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zxshjz1phvoyx3tyebx4",,$20,2173526,,2018-01-07T21:42:14-05:00,"Lowe's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173526"">Kobalt 20-Piece Standard and Metric Mechanic's Tool Set</a> for <strong>$19.98</strong>. Plus, MyLowe's members bag <strong>free shipping</strong>. (Not a member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17099240,2173526"">join</a>.) That's tied with last week's mention, $30 off list, and the lowest price we could find. It includes an extendable handle and an assortment of sockets and bits. Deal ends February 6.",free shipping,HAND TOOLS,Kobalt 20pc SAE / Metric Mechanic's Tool Set
3,https://www.dealnews.com/Neiko-100-Piece-Utility-Blades-w-Dispenser-for-8-free-shipping/2173529.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/yt7npmvgzttaujutezkl",,$8,2173529,,2018-01-07T21:38:00-05:00,"Square2Box via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173529"">Neiko 100-Piece Utility Blades with Dispenser</a> for <strong>$7.98</strong> with <strong>free shipping</strong>. That's tied with last month's mention and the lowest price we could find by $4. They're compatible with most standard utility knives.",free shipping,TOOLS & HARDWARE,Neiko 100-Piece Utility Blades w/ Dispenser
4,https://www.dealnews.com/Crocs-Sale-25-off-sitewide-free-shipping-w-25/2173532.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/xlgmfnw0pw0bcsgixbcp",,25% off sitewide,2173532,,2018-01-07T21:11:18-05:00,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173532"">Crocs</a> takes <b>25% off</b> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17099243,2173532"">men's, women's, and kids' shoes</a> sitewide. (The discount applies in cart.) Plus, it stacks with <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17099246,2173532"">sale items</a>, which are already marked <b>up to 50% off</b>. Shipping adds <strong>$4.99</strong>, although orders of $24.99 or more bag free shipping. Deal ends January 8.",free shipping w/ $25,SHOES,Crocs Sale
3,https://www.dealnews.com/Sony-SRSX11-Portable-Bluetooth-Speaker-for-38-free-shipping/2173523.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/w0bpadvbrrdjwbdnqzp8",,$38,2173523,,2018-01-07T21:36:11-05:00,"Groupon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173523"">Sony SRSX11 Portable Bluetooth Speaker</a> in White for <b>$37.99</b> with <b>free shipping</b>. That's the lowest price we could find by $5. This 10-watt speaker features Bluetooth 3.0 with NFC pairing, auxiliary input, and up to 12 hours of battery life.",free shipping,PORTABLE SPEAKERS,Sony SRSX11 Portable Bluetooth Speaker
3,https://www.dealnews.com/Disney-Frozen-12-V-Ride-On-Sleigh-for-198-free-shipping/2173433.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/m7lnp5ymz3waiiwhovv4",,$198,2173433,,2018-01-07T21:35:35-05:00,"<del>For in-store pickup only, with stock varying by location</del>, Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173433"">Disney Frozen 12-volt Ride-On Sleigh</a> for <b>$198</b>. That's tied with our February mention, $100 off, and the best price we could find. It features a maximum speed of 5 mph and music and flashing lights.<br>
<br>
<i>Update</i>: <strong>Free shipping</strong> is now available.",free shipping,TOYS & HOBBIES,Disney Frozen 12V Ride-On Sleigh
5,https://www.dealnews.com/Mothers-Detail-Brush-2-Pack-for-4-free-shipping-w-Prime/2173520.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/uazh7riukwwkteflzgd4",,$4,2173520,,2018-01-07T20:56:01-05:00,"Amazon offers Prime members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173520"">Mothers Detail Brush 2-Pack</a> for <strong>$3.60</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $2. It features scratch free bristles.",free shipping w/ Prime,CLEANING SUPPLIES,Mothers Detail Brush 2-Pack
4,https://www.dealnews.com/Home-Craft-Wood-Console-Sofa-Table-for-91-free-shipping/2173559.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/djvhfntfv3w6iddspcfu",,$91,2173559,,2018-01-07T21:10:07-05:00,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173559"">Home Craft Wood/Console Sofa Table</a> in Black for <b>$90.91</b> with <b>free shipping</b>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17099267,2173559"">Home Depot</a> and <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17099270,2173559"">Amazon</a> charge the same.) That's tied with our October mention and the lowest price we could find by $34. It measures 20"" x 20"" x 12"".",free shipping,TABLES,Home Craft Wood/Console Sofa Table
3,https://www.dealnews.com/Toshiba-0.9-Cubic-Foot-900-W-Microwave-Oven-for-70-free-shipping/2173517.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/eimguicmjcprormkt8t8",,$70,2173517,,2018-01-07T21:33:28-05:00,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173517"">Toshiba 0.9-Cubic Foot 900-Watt Microwave Oven</a> for <b>$69.69</b> with <b>free shipping</b>. That's the lowest price we could find by $8. It features six pre-programmed functions, child safety lock, 10 power settings, and power saving ECO mode.",free shipping,MICROWAVE OVENS,Toshiba 0.9-Cubic Foot 900W Microwave Oven
,"https://www.dealnews.com/lw/click.html?20,2,2173265","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ikii5iblmaajfhttb78y",2018-01-06T12:47:04-05:00,"40,000 Bonus Miles",2173265,,,"Sign up for the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173265"">Barclaycard Arrival Plus™ World MasterCard®</a> and earn <strong>40,000 Bonus Miles</strong> when you spend <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17099078,2173265"">$3,000 or more</a> on purchases in the first 90 days. (That equates to $400 off your next trip.) Plus, you <strong>earn 2 miles</strong> on all purchases and <strong>get 5% miles back</strong> every time you redeem for travel statement credits. Also, you'll get a <strong>0% introductory APR</strong> for 12 months on Balance Transfers made within 45 days of account opening. After that, a variable APR will apply, 17.24%, 21.24% or 24.24%, based on your creditworthiness. Please note, there is a fee for balance transfers. There's an $89 annual fee, <strong>waived for the first year</strong>, and <strong>no foreign transaction fees</strong>. For more terms and conditions, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17099081,2173265"">click here</a>.<br>
<br>
This card — and several more — can be found on our <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""http://dealnews.com/credit-cards/s39843/Barclay-Card/"">Barclaycard Credit Card page</a>.        <div class=""article-disclaimer"">
            <p class=""article-disclaimer-text"">
                <a href=""#"" class=""article-disclaimer-link info"" data-panel=""article_disclaimer-dialog"" data-dialog_text=""DealNews has financial relationships with the credit card issuers mentioned on our site, and DealNews receives compensation if consumers choose to apply for these by clicking links in our content and ultimately sign up for these specific cards. This compensation has no impact or influence on where or how the cards appears on dealnews.com. DealNews does not include all card companies or all card offers available in the marketplace.&lt;br&gt;&lt;br&gt;
&lt;bold&gt;UGC Disclosure&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
These responses are not provided or commissioned by the bank advertiser. Responses have not been reviewed, approved or otherwise endorsed by the bank advertiser. It is not the bank advertiser's responsibility to ensure all posts and/or questions are answered.
&lt;bold&gt;Bank Disclaimer&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
This content is not provided or commissioned by the Bank Advertiser. Opinions expressed here are author's alone, not those of the Bank Advertiser, and have not been reviewed, approved or otherwise endorsed by the Bank Advertiser. This site may be compensated through the Bank Advertiser Affiliate Program."" data-dialog_title=""Advertiser Disclosure"">Advertiser Disclosure</a>
            </p>
        </div>",,CREDIT CARDS,Barclaycard Arrival Plus™ MasterCard®
3,https://www.dealnews.com/Ozark-Trail-Comfort-Director-Chair-for-11-pickup-at-Walmart/2173556.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/vkevfggyztncr8fyxqs1",,$11,2173556,,2018-01-07T21:33:02-05:00,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173556"">Ozark Trail Comfort Director Chair with Side Pocket</a> in Black for <b>$10.88</b>. Opt for in-store <b>pickup</b> to avoid the $5.99 shipping fee. That's $4 off and the lowest price we could find. It features 600D polyester fabric construction and a 300-lb. weight capacity.",pickup at Walmart,CAMPING & OUTDOORS,Ozark Trail Comfort Director Chair
1,https://www.dealnews.com/Samsung-Digital-Video-Baby-Monitor-System-from-160-free-shipping/2173535.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ztvqbysa31hvsj0v3xgp",,from $160,2173535,,2018-01-07T21:40:04-05:00,"Sam's Club offers its members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173535"">Samsung BabyView Digital Video Baby Monitor System</a> for <b>$159.98</b> with <b>free shipping</b>. (Non-members pay $16 more.) That's the lowest price we could find by $39. Features include a 5"" touchscreen monitor, remote viewing on mobile devices, and night vision up to 16 feet.",free shipping,BABIES & KIDS ITEMS,Samsung Digital Video Baby Monitor System
3,https://www.dealnews.com/Belkin-7-Outlet-Power-Strip-Surge-Protector-for-12-free-shipping-w-Prime/2173514.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qrwsfyxd5l5vyamzgpbp",,$12,2173514,,2018-01-07T21:32:30-05:00,"Amazon offers Prime members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173514"">Belkin 7-Outlet SurgeMaster Home Series Power Strip Surge Protector</a> for <strong>$12.16</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $3. It features a 6-foot cord.",free shipping w/ Prime,SURGE PROTECTORS,Belkin 7-Outlet Power Strip Surge Protector
4,https://www.dealnews.com/Toshiba-Convection-Oven-for-51-free-shipping/2173505.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wosu4gllpwcopg55ko4x",,$51,2173505,,2018-01-07T21:09:30-05:00,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173505"">Toshiba Convection Oven</a> in Stainless Steel for <strong>$50.99</strong> with <strong>free shipping.</strong> That's $9 off and the lowest price we could find. It features a timer and fits a 12"" pizza or six slices of bread.",free shipping,SMALL APPLIANCES,Toshiba Convection Oven
3,https://www.dealnews.com/Chaco-Kids-Unisex-Outcross-Shoes-for-28-pickup-at-REI/2173499.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/jhlu827k85dfv5ghlcrq",,$28,2173499,,2018-01-07T21:43:24-05:00,"REI Garage offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173499"">Chaco Kids' Unisex Outcross Shoes</a> in several colors (Gunmetal pictured) for $37.73. In-cart, it drops to <b>$28.29</b>. Choose in-store <b>pickup</b> to avoid the $5.99 shipping fee. That's the lowest price we could find by $15. They're available in select sizes from 1 to 10. Deal ends January 8.",pickup at REI,KIDS' SHOES,Chaco Kids' Unisex Outcross Shoes
3,https://www.dealnews.com/Belkin-6-Outlet-Power-Strip-Surge-Protector-for-18-free-shipping-w-Prime/2173511.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/kk3xnqthxfuvwuszy5tn",,$18,2173511,,2018-01-07T21:31:30-05:00,"Amazon offers Prime members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173511"">Belkin 6-Outlet Power Strip Surge Protector</a> for <strong>$17.54</strong> with <strong>free shipping.</strong> That's the lowest price we could find by $2. It features six rotating surge-protected outlets.",free shipping w/ Prime,SURGE PROTECTORS,Belkin 6-Outlet Power Strip Surge Protector
3,https://www.dealnews.com/Food-Saver-Space-Saver-Fresh-Appliance-System-for-59-free-shipping/2173424.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/th8ege4jx6t4901xr12b",,$59,2173424,,2018-01-07T21:31:12-05:00,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173424"">FoodSaver Space-Saver Fresh Appliance System</a> for <b>$58.99</b> with <b>free shipping</b>. That's the best price we could find by $11. It features 1-touch start, auto stop, and adjustable vacuum head. This kit ships with two quart zipper bags, two gallon sipper bags, a 3-cup fresh container, and 5-cup fresh container.",free shipping,KITCHEN,FoodSaver Space-Saver Fresh Appliance System
3,https://www.dealnews.com/Ozark-Trail-Back-Care-Chair-for-8-pickup-at-Walmart/2173553.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qlk1jsmwbowtr0hdmnhq",,$8,2173553,,2018-01-07T21:30:30-05:00,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173553"">Ozark Trail Back Care Chair</a> for <b>$7.88</b>. Choose in-store <b>pickup</b> to avoid the $5.99 shipping fee. That's $6 off list and the lowest price we could find. It features a steel frame and built-in cup holder and includes a carrying bag.",pickup at Walmart,CAMPING & OUTDOORS,Ozark Trail Back Care Chair
4,https://www.dealnews.com/Johnson-Johnson-50-pc-Princess-First-Aid-Kit-for-5-free-shipping-w-Prime/2173496.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/aanhxixarbag8uey4zvb",,$5,2173496,,2018-01-07T21:08:03-05:00,"Amazon offers Prime members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173496"">Johnson &amp; Johnson Disney Princess Red Cross 50-Piece First Aid Kit</a> for <strong>$4.75</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $2. It includes hand cleansing wipes, antibiotic ointment, decorated adhesive bandages, gauze pads, and more.<br>
<br>
Note: It's currently out of stock but can still be ordered for this price.",free shipping w/ Prime,MEDICINE & MEDICAL,Johnson & Johnson 50pc Princess First Aid Kit
,https://www.dealnews.com/Soufull-Stainless-Steel-Poultry-Scissors-for-9-free-shipping-w-Prime/2172605.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/stvamjek2izwihfqpmnd",2018-01-07T00:01:00-05:00,$9,2172605,,,"yichengjin via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172605"">Soufull Multi-Functional Stainless Steel Scissors</a> for $12.88. Coupon code ""black855"" cuts that to <strong>$8.55</strong>. Plus, Prime members bag <strong>free shipping</strong>. Deal ends January 31.",free shipping w/ Prime,KITCHEN,Soufull Stainless Steel Poultry Scissors
3,https://www.dealnews.com/Convenience-Concepts-3-Tier-TV-Stand-for-30-free-shipping/2173439.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/cr4ze0wc6wirqnk6qoh2",,$30,2173439,,2018-01-07T21:29:56-05:00,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173439"">Convenience Concepts Designs2Go 3-Tier TV Stand</a> in Black for <strong>$29.74</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $10. It fits TVs up to 32"" and has a weight capacity of 80 lbs.",free shipping,TV STANDS,Convenience Concepts 3-Tier TV Stand
5,https://www.dealnews.com/Prime-6-Outlet-Power-Strip-2-Pack-for-4-free-shipping/2173550.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/mecrvutcgaodnzafgcbv",,$4,2173550,True,2018-01-07T20:54:08-05:00,"For in-store pickup only, with price and stock varying by ZIP, Lowe's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173550"">Prime 6-Outlet Power Strip 2-Pack</a> for <strong>$3.97</strong>. That's 50 cents under our mention from two weeks ago and $7 under the lowest price we could find for a similar 2-pack elsewhere. Each strip features a circuit breaker and 2-foot power cord. Deal ends February 18.",free shipping,EXTENSION CORDS & POWER STRIPS,Prime 6-Outlet Power Strip 2-Pack
3,https://www.dealnews.com/Shrinky-Dinks-Cool-Stuff-Activity-Set-for-6-free-shipping-w-Prime/2173445.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/whmejivddkt7h9y9b3bn",,$6,2173445,,2018-01-07T21:28:58-05:00,"Amazon offers Prime members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173445"">Shrinky Dinks Cool Stuff Activity Set</a> for <strong>$5.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $4. It includes eight color pencils, eight stands, six pipe cleaners, two key chains, and six magnets.",free shipping w/ Prime,TOYS & HOBBIES,Shrinky Dinks Cool Stuff Activity Set
2,https://www.dealnews.com/Hasbro-Drop-Mix-Music-Gaming-System-for-50-free-shipping/2173547.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/mfhkh936pr7vdkchs2at",,$50,2173547,True,2018-01-07T21:00:29-05:00,"Best Buy via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173547"">Hasbro DropMix Music Gaming System</a> for <strong>$49.99</strong> with <strong>free shipping</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17099258,2173547"">Amazon</a> charges the same.) That's tied mention from three weeks ago as the lowest price we've seen. (It's the best deal today by $20.) This fast-paced music mixing game features three modes of play and 60 DropMix cards with music from popular artists. <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17099261,2173547"">Click here</a> for more info.<br>
<br>
Note: This game requires a mobile device and a download of the free <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17099264,2173547"">DropMix app</a> to play.",free shipping,CARD AND BOARD GAMES,Hasbro DropMix Music Gaming System
3,https://www.dealnews.com/Refurb-Wildgame-Innovations-7-Android-Tablet-for-25-free-shipping/2173277.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/egiaeopcbpkl5v2gfwfc",,$25,2173277,,2018-01-07T21:41:40-05:00,"Erequisite via eBay offers the refurbished <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173277"">Wildgame Innovations Trail Pad Series 7"" Android Photo Media Viewer Tablet</a> for <strong>$24.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $10. It features Android 4.1 software, 8GB internal memory, water resistant housing, and Wi-Fi.<br>
<br>
Note: No warranty information is provided",free shipping,TABLETS,"Refurb Wildgame Innovations 7"" Android Tablet"
3,https://www.dealnews.com/Player-Unknowns-Battlegrounds-for-XB1-for-23/2173448.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/r2kwb0fu8w4wonwor6bs",,$23,2173448,,2018-01-07T21:44:23-05:00,"CDKeys offers Steam downloads of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173448"">PlayerUnknown's Battlegrounds for Xbox One</a> for $23.99. Coupon code ""CDK36454"" cuts that price to <strong>$23.25</strong>. Plus, receive a <strong>free</strong> Steam download of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17099189,2173448"">Assassin's Creed Unity for Xbox One.</a> That's $2 under our October mention, $10 off, and the lowest price we could find.<br>
<br>
Note: This game is early access, which means that it is not complete, and may or may not change further. Also, new customers can provide an email address on the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17099192,2173448"">CDKeys Facebook page</a> to get a unique coupon code that cuts an extra 5% off.",,GAMES,PlayerUnknown's Battlegrounds for XB1
3,https://www.dealnews.com/Monoprice-27-1440-p-AVHA-LCD-Display-for-238-free-shipping/2173538.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zrfc0hq5r8indszcnph4",,$238,2173538,,2018-01-07T21:27:23-05:00,"Monoprice offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173538"">Monoprice 27"" 1440p AVHA LCD Pixel Perfect Monitor</a> for <strong>$237.99</strong> with <strong>free shipping</strong>. That's $12 under our mention from a month ago, $42 off list, and the lowest price we've seen. It features a native resolution of 2560x1440 (1440p), DisplayPort, HDMI, dual-link DVI-D, and VGA.",free shipping,MONITORS,"Monoprice 27"" 1440p AVHA LCD Display"
