url,uuid,title,category,hotness,price,time_published,description,time_modified,editors_choice,shipping,picture_url
https://www.dealnews.com/Tools-of-the-Trade-8-Qt.-Casserole-w-Lid-for-8-after-rebate-pickup-at-Macys/2168750.html,2168750,Tools of the Trade 8-Qt. Casserole w/ Lid,KITCHEN,4,$8 after rebate,2017-12-30T04:47:41-05:00,"As one of its daily deals, Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168750"">Tools of the Trade Stainless Steel 8-Quart Casserole with Lid</a> for $17.99. This <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089757,2168750"">$10 mail-in rebate</a> cuts that to <strong>$7.99</strong>. Choose in-store <strong>pickup</strong> to avoid the backorder shipping delay, which would likely negate the rebate. That's $2 under last month's mention, $52 off list, and the lowest price we could find. It's oven safe to 450° Fahrenheit. Deal ends today.",,,pickup at Macy's,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/eqvrkphxrykic01eudx5"
https://www.dealnews.com/Philips-Hue-White-Smart-Bulb-Starter-Kit-for-60-free-shipping/2168747.html,2168747,Philips Hue White Smart Bulb Starter Kit,LIGHT BULBS,4,$60,2017-12-30T04:29:57-05:00,"As one of its daily deals, Best Buy via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168747"">Philips Hue White Smart Bulb Starter Kit</a> for <strong>$59.99</strong> with <strong>free shipping</strong>. That's tied with our mention from a month ago and the lowest price we could find now by $40. It comes with four LED bulbs and one bridge; plus, it features voice and app control. Deal ends today.",,True,free shipping,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/jqrwrawv10tutolrcsmp"
https://www.dealnews.com/Columbia-Mens-Mountainside-Full-Zip-Vest-for-40-free-shipping/2168669.html,2168669,Columbia Men's Mountainside Full Zip Vest,COATS,3,$40,2017-12-30T04:13:29-05:00,"Columbia offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168669"">Columbia Men's Mountainside Full Zip Vest</a> in Navy or Graphite for $49.98. Coupon code ""COLDEC60"" drops that to <strong>$39.98</strong>. Plus, Greater Rewards members receive <strong>free shipping</strong>. (Not a member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089718,2168669"">sign up</a>.) That's $10 below our mention from last week and the lowest price we've seen. (It's the best deal now by $40.) It's available in sizes S to XXL. Deal ends December 31.",,,free shipping,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/jiwrmc1nfdcpvfj3erri"
https://www.dealnews.com/Bacati-Pin-Dots-42-x84-Curtain-Panel-for-9-pickup-at-Walmart/2168663.html,2168663,"Bacati Pin Dots 42x84"" Curtain Panel",DECOR,3,$9,2017-12-30T04:13:24-05:00,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168663"">Bacati Pin Dots 42"" x 84"" Curtain Panel</a> in Yellow for <strong>$8.57</strong>. Choose in-store <strong>pickup</strong> to avoid the $5.99 shipping fee. That's the lowest price we could find by $21. It features a 1"" header with a 3"" rod pocket.",,,pickup at Walmart,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/flp5aqcllcpww56sc1f0"
"https://www.dealnews.com/lw/click.html?20,2,2168609",2168609,Wells Fargo Cash Wise Visa® Card,CREDIT CARDS,,$200 Cash Rewards Bonus,2017-12-30T00:01:00-05:00,"At Wells Fargo, apply for the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168609"">Wells Fargo Cash Wise Visa® Card</a> and receive a <strong>$200 Cash Rewards Bonus</strong> after you spend at least $1,000 on purchases in the first 3 months of account opening. Plus, you'll earn <strong>unlimited 1.5% Cash Rewards</strong> with no category limitations or quarterly activations. Also, earn <strong>1.8% Cash Rewards</strong> on Android Pay™ or Apple Pay® mobile wallet purchases during the first 12 months from account opening. Enjoy a <strong>0% Intro APR</strong> on purchases and balance transfers for 12 months. After that your variable APR will be 14.24% to 26.24%. Balance transfer fees apply. Finally, there's <strong>no annual fee</strong>. For more terms and conditions, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089667,2168609"">click here</a>.        <div class=""article-disclaimer"">
            <p class=""article-disclaimer-text"">
                <a href=""#"" class=""article-disclaimer-link info"" data-panel=""article_disclaimer-dialog"" data-dialog_text=""DealNews has financial relationships with the credit card issuers mentioned on our site, and DealNews receives compensation if consumers choose to apply for these by clicking links in our content and ultimately sign up for these specific cards. This compensation has no impact or influence on where or how the cards appears on dealnews.com. DealNews does not include all card companies or all card offers available in the marketplace.&lt;br&gt;&lt;br&gt;
&lt;bold&gt;UGC Disclosure&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
These responses are not provided or commissioned by the bank advertiser. Responses have not been reviewed, approved or otherwise endorsed by the bank advertiser. It is not the bank advertiser's responsibility to ensure all posts and/or questions are answered.
&lt;bold&gt;Bank Disclaimer&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
This content is not provided or commissioned by the Bank Advertiser. Opinions expressed here are author's alone, not those of the Bank Advertiser, and have not been reviewed, approved or otherwise endorsed by the Bank Advertiser. This site may be compensated through the Bank Advertiser Affiliate Program."" data-dialog_title=""Advertiser Disclosure"">Advertiser Disclosure</a>
            </p>
        </div>",,,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ttmjwoteco6cqmdv7rzz"
https://www.dealnews.com/Gerber-Mini-Paraframe-Fine-Edge-Folding-Knife-for-8-pickup-at-Walmart/2168666.html,2168666,Gerber Mini Paraframe Fine Edge Folding Knife,KNIVES & MULTITOOLS,3,$8,2017-12-30T04:12:06-05:00,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168666"">Gerber Mini Paraframe Fine Edge Clip Folding Knife</a> for <strong>$7.97</strong>. Opt for in-store <strong>pickup</strong> to avoid the $5.99 shipping fee. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089715,2168666"">Amazon</a> charges the same with free shipping via Prime.) That's tied with our October mention and the lowest price we could find by $10. It features a 2.22"" blade, frame lock mechanism, and pocket clip.",,,pickup at Walmart,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wujgat8yliq29io2dsg4"
https://www.dealnews.com/Tommy-Hilfiger-Mens-Modern-Performance-Pants-for-30-free-shipping/2168651.html,2168651,Tommy Hilfiger Men's Modern Performance Pants,PANTS,3,$30,2017-12-30T04:03:31-05:00,"Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168651"">Tommy Hilfiger Men's Modern-Fit Solid Stretch Performance Pants</a> in Khaki for <strong>$29.99</strong> with <strong>free shipping</strong>. That's $70 off and the lowest price we could find. They're available in sizes 32x30 to 40x30. Deal ends December 30.",,,free shipping,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/x1tyurjdedrtdi1rlbjt"
https://www.dealnews.com/Leap-Frog-Learning-Friends-School-Play-Set-for-10-pickup-at-Walmart/2168648.html,2168648,LeapFrog Learning Friends School Play Set,TOYS & HOBBIES,3,$10,2017-12-30T03:55:54-05:00,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168648"">LeapFrog Learning Friends Play and Discover School Play Set</a> for <strong>$9.97</strong>. Opt for in-store <strong>pickup</strong> to dodge the $5.99 shipping fee. That's $5 off and the lowest price we could find. It features five different school activities, three interactive learning friends, more than 70 stories, songs, and phrases, and moveable snack time table. Three AA batteries are required but not included.",,,pickup at Walmart,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ojtrq9y0ssdgd6i8tpno"
https://www.dealnews.com/Lincoln-Logs-Frosty-Falls-Ranch-for-23-pickup-at-Walmart/2168645.html,2168645,Lincoln Logs Frosty Falls Ranch,TOYS & HOBBIES,2,$23,2017-12-30T03:52:23-05:00,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168645"">Lincoln Logs Frosty Falls Ranch</a> for <strong>$22.97</strong>. Opt for in-store <strong>pickup</strong> to dodge the $5.99 shipping fee. That's the lowest price we could find by $12. It includes a cowboy figure, horse, and 120 pieces.",,,pickup at Walmart,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/mtqo1czjeajvnfv32x82"
https://www.dealnews.com/Tomodachi-12-pc-Titanium-Coated-Cutlery-Set-from-20-free-shipping/2168633.html,2168633,Tomodachi 12pc Titanium-Coated Cutlery Set,CUTLERY & FLATWARE,4,from $20,2017-12-30T03:39:37-05:00,"Sam's Club offers its members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168633"">Tomodachi 12-Piece Titanium-Coated Cutlery Set</a> in Copper or Black for <b>$19.98</b> with <b>free shipping</b>. (Non-members must pay a $2 surcharge.) That's the lowest price we could find by $8. The set includes a 8"" chef's knife, 8"" bread knife, 6"" utility knife, 5"" tomato knife, 4"" citrus knife, 3.5"" paring knife, and matching blade guards for each knife.",,,free shipping,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/m0bl0qc4t2miesqud5wj"
https://www.dealnews.com/Verizon-Wear24-Bluetooth-4-G-LTE-Smartwatch-for-74-free-shipping/2168654.html,2168654,Verizon Wear24 Bluetooth 4G LTE Smartwatch,SMARTWATCHES,4,$74,2017-12-30T03:34:03-05:00,"Shophotdeals1 via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168654"">Verizon Wear24 42mm Bluetooth WiFi + 4G LTE Smartwatch</a> in Gold for <strong>$73.97</strong> with <strong>free shipping</strong>. That's $5 under our mention from two weeks ago and the lowest price we could find now by $26. It features a 35mm 480x480 AMOLED display, 768MB RAM, 4GB storage, Wi-Fi, Bluetooth, stainless steel case, silicone rubber band, and Android Wear 2.0 OS.",,,free shipping,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/bq2rfvka91gm4mfxpgey"
https://www.dealnews.com/Ryobi-18-V-High-Power-Volume-Inflator-for-20-pickup-at-Home-Depot/2168546.html,2168546,Ryobi 18V High Power Volume Inflator,POWER TOOLS,5,$20,2017-12-30T03:26:33-05:00,"Home Depot offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168546"">Ryobi 18-volt High Power Volume Inflator</a> for <b>$19.97</b>. Choose in-store <b>pickup</b> to dodge the $5.99 shipping fee. That's tied with last month's mention and the lowest price we could find by $14. It can inflate a standard twin air mattress in 45 seconds.",,,pickup at Home Depot,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/yz9cwwwcosrxzpurl7xa"
https://www.dealnews.com/Werner-5-Foot-Fiberglass-Ladder-for-28-pickup-at-Lowes/2168624.html,2168624,Werner 5-Foot Fiberglass Ladder,TOOLS & HARDWARE,3,$28,2017-12-30T02:25:00-05:00,"Lowe's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168624"">Werner 5-Foot Fiberglass Ladder</a> in Camo for <strong>$27.60</strong>. Choose in-store <b>pickup</b> to avoid the $79 delivery fee. That's $45 under the best price we could find for a similar ladder elsewhere, although we saw it for $4 less three weeks ago. It features a 225-lb. capacity and slip-resistant steps.",,,pickup at Lowe's,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/shd9ohdlmec4icmhpn2e"
https://www.dealnews.com/Nike-Mens-SB-Trainerendor-Shoes-for-41-free-shipping/2168528.html,2168528,Nike Men's SB Trainerendor Shoes,SHOES,4,$41,2017-12-30T02:10:00-05:00,"Nike offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168528"">Nike Men's SB Trainerendor Shoes</a> in Black/White for $54.97. In-cart, that drops to <strong>$41.23</strong>. Plus, Nike+ members receive <b>free shipping</b>. (Not a member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089541,2168528"">join</a>.) That's the lowest price we could find by $29, although we saw them for a buck less last month. They're available in select sizes from 8 to 11. Deal ends January 4.",,,free shipping,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/lfedjdpiy7nusyqujir3"
https://www.dealnews.com/4-Months-of-Direc-TV-Now-w-Apple-TV-4-K-32-GB-for-140-free-shipping/2168561.html,2168561,4 Months of DirecTV Now w/ Apple TV 4K 32GB,"MOVIES, TV SHOWS & VIDEOS",,$140,2017-12-30T00:01:00-05:00,"At DirecTV Now, prepay for <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089601,2168561"">four months of DirecTV Now service</a> for <b>$140</b> ($35/month) and receive the recently-released <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168561"">Apple TV 4K 32GB Media Receiver</a> for <b>free</b> via the steps below. It features Apple's A10X Fusion chip, which is 2x faster and provides 4x GPU performance over the previous generation Apple TV. It also supports 4K HDR content via HDR 10 and Dolby Vision. This deal includes the ""Live a Little"" package from DirecTV Now, which offers over 60 channels to stream live, with many shows available on demand. After four months, you'll be billed $35/month for the service, but you may cancel at any time. To get this deal:
<ol>
 <li>On <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089604,2168561"">this page</a>, click ""Redeem &amp; Stream""
 </li>
 <li>create your account
 </li>
 <li>select the ""Live a Little"" tab and click ""Continue with this plan""
 </li>
 <li>on the add-ons page, click ""Skip for now""
 </li>
 <li>choose the Apple TV 4K and click ""Add to plan"", then click ""Continue""
 </li>
 <li>you'll see a final price of <b>$140</b> on the checkout page
 </li>
</ol>
Note: You must use Chrome or Safari as your browser to get this deal.",,,free shipping,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/e0ocpnku7nfbwmiqbqfc"
https://www.dealnews.com/Refurb-New-Nintendo-3-DS-XL-Console-for-160-free-shipping/2168681.html,2168681,Refurb New Nintendo 3DS XL Console,CONSOLES,2,$160,2017-12-30T01:57:46-05:00,"Nintendo via eBay offers its refurbished <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168681"">New Nintendo 3DS XL Game Console</a> in Black for <strong>$160</strong> with <strong>free shipping</strong>. That's $30 under the lowest price we could find for a new unit, although we saw a refurb with a $15 gift card for $160 three weeks ago. It features Amiibo support and is compatible with all Nintendo DS games.<br>
<br>
Note: A 1-year Nintendo warranty applies.",,,free shipping,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qnamfe1ldhqnxesaxjwm"
https://www.dealnews.com/Kitchen-Aid-1.7-Liter-Electric-Kettle-for-65-free-shipping/2168744.html,2168744,KitchenAid 1.7-Liter Electric Kettle,KITCHEN,3,$65,2017-12-30T00:48:53-05:00,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168744"">KitchenAid 1.7-Liter Electric Kettle with LED Display</a> in Brushed Stainless Steel for <strong>$64.99</strong> with <strong>free shipping</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089754,2168744"">Amazon</a> charges the same.) That's the lowest price we could find by $20. It features a clear water window with blue LED and 30-minute hold temperature function that maintains the temperature while on the base.",,,free shipping,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zogzwty693l3mhhy8zpt"
https://www.dealnews.com/Woolrich-Roaring-Branch-Jacquard-Blanket-for-60-free-shipping/2168741.html,2168741,Woolrich Roaring Branch Jacquard Blanket,BEDDING,4,$60,,"American Eagle Outfitters offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168741"">Woolrich Roaring Branch Jacquard Blanket</a> for <strong>$59.99</strong> with <strong>free shipping</strong>. That's $137 off list and the lowest price we could find. It measures 50"" x 70"".",2017-12-30T03:14:10-05:00,,free shipping,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/jgofpmg16ijeluxkuzoc"
https://www.dealnews.com/Accent-Furniture-at-Macys-Up-to-70-off/2168738.html,2168738,Accent Furniture at Macy's,HOME FURNITURE,5,Up to 70% off,2017-12-29T23:42:24-05:00,"Macy's cuts <strong>up to 70% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089751,2168738"">accent furniture</a> with prices starting at $66.20. Shipping starts around <strong>$10.95</strong> and surcharges may apply. Discounted items include chairs, side tables, chaise lounges, and loveseats. A couple best bets:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089748,2168738"">Ander Accent Chair</a> for <strong>$89</strong> + <strong>$11</strong> s&amp;h ($50 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168738"">Coryn Fabric Accent Chair</a> for <strong>$159</strong> + <strong>$26</strong> s&amp;h (pictured, $166 off)
 </li>
</ul>",,,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/rrb7htbhqbbvdq5ojz6z"
https://www.dealnews.com/OXO-Good-Grips-Spring-Loaded-Poultry-Shears-for-20-free-shipping-w-Prime/2168735.html,2168735,OXO Good Grips Spring-Loaded Poultry Shears,KITCHEN,3,$20,2017-12-29T23:17:27-05:00,"Amazon offers Prime members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168735"">OXO Good Grips Spring-Loaded Poultry Shears</a> for <strong>$19.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $5. They feature stainless-steel blades that separate for cleaning.",,,free shipping w/ Prime,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ajjg9eu4j10em0rpprme"
https://www.dealnews.com/L.L.Bean-Kids-Lunch-Box-for-8-free-shipping/2168732.html,2168732,L.L.Bean Kids' Lunch Box,BABIES & KIDS ITEMS,3,$8,2017-12-29T23:06:12-05:00,"L.L.Bean offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168732"">L.L.Bean Kids' Lunch Box</a> in six colors ( Nordic Blue Peace Daisy pictured) for $10.99. Coupon code ""EXTRA25"" cuts that to <strong>$8.24</strong>. With <strong>free shipping</strong>, that's $12 off list and the lowest price we've seen for an L.L. Bean lunch box. It features insulation, zippered closures, and a mesh pocket. Deal ends January 1.",,True,free shipping,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/c7hwjcqxcnlootnm18q1"
https://www.dealnews.com/Pok-mon-Clip-N-Carry-Pok-Ball-Belt-for-9-free-shipping-w-Prime/2168720.html,2168720,Pokémon Clip 'N' Carry Poké Ball Belt,TOYS & HOBBIES,3,$9,2017-12-29T22:09:43-05:00,"Amazon offers Prime members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168720"">Pokémon Clip 'N' Carry Poké Ball Belt</a> for <strong>$8.69</strong> with <strong>free shipping</strong>. That's about 50 cents under our mention from ten days ago and the lowest price we could find now by $16. It includes one adjustable belt, one Pikachu figure, one Poké ball, and one net ball.",,,free shipping w/ Prime,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/pxpboivmmbzjwvxll8jg"
https://www.dealnews.com/T-Fal-Airbake-16-x14-Cookie-Sheet-for-10-pickup-at-Walmart/2168687.html,2168687,"T-Fal Airbake 16x14"" Cookie Sheet",KITCHEN,3,$10,2017-12-29T21:58:05-05:00,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168687"">T-Fal Airbake 16x14"" Cookie Sheet</a> for <strong>$9.87</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089742,2168687"">Amazon</a> charges the same.) Opt for in-store <strong>pickup</strong> to avoid the $5.99 shipping charge. That's the lowest price we could find by $10. It purportedly decreases bake times by up to 15 percent.",,True,pickup at Walmart,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/kxit36sekubqhth0wsf4"
https://www.dealnews.com/Papa-Johns-coupon-50-off-full-price-orders/2168684.html,2168684,Papa John's coupon,RESTAURANTS,3,50% off full-price orders,2017-12-29T21:04:55-05:00,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168684"">Papa John's</a> cuts <strong>50% off</strong> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089736,2168684"">regular-price orders</a>, including wings, via coupon code ""2018DEAL"". That's tied with our Black Friday mention as the best percent-off discount we've seen from Papa John's. (Normally the discount is restricted to just pizzas.) Availability varies by location; some exclusions apply.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s1687/Papa-Johns/"">Papa John's Coupons</a>.</p>",,,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/o1nl6bnwexgnilaxjllr"
"https://www.dealnews.com/lw/click.html?20,2,2168564",2168564,Liberty Mutual Auto Insurance,FINANCIAL SERVICES,,Teen Discounts,2017-12-30T00:01:00-05:00,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168564"">Liberty Mutual</a> offers discounted rates on policies for teen drivers. You may qualify for rate reductions if your teen is:
<ul>
 <li>Under the age of 21 and completes a qualifying driver training program
 </li>
 <li>living at a school more than 100 miles from your home and occasionally drives your vehicle
 </li>
 <li>under the age of 25, who achieve at least a B (3.0) average
 </li>
</ul>",,,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/aq1sckhgbtxvj4gqbcxp"
https://www.dealnews.com/Tools-of-the-Trade-1.5-qt-Stainless-Tea-Kettle-for-5-pickup-at-Macys/2168639.html,2168639,Tools of the Trade 1.5qt Stainless Tea Kettle,KITCHEN,4,$5,2017-12-29T21:04:06-05:00,"As one of its daily deals, Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168639"">Tools of the Trade 1.5-Quart Stainless Steel Tea Kettle</a> for <strong>$4.99</strong>. Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089706,2168639"">beauty item</a> (they start at $3) to bag <b>free shipping</b>; otherwise, shipping adds $10.95. That's $20 off list and the lowest price we've seen. It whistles when water is boiling and features an easy-grip handle. Deal ends December 30.",,,pickup at Macy's,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zhthkguz64pyvnfvl3ob"
https://www.dealnews.com/Upcoming-Block-Calendar-Kids-Workshop-for-free-at-Home-Depot-stores/2168660.html,2168660,Upcoming: Block Calendar Kids' Workshop,THINGS TO DO,4,free,2017-12-29T20:59:04-05:00,"On January 5 from 9 am to 12 pm local time, participating Home Depot retail stores will offer a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168660"">Block Calendar Kids' Workshop</a> for <strong>free</strong>. (Select a store to register.) Kids will get to build a block calendar and also receive an apron and pin.",,,at Home Depot stores,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hbciodz9xzktz6vgxjtp"
https://www.dealnews.com/Nike-Womens-Celso-Ultra-Thong-Flip-Flops-for-11-free-shipping/2168525.html,2168525,Nike Women's Celso Ultra Thong Flip Flops,SHOES,3,$11,2017-12-29T20:58:15-05:00,"Nike offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168525"">Nike Women's Celso Ultra Thong Flip Flops</a> in Platinum/White for $14.97. In cart, that drops to <strong>$11.23</strong>. Plus, Nike+ members receive <b>free shipping</b>. (Not a member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089535,2168525"">join</a>.) That's the lowest price we could find by $10, although we saw them for a buck less the week of Black Friday. They're available in sizes 6 to 12.",,,free shipping,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qidrrx8w39jcan8dxat3"
https://www.dealnews.com/Fizzics-Waytap-Beer-Dispenser-for-85-free-shipping/2168531.html,2168531,Fizzics Waytap Beer Dispenser,SMALL APPLIANCES,4,$85,2017-12-29T20:51:43-05:00,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168531"">Fizzics Waytap Draft Beer System</a> in Black for <strong>$84.99</strong> with <strong>free shipping</strong>. That's $1 under our March mention and the lowest price we could find by $15. It's compatible with 12-oz. to 25-oz. cans and 12-oz. bottles and requires four AA batteries (not included.)",,,free shipping,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/mku1dbgeqcchgn7ec1zz"
https://www.dealnews.com/Nike-Mens-Lebron-XIV-Low-Basketball-Shoes-for-67-free-shipping/2168678.html,2168678,Nike Men's Lebron XIV Low Basketball Shoes,SHOES,4,$67,2017-12-29T20:48:30-05:00,"Nike offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168678"">Nike Men's Lebron XIV Low Basketball Shoes</a> in Stucco or Black for $89.97. In cart, that drops to <strong>$67.48</strong>. Plus, Nike+ members receive <strong>free shipping</strong>. (Not a member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089730,2168678"">join</a>.) That's the lowest price we could find by $7, although most stores charge at least $90 (if not closer to list price). They're available in select sizes from 7 to 18.",,,free shipping,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/rwbovsbsusejhuwylxj7"
