category,price,time_published,time_modified,hotness,description,picture_url,editors_choice,shipping,title,url,uuid
IMAC,"$4,989",2018-01-05T10:59:13-05:00,,1,"LA Computer Company offers the new <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172551"">Apple iMac Pro Intel Xeon W 8-Core 3.2GHz 27"" Retina 5K All-in-One Desktop</a> for <strong>$4,989</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $10 and the first time we've seen it discounted. Features include:
<ul>
 <li>Intel Xeon W-2145 3.2GHz 8-core processor
 </li>
 <li>27"" 5120x2880 (5K) Retina display
 </li>
 <li>32GB RAM
 </li>
 <li>1TB SSD
 </li>
 <li>Radeon Pro Vega 56 8GB graphics
 </li>
 <li>macOS High Sierra
 </li>
</ul>","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/l1xnsqncqiu8cv07uivq",,free shipping,"iMac Pro 8-Core 27"" 5K w/ 8GB GPU, 1TB SSD",https://www.dealnews.com/iMac-Pro-8-Core-27-5-K-w-8-GB-GPU-1-TB-SSD-for-4-989-free-shipping/2172551.html,2172551
COFFEE,$20,,2018-01-05T15:02:00-05:00,4,"Best Buy offers a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172548"">Keurig K-Cup 40-, 42-, 44-, or 48-Packs</a> for <strong>$19.99</strong>. Choose in-store <b>pickup</b> to avoid the $5.99 shipping fee. That's tied with our October mention (although that included free shipping) and a savings of at least $9 on many of these packs. (Many stores charge around $10 more.)","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/j5ikbqcjvkx756qufeht",,pickup at Best Buy,Keurig K-Cup 40- to 48-Packs,https://www.dealnews.com/Keurig-K-Cup-40-to-48-Packs-for-20-pickup-at-Best-Buy/2172548.html,2172548
JEWELRY,$20,,2018-01-05T12:56:44-05:00,1,"Win Pearl offers this <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172545"">Elastic 16mm Chenxiang / Eaglewood / Agarwood Buddhist Prayer Bead Bracelet</a> for $49.99. Coupon code ""dealnews60"" cuts it to <strong>$20</strong>. With <strong>free shipping</strong>, that's $6 under last month's mention, $30 off, and the lowest price we could find. This 8"" bracelet stretches to fit and features 16mm wood beads. Deal ends January 9.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hc1amqp8ksdq1xd6vkkz",,free shipping,16mm Chenxiang/Eaglewood/Agarwood Bracelet,https://www.dealnews.com/16-mm-Chenxiang-Eaglewood-Agarwood-Bracelet-for-20-free-shipping/2172545.html,2172545
ACTIVEWEAR,$30,,2018-01-05T22:12:53-05:00,3,"MooYee via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172536"">Makino Men's Convertible and Non-Convertible Quick Dry Hiking Pants/Shorts</a> in several colors (Dark Blue pictured) for $49.90. Coupon code ""3EQCLICJ"" cuts that to <strong>$29.94</strong>. That's $20 off and the best price we could find. They're available in select sizes from 28x29 to 38x32. Deal ends October 31.<br>
<br>
Note: Select sizes cost less after coupon.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ss8sniglu5diok89ekw9",,free shipping,Makino Men's Hiking Pants/Shorts,https://www.dealnews.com/Makino-Mens-Hiking-Pants-Shorts-for-30-free-shipping/2172536.html,2172536
HEALTH,$16,2018-01-05T10:45:00-05:00,,2,"Viekoo via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172533"">Prooral Orthopedic Memory Foam Seat Cushion</a> in Gray for $26.99. Coupon code ""AR24DBOC"" drops it to <strong>$15.92</strong>. With <strong>free shipping</strong>, that's $4 under last week's mention, $11 off, and the lowest price we've seen. It measures 17.7"" x 14"" x 2.8"" and features a washable cover with nonslip rubber bottom. Deal ends June 30.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/sinr9lgommwjp9owxmc8",,free shipping,Prooral Orthopedic Memory Foam Seat Cushion,https://www.dealnews.com/Prooral-Orthopedic-Memory-Foam-Seat-Cushion-for-16-free-shipping/2172533.html,2172533
LAPTOPS,50% off,,2018-01-05T22:08:05-05:00,3,"Dell Refurbished Store cuts <strong>50% off</strong> refurbished <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172530"">Dell Latitude E5440 and E7440 Laptops</a> via coupon code ""E5440DEAL7440"". Plus, all orders bag <strong>free shipping</strong> via the same coupon. Some exclusions apply, including clearance items. After coupon, E5440 models start at <b>$214.50</b> while E7440 models are priced from <b>$309.50</b>. Deal ends January 8.<br>
<br>
Note: Dell refurbished systems are covered by a 100-day Dell warranty.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s3007/Dell-Refurbished-Store/"">Dell Refurbished Store Coupons</a>.</p>","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/li4qud0ftnvzun3pqtgb",,free shipping,Refurb Dell Latitute E5440 and E7440 Laptops,https://www.dealnews.com/Refurb-Dell-Latitute-E5440-and-E7440-Laptops-50-off-free-shipping/2172530.html,2172530
BEDDING,from $27,2018-01-05T10:43:01-05:00,,2,"Meerkat Home via Amazon discounts the Meeracula Memory Foam Cooling Pillow via coupon code ""RGK6LMBK"" in the sizes listed below. Plus, all orders bag <b>free shipping</b>. Each pillows is filled with shredded CertiPUR memory foam. Deal ends January 31. The deals, with prices after coupon:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172539"">Meeracula Memory Foam Cooling Standard Pillow</a> for <b>$26.59</b> ($11 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097821,2172539"">Meeracula Memory Foam Cooling Queen Pillow</a> for <b>$27.99</b> ($12 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097824,2172539"">Meeracula Memory Foam Cooling King Pillow</a> for <b>$30.09</b> ($13 off)
 </li>
</ul>","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ktdo2yiwxskcfyd0qb5r",,free shipping,Meeracula Memory Foam Cooling Pillow,https://www.dealnews.com/Meeracula-Memory-Foam-Cooling-Pillow-from-27-free-shipping/2172539.html,2172539
POWER TOOLS,$16,,2018-01-05T22:07:44-05:00,3,"TacklifeDirect via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172518"">Tacklife Advanced Digital Clamp Meter</a> for $22.97. Coupon code ""ANCL93JA"" drops it to <strong>$15.85</strong>. Plus, Prime members get <strong>free shipping</strong>. That's $12 less than our July mention and the lowest price we could find by $13. It features live line, continuity, and overload tests. It requires three AAA batteries (included). Deal ends January 10.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/kswskt4bk2bn8oqizs0g",,free shipping,Tacklife Advanced Digital Clamp Meter,https://www.dealnews.com/Tacklife-Advanced-Digital-Clamp-Meter-for-16-free-shipping/2172518.html,2172518
TOYS & HOBBIES,free,,2018-01-05T22:05:39-05:00,3,"On January 6, from 3 pm to 4 pm local time, participating Toys""R""Us locations offer Rewards""R""Us Geoffrey's Birthday Club members a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172521"">LEGO birthday build and other surprises</a> for <strong>free</strong>. There will also be story-time with Geoffrey and other in-store activities.<br>
<br>
Can't make it in January? Select Toys""R""Us locations will host this same event on February 3 and March 3, from 3 pm to 4 pm local time. Not a Rewards""R""Us member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097764,2172521"">join</a>. Make sure to enroll in Geoffrey's Birthday Club during sign-up. Members will receive an email coupon for the LEGO build; print it or show a copy on your phone to receive your item.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/yufcptmol4x7abe4kc1x",,"at Toys""R""Us stores",Upcoming: Geoffrey's Birthday LEGO Build,https://www.dealnews.com/Upcoming-Geoffreys-Birthday-LEGO-Build-for-free-at-Toys-R-Us-stores/2172521.html,2172521
DESKTOPS,50% off,,2018-01-05T15:01:13-05:00,4,"Dell Refurbished Store takes <b>50% off</b> its refurbished <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172527"">Dell Optiplex 7010 Desktops</a> or its refurbished <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097776,2172527"">Dell Optiplex 9010 Desktops</a> via coupon code ""DT7010DEAL9010"". (Prices start at $259 before coupon.) Plus, the same coupon bags <b>free shipping</b>. Clearance units are excluded. Deal ends January 8.<br>
<br>
Note: Dell refurbished systems are covered by a 100-day Dell warranty.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s3007/Dell-Refurbished-Store/"">Dell Refurbished Store Coupons</a>.</p>","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/kdzzcdjqrvukleaewdjf",,free shipping,Refurb Dell Optiplex 7010 or 9010 Desktop PC,https://www.dealnews.com/Refurb-Dell-Optiplex-7010-or-9010-Desktop-PC-50-off-free-shipping/2172527.html,2172527
SERVERS,"50% off $3,000",2018-01-05T10:30:34-05:00,,2,"Dell Refurbished Store takes <strong>50% off</strong> any refurbished <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172524"">Dell PowerEdge Server</a> priced <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097770,2172524"">$3,000 or more</a> via coupon code ""POWER50DEAL"". (It only applies to single items; orders totalling $3,000 or more don't qualify.) Plus, it bags <strong>free shipping</strong> on all qualifying orders. Deal ends January 11.<br>
<br>
Note: All Dell refurbished systems are covered by a 100-day Dell warranty.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s3007/Dell-Refurbished-Store/"">Dell Refurbished Store Coupons</a>.</p>","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wgblf2hmxj6enz5qoyar",,free shipping,Refurb Dell PowerEdge Servers,https://www.dealnews.com/Refurb-Dell-Power-Edge-Servers-50-off-3-000-free-shipping/2172524.html,2172524
BABIES & KIDS ITEMS,$80,2018-01-05T10:16:12-05:00,,2,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172512"">Cosco Lift &amp; Stroll Travel System</a> in Zury for <strong>$80.02</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $22. It features a 50-lb. weight capacity, infinite recline, 3-point safety harness, adjustable canopy, and two cup holders.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/yfyhw0lh8sbrq3xvyh0w",,free shipping,Cosco Lift & Stroll Travel System,https://www.dealnews.com/Cosco-Lift-Stroll-Travel-System-for-80-free-shipping/2172512.html,2172512
LAUNDRY SUPPLIES,$26,,2018-01-05T15:39:59-05:00,3,"Langria via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172515"">Langria Single-Rail Heavy-Duty Rolling Garment Rack</a> in Chrome for $45.99. Coupon code ""4SCD8TIO"" drops that to <b>$25.75</b>. With <b>free shipping</b>, that's $20 off and the lowest price we could find. This steel rack expands vertically from 65.7"" to 70.9"" and horizontally from 50.8"" to 74.4"". It features four omnidirectional wheels (two with locking brakes) and a 200-lb. weight capacity.<br>
<br>
Also available is the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097692,2172515"">Langria Double-Rail Heavy-Duty Rolling Garment Rack</a> in Chrome for <b>$32.47</b> with <b>free shipping</b> via the above coupon. That's $20 under our July mention and the best deal today by $8. It expands vertically from 50.8"" to 74.4"" and horizontally from 58.3"" to 67.7"". This steel rack features two side rails, four omnidirectional wheels (two with locking brakes), and a 250-lb. weight capacity. Both deals end January 12.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/lovbaramqterm18cgj7l",,free shipping,Langria Single-Rail Rolling Garment Rack,https://www.dealnews.com/Langria-Single-Rail-Rolling-Garment-Rack-for-26-free-shipping/2172515.html,2172515
DRESSES,$21,,2018-01-05T22:05:30-05:00,3,"Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172497"">Style &amp; Co. Women's Jacquard Sweater Dress</a> in Hammock or Black Heather for <b>$20.83</b>. Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097578,2172497"">beauty item</a> (they start at $3) to bag <b>free shipping</b>; otherwise, shipping adds $10.95. That's $49 off list and the lowest price we could find. It's available in select sizes from M to XXL.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/aqkpozsilpjy9rrla7kk",,free s&h w/beauty item,Style & Co. Women's Jacquard Sweater Dress,https://www.dealnews.com/Style-Co.-Womens-Jacquard-Sweater-Dress-for-21-free-s-h-w-beauty-item/2172497.html,2172497
BED & BATH,$13,,2018-01-05T22:05:15-05:00,3,"Langria via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172509"">Langria Anti-Slip Bath Mat</a> in several colors (Beige pictured) for $19.99. Coupon code ""C2X2FEIP"" drops it to <b>$12.99</b>. Plus, Prime members bag <b>free shipping</b>. That's $7 off list and the lowest price we could find. This chenille bath mat measures 20"" x 32"". Deal ends January 13.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/jf6pucl2narnv1pwvkq7",,free shipping w/ Prime,Langria Anti-Slip Bath Mat,https://www.dealnews.com/Langria-Anti-Slip-Bath-Mat-for-13-free-shipping-w-Prime/2172509.html,2172509
SHOES,$38,,2018-01-05T22:04:52-05:00,3,"Ruze Shoes via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172503"">Onitsuka Tiger by ASICS Men's GSM Leather Sneakers</a> in White for <b>$37.99</b> with <b>free shipping</b>. That's the lowest price we could find by $47. They're available in sizes <del>7.5</del> 9 to 13.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/kdlizwad9qqmfcf8l4yw",,free shipping,Onitsuka Tiger by ASICS Men's GSM Sneakers,https://www.dealnews.com/Onitsuka-Tiger-by-ASICS-Mens-GSM-Sneakers-for-38-free-shipping/2172503.html,2172503
SMALL APPLIANCES,$35,,2018-01-05T22:03:36-05:00,3,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172488"">Cuisinart Supreme Grind Automatic Burr Mill</a> for <b>$35.49</b> with <strong>free shipping</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097548,2172488"">Target via eBay</a> and <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097551,2172488"">Amazon</a> have it for the same.) That's the lowest price we've seen for a new unit and the best deal today by $14. (We saw a refurb for $9 less in October.) It features an 18-position grind selector and a removable grind chamber for up to 32 cups of coffee.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/mfzfva4hehwhonwtwzkt",,free shipping,Cuisinart Supreme Grind Automatic Mill,https://www.dealnews.com/Cuisinart-Supreme-Grind-Automatic-Mill-for-35-free-shipping/2172488.html,2172488
AUTOMOTIVE,$15,,2018-01-05T21:58:53-05:00,3,"I-Max via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172500"">Auto-Vox 300-PSI Tire Inflator</a> for $18.88. Coupon code ""TNFKAHUB"" drops it to <b>$15.10</b>. Plus, Prime members bag <b>free shipping</b>. That's tied with our November mention and the lowest price we could find by $6. It includes a 10-foot power cord and three adapters. Deal ends January 20.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/z77ywjjbjnbiaqddafx2",,free shipping w/ Prime,Auto-Vox 300-PSI Tire Inflator,https://www.dealnews.com/Auto-Vox-300-PSI-Tire-Inflator-for-15-free-shipping-w-Prime/2172500.html,2172500
AUTOMOTIVE,$9,,2018-01-05T21:53:14-05:00,3,"Pido Products via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172506"">Pido Car Backseat Organizer with Tablet Holder</a> for $14.99. Coupon code ""DF52Q7SW"" cuts that to <strong>$8.99</strong>. Plus, Prime members bag <strong>free shipping</strong>. That's $6 off and the lowest price we could find. It features a tablet pocket with touchscreen window, three mesh pockets, neoprene insulated thermal pocket, large padded pocket, and adjustable seat and headrest straps. Deal ends January 20.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/nil9vn7rmubfutbhdzig",,free shipping w/ Prime,Pido Car Backseat Organizer w/ Tablet Holder,https://www.dealnews.com/Pido-Car-Backseat-Organizer-w-Tablet-Holder-for-9-free-shipping-w-Prime/2172506.html,2172506
BLU-RAY DISC MOVIES,$15,,2018-01-05T21:46:00-05:00,3,"Amazon offers Prime members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172473"">Firefly Complete Series: 15th Anniversary Edition on Blu-ray</a> for <s>$16.81</s> with <strong>free shipping</strong>. That's tied with last month's mention and the lowest price we could find today by $3.<br>
<br>
<i>Update</i>: The price has dropped to <strong>$14.96</strong>.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ler3k6offwqblwmizexx",,free shipping w/ Prime,Firefly Series: 15th Ann. Ed. on Blu-ray,https://www.dealnews.com/Firefly-Series-15-th-Ann.-Ed.-on-Blu-ray-for-15-free-shipping-w-Prime/2172473.html,2172473
COATS,$40,,2018-01-05T21:44:36-05:00,3,"Columbia offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172470"">Columbia Men's Mountainside Full Zip Vest</a> in Navy or Graphite for $49.98. Coupon code ""COLNEWYEAR60"" drops that to <strong>$39.98</strong>. Plus, Greater Rewards members receive <strong>free shipping</strong>. (Not a member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097494,2172470"">sign up</a>.) That's tied with our mention from last week as the lowest price we've seen. (It's the best deal now by $40.) It's available in sizes S to XXL.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/jiwrmc1nfdcpvfj3erri",,free shipping,Columbia Men's Mountainside Full Zip Vest,https://www.dealnews.com/Columbia-Mens-Mountainside-Full-Zip-Vest-for-40-free-shipping/2172470.html,2172470
COATS,$99,,2018-01-05T21:44:03-05:00,3,"Sierra Trading Post offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172491"">Mountain Hardwear Men's Radian Hooded Jacket</a> in Thunderhead Grey or Hardwear Navy for <strong>$99</strong> plus <strong>$11.95</strong> for shipping. That's the lowest price we could find by $78. It's available in select sizes from S to XXL.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/eurp0ib4pdfchr6kofhe",,$12 shipping,Mountain Hardwear Men's Radian Hooded Jacket,https://www.dealnews.com/Mountain-Hardwear-Mens-Radian-Hooded-Jacket-for-99-12-s-h/2172491.html,2172491
CLOTHING & ACCESSORIES,Up to 50% off + 30% off,,2018-01-05T14:59:41-05:00,5,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097572,2172494"">Abercrombie &amp; Fitch</a> takes <strong>up to 50% off</strong> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172494"">men's and women's clearance styles</a> during its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097575,2172494"">Winter Clearance Sale</a>. (Prices are as marked.) Plus, take an <b>extra 30% off</b> via coupon code ""11260"". Shipping adds <strong>$7</strong>, but orders of $75 or more qualify for free shipping. Some exclusions apply.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s2012/Abercrombie-Fitch/"">Abercrombie &amp; Fitch Coupons</a>.</p>","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/fkncz5epkl1qjd1cm1e2",,free shipping w/ $75,Abercrombie & Fitch Winter Clearance Sale,https://www.dealnews.com/Abercrombie-Fitch-Winter-Clearance-Sale-Up-to-50-off-30-off-free-shipping-w-75/2172494.html,2172494
CUTLERY & FLATWARE,$55,,2018-01-05T21:43:56-05:00,3,"GoodGrabs via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172476"">Oneida Cella 62-Piece Casual Flatware Set</a> for <strong>$54.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $95, outside of the mention below. It includes 12 dinner forks, salad forks, dinner spoons, teaspoons, and dinner knives, as well as a 2-piece serving set.<br>
<br>
A close price: <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097506,2172476"">Finest Flatware via eBay</a> has it for $59.99 with free shipping.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/gmowrd2nfektfnhh6igf",,free shipping,Oneida Cella 62-Piece Casual Flatware Set,https://www.dealnews.com/Oneida-Cella-62-Piece-Casual-Flatware-Set-for-55-free-shipping/2172476.html,2172476
LUGGAGE & TRAVEL GEAR,$130,,2018-01-05T21:43:38-05:00,3,"BuyDig offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172482"">Samsonite S'Cure 28"" Zipperless Spinner Luggage</a> in Black for <strong>$129.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $269. It features Flowlite polypropylene construction, four multi-directional spinner wheels, a retractable handle, full-zip divider pad, and 3-point locking system with TSA lock. Deal ends January 29.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/mxwbl3hqqscqnopvvyii",,free shipping,"Samsonite S'Cure 28"" Spinner Luggage",https://www.dealnews.com/Samsonite-SCure-28-Spinner-Luggage-for-130-free-shipping/2172482.html,2172482
GROUPON COUPONS,,,2018-01-05T21:43:20-05:00,3,"Groupon discounts <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097545,2172485"">more than 50,000 items and local deals</a> as part of its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172485"">Savings to Rave About Sale</a>. Shipping adds <b>$3.99</b> on goods, or get free shipping on orders of $34.99 or more. Deal ends January 6.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/muuqgb6zvfcgedh2isgq",,,Groupon Savings to Rave About Sale,https://www.dealnews.com/Groupon-Savings-to-Rave-About-Sale-free-shipping-w-35/2172485.html,2172485
MONITORS,$313,2018-01-05T09:13:12-05:00,,1,"Dell Home, via its Member Purchase Program, offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172458"">Dell UltraSharp U2518D 25"" 1440p IPS LED-Backlit LCD Monitor</a> for <strong>$313.49</strong> with <strong>free shipping</strong>. Plus, Dell Advantage Loyalty Reward members also bag <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097536,2172458"">$50 in Dell Bonus Rewards</a>. (It'll appear as a credit in your account. Not a member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097539,2172458"">join</a>.) Assuming you use the credit, that's the lowest price we could find by $87. (For further comparison, that's a $19 price drop from our mention from two weeks ago, although that came with a $100 Dell Gift Card.) It features a 2560x1440 (1440p) native resolution, USB 3.0, HDMI, DisplayPort, and height-, tilt-, swivel-, and pivot-adjustable stand.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/yskjwyk7pxazcjbc7pmd",,free shipping,"Dell UltraSharp 25"" Display w/ $50 Dell GC",https://www.dealnews.com/Dell-Ultra-Sharp-25-Display-w-50-Dell-GC-for-313-free-shipping/2172458.html,2172458
EXERCISE EQUIPMENT,$69,,2018-01-05T15:14:42-05:00,2,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172467"">Gold's Gym Single Station Heavy Bag Boxing Stand</a> for <strong>$69</strong> with <strong>free shipping</strong>. That's $31 under the lowest price we could find for a similar stand. It holds bags up to 100 lbs.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/xwffxrsvz8mc2rnyvrbs",,free shipping,Gold's Gym Heavy Bag Boxing Stand,https://www.dealnews.com/Golds-Gym-Heavy-Bag-Boxing-Stand-for-69-free-shipping/2172467.html,2172467
SHOES,$35,,2018-01-05T21:43:08-05:00,3,"A Step Ahead Shoes via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172443"">Khombu Men's Flume 2 Waterproof Hiking Boots</a> in Grey for <strong>$34.99</strong> with <strong>free shipping</strong>. That's $45 off and the lowest price we could find. They're available in sizes 10 to 13.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/w9wvtbrgq86oqyufhfns",,free shipping,Khombu Men's Flume 2 Waterproof Hiking Boots,https://www.dealnews.com/Khombu-Mens-Flume-2-Waterproof-Hiking-Boots-for-35-free-shipping/2172443.html,2172443
