hotness,url,time_published,time_modified,description,shipping,uuid,price,picture_url,editors_choice,title,category
2,https://www.dealnews.com/Disneys-Jungle-Book-14-Sing-Talk-Baloo-for-12-pickup-at-Walmart/2168144.html,2017-12-29T09:03:16-05:00,,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168144"">Disney's The Jungle Book 14"" Sing &amp; Talk Baloo Plush</a> for <strong>$12.07</strong>. Opt for in-store <strong>pickup</strong> to avoid the $5.99 shipping fee. That's tied with last week's mention and the lowest price we could find by $5. It features sound bytes, courtesy of Bill Murray, and it sings ""Bear Necessities.""",pickup at Walmart,2168144,$12,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/g5hejolbzd5ipoknewmo",,"Disney's Jungle Book 14"" Sing & Talk Baloo",TOYS & HOBBIES
3,https://www.dealnews.com/2-Victorias-Secret-Womens-Bralettes-for-30-8-s-h/2168150.html,,2017-12-29T15:42:23-05:00,"Victoria's Secret offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168150"">two Victoria's Secret Bralette Collection Women's Front-close Bralettes</a> in several colors (Kir Chantilly Lace pictured) for <strong>$30</strong> plus <strong>$8</strong> for shipping. That's $11 off and the lowest price we could find, although we saw them for $10 less in April. It's available in sizes from XS to XL.",$8 shipping,2168150,$30,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/s0m7inunf14b98w087pd",,2 Victoria's Secret Women's Bralettes,INTIMATES
3,https://www.dealnews.com/Victorias-Secret-Womens-Cheeky-Panties-for-4-8-s-h/2168147.html,,2017-12-29T15:41:54-05:00,"Victoria's Secret offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168147"">Victoria's Secret Women's Cotton Lingerie Cheeky Panties</a> in a variety of styles (Plaid pictured) for <strong>$3.99</strong>. Shipping adds <strong>$8</strong>, so it's recommended you buy several pairs to offset that cost. Still, it's $5 off list for a single pair and the lowest price we could find. They come in select sizes from XS to XL.",$8 shipping,2168147,$4,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/bnnu2dm5dnne9tetcdcx",,Victoria's Secret Women's Cheeky Panties,INTIMATES
3,https://www.dealnews.com/Victorias-Sport-Womens-Anytime-Leggings-for-25-8-s-h/2168141.html,,2017-12-29T15:40:49-05:00,"Victoria's Secret offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168141"">Victoria's Sport Women's Anytime Cotton Leggings</a> in several colors (Black Pearl pictured) for <strong>$24.99</strong> plus <strong>$8</strong> for shipping. That's $20 off and the lowest price we could find. They're available in short, regular, and long sizes from XS to XL.",$8 shipping,2168141,$25,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qohcu61dsy8boo8vigch",,Victoria's Sport Women's Anytime Leggings,ACTIVEWEAR
2,https://www.dealnews.com/Olaxer-Ceramic-Hair-Straightening-Brush-for-18-free-shipping/2168117.html,2017-12-29T08:39:37-05:00,,"SkySeaCloud via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168117"">Olaxer Ceramic Hair Straightening Brush</a> for $35.99. Coupon code ""4I9CNA7Q"" cuts the price to <strong>$17</strong>. With <strong>free shipping</strong>, that's a buck under last week's mention, $19 off list, and the lowest price we could find. It features five heat settings, an ergonomic handle, and anti-scald technology. Deal ends January 3.",free shipping,2168117,$18,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/odidk5fbgix1koohnutq",,Olaxer Ceramic Hair Straightening Brush,HAIR CARE
3,https://www.dealnews.com/Victorias-Sport-Womens-Strappy-Sport-Bra-for-13-8-s-h/2168138.html,,2017-12-29T15:40:10-05:00,"Victoria's Secret offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168138"">Lightweight by Victoria's Secret Sport Women's Strappy Sport Bra</a> for <strong>$12.99</strong> plus <strong>$8</strong> for shipping. That's $17 off and the lowest price we could find. It's available in sizes from 32A to 38D <del>38DD</del>.",$8 shipping,2168138,$13,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ikyds66hgcgjxbem9eg4",,Victoria's Sport Women's Strappy Sport Bra,INTIMATES
3,https://www.dealnews.com/7-Wired-Video-Intercom-Doorbell-Kit-for-60-free-shipping/2168135.html,,2017-12-29T15:38:55-05:00,"Yallstore via eBay offers this <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168135"">7"" Wired Video Intercom Doorbell Kit</a> for <strong>$59.59</strong> with <strong>free shipping</strong>. That's $60 off and the lowest price we could find, excluding other eBay vendors. It features a 7"" 480x234 LCD display with night vision, 0.3-megapixel CMOS sensor, 92-degree viewing angle, and an image transmission distance of 656-feet.",free shipping,2168135,$60,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/tyssufbkmbe3vayig02a",,"7"" Wired Video Intercom Doorbell Kit",HOME SECURITY
3,https://www.dealnews.com/adidas-Mens-Taylor-Made-Mesh-Golf-Flex-Fit-Cap-for-10-free-shipping/2168126.html,,2017-12-29T15:38:31-05:00,"Holeoutgolfshop via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168126"">adidas TaylorMade Men's Golf Tour Mesh FlexFit Cap</a> in Camouflage for <strong>$9.95</strong> with <strong>free shipping</strong>. That's $15 off list and the lowest price we could find. It's available in sizes S/M or L/XL.",free shipping,2168126,$10,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/rsu1rgtntozqpqyy82fg",,adidas Men's TaylorMade Mesh Golf FlexFit Cap,ACCESSORIES
2,https://www.dealnews.com/Victorias-Secret-Womens-Graphic-T-Shirt-for-10-8-s-h/2168132.html,2017-12-29T08:31:52-05:00,,"Victoria's Secret offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168132"">Victoria's Secret Women's Graphic Scoopneck T-Shirt</a> in several colors (Black pictured) for <strong>$9.99</strong> plus <strong>$8</strong> for shipping. That's $15 off and the lowest price we could find. It's available in sizes from XS to XL.",$8 shipping,2168132,$10,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/tc7a9azymqooyluzirfd",,Victoria's Secret Women's Graphic T-Shirt,SLEEP & LOUNGE
3,https://www.dealnews.com/Lenovo-L27-q-27-1440-p-IPS-LED-LCD-Display-for-200-free-shipping/2168123.html,,2017-12-29T15:54:42-05:00,"Lenovo offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168123"">Lenovo L27q 27"" 1440p QHD IPS LED-Backlit LCD Monitor</a> for $224.99. Coupon code ""MONITORSALE"" cuts that to <strong>$199.99</strong>. With <strong>free shipping</strong>, that's tied with last week's mention and the lowest price we could find by $60. It features a native resolution of 2560x1440 (1440p) and DisplayPort and HDMI inputs.",free shipping,2168123,$200,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/uajoqrt0yis7slbrprqt",,"Lenovo L27q 27"" 1440p IPS LED LCD Display",MONITORS
2,https://www.dealnews.com/Pisen-10-000-m-Ah-Slim-Power-Bank-for-17-free-shipping-w-Prime/2168105.html,2017-12-29T08:23:34-05:00,,"Pisen via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168105"">Pisen 10,000mAh Slim Power Bank</a> in Red for $24.99. Coupon code ""3DQXV6UN"" cuts it to <strong>$16.99</strong>. With <strong>free shipping</strong> for Prime members, that's $8 off list and the lowest price we could find. It features micro USB and Lightning ports, over-heat protection, auto-off, and LED power indicator. Deal ends January 9.",free shipping w/ Prime,2168105,$17,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/i43cl8f056j6ffcevgzo",,"Pisen 10,000mAh Slim Power Bank",PORTABLE POWER BANKS
4,https://www.dealnews.com/Weatherproof-Mens-Jason-Waterproof-Hikers-for-37-free-shipping/2168129.html,,2017-12-29T20:48:31-05:00,"Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168129"">Weatherproof Men's Vintage Jason Waterproof Hikers</a> in several colors (Tan pictured) for <strong>$36.99</strong> with <strong>free shipping</strong>. That's $38 off and the lowest price we could find, They're available in sizes from 8 to 13. Deal ends December 30.",free shipping,2168129,$37,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/bmnlusuagr9x23ykikmf",,Weatherproof Men's Jason Waterproof Hikers,COATS
,https://www.dealnews.com/features/What-to-Expect-From-2018-Shopping/2152364.html,2017-12-29T08:00:01-05:00,,"If you're wondering <a data-iref=""fp-feature-content-wide-body"" href=""https://www.dealnews.com/features/What-to-Expect-From-2018-Shopping/2152364.html"">what the retail landscape will look like in 2018</a>, the buzzwords are numerous. Shopping will look less and less like it did a decade, or even five years ago. Check out our full analysis.",,2162873,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/iv2iyq9xh2ehm56up1mp",,What to Expect From 2018 Shopping,CONSUMER NEWS
3,https://www.dealnews.com/Elite-Dangerous-Legendary-Ed.-for-PS4-XB1-for-20-pickup-at-Game-Stop/2168120.html,,2017-12-29T20:34:42-05:00,"GameStop offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168120"">Elite Dangerous: Legendary Edition for PlayStation 4</a> or <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088074,2168120"">Xbox One</a> for <strong>$19.99</strong>. Opt for in-store <strong>pickup</strong> to dodge the $5.99 shipping fee. That's tied with last month's mention and the lowest price we could find by at least $25. It includes the base game and the Horizons season pass.",pickup at GameStop,2168120,$20,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/sdxvjl8jsce6xxmapcam",True,Elite Dangerous: Legendary Ed. for PS4/XB1,GAMES
4,https://www.dealnews.com/Victorias-Secret-Semi-Annual-Sale-25-to-60-off-free-shipping-w-100/2168114.html,,2017-12-29T20:48:05-05:00,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168114"">Victoria's Secret</a> takes <strong>25% to 60% off</strong> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088068,2168114"">items</a> in its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088071,2168114"">Semi-Annual Sale</a>. (Prices are as marked.) Shipping adds <strong>$8</strong>, or bag free shipping on orders of $100 or more. Bras start from <strong>$9.99</strong>, panties from <strong>$3.99</strong>, and sportswear from <strong>$12.99</strong>.",free shipping w/ $100,2168114,25% to 60% off,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hu9zx2rnb68d2zxssjt0",,Victoria's Secret Semi-Annual Sale,CLOTHING & ACCESSORIES
5,https://www.dealnews.com/Samples-w-2-Amazon-Credit-for-2-w-Prime-free-shipping/2168111.html,,2017-12-29T20:20:32-05:00,"For Prime members only, Amazon offers a range of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168111"">samples bundled with $2 Amazon Credit</a> for <strong>$2 each</strong> with <strong>free shipping</strong>. Assuming you'll spend the credit, that essentially makes these samples free. Save on toothpaste, groceries, beauty items, and more.",free shipping,2168111,$2 w/ Prime,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zduoyf837xc2bzhmurfl",True,Samples w/ $2 Amazon Credit,AMAZON COUPONS
1,https://www.dealnews.com/Pisen-2-500-m-Ah-Power-Bank-for-6-w-25-purchase-free-shipping-w-Prime/2168108.html,2017-12-29T07:14:54-05:00,,"With orders of $25 or more, Amazon offers Prime members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168108"">Pisen 2,500mAh Portable Battery Pack</a> in Pink for $8.99. Coupon code ""NW6EHLIS"" cuts the price to <strong>$5.93</strong>. With <strong>free shipping</strong>, that's $3 off list and the lowest price we could find. It includes a micro USB cable. Deal ends January 8.<br>
<br>
Note: This item is part of Amazon's ""Add-on Program""; it can only be purchased with an order of $25 or more.",free shipping w/ Prime,2168108,$6 w/ $25 purchase,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/et9e7ivkpndkjfbciowi",,"Pisen 2,500mAh Power Bank",PORTABLE POWER BANKS
,https://www.dealnews.com/features/VIDEO-Best-Bubbles-for-Your-Buck-Champagne-Taste-Test/938817.html,2017-12-29T07:00:01-05:00,,"Nothing says ""Happy new year"" like the popping of a cork, but are there any sparkling wines that are good <i>and</i> a good price? <a data-iref=""fp-feature-content-wide-body"" href=""https://www.dealnews.com/features/VIDEO-Best-Bubbles-for-Your-Buck-Champagne-Taste-Test/938817.html"">Find out in our video taste test!</a>",,2158745,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wdwjwfbmtl2kr9c0ffjb",,VIDEO: Our Champagne Taste Test Finds the Best Bubbles for Your Buck!,BUYING GUIDES
3,https://www.dealnews.com/Dr.meter-16.5-Foot-2-MP-Endoscope-for-19-free-shipping/2168090.html,,2017-12-29T12:08:55-05:00,"ThousandShores via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168090"">Dr.meter 16.5-Foot Endoscope</a> for $29.99. Coupon code ""33D3WOUF"" cuts the price to <strong>$19</strong>. With <strong>free shipping</strong>, that's $11 off list and the lowest price we could find. It features an 8mm 2-megapixel camera, eight dimmable LEDs, semi-rigid cable, mirror, magnet, and hook. Deal ends December 31.",free shipping,2168090,$19,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/v2spqjzcrlvqfaewnzsi",,Dr.meter 16.5-Foot 2MP Endoscope,CELL PHONE ACCESSORIES
3,https://www.dealnews.com/Tenergy-Bluetooth-Digital-Meat-Thermometer-for-59-free-shipping/2168096.html,,2017-12-29T12:07:41-05:00,"Tenergy via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168096"">Tenergy Bluetooth Digital Meat Thermometer</a> for $69.99. Coupon code ""4SOS5JCE"" cuts it to <strong>$59.49</strong>. With <strong>free shipping</strong>, that's $11 off and the lowest price we could find. It features six channels, six probes, an LCD display, and readings via the Solis Thermo app for <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088056,2168096"">iOS</a> or <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088059,2168096"">Android</a> (to a 100-foot range). Deal ends December 31.",free shipping,2168096,$59,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hgatgkfpaanxhmgtxnwz",,Tenergy Bluetooth Digital Meat Thermometer,KITCHEN
3,https://www.dealnews.com/Pisen-Easy-Power-10-000-m-Ah-Portable-Charger-for-10-free-shipping-w-Prime/2168054.html,,2017-12-29T12:06:41-05:00,"Pisen Electronics via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168054"">Pisen Easy Power 10,000mAh Portable Charger</a> in White for $15.99. Coupon code ""WSX7WHRL"" cuts the price to <strong>$9.91</strong>. With <strong>free shipping</strong> for Prime members, that's $6 off list and the lowest price we could find. It includes a micro USB cable. Deal ends January 10.",free shipping w/ Prime,2168054,$10,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/xv0k4dmk1nbabq5lxtg2",,"Pisen Easy Power 10,000mAh Portable Charger",CELL PHONE CHARGERS
5,https://www.dealnews.com/Home-Depot-Overstock-Sale-Up-to-75-off-free-shipping-w-45/2168093.html,,2017-12-29T20:20:18-05:00,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168093"">Home Depot</a> takes <b>up to 75% off</b> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088053,2168093"">overstock items</a>, with prices starting at <s>$5.99</s> <strong>$4</strong>. Shipping starts at <strong>$5.99</strong>, but select items and orders of $45 or more qualify for free shipping. (Some oversized items may incur additional fees; in-store pickup is also available for many items.) Discounted items include decor, bathroom items, lighting, furniture, and more.",free shipping w/ $45,2168093,Up to 75% off,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/t4ri2iy3xr4frght7n3w",,Home Depot Overstock Sale,HOME & GARDEN
4,https://www.dealnews.com/Dr.meter-Pepper-and-Salt-Grinder-for-12-free-shipping-w-Prime/2168087.html,,2017-12-29T20:47:43-05:00,"Thousandshores via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168087"">Dr.meter Pepper and Salt Grinder</a> for $16.99. Coupon code ""6UILVIOA"" cuts it to <strong>$12</strong>. With <strong>free shipping</strong> for Prime members, that's $5 off list and the lowest price we could find. It features Each grinder features a ceramic rotor with manual coarseness adjustment. Deal ends December 31.",free shipping w/ Prime,2168087,$12,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/xho9hrncus3do9so9ypg",,Dr.meter Pepper and Salt Grinder,KITCHEN
3,https://www.dealnews.com/Depstech-16.5-Foot-Wireless-Endoscope-for-27-free-shipping/2168084.html,,2017-12-29T12:05:45-05:00,"Depstech via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168084"">Depstech 16.5-Foot Wireless Endoscope</a> for $42.99. Coupon code ""QT5FCA6W"" cuts that to <strong>$27.49</strong>. (It doesn't stack with the clippable coupon on the product page.) With <strong>free shipping</strong>, that's tied with last month's mention, $16 off list, and the lowest price we could find. It's compatible with Android and iOS and features three adjustable resolutions (up to 720p) and a 2-megapixel camera. Deal ends January 25.",free shipping,2168084,$27,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/io1sk1ouhvbhmkxj0hcr",,Depstech 16.5-Foot Wireless Endoscope,CELL PHONE ACCESSORIES
5,https://www.dealnews.com/NHL-Cold-Weather-Apparel-at-Amazon-Up-to-40-off-from-3-free-shipping-w-Prime/2168081.html,,2017-12-29T20:18:45-05:00,"As one of its daily deals, Amazon takes <strong>up to 40% off</strong> select <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088050,2168081"">NHL cold-weather apparel</a>, with prices starting from <s>$3.53</s> <strong>$3.39</strong>. Plus, Prime members receive <strong>free shipping</strong>. Deal ends today. A couple of best bets:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088044,2168081"">adidas Men's NHL Authentic Pullover Hoodie</a> from <strong>$30</strong> (low by $19)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168081"">adidas Men's NHL CCM Pullover Jersey Hoodie</a> from <strong>$30</strong> (Calgary Flames pictured, low by $55)
 </li>
</ul>",free shipping w/ Prime,2168081,"Up to 40% off, from $3","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/d5bisfubhcsisgtxkiz0",,NHL Cold-Weather Apparel at Amazon,CLOTHING & ACCESSORIES
3,https://www.dealnews.com/Stansport-Emergency-Campers-Multi-Tool-for-8-pickup-at-Walmart/2168069.html,,2017-12-29T14:55:19-05:00,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168069"">Stansport Emergency Camper's Multi Tool</a> for <strong>$7.53</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088047,2168069"">Amazon</a> charges the same price, for Prime members only.) Opt for in-store <strong>pickup</strong> to dodge the $5.99 shipping fee. That's the lowest price we could find by $10. It features an axe, hammer, knife, saw, blades, screwdrivers, file and more.",pickup at Walmart,2168069,$8,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ri69zcyh3fdubonphwis",,Stansport Emergency Camper's Multi Tool,TOOLS & HARDWARE
3,https://www.dealnews.com/Elechomes-1.7-L-Keep-Warm-Electric-Kettle-for-20-free-shipping/2168078.html,,2017-12-29T12:04:04-05:00,"SkySeaCloud via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168078"">Elechomes 1.7-Liter Smart Keep Warm Electric Kettle</a> in Black for $29.99. Coupon code ""Q8M8TJQU"" cuts it to <strong>$19.99</strong>. With <strong>free shipping</strong>, that's $4 less than last week's mention, $10 off list, and the lowest price we've seen. Deal ends December 31.",free shipping,2168078,$20,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/r5kqixtzzpqho4uxxhbn",,Elechomes 1.7L Keep Warm Electric Kettle,SMALL APPLIANCES
4,https://www.dealnews.com/Lighting-and-Light-Bulbs-at-Home-Depot-Up-to-60-off-free-shipping/2168075.html,,2017-12-29T20:47:14-05:00,"As one of its daily deals, Home Depot takes <strong>up to 60% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168075"">lighting and light bulbs</a>. (Prices are as marked.) Plus, all orders receive <strong>free shipping</strong>. Deal ends today.",free shipping,2168075,Up to 60% off,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/lsv0e7c3zk8jab7nckl6",,Lighting and Light Bulbs at Home Depot,LIGHTING & LAMPS
2,https://www.dealnews.com/Prey-for-PC-w-DLC-for-13/2168072.html,,2017-12-29T20:41:08-05:00,"CDKeys offers Steam downloads of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168072"">Prey for Windows</a> bundled with the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088023,2168072"">Cosmonaut Shotgun Pack DLC</a> for <strong>$13.49</strong>. That's $3 under our September mention and the lowest price we've seen. (It's now $3 under the best price for the base game alone.) It's this editor's Game of the Year, and I'm <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088026,2168072"">not alone</a>.<br>
<br>
Note: New customers can provide an email address on the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088029,2168072"">CDKeys Facebook page</a> to get a unique coupon code that cuts an extra 5% off.<br>
<br>
Still undecided? A trial is available for <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088032,2168072"">Windows, PS4, and Xbox One</a>, which allows you to carry over your progress should you decide to buy the game.",,2168072,$13,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ok90ayz0qmswkq0ybbz2",True,Prey for PC w/ DLC,PC GAMES
2,https://www.dealnews.com/Elechomes-1-600-W-68-oz.-High-Speed-Blender-for-90-free-shipping/2168060.html,,2017-12-29T12:03:17-05:00,"SkySeaCloud via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168060"">Elechomes 1,600-watt 68-oz. High Speed Blender</a> for $129.99. Coupon code ""5PBVKPP4"" cuts that to <strong>$89.99</strong>. With <strong>free shipping</strong>, that's $9 less than last week's mention, $410 off list, and the lowest price we could. It features ten speeds up to 30,000 RPM, an LED display, and measuring cup. Deal ends December 31.",free shipping,2168060,$90,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/rttw1lhu5yz7bgs8llau",,"Elechomes 1,600W 68-oz. High Speed Blender",SMALL APPLIANCES
5,https://www.dealnews.com/Amazon-Digital-Day-Sale-Up-to-80-off/2168063.html,,2017-12-29T20:18:00-05:00,"Today only, Amazon takes <strong>up to 80% off</strong> select <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088020,2168063"">software, music, movies, apps, games, eBooks, and more</a> as part of its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168063"">Digital Day Sale</a>. (Prices are as marked.)",,2168063,Up to 80% off,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/z4bg6edul1hfbfhfr87x",,Amazon Digital Day Sale,AMAZON COUPONS
5,https://www.dealnews.com/1-Month-HBO-Now-Sub.-w-10-Amazon-Credit-for-free/2168057.html,,2017-12-29T20:17:47-05:00,"Today only, for new HBO customers, Amazon offers a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168057"">1-month HBO Now Subscription</a> bundled with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088014,2168057"">$10 Amazon Credit</a> for <strong>free</strong>, when you download the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088017,2168057"">HBO app</a>. That's a total savings of $25 and the first time we've seen such an offer.<br>
<br>
Note: Be sure to cancel your subscription before the trial finishes to avoid the subsequent $14.99 monthly charge.",,2168057,free,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/gmbotanngvgufy1fp8ut",True,1-Month HBO Now Sub. w/ $10 Amazon Credit,VIDEO DOWNLOADS
