uuid,shipping,price,url,editors_choice,description,picture_url,category,time_published,hotness,time_modified,title
2173064,pickup at Walmart,$9,https://www.dealnews.com/Merge-Hologram-Cube-for-9-pickup-at-Walmart/2173064.html,,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173064"">Merge Hologram Cube</a> for $14.97. Opt for in-store <strong>pickup</strong> to drop it to <strong>$9</strong>. That's tied with our mention from two weeks ago and the lowest price we could find by $6. It lets you play your favorite games with virtual reality goggles.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/gtotjpelnwyghdqxnk55",TOYS & HOBBIES,2018-01-06T05:34:55-05:00,3,,Merge Hologram Cube
2173058,free shipping,$80,https://www.dealnews.com/Refurb-Insignia-12-32-GB-Tablet-w-Keyboard-for-80-free-shipping/2173058.html,True,"As one of its daily deals, A4C offers the refurbished <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173058"">Insignia Flex 11.6"" 32GB WiFi Tablet with Keyboard</a> for <strong>$79.95</strong> with <strong>free shipping</strong>. That's $70 under the lowest price we could find for a new one. It features an Intel Atom x5 Z8300 quad-core processor, 11.6"" 1280x800 touchscreen, 32GB storage, front- and rear-facing cameras, 802.11n wireless, Bluetooth 4.0, micro USB, and Windows 10. Deal ends today.<br>
<br>
Note: A 90-day A4C warranty applies.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/gkiyedhoh34lqvgvk2mh",TABLETS,2018-01-06T05:19:29-05:00,4,,"Refurb Insignia 12"" 32GB Tablet w/ Keyboard"
2173052,free shipping,$39,https://www.dealnews.com/4-American-Rag-Mens-Pullover-Hoodies-for-39-free-shipping/2173052.html,True,"As one of its daily deals, That Daily Deal offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173052"">four American Rag Men's Pullover Hoodies</a> for <strong>$39.49</strong> with <strong>free shipping</strong>. That's tied with our expired mention from five days ago and the lowest price we could find for this quantity by $50. They're avialable in sizes from M to XXL and ship in random colors. Deal ends today.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/gueigncvyztp1taxmwuk",SWEATSHIRTS & HOODIES,2018-01-06T05:07:07-05:00,4,,4 American Rag Men's Pullover Hoodies
2173046,free shipping,$50,https://www.dealnews.com/Adata-XPG-SX6000-M.2-2280-128-GB-Internal-SSD-for-50-free-shipping/2173046.html,,"As one of its daily deals, Newegg offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173046"">Adata XPG SX6000 M.2 2280 128GB Internal SSD</a> for <strong>$49.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $5. It features read/write speeds of up to 730/660MB/s. Deal ends today.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/f0przl6czvoxdorkltkd",INTERNAL HARD DRIVES,2018-01-06T04:53:49-05:00,3,,Adata XPG SX6000 M.2 2280 128GB Internal SSD
2173043,pickup at Walmart,$187,https://www.dealnews.com/Marcy-Power-Rack-and-Bench-for-187-pickup-at-Walmart/2173043.html,,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173043"">Marcy Power Rack and Bench</a> for <strong>$186.96</strong>. Opt for in-store <strong>pickup</strong> to dodge the $9.99 shipping fee. That's the lowest price we could find by $178. It can be used for over 20 strength training exercises.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qm2fe2irecujzgani6b2",EXERCISE EQUIPMENT,2018-01-06T04:48:43-05:00,3,,Marcy Power Rack and Bench
2173040,$4 shipping,$28,https://www.dealnews.com/Tommy-Hilfiger-Charles-Messenger-Bag-for-28-4-s-h/2173040.html,True,"6pm offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173040"">Tommy Hilfiger Charles Messenger Bag</a> in Natural for <strong>$27.99</strong> plus <strong>$3.95</strong> for shipping. That's the lowest price we could find by $106. It features an interior zippered pocket.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ryqwpapbgzf1kggu9jei",LUGGAGE & TRAVEL GEAR,2018-01-06T04:29:37-05:00,5,,Tommy Hilfiger Charles Messenger Bag
2173031,free shipping,$40,https://www.dealnews.com/G.H.-Bass-Co.-Mens-Dixon-Leather-Duck-Boot-for-40-free-shipping/2173031.html,,"Nashville Shoe Warehouse via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173031"">G.H. Bass &amp; Co. Men's Dixon Genuine Leather Lace-up Duck Boot</a> in Dark Tan/Brown for <strong>$39.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $35. They're available in sizes from 7 to 13.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ji9gxwendt5utlfl2pya",SHOES,2018-01-06T04:22:46-05:00,4,,G.H. Bass & Co. Men's Dixon Leather Duck Boot
2173034,,12 issues for free,https://www.dealnews.com/Elle-1-Year-Subscription-12-issues-for-free/2173034.html,True,"Mercury Magazines offers an <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173034"">Elle 1-Year Subscription</a> (12 issues) for <strong>free</strong>. That's tied with our October mention and the lowest price we could find by $5.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/bl1galled4thxcbbli5q",MAGAZINES,2018-01-06T04:22:11-05:00,3,,Elle 1-Year Subscription
2173028,pickup at Walmart,$2,https://www.dealnews.com/Flavor-Infusr-Water-Bottle-Flavor-Infuser-for-2-pickup-at-Walmart/2173028.html,,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173028"">Flavor Infus'r Water Bottle &amp; Flavor Infuser</a> in Lime Green/ Transparent for <strong>$1.89</strong>. Opt for in-store <strong>pickup</strong> to dodge the $5.99 shipping fee. That's the lowest price we could find for such an infuser by $6.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/usiyux5xrffusqti5ndc",CAMPING & OUTDOORS,2018-01-06T04:15:50-05:00,1,,Flavor Infus'r Water Bottle & Flavor Infuser
2172590,free shipping w/ Prime,$9,https://www.dealnews.com/Soufull-Stainless-Steel-Poultry-Scissors-for-9-free-shipping-w-Prime/2172590.html,,"yichengjin via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172590"">Soufull Multi-Functional Stainless Steel Scissors</a> for $12.88. Coupon code ""black855"" cuts that to <strong>$8.55</strong>. Plus, Prime members bag <strong>free shipping</strong>. Deal ends January 31.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/stvamjek2izwihfqpmnd",KITCHEN,2018-01-06T00:01:00-05:00,,,Soufull Stainless Steel Poultry Scissors
2172986,free s&h w/beauty item,50% off + coupons,https://www.dealnews.com/Avanti-Spode-Christmas-Bath-Items-at-Macys-50-off-coupons-free-s-h-w-beauty-item/2172986.html,,"Macy's takes <strong>50% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098874,2172986"">Avanti Spode Christmas Tree towels and bath items</a>. Plus, take an <strong>extra 15% off</strong> via coupon code ""WKND"". Alternatively, take an <strong>extra $10 off</strong> orders of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098862,2172986"">$25 or more</a> via coupon code ""WKND25"". (Codes don't stack, but it yields a stronger discount on orders between $25 and $66.) Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098865,2172986"">beauty item</a> (they start at $3) to bag <b>free shipping</b>; otherwise, shipping adds $10.95, or get free shipping on orders of $99 or more. Deal ends January 7. A couple of best bets, with prices <i>before</i> coupons:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172986"">Avanti Spode Christmas Tree Fingertip Towel Set 3-Pack</a> for $12.99 (pictured)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098871,2172986"">Avanti Spode Christmas Tree Hand Towel</a> for $16.99
 </li>
</ul>
Note: To get the best value of this deal, we'd recommend purchasing multiple towels to qualify for the $10 off coupon.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ipyboxzzermfqxttvx8a",SEASONAL/HOLIDAYS,2018-01-06T04:09:13-05:00,3,,Avanti Spode Christmas Bath Items at Macy's
2173025,,Up to 80% off,https://www.dealnews.com/1-st-in-Series-Kindle-eBooks-Up-to-80-off/2173025.html,,"As one of its daily deals, Amazon takes <strong>up to 80% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173025"">Kindle eBooks</a>. Each book is the first in a series, from authors incuding John Scalzi, Urusla Le Guin, James Patterson, and Agatha Christie. Deal ends today.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/nin3bxlojjq6wtq39fdh",EBOOKS,2018-01-06T03:35:00-05:00,4,,1st-in-Series Kindle eBooks
2173019,pickup at Walmart,$4,https://www.dealnews.com/Tsum-Tsum-9-Pack-for-4-pickup-at-Walmart/2173019.html,True,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173019"">Tsum Tsum 9-Pack</a> for <strong>$3.97</strong>. Opt for in-store <strong>pickup</strong> to avoid the $5.99 shipping charge. It's the lowest price we could find by $11. It includes Joy, Piglet, Mickey, Lady, Buzz Lightyear, Stitch, Eeyore, Snow White, and one mystery item.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/vrhgb7oclg26hwx2yrtn",TOYS & HOBBIES,2018-01-06T01:36:49-05:00,4,,Tsum Tsum 9-Pack
2173016,free shipping,$90,https://www.dealnews.com/Dell-23-1080-p-IPS-LED-LCD-Display-for-90-free-shipping/2173016.html,,"Newegg offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173016"">Dell 23"" 1080p IPS LED-Backlit LCD Monitor</a> for $99.99. Apply coupon code ""EMCXPEPU2"" to cut that to <strong>$89.99</strong>. With <strong>free shipping</strong>, that's $25 under our June mention and the lowest price we could find by $30. It features a 1920x1080 (1080p) native resolution, LED backlight, and VGA and DVI-D inputs.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zcfalwdh6zwb01ydtnbs",MONITORS,2018-01-06T01:17:21-05:00,3,,"Dell 23"" 1080p IPS LED LCD Display"
2173013,free shipping,$199,https://www.dealnews.com/Better-Homes-and-Gardens-Fireplace-Console-for-199-free-shipping/2173013.html,,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173013"">Better Homes and Gardens Granary Modern Farmhouse Fireplace Console</a> in Aged Brown Ash for <strong>$199</strong> with <strong>free shipping</strong>. That's tied with our mention from a month ago and the lowest price we could find by $74. The console measures approximately 60"" x 16"" x 33"", fits TVs up to 70"", and features a 23"" fireplace insert that heats up to 400 square feet.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/v5xzlwip9rtab78bptxa",TV STANDS,2018-01-06T01:10:00-05:00,3,,Better Homes and Gardens Fireplace Console
2173010,free shipping,$300,https://www.dealnews.com/Refurbished-Vitamix-780-Home-Blender-for-300-free-shipping/2173010.html,True,"Amazon offers the refurbished <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173010"">Vitamix 780 Home Blender</a> for <strong>$299.95</strong> with <strong>free shipping</strong>. That's $350 less than the best price we could find for a new unit, although we saw a refurb or $30 less in December. It features a touchscreen control panel, five pre-programmed settings, and a 64-oz. glass blending container.<br>
<br>
Note: A 5-year Vitamix warranty applies.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/pn5au4m61luwwbz65o6v",SMALL APPLIANCES,2018-01-06T01:04:59-05:00,3,,Refurbished Vitamix 780 Home Blender
2173007,pickup at Walmart,$4,https://www.dealnews.com/Formula-Skylar-Shower-Curtain-for-4-pickup-at-Walmart/2173007.html,True,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173007"">Formula Skylar Shower Curtain</a> for <strong>$3.71</strong>. Opt for in-store <strong>pickup</strong> to dodge the $5.99 shipping fee. That's the lowest price we could find by $9. It measures 72"" x 72"".","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/immwhi06ob2leksrwvl2",BED & BATH,2018-01-06T00:36:01-05:00,4,,Formula Skylar Shower Curtain
2173004,free shipping,$49,https://www.dealnews.com/Whalen-2-Shelf-TV-Stand-for-up-to-50-TVs-for-49-free-shipping/2173004.html,,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173004"">Whalen 2-Shelf TV Stand for up to 50"" TVs</a> for <strong>$49</strong> with <strong>free shipping</strong>. That's $54 off and the lowest price we could find. It features two open shelves and measures 41"" x 20.5"" x 54"".","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/drsb3zrv9yjxh4s8oftg",TV STANDS,2018-01-06T00:31:45-05:00,3,,"Whalen 2-Shelf TV Stand (for up to 50"" TVs)"
2173001,free shipping,$64,https://www.dealnews.com/Teddy-Ruxpin-for-64-free-shipping/2173001.html,,"Walmart offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173001"">Teddy Ruxpin</a> for <strong>$66.99</strong> with <strong>free shipping</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098877,2173001"">Amazon</a> has it for the same price.) That's $3 under our mention from three days ago and the lowest price we've seen. (It's the best deal today by $33.) It measures 14"" and features color LCD eyes, a motorized mouth, sing-along mode, and three original stories. Unlike the original model, which relied on cassette tapes, this version is Bluetooth compatible and also has a companion app (free to download). Four AA batteries are included.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/elsnazbiap2g2hvixx6v",TOYS & HOBBIES,2018-01-06T00:12:26-05:00,3,,Teddy Ruxpin
2172998,pickup at Walmart,$9,https://www.dealnews.com/Big-Chill-Womens-Long-Belted-Down-Blend-Coat-for-9-pickup-at-Walmart/2172998.html,True,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172998"">Big Chill Women's Long Belted Down Blend Coat</a> in three colors (Black pictured) for <strong>$8.50</strong>. Choose in-store <strong>pickup</strong> to avoid the $5.99 shipping fee. That's $32 off list and the lowest price we could find. It's available in sizes S to XL.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/jy62qhpslnautajg2lxq",COATS,,5,2018-01-05T22:59:59-05:00,Big Chill Women's Long Belted Down Blend Coat
2172995,free shipping,$40,https://www.dealnews.com/Georgie-Interactive-12-Electronic-Puppy-for-40-free-shipping/2172995.html,,"Toys""R""Us offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172995"">Georgie Interactive 12"" Electronic Puppy</a> for $49.98. Coupon code ""NEWYEARS20"" cuts that to <strong>$39.98</strong>. With <strong>free shipping</strong>, that's $20 under our October mention and the lowest price we could find now by $25. Georgie responds to voice commands and features over 100 different interactions, including tug-of-war with the included rope toy.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qempsbwfvayzflexyv7g",TOYS & HOBBIES,2018-01-05T22:44:35-05:00,3,,"Georgie Interactive 12"" Electronic Puppy"
2172989,free shipping,$5 w/ $25 purchase,https://www.dealnews.com/Hasbro-Cootie-Game-for-5-w-25-purchase-free-shipping/2172989.html,True,"With orders of $25 or more, Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172989"">Hasbro Cootie Game</a> for <strong>$4.68</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $11. It's designed for two to four players and includes four bodies, four heads, 24 legs, four eye pieces, four mouth pieces, four head accessories, die, label sheet, and Cootie bug parts chart.<br>
<br>
Note: This item is part of Amazon's ""add-on"" program and can only be purchased with orders of $25 or more.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/w4zacmxi7eaouytptthv",TOYS & HOBBIES,2018-01-05T21:51:04-05:00,3,,Hasbro Cootie Game
2172983,,$11,https://www.dealnews.com/The-Python-Mega-Course-for-11/2172983.html,,"Udemy offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172983"">The Python Mega Course</a> for <strong>$10.99</strong>. That's $184 off and tied with our mention from three weeks ago as the lowest price we could find. This course allows users to build 10 real world applications, and includes lifetime access to 17 coding exercises, 23.5 hours of on-demand video, 53 articles, and 44 supplemental resources.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ts1yf6oheaws3ncbxygy",SOFTWARE,2018-01-05T20:56:59-05:00,3,,The Python Mega Course
2172980,,$12,https://www.dealnews.com/Humble-Monthly-Subscription-w-Civilization-6-for-12/2172980.html,True,"Humble Bundle offers Steam downloads of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098856,2172980"">Sid Meier's Civilization VI for Windows, Mac, and Linux</a> bundled with <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098853,2172980"">two DLC Packs</a> for <strong>$12</strong> when you sign up for the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172980"">Humble Monthly Subscription Box</a>. That's a $45 savings on this game and DLC alone. Each month, the Humble Monthly Subscription Box includes a selection of games valued at over $100. (You'll receive additional games after this deal ends on February 2.) Those who subscribed last month received nine games, including Tomb Raider, Quantum Break, and The Long Dark. Subscribers also get 10% off Humble Store purchases.<br>
<br>
Note: You can cancel the subscription at any time. Even if you do cancel, each game is yours to keep. Most games are compatible with Windows, and some games may also be compatible with Mac and Linux.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/t2jpjekdq3uqym6fudzl",PC GAMES,2018-01-05T20:45:30-05:00,3,,Humble Monthly Subscription w/ Civilization 6
2172974,free s&h w/beauty item,$25,https://www.dealnews.com/INC-International-Concepts-Mens-Denim-Shirt-for-25-free-s-h-w-beauty-item/2172974.html,,"Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172974"">INC International Concepts Men's Faded Denim Shirt</a> in Medium Wash for <strong>$24.93</strong>. Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098838,2172974"">beauty item</a> (they start at $3) to bag <b>free shipping</b>; otherwise, shipping adds $10.95. That's $40 off list and the lowest price we could find. It's available in sizes XS to XXL.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ipc4fytzpq7l9nbg0s6w",SHIRTS,2018-01-05T20:24:02-05:00,3,,INC International Concepts Men's Denim Shirt
2172665,free shipping,$137,https://www.dealnews.com/Calvin-Klein-Josie-Medium-Satchel-for-137-free-shipping/2172665.html,,"Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172665"">Calvin Klein Josie Medium Satchel</a> in Deep Blush for <b>$136.80</b> with <b>free shipping</b>. That's the lowest price we could find by $111. It features two handles, one removable strap, one interior center zip compartment, one zip pocket, and two slip pockets.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/p72bg4ve7jblhitvbpim",HANDBAGS,2018-01-05T20:22:54-05:00,3,,Calvin Klein Josie Medium Satchel
2172680,free shipping,$300,https://www.dealnews.com/Ezviz-8-Ch.-1080-p-2-TB-DVR-Surveillance-System-for-300-free-shipping/2172680.html,,"B&H Photo Video offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172680"">Ezviz Everyday 8-Channel 1080p 2TB DVR Surveillance System with 8 Indoor/Outdoor 1080p Cameras</a> for <strong>$299.88</strong> with <strong>free shipping</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098118,2172680"">Sam's Club</a> and <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098121,2172680"">Amazon</a> charge the same.) That's tied with last week's mention and the lowest price we could find by $30. The system features eight weatherproof 1080p bullet cameras, night vision up to 100 feet, adjustable motion detection, a 2TB hard drive, Ethernet, and remote access via the Ezviz mobile app. Deal ends January 31.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/kikev7uo7yjiorzd1ax5",SECURITY CAMERAS,2018-01-05T20:18:44-05:00,3,,Ezviz 8-Ch. 1080p 2TB DVR Surveillance System
2172668,pickup at Home Depot,$24,https://www.dealnews.com/Ozeri-Extravo-Electric-Wine-Opener-for-24-pickup-at-Home-Depot/2172668.html,,"Home Depot offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172668"">Ozeri Extravo Electric Wine Opener</a> for <strong>$23.88</strong>. Opt for in-store <strong>pickup</strong> to dodge the $5.99 shipping fee. That's the lowest price we could find by $8. It automatically activates when placed on a wine bottle and can open up to 60 bottles per charge. It comes with a foil cutter stand, pourer, and stopper. Deal ends January 31.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/dqjupnfk6fuixvdrhxaj",SMALL APPLIANCES,2018-01-05T20:16:22-05:00,2,,Ozeri Extravo Electric Wine Opener
2172959,free shipping,$55,https://www.dealnews.com/Callaway-Mens-Chev-Comfort-Golf-Shoes-for-55-free-shipping/2172959.html,,"Proozy offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172959"">Callaway Men's Chev Comfort Golf Shoes</a> in Black or White for $79.99. Coupon code ""DN55"" cuts that to <strong>$55</strong>. With <strong>free shipping</strong>, that's $45 off and the best deal we could find. They're available in sizes 9 to 13. Deal ends January 11.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/pdobfi2oouti0rblr3zt",SHOES,2018-01-05T20:13:15-05:00,3,,Callaway Men's Chev Comfort Golf Shoes
2172956,free shipping,from $15,https://www.dealnews.com/Orvis-Mens-Long-Sleeve-Slub-Tee-from-15-free-shipping/2172956.html,,"Costco offers its members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172956"">Orvis Men's Long Sleeve Slub Tee</a> in several colors (Dark Blue pictured) for <strong>$14.99</strong> with <strong>free shipping</strong>. (Non-members pay a 75-cent surcharge.) That's the lowest price we could find by $7. It's available in sizes S to XXL.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/vmtx8nufnm02zajfgyhn",T-SHIRTS,2018-01-05T20:10:11-05:00,3,,Orvis Men's Long Sleeve Slub Tee
2172971,,$1,https://www.dealnews.com/Commandos-Collection-for-PC-for-1/2172971.html,True,"GamersGate offers Steam downloads of the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172971"">Commandos Collection for Windows</a> for <strong>$1.30</strong>. That's a slight drop from our April mention and the lowest price we've seen. (It's the best deal now by $11.) It includes Commandos: Behind Enemy Lines, Commandos: Beyond the Call of Duty, Commandos 2: Men of Courage, and Commandos 3: Destination Berlin. Deal ends January 7.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/x6ynzm57t698dv04bnce",PC GAMES,2018-01-05T20:09:26-05:00,3,,Commandos Collection for PC
2172947,pickup at REI,$11,https://www.dealnews.com/Hydrapak-1-L-Collapsible-Water-Container-for-11-pickup-at-REI/2172947.html,,"REI Garage offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172947"">Hydrapak Seeker 1-Liter Collapsible Water Container</a> in Gray for <strong>$10.73</strong>. Opt for in-store <strong>pickup</strong> to dodge the $5.99 shipping fee. That's tied with our July mention, $5 off, and the lowest price we could find. It features a 42mm screw cap and is compatible with the Katadyn BeFree Filter (sold separately).","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/h8jci6q2arpukos9v11x",CAMPING & OUTDOORS,2018-01-05T20:08:13-05:00,3,,Hydrapak 1L Collapsible Water Container
2172968,free s&h w/beauty item,$32,https://www.dealnews.com/Alfani-Mens-Jacquard-Sport-Coat-for-32-free-s-h-w-beauty-item/2172968.html,,"Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172968"">Alfani Men's Jacquard Sport Coat</a> in Black for $39.99. Coupon code ""WKND25"" cuts it to <strong>$29.99</strong>. Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098826,2172968"">beauty item</a> (they start at $3) to bag <b>free shipping</b>; otherwise, shipping adds $10.95. That's $110 off and the lowest price we could find. It's available in sizes S to XL. Deal ends January 7.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/bu502n3fmy0tkeccyjj7",SUITS,2018-01-05T20:06:28-05:00,3,,Alfani Men's Jacquard Sport Coat
