picture_url,category,shipping,hotness,editors_choice,time_published,price,description,url,title,time_modified,uuid
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/d8ppsk9jlwz1siyg70ap",CREDIT CARDS,,,,2017-12-28T12:11:32-05:00,"50,000 bonus points","Sign up for the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167586"">Chase Sapphire Preferred® Credit Card</a> and earn <strong>50,000 bonus points</strong> after you spend <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17086874,2167586"">$4,000 or more</a> on purchases in the first three months from account opening – that's $625 toward travel when you redeem through Chase Ultimate Rewards®. Plus, earn <strong>5,000 bonus points</strong> after you add the first authorized user and make a purchase in the first three months from account opening. Also, earn <strong>2 points</strong> for every $1 spent on travel and dining at restaurants both in the U.S. and abroad, and <strong>1 point</strong> for every $1 spent on all other purchases. There's a <strong>$0 Intro Annual Fee</strong> for the first year, then $95 for each additional year, and <strong>no foreign transaction fees</strong> on purchases made outside the United States. For more terms and conditions, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17086877,2167586"">click here</a>.<br>
<br>
This card — and several more — can be found on our <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""http://dealnews.com/credit-cards/s1642/Chase/"">Chase Credit Card page</a>.        <div class=""article-disclaimer"">
            <p class=""article-disclaimer-text"">
                <a href=""#"" class=""article-disclaimer-link info"" data-panel=""article_disclaimer-dialog"" data-dialog_text=""DealNews has financial relationships with the credit card issuers mentioned on our site, and DealNews receives compensation if consumers choose to apply for these by clicking links in our content and ultimately sign up for these specific cards. This compensation has no impact or influence on where or how the cards appears on dealnews.com. DealNews does not include all card companies or all card offers available in the marketplace.&lt;br&gt;&lt;br&gt;
&lt;bold&gt;UGC Disclosure&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
These responses are not provided or commissioned by the bank advertiser. Responses have not been reviewed, approved or otherwise endorsed by the bank advertiser. It is not the bank advertiser's responsibility to ensure all posts and/or questions are answered.
&lt;bold&gt;Bank Disclaimer&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
This content is not provided or commissioned by the Bank Advertiser. Opinions expressed here are author's alone, not those of the Bank Advertiser, and have not been reviewed, approved or otherwise endorsed by the Bank Advertiser. This site may be compensated through the Bank Advertiser Affiliate Program."" data-dialog_title=""Advertiser Disclosure"">Advertiser Disclosure</a>
            </p>
        </div>","https://www.dealnews.com/lw/click.html?20,2,2167586",Chase Sapphire Preferred® Card,,2167586
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ycte5dhakqnou2is8xoi",HEADPHONES,free shipping,3,,2017-12-30T15:37:31-05:00,$99,"Musician's Friend offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168984"">AKG K553 Pro Closed-Back Studio Headphones</a> for <strong>$99</strong> with <strong>free shipping</strong>. That's a buck under our July mention and $51 below the lowest we could find for a <i>used</i> pair. (These are new. Other stores charge around $199 for a new pair.) These closed-back headphones feature 50mm drivers, a frequency response of 12Hz to 28kHz, 32-ohm impedance, foam ear pads, and 10-foot straight cable.",https://www.dealnews.com/AKG-K553-Pro-Studio-Headphones-for-99-free-shipping/2168984.html,AKG K553 Pro Studio Headphones,,2168984
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/rv6iialsspyinsqpevjb",PC GAMES,free shipping w/ Prime,2,,2017-12-30T15:26:30-05:00,$12,"Amazon offers Prime members <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168948"">Final Fantasy XIV: Stormblood for Windows</a> for <strong>$11.77</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $28.<br>
<br>
Note: You must have Final Fantasy XIV: A Realm Reborn (sold separately) to play Stormblood.",https://www.dealnews.com/Final-Fantasy-XIV-Stormblood-for-PC-12-free-shipping-w-Prime/2168948.html,Final Fantasy XIV: Stormblood for PC,,2168948
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/cafxoqnib78fz16lxvb7",SKIN CARE,free shipping w/ Prime,4,,2017-12-30T15:14:51-05:00,$12,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168975"">Neutrogena Oil-Free Acne Face Wash 9.1-oz. Bottle 3-Pack</a> for $12.75. Check out via Subsribe & Save to cut that price to <strong>$12.11</strong> and bag <strong>free shipping</strong>. That's $7 under what you'd pay at a local retailer.<br>
<br>
Note: Be sure to cancel your subscription once your order ships to avoid being billed for further shipments.",https://www.dealnews.com/Neutrogena-Oil-Free-Acne-Face-Wash-3-Pack-for-12-free-shipping-w-Prime/2168975.html,Neutrogena Oil-Free Acne Face Wash 3-Pack,,2168975
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/nxaufe7rlpxmgthuq117",GAMES,,3,,2017-12-30T14:31:30-05:00,$10,"Amazon offers downloads of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168954"">inFAMOUS Second Son for PlayStation 4</a> for <strong>$9.99</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089952,2168954"">PlayStation Store</a> has it for the same price.) That's $10 under the best deal we could find for a physical copy.",https://www.dealnews.com/in-FAMOUS-Second-Son-for-PS4-for-10/2168954.html,inFAMOUS Second Son for PS4,,2168954
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/fhwarhcutisn037ezibv",JEWELRY,free shipping,2,,2017-12-30T14:26:56-05:00,$40,"Win Pearl offers this <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168885"">11mm AA+ Freshwater Lavender Pearl Necklace</a> for $99.99. Coupon code ""dealnews60"" cuts that to <strong>$40</strong>. With <strong>free shipping</strong>, that's $130 off list and the lowest price we could find. It features a silver clasp and measures 17.5"" in length. Deal ends January 4.",https://www.dealnews.com/11-mm-AA-Freshwater-Lavender-Pearl-Necklace-for-40-free-shipping/2168885.html,11mm AA+ Freshwater Lavender Pearl Necklace,,2168885
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/vfggtyyl7uewiho222e9",MOTHERBOARDS,free shipping,3,,2017-12-30T14:04:49-05:00,$80 after rebate,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168951"">MSI X370 Gaming Plus AMD Ryzen AM4 ATX Motherboard</a> for $109.99. This <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089943,2168951"">$30 mail-in rebate</a> cuts it to <b>$79.99</b>. With <strong>free shipping</strong>, that's the lowest price we could find by $49, outside of the deal below. It supports AMD Ryzen CPUs and 7th Generation A-series/Athlon CPUs. Other features include two PCIe 3.0 x16 slots, one PCIe 2.0 x16 slot, six SATA 6Gb/s ports, one HDMI port, and Gigabit Ethernet. Deal ends December 31.<br>
<br>
<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089946,2168951"">Newegg</a> charges the same, also after <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089949,2168951"">rebate</a>, but with 99 cents for shipping.",https://www.dealnews.com/MSI-X370-Gaming-Plus-AMD-AM4-ATX-Mobo-for-80-after-rebate-free-shipping/2168951.html,MSI X370 Gaming Plus AMD AM4 ATX Mobo,,2168951
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/gkwafdilnojadm12oljs",EBOOKS,,3,,,$84,"Amazon offers a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168939"">Kindle Unlimited 12-Month Subscription</a> for <strong>$83.92</strong>. That's $36 off, and a monthly rate of $7. Kindle Unlimited features unlimited reading and listening for hundreds of thousands of Kindle books and audiobooks. Some conditions apply.",https://www.dealnews.com/Kindle-Unlimited-12-Month-Subscription-for-84/2168939.html,Kindle Unlimited 12-Month Subscription,2017-12-30T16:55:56-05:00,2168939
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/n6om1hqumu1zsqrriqmo",COFFEE,free shipping,4,True,,$12,"ShopRite offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168927"">six Folgers Ground Coffee 10.3-oz. Canisters</a> in Colombian (pictured), <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089931,2168927"">French Roast</a>, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089934,2168927"">Black Silk</a>, or <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089937,2168927"">Breakfast Blend</a> for <b>$11.94</b>. Coupon code ""SHIPSFREE"" yields <b>free shipping</b>. That's $1.99 per can and $13 under the lowest price we could find for any flavor in this quantity from another local store.",https://www.dealnews.com/6-Folgers-Ground-Coffee-10.3-oz.-Cans-for-12-free-shipping/2168927.html,6 Folgers Ground Coffee 10.3-oz. Cans,2017-12-30T15:42:44-05:00,2168927
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hvd4psobimaskomcdayj",CLOTHING & ACCESSORIES,free shipping w/ $25,4,,2017-12-30T13:01:10-05:00,Extra 50% Off,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168918"">Express</a> takes an <strong>extra 50% off</strong> its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089916,2168918"">men's</a> and <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089919,2168918"">women's clearance items</a>. (Discount is applied automatically in-cart.) Shipping adds <strong>$8</strong>, but orders of $25 or more qualify for free shipping. Some exclusions apply. Deal ends December 31.",https://www.dealnews.com/Express-Clearance-Sale-Extra-50-Off-free-shipping-w-25/2168918.html,Express Clearance Sale,,2168918
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/bv3urdvfxvmwirwdv9qm",CREDIT CARDS,,,,2017-12-29T15:40:39-05:00,"20,000 bonus points offer","At Bank of America, apply for the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168498"">Bank of America® Travel Rewards credit card</a> and receive <strong>20,000 bonus points</strong> if you make at least $1,000 in purchases in the first 90 days of account opening – that can be redeemed for a <strong>$200 Statement Credit towards travel purchases</strong>. Plus, earn <strong>1.5 points</strong> per $1 spent on all purchases, with <strong>no annual fee</strong> and <strong>no foreign transaction fees</strong>. Redeem points for a statement credit to pay for flights, hotels, vacation packages, cruises, rental cars, or baggage fees with no blackout dates. There's no limit to the total number of points you can earn and points don't expire.<br>
<br>
This card — and several more — can be found on our <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""http://dealnews.com/credit-cards/s1631/Bank-of-America/"">Bank of America credit card page</a>.        <div class=""article-disclaimer"">
            <p class=""article-disclaimer-text"">
                <a href=""#"" class=""article-disclaimer-link info"" data-panel=""article_disclaimer-dialog"" data-dialog_text=""DealNews has financial relationships with the credit card issuers mentioned on our site, and DealNews receives compensation if consumers choose to apply for these by clicking links in our content and ultimately sign up for these specific cards. This compensation has no impact or influence on where or how the cards appears on dealnews.com. DealNews does not include all card companies or all card offers available in the marketplace.&lt;br&gt;&lt;br&gt;
&lt;bold&gt;UGC Disclosure&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
These responses are not provided or commissioned by the bank advertiser. Responses have not been reviewed, approved or otherwise endorsed by the bank advertiser. It is not the bank advertiser's responsibility to ensure all posts and/or questions are answered.
&lt;bold&gt;Bank Disclaimer&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
This content is not provided or commissioned by the Bank Advertiser. Opinions expressed here are author's alone, not those of the Bank Advertiser, and have not been reviewed, approved or otherwise endorsed by the Bank Advertiser. This site may be compensated through the Bank Advertiser Affiliate Program."" data-dialog_title=""Advertiser Disclosure"">Advertiser Disclosure</a>
            </p>
        </div>","https://www.dealnews.com/lw/click.html?20,2,2168498",Bank of America® Travel Rewards Credit Card,,2168498
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wpumtzi1ufxffxw9nsfo",CAMPING & OUTDOORS,pickup at Cabela's,3,,2017-12-30T12:57:39-05:00,$50,"Cabela's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168618"">Pflueger President/Cabela's Tourney Trail Spinning Combo</a> for <strong>$49.88</strong>. Opt for in-store <strong>pickup</strong> to dodge the $8.95 shipping fee. That's $40 off list and the lowest price we could find. It features a nine-bearing reel with anti-reverse, multidisc drag system, IM8-graphite rod, and split cork grips. It's available in 6.5-foot to 7-foot lengths with fast or moderate fast action.",https://www.dealnews.com/Pflueger-President-Cabelas-Spinning-Combo-for-50-pickup-at-Cabelas/2168618.html,Pflueger President/Cabela's Spinning Combo,,2168618
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ckkymhuxkwnnefquyii7",COMPUTER CASES & ACCESSORIES,$4 shipping,3,,2017-12-30T12:57:19-05:00,$30 after rebate,"Newegg offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168507"">Cooler Master MasterBox Lite 3.1 TG MicroATX Mini Tower Case</a> in Black for $39.99. This <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089499,2168507"">$10 mail-in rebate</a> cuts it to <strong>$29.99</strong>. With <strong>$3.99</strong> for shipping, that's the lowest price we could find by $6. It features two internal 3.5"" drive bays, an internal 2.5"" drive bay, USB 3.0, one 120mm fan (with support for up to two more), four expansion slots, and 4mm tempered glass side panel. It comes with three custom trim colors. Deal ends December 31.",https://www.dealnews.com/Cooler-Master-Master-Box-Lite-3.1-TG-mATX-Case-for-30-after-rebate-4-s-h/2168507.html,Cooler Master MasterBox Lite 3.1 TG mATX Case,,2168507
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/r5m3bnwukjuoszq36jyp",TOYS & HOBBIES,free shipping w/ Prime,4,,2017-12-30T12:56:36-05:00,$22,"Amazon offers Prime members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168513"">Razor Jetts Heel Wheels</a> for <strong>$21.99</strong> with <strong>free shipping</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089505,2168513"">Target</a> charges the same with in-store pickup.) That's the lowest price we could find by $3. They fit shoe sizes from kids' 12 through men's 12.",https://www.dealnews.com/Razor-Jetts-Heel-Wheels-for-22-free-shipping-w-Prime/2168513.html,Razor Jetts Heel Wheels,,2168513
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wo1iqok8mbjaywrc4ttl",GLASSES & CONTACT LENSES,free shipping,4,True,,$32 w/ Prime,"For Prime members only, Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168906"">Gunnar Optiks Intercept Computer Gaming Glasses</a> in Onyx for $39.99. In-cart, clip the ""up to 20% off"" coupon to knock it to <strong>$31.99</strong>. With <strong>free shipping</strong>, that's the lowest price we could find by $8; beyond that, many stores charge around $70. These glasses claim to reduce eye strain and block 65% of blue light emitted from electronic devices.",https://www.dealnews.com/Gunnar-Optiks-Intercept-Computer-Glasses-for-32-w-Prime-free-shipping/2168906.html,Gunnar Optiks Intercept Computer Glasses,2017-12-30T15:39:04-05:00,2168906
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/yt37roprvz5kwg8mdjmt",BOOKS,$5 shipping,3,,2017-12-30T12:16:12-05:00,$10,"Barnes & Noble offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168891"">Nick Carpenter's <i>The Art of Blizzard Entertainment</i> Hardcover Book</a> for <strong>$9.99</strong> plus <strong>$4.99</strong> for shipping. That's $10 off and the lowest price we could find. (Third-party vendors charge significantly more, as this title is presumably no longer in print.)",https://www.dealnews.com/Art-of-Blizzard-Entertainment-in-Hardcover-for-10-5-s-h/2168891.html,"""Art of Blizzard Entertainment"" in Hardcover",,2168891
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/y7pnemm3w9cxsj9ix63z",DIGITAL CAMCORDERS,free shipping,5,,,$17,"Etopmarket via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168894"">Pinhole Nanny WiFi DVR Cam</a> for <strong>$16.99</strong> with <strong>free shipping</strong>. That's tied with our mention from a week ago and the lowest price we could find now for such a camera by $5, excluding other eBay vendors. It features automatic video recording and a built-in rechargeable battery.",https://www.dealnews.com/Pinhole-Nanny-Wi-Fi-DVR-Cam-for-17-free-shipping/2168894.html,Pinhole Nanny WiFi DVR Cam,2017-12-30T16:30:12-05:00,2168894
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/efilmwwlx8aoeiz42psz",CARD AND BOARD GAMES,free shipping w/ Prime,3,,2017-12-30T12:06:55-05:00,$16,"Exploding Kittens via Amazon offers Prime members <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168879"">Exploding Kittens: A Card Game (NSFW Edition)</a> for <strong>$15.99</strong> with <strong>free shipping</strong>. That's tied with our Black Friday week mention and the lowest price we could find by $3. This edition of the cult game includes 56 cards and accommodates two to five players.",https://www.dealnews.com/Exploding-Kittens-A-Card-Game-NSFW-Edition-for-16-free-shipping-w-Prime/2168879.html,Exploding Kittens: A Card Game (NSFW Edition),,2168879
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/o5vtdyvkon9soeujbk6q",SWIM,free shipping w/ Prime,4,,,$15,"ZSport via Amazon offers this <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168882"">ZSport 180° Full Face Snorkel Mask</a> in several colors (Black pictured) with prices starting from $19.99. Coupon code "" KZA9HVXZ"" cuts that to <strong>$15</strong>. Plus, Prime members receive <strong>free shipping</strong>. That's tied with our mention from a week ago and the lowest price we've seen. (It's the best deal now by $3.) It's available in sizes S/M or L/XL. Deal ends December 31.",https://www.dealnews.com/180-Degree-Full-Face-Snorkel-Mask-for-15-free-shipping-w-Prime/2168882.html,180-Degree Full Face Snorkel Mask,2017-12-30T16:30:00-05:00,2168882
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/cug8emdlve7g26csf1fd",BLU-RAY DISC MOVIES,at Redbox locations,3,True,,$4,"With stock varying by ZIP code, Redbox offers used copies of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168867"">Alien: Covenant on Blu-ray</a> for <strong>$3.99</strong> at participating locations. That's $13 under the best deal we could find for a sealed copy.<br>
<br>
You can also get it as a used <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089898,2168867"">DVD</a> for <strong>$4.99</strong>.",https://www.dealnews.com/Used-Alien-Covenant-on-Blu-ray-for-4-at-Redbox-locations/2168867.html,Used Alien: Covenant on Blu-ray,2017-12-30T15:37:20-05:00,2168867
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/iqvilhcxr75ii4qvfihq",CREDIT CARDS,,,,,$150 cash rewards offer,"At Bank of America, apply for the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167598"">Bank of America® Cash Rewards credit card</a> and receive a <strong>$150 cash rewards bonus</strong> after you spend at least $500 on purchases in the first 90 days of account opening. Plus, get a <strong>10% customer bonus</strong> every time you redeem your cash back into a Bank of America® checking or savings account. (If you're a Preferred Rewards client, you can increase that bonus to 25% - 75%.) You'll also earn 1% cash back everywhere, every time, 2% at grocery stores and wholesale clubs, and 3% on gas for the first $2,500 in combined grocery, wholesale club, and gas purchases each quarter. (There are no changing categories and your rewards do not expire.) Finally, there's <strong>no annual fee</strong>.<br>
<br>
This card — and several more — can be found on our <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""http://dealnews.com/credit-cards/s1631/Bank-of-America/"">Bank of America credit card page</a>.        <div class=""article-disclaimer"">
            <p class=""article-disclaimer-text"">
                <a href=""#"" class=""article-disclaimer-link info"" data-panel=""article_disclaimer-dialog"" data-dialog_text=""DealNews has financial relationships with the credit card issuers mentioned on our site, and DealNews receives compensation if consumers choose to apply for these by clicking links in our content and ultimately sign up for these specific cards. This compensation has no impact or influence on where or how the cards appears on dealnews.com. DealNews does not include all card companies or all card offers available in the marketplace.&lt;br&gt;&lt;br&gt;
&lt;bold&gt;UGC Disclosure&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
These responses are not provided or commissioned by the bank advertiser. Responses have not been reviewed, approved or otherwise endorsed by the bank advertiser. It is not the bank advertiser's responsibility to ensure all posts and/or questions are answered.
&lt;bold&gt;Bank Disclaimer&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
This content is not provided or commissioned by the Bank Advertiser. Opinions expressed here are author's alone, not those of the Bank Advertiser, and have not been reviewed, approved or otherwise endorsed by the Bank Advertiser. This site may be compensated through the Bank Advertiser Affiliate Program."" data-dialog_title=""Advertiser Disclosure"">Advertiser Disclosure</a>
            </p>
        </div>","https://www.dealnews.com/lw/click.html?20,2,2167598",Bank of America® Cash Rewards Credit Card,2017-12-28T12:39:27-05:00,2167598
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/caokxuel9k81lottwp5u",BLU-RAY DISC MOVIES,at Redbox locations,3,True,,$4,"With stock varying by ZIP code, Redbox offers used copies of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168870"">Star Wars: Rogue One on Blu-ray</a> for <strong>$3.99</strong> at participating locations. That's $16 under our March mention and the lowest price we've seen. (It's the best deal now by $19.)<br>
<br>
Note that the copy you receive likely won't include the DVD and digital code a factory-sealed Blu-ray edition would.",https://www.dealnews.com/Used-Star-Wars-Rogue-One-on-Blu-ray-for-4-at-Redbox-locations/2168870.html,Used Star Wars: Rogue One on Blu-ray,2017-12-30T15:36:29-05:00,2168870
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/gzscvs2xsbltckjj2ekx",HAND TOOLS,pickup at Walmart,3,,2017-12-30T11:31:36-05:00,$5,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168858"">Stanley Hand Tools 8"" Linesman's Pliers</a> for <b>$4.98</b>. Opt for in-store <b>pickup</b> to dodge the $5.99 shipping charge. That's the lowest price we could find by about a buck, although several stores charge at least $10. They feature double-dipped handles.",https://www.dealnews.com/Stanley-Hand-Tools-8-Linesmans-Pliers-for-5-pickup-at-Walmart/2168858.html,"Stanley Hand Tools 8"" Linesman's Pliers",,2168858
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zh8wqrhcpr2fxy9yok4n",CLOTHING & ACCESSORIES,free shipping,5,True,,60% off,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168861"">Columbia</a> takes <strong>60% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089892,2168861"">winter styles</a> via coupon code ""COLDEC60"". Plus, Greater Rewards members receive <strong>free shipping</strong>. (Not a member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089895,2168861"">sign up</a>.) That's tied as the best percent-off coupon we've seen this year. Deal ends December 31.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s38814/Columbia/"">Columbia Coupons</a>.</p>",https://www.dealnews.com/Winter-Styles-at-Columbia-60-off-free-shipping/2168861.html,Winter Styles at Columbia,2017-12-30T15:25:41-05:00,2168861
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/jlha9scawyebdusfnxyi",CLOTHING & ACCESSORIES,free shipping,4,,,Up to 85% off sitewide,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089883,2168852"">Jos. A. Bank</a> takes <strong>up to 85% off</strong> sitewide during its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089877,2168852"">Lowest Prices of the Year Event</a>. (Prices are as marked.) Plus, all orders receive <strong>free shipping</strong>. Sale ends January 1. A couple of best bets:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089880,2168852"">Jos. A. Bank Men's Traveler Merino Wool Polo Sweater</a> for <strong>$23.99</strong> ($86 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168852"">Jos. A. Bank Men's Signature Tailored Fit Check Sportcoat</a> for <b>$79.20</b> (pictured, $419 off)
 </li>
</ul>",https://www.dealnews.com/Jos.-A.-Bank-Lowest-Prices-of-the-Year-Event-Up-to-85-off-sitewide-free-shipping/2168852.html,Jos. A. Bank Lowest Prices of the Year Event,2017-12-30T15:52:14-05:00,2168852
