time_published,time_modified,hotness,uuid,description,title,editors_choice,url,price,picture_url,category,shipping
2018-01-04T08:08:05-05:00,,3,2171609,"Tanga offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171609"">HBQ i7 Twins True Wireless Earphones</a> in several colors (Black pictured) for <strong>$19.99</strong> with <strong>free shipping</strong>. That's tied with our mention from a month ago as the lowest price we've seen. (It's the best today by $1.) They feature 4-5 hours of play time, hands-free calling, and lag-free connections.",HBQ i7 Twins True Wireless Earphones,,https://www.dealnews.com/HBQ-i7-Twins-True-Wireless-Earphones-for-20-free-shipping/2171609.html,$20,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/est2kipu76aboanxxqur",HEADPHONES,free shipping
2018-01-04T00:01:00-05:00,,,2171243,"yichengjin via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171243"">Soufull Multi-Functional Stainless Steel Scissors</a> for $12.88. Coupon code ""black855"" cuts that to <strong>$8.55</strong>. Plus, Prime members bag <strong>free shipping</strong>. Deal ends January 31.",Soufull Stainless Steel Poultry Scissors,,https://www.dealnews.com/Soufull-Stainless-Steel-Poultry-Scissors-for-9-free-shipping-w-Prime/2171243.html,$9,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/stvamjek2izwihfqpmnd",KITCHEN,free shipping w/ Prime
2018-01-04T08:03:38-05:00,,2,2171615,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171615"">Hyper Tough 2-amp 1/4 Sheet Sander</a> for <strong>$13.88</strong>. Opt for in-store <strong>pickup</strong> to dodge the $5.99 shipping charge. That's tied with last week's mention, $6 off, and the lowest price we could find. It features a dust bag, 80-grit sandpaper, and paper punch.",Hyper Tough 2A 1/4 Sheet Sander,,https://www.dealnews.com/Hyper-Tough-2-A-1-4-Sheet-Sander-for-14-pickup-at-Walmart/2171615.html,$14,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/fpe3iql16z0yulsezyzu",POWER TOOLS,pickup at Walmart
2018-01-04T08:02:35-05:00,,3,2171555,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171555"">Hanes Women's Essential Fleece Sweatpants</a> in several colors (Deep Raspberry pictured) for <strong>$3</strong>. Opt for in-store <strong>pickup</strong> to avoid the $5.99 shipping fee. That's tied with last week's mention and the lowest price we could find by $13. They're available in select regular and petite sizes from XS to L.",Hanes Women's Essential Fleece Sweatpants,,https://www.dealnews.com/Hanes-Womens-Essential-Fleece-Sweatpants-for-3-pickup-at-Walmart/2171555.html,$3,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ql4e64rrxruazysncy1o",PANTS,pickup at Walmart
2018-01-04T08:00:01-05:00,,,2163980,"Despite their name, white sales offer items in all colors of the rainbow. They can pop up throughout the year, but make no mistake: January is the prime time for white sales. Check out <a data-iref=""fp-feature-content-wide-body"" href=""https://www.dealnews.com/features/When-Are-White-Sales-in-2018/2163980.html"">our guide to white sales</a>, so you can take advantage!",When Are White Sales in 2018?,,https://www.dealnews.com/features/When-Are-White-Sales-in-2018/2163980.html,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/azi5rkgi5korfybgz7mi",CONSUMER NEWS,
2018-01-04T08:00:01-05:00,,,2168330,"Recently it came to light that Apple has been slowing down batteries on older iPhones. Not surprisingly, users were unhappy with this news. But now, <a data-iref=""fp-feature-content-wide-body"" href=""https://www.dealnews.com/features/Oops-Apple-Messed-Up-But-You-Can-Get-a-MUCH-Cheaper-Battery-Out-Of-It/2168330.html"">Apple is trying to make things right</a> and regain their customers' trust.","Oops! Apple Messed Up, But You Can Get a MUCH Cheaper Battery Out Of It",,https://www.dealnews.com/features/Oops-Apple-Messed-Up-But-You-Can-Get-a-MUCH-Cheaper-Battery-Out-Of-It/2168330.html,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/rieekggkcdqqy9agpg6y",CONSUMER NEWS,
2018-01-04T07:54:19-05:00,,2,2171606,"DiscountMags offers a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171606"">Muscle &amp; Fitness Magazine 1-Year Subscription</a> (12 issues) for $28.95. Coupon code ""DEALNEWS"" drops it to <strong>$4.50</strong>. That's tied with our September mention and the lowest price we could find by $15.<br>
<br>
Note: You can buy up to three years at this discounted rate.",Muscle & Fitness 1-Year Subscription,,https://www.dealnews.com/Muscle-Fitness-1-Year-Subscription-12-issues-for-5/2171606.html,12 issues for $5,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/rklnvrex9jgj8qamnhbe",MAGAZINES,
2018-01-04T07:51:27-05:00,,2,2171552,"Lowe's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171552"">Bostitch Bulldog 2"" 18-Gauge Brad Nailer</a> for <strong>$59</strong>. Plus, MyLowe's members bag <strong>free shipping</strong> on all orders. (Not a member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095571,2171552"">join</a>.) That's the lowest price we could find by $18. It drives 18-gauge nails from 5/8"" to 2"" and features a tool-free adjustable exhaust cap.","Bostitch Bulldog 2"" 18-Gauge Brad Nailer",,https://www.dealnews.com/Bostitch-Bulldog-2-18-Gauge-Brad-Nailer-for-59-free-shipping/2171552.html,$59,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/yv5ldi0guolk5teqyort",POWER TOOLS,free shipping
2018-01-04T07:42:01-05:00,,3,2171546,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171546"">Rubbermaid Deluxe Tool Tower</a> for <strong>$39.59</strong> with <strong>free shipping</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095562,2171546"">Amazon</a> charges the same.) That's the lowest price we could find by $5. It measures 18"" x 37"" x 37"" and stores up to 40 tools.",Rubbermaid Deluxe Tool Tower,,https://www.dealnews.com/Rubbermaid-Deluxe-Tool-Tower-for-40-free-shipping/2171546.html,$40,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qj80fzwkxu6lsbj0plsa",HOME & GARDEN,free shipping
2018-01-04T07:40:49-05:00,,3,2171594,"Home Depot offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171594"">NewAge Versarac Adjustable Ceiling Storage Rack</a> in Gray for <strong>$119</strong> with <strong>free shipping</strong>. That's $80 off and the lowest price we could find. It measures 96"" x 48"" x 42"" and features a load capacity of 600 lb. Deal ends January 31.",NewAge Adjustable Ceiling Storage Rack,,https://www.dealnews.com/New-Age-Adjustable-Ceiling-Storage-Rack-for-119-free-shipping/2171594.html,$119,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ythzhblzjt4zzfpx4bl7",TOOL STORAGE & ORGANIZATION,free shipping
2018-01-04T07:37:38-05:00,,3,2171540,"Dick's Sporting Goods offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171540"">Fitness Gear 40 lb. Weighted Vest</a> for <strong>$74.99</strong> with <strong>free shipping</strong>. That's $25 off list and the lowest price we could find. It features 20 pockets of removable 2-lb. weights.",Fitness Gear 40 lb. Weighted Vest,,https://www.dealnews.com/Fitness-Gear-40-lb.-Weighted-Vest-for-75-free-shipping/2171540.html,$75,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/uleiggoq1wxthrdehosw",EXERCISE EQUIPMENT,free shipping
2018-01-04T00:01:00-05:00,,,2170847,"Ozero Gloves via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170847"">Ozero Unisex Winter Gloves</a> in several colors (Denim Black pictured) for $18.99. Coupon code ""198ZQNMX"" cuts it to <strong>$15.38</strong>. (Limit one redemption per customer.) Plus, Prime members bag <strong>free shipping.</strong> They're windproof and water-resistant. Deal ends January 4.",Ozero Unisex Winter Gloves,,https://www.dealnews.com/Ozero-Unisex-Winter-Gloves-for-15-free-shipping-w-Prime/2170847.html,$15,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/pikek4cdo1itbsstvjju",ACCESSORIES,free shipping w/ Prime
2018-01-04T07:15:35-05:00,,3,2171561,"Columbia offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171561"">Columbia Toddler Girls' Switchback Rain Jacket</a> in Pacific Rim or Eve for <strong>$14.90</strong>. Plus, Greater Rewards members receive <strong>free shipping</strong>. (Not a member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095574,2171561"">sign up</a>.) That's the lowest price we could find by $10. It's available in sizes 2T to 4T.",Columbia Toddler Girls' Rain Jacket,,https://www.dealnews.com/Columbia-Toddler-Girls-Rain-Jacket-for-15-free-shipping/2171561.html,$15,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/x2kwjhdhxxsaksqxghaf",KIDS' CLOTHES,free shipping
2018-01-04T07:14:58-05:00,,3,2171567,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171567"">Logitech K400 Wireless Touchpad Keyboard</a> for <strong>$16.97</strong>. Opt for in-store <strong>pickup</strong> to avoid the $5.99 shipping fee. That's the lowest price we could find by $3, although we saw it for a buck less last Black Friday. It features a 33-foot wireless range, built-in 3.5"" touchpad, and multimedia hot keys.",Logitech K400 Wireless Touchpad Keyboard,,https://www.dealnews.com/Logitech-K400-Wireless-Touchpad-Keyboard-for-17-pickup-at-Walmart/2171567.html,$17,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qofkdbhktgejzozdbeod",KEYBOARDS,pickup at Walmart
2018-01-04T07:13:01-05:00,,2,2171576,"13 Deals offers this <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171576"">6-Piece Non-Stick Copper Bakeware Set</a> for <strong>$22.99</strong> with <strong>free shipping</strong>. That's $27 off and the lowest price we could find. It includes three cake pans, a muffin pan, medium loaf pan, and a cookie sheet.",6-Piece Non-Stick Copper Bakeware Set,,https://www.dealnews.com/6-Piece-Non-Stick-Copper-Bakeware-Set-for-23-free-shipping/2171576.html,$23,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qi00iedpkfshwqfga3od",KITCHEN,free shipping
2018-01-04T07:12:48-05:00,,4,2171558,"Nashville Shoe Warehouse via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171558"">G.H. Bass &amp; Co. Men's Bruno Leather Oxford Shoes</a> in Chocolate for <strong>$34.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $45. They're available in sizes 7.5 to 13.",G.H. Bass & Co. Men's Bruno Leather Oxfords,,https://www.dealnews.com/G.H.-Bass-Co.-Mens-Bruno-Leather-Oxfords-for-35-free-shipping/2171558.html,$35,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/npb4nnjbmgytx2f59hle",SHOES,free shipping
2018-01-04T07:00:48-05:00,,2,2171564,"As one of its daily deals, That Daily Deal offers this <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171564"">Shiatsu Heated Neck and Back Massager</a> for <strong>$19.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $15, although we saw it for $2 less three weeks ago. It features four kneading discs, 20-minutes auto shut-off, and charging cables. Deal ends today.",Shiatsu Heated Neck and Back Massager,,https://www.dealnews.com/Shiatsu-Heated-Neck-and-Back-Massager-for-20-free-shipping/2171564.html,$20,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/pjdlkmfd0wphdhg6cgnz",MEDICINE & MEDICAL,free shipping
2018-01-04T06:56:55-05:00,,4,2171534,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171534"">five Dixie Everyday Disposable Paper Plate 44-Packs</a> (220 total) for <strong>$13.29</strong> with <strong>free shipping</strong> via the steps below. That's the lowest price we could find by $10, although we saw them for $2 less last November. They're cut-resistant and microwavable. To get this deal:
<ol>
 <li>View the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095559,2171534"">220 Dixie Everyday Disposable Paper Plates</a> for $16.09
 </li>
 <li>clip the $2 off coupon on the product page
 </li>
 <li>check out via Subscribe &amp; Save for a final price of <strong>$13.29</strong> and to receive <strong>free shipping</strong>
 </li>
</ol>
Be sure to cancel Subscribe & Save once your order ships to avoid being billed for subsequent shipments.",220 Dixie Everyday Disposable Paper Plates,,https://www.dealnews.com/220-Dixie-Everyday-Disposable-Paper-Plates-for-13-free-shipping/2171534.html,$13,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/awhn9xsvfzebs1nolexm",PARTY SUPPLIES,free shipping
2018-01-04T06:55:19-05:00,,4,2171522,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171522"">Intuit TurboTax Premier 2017 Federal + E-File + State Tax Preparation Software for Windows and Mac</a> bundled with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095556,2171522"">Quicken Starter Edition 2018 1-Year Membership</a> for <strong>$54.86</strong> with <strong>free shipping</strong>. That's tied with last week's mention and $35 under the lowest price we could find for these items sold separately elsewhere.",TurboTax Premier 2017 PC/Mac w/ Quicken 2018,,https://www.dealnews.com/Turbo-Tax-Premier-2017-PC-Mac-w-Quicken-2018-for-55-free-shipping/2171522.html,$55,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/mbvv75bnpc0rmdmmem28",SOFTWARE,free shipping
,2018-01-04T09:01:52-05:00,4,2171528,"Amazon offers Prime members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171528"">Fisher Space Bullet Space Pen</a> in Matte Black for <b>$13.08</b> with <b>free shipping</b>. That's the lowest price we could find by $8. It works in extreme temperatures from -30° F to 250° F and in extreme conditions such as the gravity-free vacuum of space. (Just in case ...)",Fisher Space Bullet Space Pen,,https://www.dealnews.com/Fisher-Space-Bullet-Space-Pen-for-13-free-shipping/2171528.html,$13,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zylgecfedco1zbwos99d",SUPPLIES,free shipping
2018-01-04T06:43:36-05:00,,3,2171516,"REI Garage offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171516"">Seattle Sports 8-Liter AquaSto Water Keg</a> in Black for <strong>$6.73</strong>. Opt for in-store <strong>pickup</strong> to avoid the $5.99 shipping charge. That's the lowest price we could find by $4. It doubles as solar water heater for showers and dish washing, and includes a flat cap, a push-pull cap, spigot, and carry handle.",Seattle Sports 8L AquaSto Water Keg,,https://www.dealnews.com/Seattle-Sports-8-L-Aqua-Sto-Water-Keg-for-7-pickup-at-REI/2171516.html,$7,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/vcivlgs9tqw5arvnylmz",CAMPING & OUTDOORS,pickup at REI
2018-01-02T10:45:01-05:00,,,2170193,"Sign up for the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170193"">United MileagePlus® Explorer Card</a> and <strong>earn 40,000 bonus miles</strong> after you spend $2,000 in the first 3 months your account is open. Plus, <strong>earn 5,000 bonus miles</strong> after you add the first authorized user to your account and make a purchase with your Card during the first 3 months your account is open. Finally, you'll <strong>earn 2 miles</strong> for each $1 spent on tickets purchased from United, and <strong>earn 1 mile</strong> for each $1 spent on all other purchases. (Miles don't expire as long as your credit card account remains open.) There's a <strong>$0 Intro Annual Fee</strong> for the first year, then $95. For more terms and conditions, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092241,2170193"">click here</a>.<br>
<br>
This card — and several more — can be found on our <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""http://dealnews.com/credit-cards/s1642/Chase/"">Chase Credit Card page</a>.        <div class=""article-disclaimer"">
            <p class=""article-disclaimer-text"">
                <a href=""#"" class=""article-disclaimer-link info"" data-panel=""article_disclaimer-dialog"" data-dialog_text=""DealNews has financial relationships with the credit card issuers mentioned on our site, and DealNews receives compensation if consumers choose to apply for these by clicking links in our content and ultimately sign up for these specific cards. This compensation has no impact or influence on where or how the cards appears on dealnews.com. DealNews does not include all card companies or all card offers available in the marketplace.&lt;br&gt;&lt;br&gt;
&lt;bold&gt;UGC Disclosure&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
These responses are not provided or commissioned by the bank advertiser. Responses have not been reviewed, approved or otherwise endorsed by the bank advertiser. It is not the bank advertiser's responsibility to ensure all posts and/or questions are answered.
&lt;bold&gt;Bank Disclaimer&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
This content is not provided or commissioned by the Bank Advertiser. Opinions expressed here are author's alone, not those of the Bank Advertiser, and have not been reviewed, approved or otherwise endorsed by the Bank Advertiser. This site may be compensated through the Bank Advertiser Affiliate Program."" data-dialog_title=""Advertiser Disclosure"">Advertiser Disclosure</a>
            </p>
        </div>",United MileagePlus® Explorer Card,,"https://www.dealnews.com/lw/click.html?20,2,2170193","40,000 bonus miles","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/adilagzzfhgr5nnfvn9c",CREDIT CARDS,
2018-01-04T06:40:37-05:00,,3,2171543,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171543"">Holly &amp; Martin Lydock Console Table</a> in Black for $104.38. (Select this option from ""Other sellers"" under the price info.) Opt for in-store <strong>pickup</strong> to drop the price to <strong>$99.68</strong>. That's the lowest price we could find by $18.",Holly & Martin Lydock Console Table,,https://www.dealnews.com/Holly-Martin-Lydock-Console-Table-for-100-pickup-at-Walmart/2171543.html,$100,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/sjbub89gktbvmvk9axq3",TABLES,pickup at Walmart
2018-01-04T06:38:23-05:00,,1,2171501,"REI Garage offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171501"">Fox River Sport Tab Lightweight Socks 2-Pack</a> in several colors (Purple pictured) for <strong>$6.73</strong>. Opt for in-store <strong>pickup</strong> to avoid the $5.99 shipping fee. That's $5 off list and the lowest price we could find. They're available in size M only.",Fox River Sport Tab Lightweight Socks 2-Pack,,https://www.dealnews.com/Fox-River-Sport-Tab-Lightweight-Socks-2-Pack-for-7-pickup-at-REI/2171501.html,$7,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/pv57l6knhmsragwzmgyf",SOCKS,pickup at REI
2018-01-04T06:35:44-05:00,,3,2171486,"X-Chef via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171486"">X-Chef Garlic Press Set</a> for <strong>$10.39</strong> with <strong>free shipping</strong>. That's the lowest price we could find by a buck. It includes the press, silicone tube roller, and a cleaning brush.",X-Chef Garlic Press Set,,https://www.dealnews.com/X-Chef-Garlic-Press-Set-for-10-free-shipping-w-Prime/2171486.html,$10,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zzgjgqln3quwld8wol5w",KITCHEN,free shipping w/ Prime
2018-01-04T06:33:44-05:00,,3,2171477,"Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171477"">Converse Women's Chuck Taylor Animal Print High Sneakers</a> for <strong>$22.48</strong>. Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095529,2171477"">beauty item</a> (they start at $3) to bag <b>free shipping</b>; otherwise, shipping adds $10.95. That's $43 off list and the lowest price we could find. They're available in sizes 5 to 10.<br>
<br>
Also available is the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095532,2171477"">Converse Women's Chuck Taylor Ox Animal Print Low Sneakers</a> for <strong>$22.48</strong>. Pad your order as above to bag <b>free shipping</b>; otherwise, shipping adds $10.95. That's $38 off list and the lowest price we could find. They're available in sizes 5 to 8.",Converse Women's Animal Hi or Low Sneakers,,https://www.dealnews.com/Converse-Womens-Animal-Hi-or-Low-Sneakers-for-22-free-s-h-w-beauty-item/2171477.html,$22,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/nnrzp0o6ld2fa6dobk5d",SHOES,free s&h w/beauty item
,2018-01-04T10:08:28-05:00,5,2171300,"For in-store pickup only, Advance Auto Parts takes <strong>30% off</strong> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171300"">car batteries</a> via coupon code ""EM308A"". (The coupon may apply automatically.) A $50 maximum savings applies. Deal ends January 7.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s2750/Advance-Auto-Parts/"">Advance Auto Parts Coupons</a>.</p>",Car Batteries at Advance Auto Parts,,https://www.dealnews.com/Car-Batteries-at-Advance-Auto-Parts-30-off/2171300.html,30% off,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/gqz5lisxoxh9oiapv03m",AUTOMOTIVE,
2018-01-04T06:24:16-05:00,,3,2171531,"REI Garage offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171531"">Big Agnes mtnGLO Light Accessory Kit</a> in Black for <strong>$27.73</strong>. Opt for in-store <strong>pickup</strong> to dodge the $5.99 shipping fee. That's the lowest price we could find by $12. It includes a 100"" strand of LED lights. Three AAA batteries are required (not included).",Big Agnes mtnGLO Light Accessory Kit,,https://www.dealnews.com/Big-Agnes-mtn-GLO-Light-Accessory-Kit-for-28-pickup-at-REI/2171531.html,$28,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/c526bsb5zr57geukd3ed",CAMPING & OUTDOORS,pickup at REI
2018-01-04T06:24:12-05:00,,3,2171456,"Sunvalley Brands via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171456"">TaoTronics Car Phone Mount for CD Player Slot</a> for $10.99. Clip the coupon on the product page to drop the price to <strong>$4.40</strong>. (Click ""1 Applicable Promotion"" to clip the coupon; you will see this price reflected at final checkout.) With <strong>free shipping</strong> for Prime members, that's the lowest price we could find by $9. It accommodates devices 2"" to 4"" wide and features 360° rotation, a nonslip silicone pad, and side mounted release button.",TaoTronics Car Phone Mount for CD Player Slot,,https://www.dealnews.com/Tao-Tronics-Car-Phone-Mount-for-CD-Player-Slot-for-4-free-shipping/2171456.html,$4,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/aj0xetnzot2sgfracwuo",AUTOMOTIVE,free shipping
2018-01-04T06:21:02-05:00,,4,2171519,"Dynamic H&B via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171519"">Dynamic H&amp;B Women's Babydoll Lingerie Set</a> in Black for $12.99. Coupon code ""Q53XKOHL"" drops it to <b>$6.99</b>. With <b>free shipping</b> for Prime members, that's a buck under last month's mention, $23 off list, and the lowest price we could find. It's available in sizes S to XXL. Deal ends March 31.",Dynamic H&B Women's Babydoll Lingerie Set,,https://www.dealnews.com/Dynamic-H-B-Womens-Babydoll-Lingerie-Set-for-7-free-shipping-w-Prime/2171519.html,$7,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/mbyvodbcyfm6yj1nxhok",INTIMATES,free shipping w/ Prime
2018-01-04T06:17:24-05:00,,3,2171510,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171510"">Bludio Turbine 3 Extra Bass Bluetooth Headphones</a> in Black, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095550,2171510"">Gold</a>, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095553,2171510"">Red</a>, for $39.99. Coupon code ""7JU9XPET"" cuts the price to <b>$29.99</b>. With <b>free shipping</b>, that's tied with our mention from last February and the lowest price we could find by $20. Features include 57mm drivers, a 15Hz to 25kHz frequency response, and range of up to 33 feet. Deal ends March 31.",Bludio Turbine 3 Bluetooth Headphones,,https://www.dealnews.com/Bludio-Turbine-3-Bluetooth-Headphones-for-30-free-shipping/2171510.html,$30,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/w2wknkqwuzlesfualyqn",HEADPHONES,free shipping
2018-01-04T00:01:00-05:00,,,2170754,"CTLpower via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170754"">Sbode Bluetooth Speaker</a> for $59.99. Coupon code ""VDWJWYE6"" cuts it to <strong>$39.99</strong>. Plus, <strong>free shipping</strong> applies. It features a microSD card slot, IPX6 water resistance, and four bass radiators. Deal ends January 7.",Sbode Bluetooth Speaker,,https://www.dealnews.com/Sbode-Bluetooth-Speaker-for-40-free-shipping/2170754.html,$40,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/bhtve9hmto9zkfvejm5y",PORTABLE SPEAKERS,free shipping
