editors_choice,description,hotness,shipping,title,url,category,time_modified,price,picture_url,uuid,time_published
,"Win Pearl offers this <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170172"">Triple Strand Black Freshwater Pearl Necklace</a> for $299.99. Coupon code ""dealnews231"" cuts that to <strong>$68.99</strong>. With <strong>free shipping</strong>, that's $331 off and tied with last month's mention as the best price we could find. It measures 18"" long. Deal ends January 10.",1,free shipping,9.5mm AAA Lustrous Freshwater Pearl Necklace,https://www.dealnews.com/9.5-mm-AAA-Lustrous-Freshwater-Pearl-Necklace-for-69-free-shipping/2170172.html,JEWELRY,,$69,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ztditqasyp42rrzrwqjt",2170172,2018-01-02T15:31:59-05:00
,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170397"">Crawford Adjustable Overhead Storage System</a> for <strong>$30.68</strong>. Opt for in-store <strong>pickup</strong> to dodge the $5.99 shipping fee. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093090,2170397"">Amazon</a> charges the same.) That's tied with our mention from a month ago and the lowest price we could find by $5. It has a 200-lb. weight capacity, features an adjustable drop from 19"" to 29"", and expands from 32"" to 48"" wide.",3,pickup at Walmart,Crawford Adjustable Overhead Storage System,https://www.dealnews.com/Crawford-Adjustable-Overhead-Storage-System-for-31-pickup-at-Walmart/2170397.html,TOOL STORAGE & ORGANIZATION,,$31,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/tegdhx8b5xifa6y4t5au",2170397,2018-01-02T15:30:24-05:00
,"Walmart offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170199"">Cool Water for Women by Davidoff 3.4-oz. Deodorant Spray</a> for <b>$12.65</b>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092265,2170199"">Amazon</a> has it for the same with free Prime shipping.) Opt for in-store <b>pickup</b> to dodge the $5.99 shipping charge. That's the lowest price we could find by $3. It features citrus, honeydew, and pineapple notes.",3,pickup at Walmart,Cool Water for Women 3.4-oz. Deodorant Spray,https://www.dealnews.com/Cool-Water-for-Women-3.4-oz.-Deodorant-Spray-for-13-pickup-at-Walmart/2170199.html,FRAGRANCES,,$13,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/fv8ftgvfugmxibyk2wek",2170199,2018-01-02T15:27:17-05:00
,"Sam's Club offers its members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093066,2170379"">Mysteria Bay Storage Bed</a> from <b>$399</b> with <b>free shipping</b>. (Non-members pay at least a $40 surcharge, so it's better to buy a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093018,2170379"">1-Year membership</a> for $45.) That's the lowest price we could find by at least $291. These beds feature storage space in the frame. The deals:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170379"">Twin</a> (pictured) from <b>$399</b> (low by $291)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093021,2170379"">Full</a> from <b>$449</b> (low by $316)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093024,2170379"">Queen</a> from <b>$499</b> (low by $204)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093027,2170379"">King</a> from <b>$579</b> (low by $535)
 </li>
</ul>",3,free shipping,Mysteria Bay Storage Bed,https://www.dealnews.com/Mysteria-Bay-Storage-Bed-from-399-free-shipping/2170379.html,HOME FURNITURE,,from $399,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/efrfcueiieazpvjovhe2",2170379,2018-01-02T15:24:44-05:00
,"Equinox Int via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170385"">Royal Oil and Vinegar Bottle Set</a> for $16.99. Coupon code ""AVNV73H3"" knocks it to <strong>$9.97</strong>. With <strong>free shipping</strong> via Prime, that's the lowest price we could find by $10. It includes a stainless steel rack and removable corks. Each bottle holds up to 17 oz. Deal ends January 31.",3,free shipping w/ Prime,Royal Oil and Vinegar Bottle Set,https://www.dealnews.com/Royal-Oil-and-Vinegar-Bottle-Set-for-10-free-shipping-w-Prime/2170385.html,KITCHEN,,$10,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wfxa9p02uril3cqtukvg",2170385,2018-01-02T15:21:53-05:00
,"iOrange-E via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170349"">Veckle 14"" Nylon Laptop Backpack</a> in Black for $29.99. Coupon code ""FLZMU6QT"" drops it to <b>$19.99</b>. With <b>free shipping</b>, that's $10 off list and the lowest price we could find. It features adjustable, padded straps, exterior and interior pockets, is waterproof, and holds laptops up to 14"". Deal ends January 7.",3,free shipping,"Veckle 14"" Nylon Laptop Backpack",https://www.dealnews.com/Veckle-14-Nylon-Laptop-Backpack-for-20-free-shipping/2170349.html,LAPTOP BAGS,,$20,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/sac2qvyqigbyoj6x7rdj",2170349,2018-01-02T15:13:00-05:00
,"Holsem via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170367"">Holsem 8-Outlet Surge Protector Power Strip</a> in Black or White for $25.95. Coupon code ""WO6W4JZY"" drops it to <b>$16.49</b>. Plus, Prime members bag <b>free shipping</b>. That's the lowest price we could find by $13. It features two USB charging outlets, surge protection up to 2,000 joules, and a 6-foot cord. Deal ends February 28.",3,free shipping,Holsem 8-Outlet Surge Protector Power Strip,https://www.dealnews.com/Holsem-8-Outlet-Surge-Protector-Power-Strip-for-16-free-shipping/2170367.html,SURGE PROTECTORS,,$16,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/sa759itcb7ivne0ojuib",2170367,2018-01-02T15:02:16-05:00
,"Sign up for the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170181"">JetBlue Plus Card</a> and receive <strong>30,000 bonus points</strong> after you <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092208,2170181"">spend $1,000 in purchases</a> within the first 90 days of account opening. Other card features include earning <strong>6x points</strong> on JetBlue purchases, <strong>2x points</strong> at restaurants and grocery stores, and <strong>1x points</strong> on all other purchases. Plus, your first checked bag is <strong>free</strong>. Finally, there's no blackout dates on JetBlue-operated flights, you can redeem for any seat any time on JetBlue-operated flights, and points awarded into your TrueBlue account don't expire. A $99 annual fee applies. For more terms and conditions, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092211,2170181"">click here</a>.<br>
<br>
This card — and several more — can be found on our <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""http://dealnews.com/credit-cards/s39843/Barclay-Card/"">Barclaycard Credit Card page</a>.        <div class=""article-disclaimer"">
            <p class=""article-disclaimer-text"">
                <a href=""#"" class=""article-disclaimer-link info"" data-panel=""article_disclaimer-dialog"" data-dialog_text=""DealNews has financial relationships with the credit card issuers mentioned on our site, and DealNews receives compensation if consumers choose to apply for these by clicking links in our content and ultimately sign up for these specific cards. This compensation has no impact or influence on where or how the cards appears on dealnews.com. DealNews does not include all card companies or all card offers available in the marketplace.&lt;br&gt;&lt;br&gt;
&lt;bold&gt;UGC Disclosure&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
These responses are not provided or commissioned by the bank advertiser. Responses have not been reviewed, approved or otherwise endorsed by the bank advertiser. It is not the bank advertiser's responsibility to ensure all posts and/or questions are answered.
&lt;bold&gt;Bank Disclaimer&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
This content is not provided or commissioned by the Bank Advertiser. Opinions expressed here are author's alone, not those of the Bank Advertiser, and have not been reviewed, approved or otherwise endorsed by the Bank Advertiser. This site may be compensated through the Bank Advertiser Affiliate Program."" data-dialog_title=""Advertiser Disclosure"">Advertiser Disclosure</a>
            </p>
        </div>",,,JetBlue Plus Card,"https://www.dealnews.com/lw/click.html?20,2,2170181",CREDIT CARDS,,"Earn 30,000 bonus points","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/uku4yulyuaxaufupterc",2170181,2018-01-02T10:37:44-05:00
,"Tire Rack offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170358"">up to a $50 mail-in rebate</a> with the purchase of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092973,2170358"">four select Dunlop tires</a>. Some exclusions apply. Deal ends February 28.<br>
<br>
Alternatively, get <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092976,2170358"">up to an $80 mail-in rebate</a> with <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092979,2170358"">four select Goodyear or Dunlop tires</a>. Scroll down to see eligible tires. This rebate ends March 31.",3,,Dunlop Tires at Tire Rack,https://www.dealnews.com/Dunlop-Tires-at-Tire-Rack-Up-to-80-off-via-rebate/2170358.html,AUTOMOTIVE,,Up to $80 off via rebate,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zucr12c9jnyh0bbc7oha",2170358,2018-01-02T15:01:49-05:00
,"Whether you missed out over the holidays, or you just need to add to your collection, our roundup of the week's best <a data-iref=""fp-feature-content-wide-body"" href=""https://www.dealnews.com/features/best-tool-deals/"">tool deals</a> has you covered. Score cordless drills from Worx, a power inflator, and more.",,,Best Power Tool Deals: Get a 12-Volt Cordless Drill/Driver at Its Lowest Price,https://www.dealnews.com/features/best-tool-deals/,ROUNDUPS,,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/tlamsogguwbvi7s7nwvu",2170376,2018-01-02T14:55:20-05:00
,"Frontier Airlines via DealBase discounts select <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170370"">Frontier Airlines Nationwide 1-Way Fares</a> with fares starting from <strong>$19.30</strong>. (On the DealBase landing page, click on ""Frontier Airlines"" in the top line to see this sale.) That's the best price we could find for select routes today by at least $14. This price is valid on flights departing from Albuquerque, NM, (ABQ) with arrival in Denver, CO, (DEN) on January 8. Book this travel deal January 3 for travel from January 8 through February 7.<br>
<br>
All prices, dates, and booking details were valid at the time of publication.",4,,Frontier Airlines Nationwide Fares,https://www.dealnews.com/Frontier-Airlines-Nationwide-Fares-from-19-1-Way/2170370.html,AIRFARE,,from $19 1-Way,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/tdjsfk0cumhrlgma5m3m",2170370,2018-01-02T14:47:55-05:00
,"Lowe's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170220"">Bosch Impact Tough 24-Piece Screwdriver Bit Set</a> for <strong>$9.98</strong>. Plus, MyLowe's members bag <b>free shipping</b>. (Not a MyLowe's member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092370,2170220"">join</a>.) That's tied with our November mention, $10 off, and the best price we could find. The bits feature a black oxide coating.",3,free shipping,Bosch 24-Piece Screwdriver Bit Set,https://www.dealnews.com/Bosch-24-Piece-Screwdriver-Bit-Set-for-10-free-shipping/2170220.html,HAND TOOLS,,$10,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zyia15fnv50mq893bavg",2170220,2018-01-02T14:38:27-05:00
,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170361"">Pizza Hut</a> takes <strong>50% off</strong> all <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092982,2170361"">online menu-priced pizzas</a>. (No coupon is required.) That's tied with our November mention as the best percent-off discount we've seen from Pizza Hut. Some exclusions may apply. <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092985,2170361"">Click here</a> to find a location near you. Deal ends January 8.",5,,Pizza Hut Menu-Price Pizzas,https://www.dealnews.com/Pizza-Hut-Menu-Price-Pizzas-50-off/2170361.html,RESTAURANTS,2018-01-02T18:49:18-05:00,50% off,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wv8zrfxtgjkxwt03alsq",2170361,
True,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170355"">Larabar 1.6-oz. Gluten Free Bar 16-Pack</a> in Pecan Pie for <strong>$7.38</strong> with <strong>free shipping</strong> via the below directions. That's $4 under our August mention and at least $8 less than you'd spend for any flavor at a local retail store. These gluten-free snacks are certified Kosher. To get this deal:
<ol>
 <li>View the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092958,2170355"">Larabar 1.6-oz. Bar 16-Pack</a> for $11.45
 </li>
 <li>clip the $3.50 off coupon on the product page
 </li>
 <li>order via Subscribe &amp; Save for a final price of <strong>$7.38</strong>
 </li>
</ol>
Note: Remember to cancel your subscription after your order ships to avoid being billed for subsequent purchases.",3,free shipping,Larabar Gluten Free Pecan Pie Bar 16-Pack,https://www.dealnews.com/Larabar-Gluten-Free-Pecan-Pie-Bar-16-Pack-for-7-free-shipping/2170355.html,GROCERIES,,$7,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/cehsuyq5ef8o6caltzbh",2170355,2018-01-02T14:30:33-05:00
,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170352"">Daisy Youth Buck Air Rifle</a> for <strong>$17.96</strong>. Opt for in-store <strong>pickup</strong> to avoid a $5.99 shipping charge. That's the lowest price we could find by $8. It features a 400-shot capacity and lever-cocking spring air action.",4,pickup at Walmart,Daisy Youth Buck Air Rifle,https://www.dealnews.com/Daisy-Youth-Buck-Air-Rifle-for-18-pickup-at-Walmart/2170352.html,GUNS & AMMO,2018-01-02T18:41:42-05:00,$18,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/p4e2cjrh3ld10bey0big",2170352,
,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170346"">TimeOffice High-Back Mesh Executive Office Chair with Headrest</a> in Black for <strong>$60.36</strong> with <strong>free shipping</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092904,2170346"">Amazon</a> has it for the same.) That's tied with our November mention and the lowest price we could find by $47. It features an adjustable headrest, armrests, and height.",3,free shipping,TimeOffice Exec Office Chair,https://www.dealnews.com/Time-Office-Exec-Office-Chair-for-60-free-shipping/2170346.html,OFFICE CHAIRS,,$60,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/jtnwtimawybaygka2ige",2170346,2018-01-02T14:16:39-05:00
,"HP offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170214"">HP Slimline 270-a035z AMD A6-9200 2GHz Desktop PC</a> for <strong>$299.99</strong> with <strong>free shipping</strong>. That's $100 off and the best price we could find. It features an AMD A6-9200 2GHz dual-core processor, 8GB RAM, 1TB 7200rpm hard drive, 802.11n wireless, USB 3.0, HDMI, and Windows 10 Home 64-bit.",2,free shipping,HP Slimline AMD A6-9200 2GHz Desktop,https://www.dealnews.com/HP-Slimline-AMD-A6-9200-2-GHz-Desktop-for-300-free-shipping/2170214.html,DESKTOPS,,$300,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/m8nidhfkersvb0vadp5r",2170214,2018-01-02T14:16:29-05:00
,"Sign up for the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167586"">Chase Sapphire Preferred® Credit Card</a> and earn <strong>50,000 bonus points</strong> after you spend <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17086874,2167586"">$4,000 or more</a> on purchases in the first three months from account opening – that's $625 toward travel when you redeem through Chase Ultimate Rewards®. Plus, earn <strong>5,000 bonus points</strong> after you add the first authorized user and make a purchase in the first three months from account opening. Also, earn <strong>2 points</strong> for every $1 spent on travel and dining at restaurants both in the U.S. and abroad, and <strong>1 point</strong> for every $1 spent on all other purchases. There's a <strong>$0 Intro Annual Fee</strong> for the first year, then $95 for each additional year, and <strong>no foreign transaction fees</strong> on purchases made outside the United States. For more terms and conditions, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17086877,2167586"">click here</a>.<br>
<br>
This card — and several more — can be found on our <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""http://dealnews.com/credit-cards/s1642/Chase/"">Chase Credit Card page</a>.        <div class=""article-disclaimer"">
            <p class=""article-disclaimer-text"">
                <a href=""#"" class=""article-disclaimer-link info"" data-panel=""article_disclaimer-dialog"" data-dialog_text=""DealNews has financial relationships with the credit card issuers mentioned on our site, and DealNews receives compensation if consumers choose to apply for these by clicking links in our content and ultimately sign up for these specific cards. This compensation has no impact or influence on where or how the cards appears on dealnews.com. DealNews does not include all card companies or all card offers available in the marketplace.&lt;br&gt;&lt;br&gt;
&lt;bold&gt;UGC Disclosure&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
These responses are not provided or commissioned by the bank advertiser. Responses have not been reviewed, approved or otherwise endorsed by the bank advertiser. It is not the bank advertiser's responsibility to ensure all posts and/or questions are answered.
&lt;bold&gt;Bank Disclaimer&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
This content is not provided or commissioned by the Bank Advertiser. Opinions expressed here are author's alone, not those of the Bank Advertiser, and have not been reviewed, approved or otherwise endorsed by the Bank Advertiser. This site may be compensated through the Bank Advertiser Affiliate Program."" data-dialog_title=""Advertiser Disclosure"">Advertiser Disclosure</a>
            </p>
        </div>",,,Chase Sapphire Preferred® Card,"https://www.dealnews.com/lw/click.html?20,2,2167586",CREDIT CARDS,,"50,000 bonus points","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/d8ppsk9jlwz1siyg70ap",2167586,2017-12-28T12:11:32-05:00
,"Dell Home, via its Member Purchase Program, offers its 2.7-lb. <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170343"">Dell XPS 13 9360 Intel Kaby Lake Core i5 2.5GHz 13.3"" 1080p Laptop</a> for $930.99. Coupon code ""50OFF699"" knocks it to <strong>$881.99</strong>. With <strong>free shipping</strong>, that's $18 under our mention from three weeks ago, $218 off, and the lowest price we could find. Features include an Intel Core i5-7200U 2.5GHz Kaby Lake dual-core processor, 13.3"" 1920x1080 (1080p) IPS LCD, 8GB RAM, 256GB SSD, 802.11ac wireless, Thunderbolt 3, USB 3.0, and Windows 10 Home 64-bit.",2,free shipping,"Dell XPS Kaby Lake i5 Dual 13"" 1080p Laptop",https://www.dealnews.com/Dell-XPS-Kaby-Lake-i5-Dual-13-1080-p-Laptop-for-882-free-shipping/2170343.html,LAPTOPS,,$882,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/smolcxuxzpjxvyszp6xr",2170343,2018-01-02T14:08:58-05:00
,"Lowe's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170340"">Dewalt 3-Tool 20-volt Max Lithium Ion Cordless Combo Kit</a> for <b>$199</b> with <b>free shipping</b>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092856,2170340"">CPO Tools</a> has it for the same price.) That's the lowest price we could find by $61. It includes a hammerdrill, impact drive, flashlight, two batteries, charger, and bag.",3,free shipping,Dewalt 3-Tool Cordless Combo Kit,https://www.dealnews.com/Dewalt-3-Tool-Cordless-Combo-Kit-for-199-free-shipping/2170340.html,POWER TOOLS,,$199,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/kxhi7bvt361jw6snj0t3",2170340,2018-01-02T14:03:43-05:00
,"F-color via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170316"">F-color Magnetic Dashboard Car Phone Holder</a> for $10.99. Coupon code ""XWL7S9OH"" drops it to <b>$6.99</b>. Plus, Prime members bag <b>free shipping</b>. That's tied with our mention from two weeks ago, $4 off list, and the lowest price we could find. It features a suction cup mount. Deal ends January 7.",3,free shipping w/ Prime,F-color Magnetic Dashboard Car Phone Holder,https://www.dealnews.com/F-color-Magnetic-Dashboard-Car-Phone-Holder-for-7-free-shipping-w-Prime/2170316.html,AUTOMOTIVE,,$7,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/cggv3ucdl6kyqwub1lts",2170316,2018-01-02T13:57:34-05:00
,"Flovea via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170337"">Flovea 84"" 16:9 Home Theater Projector Screen</a> for $29.99. Coupon code ""HBGVL8QM "" cuts that to <strong>$19.79</strong>. With <strong>free shipping</strong>, that's the lowest price we could find for such a projector screen by $2. It features a 73x41"" viewing area. Deal ends January 20.",3,free shipping,"Flovea 84"" 16:9 Projector Screen",https://www.dealnews.com/Flovea-84-16-9-Projector-Screen-for-20-free-shipping/2170337.html,PROJECTORS,,$20,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/bol55lwpswbmjtbznfha",2170337,2018-01-02T13:48:44-05:00
,"IKong via Amazon offers Prime members its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170190"">IKong Brother-Compatible TN450/TN420 Replacement Black Toner Cartridge 2-Pack</a> for $14.29. Coupon code ""5YO97O8J"" cuts it to <b>$9</b>. With <b>free shipping</b> for Prime members, that's $3 under our May mention and the lowest we've seen. (It's $14 under the best price we could find for a 2-pack of similar cartridges elsewhere.) They're compatible with many Brother HL-, MFC-, Intellifax-, and DCP-series printers. Deal ends February 1.",3,free shipping w/ Prime,2 IKong Brother-Compatible Toner Cartridges,https://www.dealnews.com/2-IKong-Brother-Compatible-Toner-Cartridges-for-9-free-shipping-w-Prime/2170190.html,INK & TONER,,$9,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ztl6i2epagucvflyyjtf",2170190,2018-01-02T13:47:32-05:00
,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170334"">Ashford</a> takes an <b>extra 20% off</b> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092790,2170334"">clearance watches</a>, already discounted <b>up to 79% off</b>, via coupon code ""HELLO18"". Plus, all orders bag <b>free shipping</b>. Deal ends January 8.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s342/Ashford/"">Ashford Coupons</a>.</p>",3,free shipping,Ashford Clearance Sale,https://www.dealnews.com/Ashford-Clearance-Sale-Up-to-79-off-20-off-free-shipping/2170334.html,WATCHES,2018-01-02T18:39:00-05:00,Up to 79% off + 20% off,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/xgc6iv4qtf3jdkxhsez3",2170334,
,"Neon Mart via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170304"">LE Swing Arm Dimmable LED Desk Lamp</a> for $35.99. Coupon code ""P2X8J625"" drops it to <b>$30.23</b>. With <b>free shipping</b>, that's the lowest price we could find by $12. It features a C-clamp for attaching to a desk or table. Deal ends January 9.",3,free shipping,LE Swing Arm Dimmable LED Desk Lamp,https://www.dealnews.com/LE-Swing-Arm-Dimmable-LED-Desk-Lamp-for-30-free-shipping/2170304.html,LIGHTING & LAMPS,,$30,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zxx12hsgjc3ewnsmkrmk",2170304,2018-01-02T13:39:05-05:00
,"Ocean Technology via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170325"">Unitek USB 3.0 to SATA Adapter</a> for $9.99. Coupon code ""7WF7TIF4"" cuts it to <strong>$4.99</strong>. Plus, Prime members grab <strong>free shipping</strong>. That's tied with our November mention, $11 off list, and the lowest price we could find. It supports data transfer speeds up to 5Gb/s. Deal ends January 15.",3,free shipping w/ Prime,Unitek USB 3.0 to SATA Adapter,https://www.dealnews.com/Unitek-USB-3.0-to-SATA-Adapter-for-5-free-shipping-w-Prime/2170325.html,COMPUTER CABLES,,$5,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/p4a7cohmn31mhw6hebzk",2170325,2018-01-02T13:37:08-05:00
,"OXA Home via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170277"">OXA Self Balancing Hover Board</a> in Red for $299.99. Coupon code ""HB526SXC"" cuts it to <strong>$239.99</strong>. With <strong>free shipping</strong>, that's $60 off and the lowest price we could find. It features 10.5 mile range, smart LED headlights, Bluetooth 4.2 speakers, and a 350-watt motor. Deal ends January 28.",2,free shipping,OXA Self Balancing Hover Board,https://www.dealnews.com/OXA-Self-Balancing-Hover-Board-for-240-free-shipping/2170277.html,TOYS & HOBBIES,,$240,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/mt8heq1ix8d8fnp5uxyr",2170277,2018-01-02T13:31:16-05:00
