url,editors_choice,time_modified,price,hotness,title,description,uuid,time_published,category,picture_url,shipping
https://www.dealnews.com/The-Bourne-Ultimate-Collection-on-Blu-ray-4-K-for-43-free-shipping/2169233.html,,,$43,3,The Bourne Ultimate Collection on Blu-ray 4K,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169233"">The Bourne Ultimate Collection on Blu-ray 4K</a> for <b>$43.49</b> with <b>free shipping</b>. That's the lowest price we could find by $27. It includes all five films plus special features and commentary.",2169233,2017-12-31T17:15:00-05:00,BLU-RAY DISC MOVIES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/knncbhuqv78d6675zifx",free shipping
"https://www.dealnews.com/lw/click.html?20,2,2167586",,,"50,000 bonus points",,Chase Sapphire Preferred® Card,"Sign up for the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167586"">Chase Sapphire Preferred® Credit Card</a> and earn <strong>50,000 bonus points</strong> after you spend <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17086874,2167586"">$4,000 or more</a> on purchases in the first three months from account opening – that's $625 toward travel when you redeem through Chase Ultimate Rewards®. Plus, earn <strong>5,000 bonus points</strong> after you add the first authorized user and make a purchase in the first three months from account opening. Also, earn <strong>2 points</strong> for every $1 spent on travel and dining at restaurants both in the U.S. and abroad, and <strong>1 point</strong> for every $1 spent on all other purchases. There's a <strong>$0 Intro Annual Fee</strong> for the first year, then $95 for each additional year, and <strong>no foreign transaction fees</strong> on purchases made outside the United States. For more terms and conditions, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17086877,2167586"">click here</a>.<br>
<br>
This card — and several more — can be found on our <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""http://dealnews.com/credit-cards/s1642/Chase/"">Chase Credit Card page</a>.        <div class=""article-disclaimer"">
            <p class=""article-disclaimer-text"">
                <a href=""#"" class=""article-disclaimer-link info"" data-panel=""article_disclaimer-dialog"" data-dialog_text=""DealNews has financial relationships with the credit card issuers mentioned on our site, and DealNews receives compensation if consumers choose to apply for these by clicking links in our content and ultimately sign up for these specific cards. This compensation has no impact or influence on where or how the cards appears on dealnews.com. DealNews does not include all card companies or all card offers available in the marketplace.&lt;br&gt;&lt;br&gt;
&lt;bold&gt;UGC Disclosure&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
These responses are not provided or commissioned by the bank advertiser. Responses have not been reviewed, approved or otherwise endorsed by the bank advertiser. It is not the bank advertiser's responsibility to ensure all posts and/or questions are answered.
&lt;bold&gt;Bank Disclaimer&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
This content is not provided or commissioned by the Bank Advertiser. Opinions expressed here are author's alone, not those of the Bank Advertiser, and have not been reviewed, approved or otherwise endorsed by the Bank Advertiser. This site may be compensated through the Bank Advertiser Affiliate Program."" data-dialog_title=""Advertiser Disclosure"">Advertiser Disclosure</a>
            </p>
        </div>",2167586,2017-12-28T12:11:32-05:00,CREDIT CARDS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/d8ppsk9jlwz1siyg70ap",
https://www.dealnews.com/Fast-Furious-Elite-Diecast-Vehicles-8-Pack-for-10-free-shipping-w-Prime/2169236.html,True,,$10,4,Fast & Furious Elite Diecast Vehicles 8-Pack,"Amazon offers Prime members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169236"">Mattel Fast &amp; Furious Elite Diecast Vehicles 8-Pack</a> for <b>$9.94</b> with <strong>free shipping</strong>. That's $2 under our mention from four days ago and the lowest price we could find now by $13. They feature authentic auto decos from the movie.",2169236,2017-12-31T17:10:38-05:00,TOYS & HOBBIES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/mbvpintrcayxzoehspeo",free shipping w/ Prime
https://www.dealnews.com/Keurig-Krispy-Kreme-Doughnuts-K-Cup-72-Pack-for-27-free-shipping/2169227.html,,,$27,4,Keurig Krispy Kreme Doughnuts K-Cup 72-Pack,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169227"">Keurig Krispy Kreme Doughnuts Single-Serve K-Cup Pods 72-Pack</a> for <b>$27.11</b> via the steps below. That's the lowest price we could find by $15, although we saw it for $9 less in July. To get this deal:
<ol>
 <li>View the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169227"">Keurig Krispy Kreme Doughnuts Single-Serve K-Cup Pods 72-Pack</a> for $36.15
 </li>
 <li>clip the 20% off coupon on the product page
 </li>
 <li>order via Subscribe &amp; Save to yield a final total of <b>$27.11</b> and bag <b>free shipping</b>
 </li>
</ol>
Be sure to cancel Subscribe & Save after your order ships to avoid being charged for subsequent orders.",2169227,2017-12-31T17:05:00-05:00,COFFEE,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qinnfufikmkath5nylip",free shipping
https://www.dealnews.com/Samsung-43-1080-p-LED-LCD-HD-Smart-TV-for-300-free-shipping/2169218.html,,,$300,3,"Samsung 43"" 1080p LED LCD HD Smart TV","B&H Photo Video offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169218"">Samsung 42.5"" 1080p LED-Backlit LCD HD Smart Television</a>, model no. UN43M5300AFXZA, for <strong>$299.95</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $48. It features a native resolution of 1920x1080 (1080p), Smart Hub (with access to Netflix, Amazon Instant Video, Hulu, etc.), and two HDMI inputs.",2169218,2017-12-31T16:55:00-05:00,TVS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/sbimbniikr6jms6tcylf",free shipping
https://www.dealnews.com/The-Office-The-Complete-Series-on-DVD-for-37-free-shipping/2169209.html,,,$37,3,The Office: The Complete Series on DVD,"Amazon offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169209"">The Office: The Complete Series on DVD</a> for <strong>$36.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $13 and the second-best deal we've seen for this set. (It was a buck less in October.) This set includes all 201 episodes.",2169209,2017-12-31T16:44:00-05:00,DVD MOVIES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/goamcs2zsybnxuue8lo6",free shipping
https://www.dealnews.com/De-Longhi-Nespresso-Lattissima-Plus-Machine-for-229-free-shipping/2169194.html,,,$229,3,DeLonghi Nespresso Lattissima Plus Machine,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169194"">DeLonghi Nespresso Lattissima Plus Espresso Maker</a> in Red for <strong>$229</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $51. It features a single-touch hot milk system, ""clean"" button for easy maintenance, automatic capsule ejection after brewing, and sliding drip tray.",2169194,2017-12-31T16:35:00-05:00,SMALL APPLIANCES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wczzfcroeujqddtfd7jd",free shipping
https://www.dealnews.com/Amazon-Basics-Cotton-Washcloth-24-Pack-for-10-free-shipping-w-Prime/2169206.html,,,$10,4,AmazonBasics Cotton Washcloth 24-Pack,"Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169206"">AmazonBasics Cotton Washcloth 24-Pack</a> in White for <b>$9.99</b>. Plus, Amazon Prime members bag <b>free shipping</b>. That's $4 off list and the lowest price we could find. Each towel measures 12"" x 12"".",2169206,2017-12-31T16:25:00-05:00,TOWELS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/aebrqohfdmglkhu4akjy",free shipping w/ Prime
https://www.dealnews.com/Hawthorne-Place-Cabinet-Knob-10-Pack-for-3-pickup-at-Walmart/2169191.html,,,$3,5,Hawthorne Place Cabinet Knob 10-Pack,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169191"">Hawthorne Place Cabinet Knob 10-Pack</a> in Chrome/White for <b>$2.90</b>. Choose in-store <b>pickup</b> to avoid the $5.99 shipping charge. That's $10 off list and the lowest price we could find.",2169191,2017-12-31T16:10:00-05:00,HOME IMPROVEMENT,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/xrjkibv3oqybjlhtdw2r",pickup at Walmart
https://www.dealnews.com/Cyber-Power-Grounding-Adapter-2-Pack-for-1-w-25-purchase-free-shipping/2169203.html,,,$1 w/ $25 purchase,4,CyberPower Grounding Adapter 2-Pack,"With orders of $25 or more, Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169203"">CyberPower Grounding Adapter 2-Pack</a> for <strong>96 cents</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $5. It lets you fit 3-prong plugs into 2-prong outlets.<br>
<br>
Note: This item is part of Amazon's ""add-on"" program and can only be purchased with orders of $25 or more.",2169203,2017-12-31T15:55:00-05:00,POWER MANAGEMENT,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/emfa2o8eb0dvaaz5zcvl",free shipping
https://www.dealnews.com/DC-Super-Hero-Girls-Batgirl-Vehicle-Set-for-14-free-shipping-w-Prime/2169221.html,True,,$14,2,DC Super Hero Girls Batgirl & Vehicle Set,"Amazon offers Prime members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169221"">DC Super Hero Girls Batgirl &amp; Vehicle Set</a> for <strong>$13.80</strong> with <strong>free shipping</strong>. That's $2 below our mention from two weeks ago, a current best by $2 (most stores charge at least $26), and the lowest price we've seen. (For further comparison, it was $18 on Black Friday.) It transforms from a rolling vehicle into a stationary play set and includes a Batgirl action figure.",2169221,2017-12-31T15:35:00-05:00,TOYS & HOBBIES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/p3nkwjyirfuvyvjbarqv",free shipping w/Prime
"https://www.dealnews.com/lw/click.html?20,2,2168498",,,"20,000 bonus points offer",,Bank of America® Travel Rewards Credit Card,"At Bank of America, apply for the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168498"">Bank of America® Travel Rewards credit card</a> and receive <strong>20,000 bonus points</strong> if you make at least $1,000 in purchases in the first 90 days of account opening – that can be redeemed for a <strong>$200 Statement Credit towards travel purchases</strong>. Plus, earn <strong>1.5 points</strong> per $1 spent on all purchases, with <strong>no annual fee</strong> and <strong>no foreign transaction fees</strong>. Redeem points for a statement credit to pay for flights, hotels, vacation packages, cruises, rental cars, or baggage fees with no blackout dates. There's no limit to the total number of points you can earn and points don't expire.<br>
<br>
This card — and several more — can be found on our <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""http://dealnews.com/credit-cards/s1631/Bank-of-America/"">Bank of America credit card page</a>.        <div class=""article-disclaimer"">
            <p class=""article-disclaimer-text"">
                <a href=""#"" class=""article-disclaimer-link info"" data-panel=""article_disclaimer-dialog"" data-dialog_text=""DealNews has financial relationships with the credit card issuers mentioned on our site, and DealNews receives compensation if consumers choose to apply for these by clicking links in our content and ultimately sign up for these specific cards. This compensation has no impact or influence on where or how the cards appears on dealnews.com. DealNews does not include all card companies or all card offers available in the marketplace.&lt;br&gt;&lt;br&gt;
&lt;bold&gt;UGC Disclosure&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
These responses are not provided or commissioned by the bank advertiser. Responses have not been reviewed, approved or otherwise endorsed by the bank advertiser. It is not the bank advertiser's responsibility to ensure all posts and/or questions are answered.
&lt;bold&gt;Bank Disclaimer&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
This content is not provided or commissioned by the Bank Advertiser. Opinions expressed here are author's alone, not those of the Bank Advertiser, and have not been reviewed, approved or otherwise endorsed by the Bank Advertiser. This site may be compensated through the Bank Advertiser Affiliate Program."" data-dialog_title=""Advertiser Disclosure"">Advertiser Disclosure</a>
            </p>
        </div>",2168498,2017-12-29T15:40:39-05:00,CREDIT CARDS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/bv3urdvfxvmwirwdv9qm",
https://www.dealnews.com/Rio-Robots-Horton-Hears-a-Who-on-Blu-ray-for-4-free-shipping/2169215.html,True,,$4,3,Rio / Robots / Horton Hears a Who on Blu-ray,"Fry's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169215"">Rio / Robots / Horton Hears a Who Triple Feature on Blu-ray Disc</a> for <strong>$3.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $6. Deal ends January 6.",2169215,2017-12-31T15:20:00-05:00,BLU-RAY DISC MOVIES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/plukmuvvdbutfsljzy0x",free shipping
https://www.dealnews.com/Internship-The-Watch-Dodgeball-on-Blu-ray-for-5-pickup-at-Frys/2169212.html,True,,$5,3,Internship / The Watch / Dodgeball on Blu-ray,"For in-store pickup only, and with stock varying by ZIP code, Fry's offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169212"">The Internship / The Watch / Dodgeball Triple Feature on Blu-ray Disc</a> for <strong>$4.99</strong>. That's the lowest price we could find for this Vince Vaughn comedy collection by $14.",2169212,2017-12-31T15:08:25-05:00,BLU-RAY DISC MOVIES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/fo3wrwewdayfj4yp9efx",pickup at Fry's
https://www.dealnews.com/Refurb-Canon-EOS-80-D-24-MP-DSLR-Camera-Bundle-for-1-199-free-shipping/2169173.html,,,"$1,199",3,Refurb Canon EOS 80D 24MP DSLR Camera Bundle,"Ending today, Canon offers its refurbished <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169173"">Canon EOS 80D 24.2-Megapixel Digital SLR Camera with the Canon EF-S 18-135mm F3.5-56 IS USM Lens</a> bundled with the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090159,2169173"">Canon EF-S 10-18mm f/4.5-5.6 IS STM Lens</a>, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090162,2169173"">Canon EF 70-300mm f/4-5.6 IS II USM Lens</a>, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090165,2169173"">Canon 300DG Gadget Bag</a>, and a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090168,2169173"">SanDisk 32GB SDHC Memory Card</a> for $1,679. Coupon code ""HOLIDAY17"" drops that to <strong>$1,199</strong>. With <strong>free shipping</strong>, that's $828 under the lowest price we could find for such a bundle new and sold separately elsewhere. The camera features a 45-point all cross-type AF system, dual-pixel CMOS AF, 3"" touchscreen LCD, 1080p video recording at 60fps, SDXC card slot, WiFi, and USB.<br>
<br>
Note: Only the camera body and 18-135mm lens are refurbs; all other items in this bundle are new. A 1-year Canon warranty applies for refurbs.",2169173,2017-12-31T14:50:00-05:00,DIGITAL SLR CAMERAS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/tgveafuu8hklzf3ezkew",free shipping
https://www.dealnews.com/Groupon-Local-Deals-Extra-20-off/2169161.html,,,Extra 20% off,4,Groupon Local Deals,"Ending today, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169161"">Groupon</a> takes an <strong>extra 20% off</strong> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090132,2169161"">local deals</a> via coupon code ""SALE3"". Plus, the same coupon takes <b>10% off</b> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090135,2169161"">goods</a> and <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090138,2169161"">travel deals</a>. (This coupon can be used up to three times per account and has a maximum discount of $50 per deal.) Some exclusions apply.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s8669/Groupon/"">Groupon Coupons</a>.</p>",2169161,2017-12-31T14:35:00-05:00,THINGS TO DO,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/muuqgb6zvfcgedh2isgq",
https://www.dealnews.com/The-Bridge-On-The-River-Kwai-on-Blu-ray-for-4-free-shipping/2169182.html,,,$4,3,The Bridge On The River Kwai on Blu-ray,"Fry's offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169182"">The Bridge On The River Kwai Limited Edition Steelbook on Blu-ray</a> for <b>$3.99</b> with <b>free shipping</b>. That's the lowest price we could find for this classic film by $5.",2169182,2017-12-31T14:20:00-05:00,BLU-RAY DISC MOVIES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/fn10lkb5crejxxnsudqv",free shipping
https://www.dealnews.com/PUMA-Outlander-Shoulder-Laptop-Bag-for-15-free-shipping/2169164.html,,,$15,4,PUMA Outlander Shoulder Laptop Bag,"Proozy offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169164"">PUMA Outlander Shoulder Laptop Bag</a> in Black or Grenadine for <b>$14.99</b> with <b>free shipping</b>. That's $2 under our October mention and the lowest price we could find by $5. It features an adjustable shoulder strap and measures 18"" x 13"" x 6"".",2169164,2017-12-31T13:45:00-05:00,LAPTOP BAGS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/xeoigcu19npftw1g2rus",free shipping
https://www.dealnews.com/Chappie-District-9-Elysium-on-Blu-ray-for-9-pickup-at-Best-Buy/2169167.html,,,$9,3,Chappie / District 9 / Elysium on Blu-ray,"BestBuy offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169167"">Blomkamp Limited Edition Digibook Collection: Chappie/District 9/Elysium on Blu-ray and Digital HD</a> for $9.99. Clip the $1 off coupon when you choose <strong>pickup</strong> at checkout to cut that price to <strong>$8.99</strong>. That's the lowest price we could find by $4.",2169167,2017-12-31T13:25:00-05:00,BLU-RAY DISC MOVIES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ektmtiijobigtwed1hle",pickup at Best Buy
https://www.dealnews.com/Acer-16-1080-p-Touch-Chromebook-Google-Home-for-299-free-shipping/2169185.html,True,,$299,3,"Acer 16"" 1080p Touch Chromebook, Google Home","Best Buy offers the 4-lb. <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090177,2169185"">Acer Intel Pentium Apollo Lake 1.1GHz 15.6"" 1080p Touchscreen Chromebook</a> in Silver bundled with the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169185"">Google Home Voice-Controlled Speaker</a> in White for <strong>$299</strong> with <strong>free shipping</strong>. That's tied with our mention from two weeks ago and $129 under the lowest price we could find for these items sold separately elsewhere. It features an Intel Pentium N4200 1.1GHz Apollo Lake quad-core processor, 15.6"" 1920x1080 (1080p) IPS LED-backlit touchscreen LCD, 4GB RAM, 32GB eMMC storage, 4-cell battery, and Google Chrome OS.",2169185,2017-12-31T13:23:10-05:00,LAPTOPS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/t69b4vmyz8gttll3brn6",free shipping
https://www.dealnews.com/Night-at-the-Museum-1-2-on-Blu-ray-for-4-free-shipping/2169179.html,True,,$4,3,Night at the Museum: 1 & 2 on Blu-ray,"Fry's offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169179"">Night at the Museum: 1 &amp; 2 on Blu-ray Disc</a> for <strong>$3.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $7.",2169179,2017-12-31T13:17:58-05:00,BLU-RAY DISC MOVIES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/p4h5moru1wousc8ylhqz",free shipping
"https://www.dealnews.com/lw/click.html?20,2,2168612",,,"Earn 80,000 Bonus Points",,Marriott Rewards® Premier Credit Card,"Sign up for the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168612"">Marriott Rewards® Premier Credit Card</a> and <strong>earn 80,000 Bonus Points</strong> after you <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089679,2168612"">spend $3,000 on purchases</a> in the first 3 months from account opening. Plus, <strong>earn 7,500 Bonus Points</strong> when you add the first authorized user and make a purchase in the first 3 months from account opening. You'll also <strong>earn 5 points</strong> for every $1 spent at 5,700 Marriott locations, <strong>2 points</strong> for every $1 spent on airline tickets purchased directly with the airline, at car rental agencies, and restaurants, and <strong>1 point</strong> everywhere else. Other card features include <strong>1 Free Night Stay</strong> at a Category 1-5 location every year after your account anniversary date, <strong>15 credits</strong> toward your next Elite membership level after account approval and every year after account anniversary, and <strong>1 Elite Credit</strong> for every $3,000 spent on purchases. An $85 annual fee applies. For more terms and conditions, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089682,2168612"">click here</a>.<br>
<br>
This card — and several more — can be found on our <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""http://dealnews.com/credit-cards/s1642/Chase/"">Chase Credit Card page</a>.        <div class=""article-disclaimer"">
            <p class=""article-disclaimer-text"">
                <a href=""#"" class=""article-disclaimer-link info"" data-panel=""article_disclaimer-dialog"" data-dialog_text=""DealNews has financial relationships with the credit card issuers mentioned on our site, and DealNews receives compensation if consumers choose to apply for these by clicking links in our content and ultimately sign up for these specific cards. This compensation has no impact or influence on where or how the cards appears on dealnews.com. DealNews does not include all card companies or all card offers available in the marketplace.&lt;br&gt;&lt;br&gt;
&lt;bold&gt;UGC Disclosure&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
These responses are not provided or commissioned by the bank advertiser. Responses have not been reviewed, approved or otherwise endorsed by the bank advertiser. It is not the bank advertiser's responsibility to ensure all posts and/or questions are answered.
&lt;bold&gt;Bank Disclaimer&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
This content is not provided or commissioned by the Bank Advertiser. Opinions expressed here are author's alone, not those of the Bank Advertiser, and have not been reviewed, approved or otherwise endorsed by the Bank Advertiser. This site may be compensated through the Bank Advertiser Affiliate Program."" data-dialog_title=""Advertiser Disclosure"">Advertiser Disclosure</a>
            </p>
        </div>",2168612,2017-12-31T00:01:00-05:00,CREDIT CARDS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/aqgroaw40es5ego2zmp5",
https://www.dealnews.com/Scalzis-The-Collapsing-Empire-Kindle-eBook-for-3/2169143.html,,,$3,3,"Scalzi's ""The Collapsing Empire"" Kindle eBook","Amazon offers downloads of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169143"">John Scalzi's <i>The Collapsing Empire: The Interdependency, Book 1</i> Kindle eBook</a> for <strong>$2.99</strong>. That's the lowest price we could find by $10.",2169143,2017-12-31T13:10:00-05:00,EBOOKS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/toudbok6wbxjnxr2bbn7",
https://www.dealnews.com/Bio-Bidet-Bliss-Hybrid-Toilet-Seat-for-330-5-s-h/2169134.html,,,$330,3,Bio Bidet Bliss Hybrid Toilet Seat,"As one of its daily deals, Woot offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169134"">Bio Bidet Bliss Hybrid On-Demand Heating System Toilet Seat</a> for <strong>$329.99</strong> plus <strong>$5</strong> for shipping. That's the lowest price we could find by $95. It features a 3-in-1 cleaning nozzle, water heating system, a slow closing lid, and more. Deal ends today.",2169134,2017-12-31T12:55:00-05:00,BED & BATH,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/q8j3zkavjuspn4ufpza5",$5 shipping
https://www.dealnews.com/SOG-Zoom-Assisted-Folding-Knife-for-40-5-s-h/2169140.html,,,$40,3,SOG Zoom Assisted Folding Knife,"As one of its daily deals, Woot offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169140"">SOG Zoom Assisted Folding Knife</a> for <strong>$39.99</strong> plus <strong>$5</strong> for shipping. That's the lowest price we could find by $15. It features a 3.6"" blade. Deal ends today.",2169140,2017-12-31T12:35:00-05:00,KNIVES & MULTITOOLS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wjnpaunjw6o5nytiixeu",$5 shipping
https://www.dealnews.com/EAS-Pure-Whey-Protein-Powder-2-lb.-Tub-for-13-free-shipping/2169110.html,,,$13,3,EAS Pure Whey Protein Powder 2-lb. Tub,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169110"">EAS 100% Pure Whey Protein Powder 2-lb. Tub</a> in Vanilla or Chocolate for <strong>$12.59</strong> with <strong>free shipping</strong> via the directions below. That's the lowest price we could find by $6, although we saw it for $2 less in March. It features 30 grams of protein per serving. To get this deal:
<ol>
 <li>View the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169110"">EAS 100% Pure Whey Protein Powder 2-lb. Tub</a> for $17.09
 </li>
 <li>clip the 25% off coupon
 </li>
 <li>check out via Subscribe &amp; Save for a final price of <strong>$12.59</strong>
 </li>
</ol>
Be sure to cancel your subscription after receiving your item to avoid being billed for subsequent shipments.",2169110,2017-12-31T12:17:10-05:00,SUPPLEMENTS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/rl6ojcth9y60ibznxtzp",free shipping
