url,hotness,price,editors_choice,description,category,picture_url,shipping,time_published,title,uuid,time_modified
https://www.dealnews.com/features/morning-jolt/,,,,"Today you can get a refurbished, Amazon-warrantied Tap at an all-time low price, or sink into Bethesda's BioShock-beater Prey, also at its cheapest price yet. Check out these offers and more in our roundup of the top five <a data-iref=""fp-feature-content-wide-body"" href=""https://www.dealnews.com/features/morning-jolt/"">Editors' Choice deals</a> we found last night and this morning.",MORNING JOLT,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/sbfjna2kocp3yhmh57tz",,2017-12-29T09:50:34-05:00,5 Deals You Need to Know Today: A Record-Low Price for an Amazon Tap,2168186,
https://www.dealnews.com/Final-Fantasy-XIV-Stormblood-for-PS4-12-free-shipping-w-Prime/2168177.html,3,$12,True,"Amazon offers Prime members <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168177"">Final Fantasy XIV: Stormblood for PlayStation 4</a> for <strong>$12.36</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $25.<br>
<br>
Note: You must have Final Fantasy XIV: A Realm Reborn (sold separately) to play Stormblood.",GAMES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/j8gsrcxetearcqabfsxy",free shipping w/ Prime,,Final Fantasy XIV: Stormblood for PS4,2168177,2017-12-29T12:34:46-05:00
https://www.dealnews.com/Le-Home-1080-p-Wi-Fi-IP-Security-Camera-for-30-free-shipping/2168174.html,3,$30,,"LeHome via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168174"">LeHome 1080p WiFi IP Security Camera</a> in White for $49.99. Coupon code ""QVOYDT5C"" drops it to <b>$29.99</b>. With <b>free shipping</b>, that's tied with last week's expired mention, $20 off, and the lowest price we could find. Features include 1080p video recording, a 120° wide-angle lens, 2-way audio, night vision up to 32 feet, motion detection, 55° vertical rotation, 355° horizontal rotation, 802.11n wireless, real-time streaming and alerts via the Eyeplus mobile app, and microSD card slot. Deal ends January 3.",SECURITY CAMERAS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/pselcd2u1yvwejdlcgkl",free shipping,2017-12-29T09:43:32-05:00,LeHome 1080p WiFi IP Security Camera,2168174,
https://www.dealnews.com/Mac-Book-Pro-i5-13-Laptop-w-Touch-Bar-2017-for-1-849-free-shipping/2168171.html,2,"$1,849",,"L.A. Computer Company offers the new <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168171"">Apple MacBook Pro Intel Kaby Lake Core i5 3.1GHz 13.3"" Retina Laptop with Touch Bar</a> in Space Gray for <strong>$1,849</strong> with <strong>free shipping</strong>. That's $30 under our July mention and also the best price we could find today by $30. It features the new Touch Bar — a touchscreen OLED strip running above the keyboard that supports Touch ID and allows for customized buttons. Other specs include an Intel Core i5-7267U 3.1GHz Kaby Lake dual-core processor, 13.3"" 2560x1600 IPS LED-backlit Retina display, 8GB RAM, 512GB SSD, 802.11ac wireless, Bluetooth 4.2, four Thunderbolt 3 ports, backlit keyboard, and macOS Sierra.",MACBOOK PRO,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/sgvodrddxeoqswxz9p8u",free shipping,2017-12-29T09:35:02-05:00,"MacBook Pro i5 13"" Laptop w/ Touch Bar (2017)",2168171,
https://www.dealnews.com/Victoria-Sport-Womens-The-Player-Hot-Shorts-for-10-8-s-h/2168162.html,3,$10,,"Victoria's Secret offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168162"">Victoria Sport Women's The Player Hot Shorts</a> in several colors (Black pictured) for <b>$9.99</b> plus <b>$8</b> for shipping. That's $10 off list and the lowest price we could find. They're available in select sizes from XS to L.",ACTIVEWEAR,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/igbzv6qg7beh4qvo9hxr",$8 shipping,,Victoria Sport Women's The Player Hot Shorts,2168162,2017-12-29T09:59:23-05:00
https://www.dealnews.com/Tacklife-Sound-Level-Meter-for-17-free-shipping-w-Prime/2168168.html,2,$17,,"Tacklife via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168168"">Tacklife Sound Level Meter</a> for $20.97. Coupon code ""DLTGDSI6"" drops it to <b>$16.78</b>. With <b>free shipping</b> for Prime members, that's $4 under our October mention and the lowest price we could find by about $12. It features an LCD display, measures 30 to 130 decibels, and requires one 9-volt battery (included). Deal ends January 2.",TOOLS & HARDWARE,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/eldymhibwp7lmnjzsatx",free shipping w/ Prime,2017-12-29T09:23:55-05:00,Tacklife Sound Level Meter,2168168,
https://www.dealnews.com/Huo-Zao-Unisex-Winter-Snow-Ski-Gloves-for-8-free-shipping-w-Prime/2168153.html,3,$8,,"Huo Zao Direct via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168153"">Huo Zao Unisex Winter Snow Ski Gloves</a> in Black/Grey or Black/Blue for $10.99. Coupon code ""BYI24AGW"" cuts that to <strong>$7.69</strong>. With <strong>free shipping</strong> for Prime members, that's the lowest price we could find by about $6, although we saw them for a buck less during Black Friday week. They're available in one size fits most. Deal ends December 31.",ACCESSORIES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/urp6cbvtlhuxpklcpdds",free shipping w/ Prime,2017-12-29T09:20:21-05:00,Huo Zao Unisex Winter Snow Ski Gloves,2168153,
"https://www.dealnews.com/lw/click.html?20,2,2167598",,$150 cash rewards offer,,"At Bank of America, apply for the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167598"">Bank of America® Cash Rewards credit card</a> and receive a <strong>$150 cash rewards bonus</strong> after you spend at least $500 on purchases in the first 90 days of account opening. Plus, get a <strong>10% customer bonus</strong> every time you redeem your cash back into a Bank of America® checking or savings account. (If you're a Preferred Rewards client, you can increase that bonus to 25% - 75%.) You'll also earn 1% cash back everywhere, every time, 2% at grocery stores and wholesale clubs, and 3% on gas for the first $2,500 in combined grocery, wholesale club, and gas purchases each quarter. (There are no changing categories and your rewards do not expire.) Finally, there's <strong>no annual fee</strong>.<br>
<br>
This card — and several more — can be found on our <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""http://dealnews.com/credit-cards/s1631/Bank-of-America/"">Bank of America credit card page</a>.        <div class=""article-disclaimer"">
            <p class=""article-disclaimer-text"">
                <a href=""#"" class=""article-disclaimer-link info"" data-panel=""article_disclaimer-dialog"" data-dialog_text=""DealNews has financial relationships with the credit card issuers mentioned on our site, and DealNews receives compensation if consumers choose to apply for these by clicking links in our content and ultimately sign up for these specific cards. This compensation has no impact or influence on where or how the cards appears on dealnews.com. DealNews does not include all card companies or all card offers available in the marketplace.&lt;br&gt;&lt;br&gt;
&lt;bold&gt;UGC Disclosure&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
These responses are not provided or commissioned by the bank advertiser. Responses have not been reviewed, approved or otherwise endorsed by the bank advertiser. It is not the bank advertiser's responsibility to ensure all posts and/or questions are answered.
&lt;bold&gt;Bank Disclaimer&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
This content is not provided or commissioned by the Bank Advertiser. Opinions expressed here are author's alone, not those of the Bank Advertiser, and have not been reviewed, approved or otherwise endorsed by the Bank Advertiser. This site may be compensated through the Bank Advertiser Affiliate Program."" data-dialog_title=""Advertiser Disclosure"">Advertiser Disclosure</a>
            </p>
        </div>",CREDIT CARDS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/iqvilhcxr75ii4qvfihq",,,Bank of America® Cash Rewards Credit Card,2167598,2017-12-28T12:39:27-05:00
https://www.dealnews.com/Buy-Dig-Clearance-Extra-20-off-free-shipping/2168165.html,4,Extra 20% off,,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168165"">BuyDig</a> cuts an <strong>extra 20% off</strong> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088152,2168165"">clearance items</a> via coupon code ""CLEAROUT20"". Plus, all orders qualify for <strong>free shipping</strong>. That's the best extra discount we've seen on clearance from BuyDig all year. Brands include Pioneer, Sony, Sigma, Logitech, and more. Some exclusions may apply. Deal ends December 31.",BUYDIG COUPONS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/lmwdwooatnd6n6xcrdpd",free shipping,2017-12-29T09:16:06-05:00,BuyDig Clearance,2168165,
https://www.dealnews.com/Baywatch-HD-Rental-for-69-cents/2168156.html,3,69 cents,,"As a reader discover, Amazon offers rentals of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168156"">Baywatch in HD</a> for <strong>69 cents</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088128,2168156"">Google Play</a> charges the same.) That's $5 off and the lowest price we could find. Deal ends today.",DVD & HD MOVIE RENTALS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/pz2f7h5nmxlgsjzjpkei",,2017-12-29T09:09:00-05:00,Baywatch HD Rental,2168156,
https://www.dealnews.com/Disneys-Jungle-Book-14-Sing-Talk-Baloo-for-12-pickup-at-Walmart/2168144.html,2,$12,,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168144"">Disney's The Jungle Book 14"" Sing &amp; Talk Baloo Plush</a> for <strong>$12.07</strong>. Opt for in-store <strong>pickup</strong> to avoid the $5.99 shipping fee. That's tied with last week's mention and the lowest price we could find by $5. It features sound bytes, courtesy of Bill Murray, and it sings ""Bear Necessities.""",TOYS & HOBBIES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/g5hejolbzd5ipoknewmo",pickup at Walmart,2017-12-29T09:03:16-05:00,"Disney's Jungle Book 14"" Sing & Talk Baloo",2168144,
https://www.dealnews.com/2-Victorias-Secret-Womens-Bralettes-for-30-8-s-h/2168150.html,3,$30,,"Victoria's Secret offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168150"">two Victoria's Secret Bralette Collection Women's Front-close Bralettes</a> in several colors (Kir Chantilly Lace pictured) for <strong>$30</strong> plus <strong>$8</strong> for shipping. That's $11 off and the lowest price we could find, although we saw them for $10 less in April. It's available in sizes from XS to XL.",INTIMATES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/s0m7inunf14b98w087pd",$8 shipping,2017-12-29T08:59:51-05:00,2 Victoria's Secret Women's Bralettes,2168150,
https://www.dealnews.com/Victorias-Secret-Womens-Cheeky-Panties-for-4-8-s-h/2168147.html,3,$4,,"Victoria's Secret offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168147"">Victoria's Secret Women's Cotton Lingerie Cheeky Panties</a> in a variety of styles (Plaid pictured) for <strong>$3.99</strong>. Shipping adds <strong>$8</strong>, so it's recommended you buy several pairs to offset that cost. Still, it's $5 off list for a single pair and the lowest price we could find. They come in select sizes from S to XL.",INTIMATES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/bnnu2dm5dnne9tetcdcx",$8 shipping,2017-12-29T08:57:08-05:00,Victoria's Secret Women's Cheeky Panties,2168147,
https://www.dealnews.com/Victorias-Sport-Womens-Anytime-Leggings-for-25-8-s-h/2168141.html,3,$25,,"Victoria's Secret offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168141"">Victoria's Sport Women's Anytime Cotton Leggings</a> in several colors (Black Pearl pictured) for <strong>$24.99</strong> plus <strong>$8</strong> for shipping. That's $20 off and the lowest price we could find. They're available in short, regular, and long sizes from XS to XL.",ACTIVEWEAR,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qohcu61dsy8boo8vigch",$8 shipping,2017-12-29T08:49:00-05:00,Victoria's Sport Women's Anytime Leggings,2168141,
https://www.dealnews.com/Olaxer-Ceramic-Hair-Straightening-Brush-for-18-free-shipping/2168117.html,2,$18,,"SkySeaCloud via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168117"">Olaxer Ceramic Hair Straightening Brush</a> for $35.99. Coupon code ""4I9CNA7Q"" cuts the price to <strong>$17</strong>. With <strong>free shipping</strong>, that's a buck under last week's mention, $19 off list, and the lowest price we could find. It features five heat settings, an ergonomic handle, and anti-scald technology. Deal ends January 3.",HAIR CARE,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/odidk5fbgix1koohnutq",free shipping,2017-12-29T08:39:37-05:00,Olaxer Ceramic Hair Straightening Brush,2168117,
https://www.dealnews.com/Victorias-Sport-Womens-Strappy-Sport-Bra-for-13-8-s-h/2168138.html,3,$13,,"Victoria's Secret offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168138"">Lightweight by Victoria's Secret Sport Women's Strappy Sport Bra</a> for <strong>$12.99</strong> plus <strong>$8</strong> for shipping. That's $17 off and the lowest price we could find. It's available in sizes from 32A to 38DD.",INTIMATES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ikyds66hgcgjxbem9eg4",$8 shipping,2017-12-29T08:38:51-05:00,Victoria's Sport Women's Strappy Sport Bra,2168138,
https://www.dealnews.com/7-Wired-Video-Intercom-Doorbell-Kit-for-60-free-shipping/2168135.html,3,$60,,"Yallstore via eBay offers this <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168135"">7"" Wired Video Intercom Doorbell Kit</a> for <strong>$59.59</strong> with <strong>free shipping</strong>. That's $60 off and the lowest price we could find, excluding other eBay vendors. It features a 7"" 480x234 LCD display with night vision, 0.3-megapixel CMOS sensor, 92-degree viewing angle, and an image transmission distance of 656-feet.",HOME SECURITY,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/tyssufbkmbe3vayig02a",free shipping,2017-12-29T08:38:11-05:00,"7"" Wired Video Intercom Doorbell Kit",2168135,
https://www.dealnews.com/Dell-27-1080-p-IPS-LED-LCD-Display-for-218-free-shipping/2167784.html,,$218,,"Dell Home, via its Member Purchase Program, offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167784"">Dell S2715H 27"" 1080p IPS LED-Backlit LCD Monitor</a> in Black for <b>$218.49</b> with <strong>free shipping</strong>. It features a 1920x1080 (1080p) native resolution, HDMI, USB, and VGA inputs.",MONITORS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/x3lesrlxdgbofcjui2p4",free shipping,2017-12-29T00:01:00-05:00,"Dell 27"" 1080p IPS LED LCD Display",2167784,
https://www.dealnews.com/adidas-Mens-Taylor-Made-Mesh-Golf-Flex-Fit-Cap-for-10-free-shipping/2168126.html,3,$10,,"Holeoutgolfshop via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168126"">adidas TaylorMade Men's Golf Tour Mesh FlexFit Cap</a> in Camouflage for <strong>$9.95</strong> with <strong>free shipping</strong>. That's $15 off list and the lowest price we could find. It's available in sizes S/M or L/XL.",ACCESSORIES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/rsu1rgtntozqpqyy82fg",free shipping,2017-12-29T08:33:32-05:00,adidas Men's TaylorMade Mesh Golf FlexFit Cap,2168126,
https://www.dealnews.com/Victorias-Secret-Womens-Graphic-T-Shirt-for-10-8-s-h/2168132.html,2,$10,,"Victoria's Secret offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168132"">Victoria's Secret Women's Graphic Scoopneck T-Shirt</a> in several colors (Black pictured) for <strong>$9.99</strong> plus <strong>$8</strong> for shipping. That's $15 off and the lowest price we could find. It's available in sizes from XS to XL.",SLEEP & LOUNGE,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/tc7a9azymqooyluzirfd",$8 shipping,2017-12-29T08:31:52-05:00,Victoria's Secret Women's Graphic T-Shirt,2168132,
https://www.dealnews.com/Lenovo-L27-q-27-1440-p-IPS-LED-LCD-Display-for-200-free-shipping/2168123.html,3,$200,,"Lenovo offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168123"">Lenovo L27q 27"" 1440p QHD IPS LED-Backlit LCD Monitor</a> for $224.99. Coupon code ""MONITORSALE"" cuts that to <strong>$199.99</strong>. With <strong>free shipping</strong>, that's tied with last week's mention and the lowest price we could find by $60. It features a native resolution of 2560x1440 (1440p) and DisplayPort and HDMI inputs.",MONITORS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/uajoqrt0yis7slbrprqt",free shipping,2017-12-29T08:27:13-05:00,"Lenovo L27q 27"" 1440p IPS LED LCD Display",2168123,
https://www.dealnews.com/Pisen-10-000-m-Ah-Slim-Power-Bank-for-17-free-shipping-w-Prime/2168105.html,2,$17,,"Pisen via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168105"">Pisen 10,000mAh Slim Power Bank</a> in Red for $24.99. Coupon code ""3DQXV6UN"" cuts it to <strong>$16.99</strong>. With <strong>free shipping</strong> for Prime members, that's $8 off list and the lowest price we could find. It features micro USB and Lightning ports, over-heat protection, auto-off, and LED power indicator. Deal ends January 9.",PORTABLE POWER BANKS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/i43cl8f056j6ffcevgzo",free shipping w/ Prime,2017-12-29T08:23:34-05:00,"Pisen 10,000mAh Slim Power Bank",2168105,
https://www.dealnews.com/Weatherproof-Mens-Jason-Waterproof-Hikers-for-37-free-shipping/2168129.html,4,$37,,"Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168129"">Weatherproof Men's Vintage Jason Waterproof Hikers</a> in several colors (Tan pictured) for <strong>$36.99</strong> with <strong>free shipping</strong>. That's $38 off and the lowest price we could find, They're available in sizes from 8 to 13. Deal ends December 30.",COATS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/bmnlusuagr9x23ykikmf",free shipping,,Weatherproof Men's Jason Waterproof Hikers,2168129,2017-12-29T12:59:36-05:00
https://www.dealnews.com/features/What-to-Expect-From-2018-Shopping/2152364.html,,,,"If you're wondering <a data-iref=""fp-feature-content-wide-body"" href=""https://www.dealnews.com/features/What-to-Expect-From-2018-Shopping/2152364.html"">what the retail landscape will look like in 2018</a>, the buzzwords are numerous. Shopping will look less and less like it did a decade, or even five years ago. Check out our full analysis.",CONSUMER NEWS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/iv2iyq9xh2ehm56up1mp",,2017-12-29T08:00:01-05:00,What to Expect From 2018 Shopping,2162873,
https://www.dealnews.com/Elite-Dangerous-Legendary-Ed.-for-PS4-XB1-for-20-pickup-at-Game-Stop/2168120.html,3,$20,True,"GameStop offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168120"">Elite Dangerous: Legendary Edition for PlayStation 4</a> or <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088074,2168120"">Xbox One</a> for <strong>$19.99</strong>. Opt for in-store <strong>pickup</strong> to dodge the $5.99 shipping fee. That's tied with last month's mention and the lowest price we could find by at least $25. It includes the base game and the Horizons season pass.",GAMES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/sdxvjl8jsce6xxmapcam",pickup at GameStop,,Elite Dangerous: Legendary Ed. for PS4/XB1,2168120,2017-12-29T12:35:33-05:00
https://www.dealnews.com/Victorias-Secret-Semi-Annual-Sale-25-to-60-off-free-shipping-w-100/2168114.html,4,25% to 60% off,,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168114"">Victoria's Secret</a> takes <strong>25% to 60% off</strong> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088068,2168114"">items</a> in its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088071,2168114"">Semi-Annual Sale</a>. (Prices are as marked.) Shipping adds <strong>$8</strong>, or bag free shipping on orders of $100 or more. Bras start from <strong>$9.99</strong>, panties from <strong>$3.99</strong>, and sportswear from <strong>$12.99</strong>.",CLOTHING & ACCESSORIES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hu9zx2rnb68d2zxssjt0",free shipping w/ $100,2017-12-29T07:43:53-05:00,Victoria's Secret Semi-Annual Sale,2168114,
https://www.dealnews.com/Samples-w-2-Amazon-Credit-for-2-w-Prime-free-shipping/2168111.html,5,$2 w/ Prime,True,"For Prime members only, Amazon offers a range of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168111"">samples bundled with $2 Amazon Credit</a> for <strong>$2 each</strong> with <strong>free shipping</strong>. Assuming you'll spend the credit, that essentially makes these samples free. Save on toothpaste, groceries, beauty items, and more.",AMAZON COUPONS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zduoyf837xc2bzhmurfl",free shipping,,Samples w/ $2 Amazon Credit,2168111,2017-12-29T12:16:14-05:00
https://www.dealnews.com/Do-Doeleph-Syma-Wi-Fi-Quadcopter-w-720-p-Camera-for-48-free-shipping/2167301.html,,$48,,"AukwingUSA via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167301"">DoDoeleph Syma X5UW WiFi Quadcopter Drone with 720p HD Camera</a> in Red for $79.98. Coupon code ""ADYRI88Q"" cuts it to <strong>$47.99</strong>. Plus, <strong>free shipping</strong> applies. It features a 9-minute flight time, 1280x720 video resolution, and a 4GB memory card. Deal ends December 30.<br>
<br>
Looking for another color? It's also available in <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17086190,2167301"">Blue</a> for <strong>$47.94</strong> with free shipping via the same coupon",TOYS & HOBBIES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/nlzlhcahzk75jd0zt1qw",free shipping,2017-12-29T00:01:00-05:00,DoDoeleph Syma WiFi Quadcopter w/ 720p Camera,2167301,
https://www.dealnews.com/Pisen-2-500-m-Ah-Power-Bank-for-6-w-25-purchase-free-shipping-w-Prime/2168108.html,1,$6 w/ $25 purchase,,"With orders of $25 or more, Amazon offers Prime members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168108"">Pisen 2,500mAh Portable Battery Pack</a> in Pink for $8.99. Coupon code ""NW6EHLIS"" cuts the price to <strong>$5.93</strong>. With <strong>free shipping</strong>, that's $3 off list and the lowest price we could find. It includes a micro USB cable. Deal ends January 8.<br>
<br>
Note: This item is part of Amazon's ""Add-on Program""; it can only be purchased with an order of $25 or more.",PORTABLE POWER BANKS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/et9e7ivkpndkjfbciowi",free shipping w/ Prime,2017-12-29T07:14:54-05:00,"Pisen 2,500mAh Power Bank",2168108,
https://www.dealnews.com/features/VIDEO-Best-Bubbles-for-Your-Buck-Champagne-Taste-Test/938817.html,,,,"Nothing says ""Happy new year"" like the popping of a cork, but are there any sparkling wines that are good <i>and</i> a good price? <a data-iref=""fp-feature-content-wide-body"" href=""https://www.dealnews.com/features/VIDEO-Best-Bubbles-for-Your-Buck-Champagne-Taste-Test/938817.html"">Find out in our video taste test!</a>",BUYING GUIDES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wdwjwfbmtl2kr9c0ffjb",,2017-12-29T07:00:01-05:00,VIDEO: Our Champagne Taste Test Finds the Best Bubbles for Your Buck!,2158745,
https://www.dealnews.com/Dr.meter-16.5-Foot-2-MP-Endoscope-for-19-free-shipping/2168090.html,3,$19,,"ThousandShores via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168090"">Dr.meter 16.5-Foot Endoscope</a> for $29.99. Coupon code ""33D3WOUF"" cuts the price to <strong>$19</strong>. With <strong>free shipping</strong>, that's $11 off list and the lowest price we could find. It features an 8mm 2-megapixel camera, eight dimmable LEDs, semi-rigid cable, mirror, magnet, and hook. Deal ends December 31.",CELL PHONE ACCESSORIES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/v2spqjzcrlvqfaewnzsi",free shipping,,Dr.meter 16.5-Foot 2MP Endoscope,2168090,2017-12-29T12:08:55-05:00
https://www.dealnews.com/Tenergy-Bluetooth-Digital-Meat-Thermometer-for-59-free-shipping/2168096.html,3,$59,,"Tenergy via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168096"">Tenergy Bluetooth Digital Meat Thermometer</a> for $69.99. Coupon code ""4SOS5JCE"" cuts it to <strong>$59.49</strong>. With <strong>free shipping</strong>, that's $11 off and the lowest price we could find. It features six channels, six probes, an LCD display, and readings via the Solis Thermo app for <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088056,2168096"">iOS</a> or <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088059,2168096"">Android</a> (to a 100-foot range). Deal ends December 31.",KITCHEN,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hgatgkfpaanxhmgtxnwz",free shipping,,Tenergy Bluetooth Digital Meat Thermometer,2168096,2017-12-29T12:07:41-05:00
