hotness,description,time_published,editors_choice,time_modified,shipping,url,uuid,price,category,picture_url,title
3,"Jos. A. Bank offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170634"">Jos. A. Bank Men's Executive Collection Cotton Shawl Collar Sweater</a> in several colors for <strong>$19</strong>. Plus, Bank Account Rewards members get <strong>free shipping</strong>. (Not a member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093621,2170634"">join</a>.) That's $6 under our November mention, $91 off, and the lowest price we could find. They're available in sizes from S to XXL.",,,2018-01-03T16:04:51-05:00,free shipping,https://www.dealnews.com/Jos.-A.-Bank-Mens-Shawl-Collar-Sweater-for-19-free-shipping/2170634.html,2170634,$19,SWEATERS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/vzjfjxpcaskfeuryqtba",Jos. A. Bank Men's Shawl Collar Sweater
4,"Jos. A. Bank offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170649"">Jos. A. Bank Men's 1905 Collection Lambswool Stripe Quarter-Zip Sweater</a> in several colors (Oatmeal pictured) for <strong>$19</strong>. Plus, Bank Account Rewards members get <strong>free shipping</strong>. (Not a member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093633,2170649"">join</a>.) That's $81 off and the lowest price we could find. It's available in sizes from M to XL.",,,2018-01-03T15:25:26-05:00,free shipping,https://www.dealnews.com/Jos.-A.-Bank-Mens-1905-Lambswool-Sweater-for-19-free-shipping/2170649.html,2170649,$19,SWEATERS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wi4or2ychrlx2dnjzmcp",Jos. A. Bank Men's 1905 Lambswool Sweater
3,"BHDealsandCloseouts via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170706"">Wanted Women's Bumble Winter Boots</a> in several colors for <strong>$19.99</strong> with <strong>free shipping</strong>. That's $30 off list and the lowest price we could find. They're available in select sizes from 5.5 to 10.",,,2018-01-03T16:04:19-05:00,free shipping,https://www.dealnews.com/Wanted-Womens-Bumble-Winter-Boots-for-20-free-shipping/2170706.html,2170706,$20,SHOES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/vcwkqagsxdjk7lgk1dqq",Wanted Women's Bumble Winter Boots
2,"Showers Depot via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170703"">AquaDance 6"" 6-Setting Rain Shower Head</a> for <strong>$14.99</strong> with <strong>free shipping</strong>. That's $25 off and the lowest price we could find.",,,2018-01-03T10:45:51-05:00,free shipping,https://www.dealnews.com/Aqua-Dance-6-6-Setting-Rain-Shower-Head-for-15-free-shipping/2170703.html,2170703,$15,BED & BATH,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zkjdfodwejcjaeujf6kv","AquaDance 6"" 6-Setting Rain Shower Head"
2,"Oxa Home via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170700"">DBPower Digital Laser Measure</a> for $31.95. Coupon code ""9QB3KDW8"" cuts it to <strong>$25.49</strong>. With <strong>free shipping</strong>, that's tied with our mention from three weeks ago, $6 off, and the lowest price we could find. It features a backlit LCD screen, 197-foot measuring distance, bubble level, Pythagorean theorum button, and multiple measurement functions including area, distance, length, volume, continuous measurement, and addition and subtraction. Two AAA batteries are required (included). Deal ends January 31.",2018-01-03T05:28:51-05:00,,,free shipping,https://www.dealnews.com/DBPower-Digital-Laser-Measure-for-25-free-shipping/2170700.html,2170700,$25,TOOLS & HARDWARE,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/arkrdf9ccwesn0hku4lq",DBPower Digital Laser Measure
3,"adidas via eBay offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170691"">adidas Men's Climacool 1 Running Shoes</a> in Running White for <strong>$39.99</strong> with <strong>free shipping</strong>. That's $2 under our November mention of another color and the best price we've seen. (It's a low now by $20.) They're available in sizes from 8 to 13.",,,2018-01-03T16:03:35-05:00,free shipping,https://www.dealnews.com/adidas-Mens-Climacool-1-Running-Shoes-for-40-free-shipping/2170691.html,2170691,$40,SHOES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/k3x3eve06yq8o4uto1dx",adidas Men's Climacool 1 Running Shoes
3,"As one of its daily deals, Amazon takes <strong>30% to 65% off</strong> a selection of Nature Made vitamins. Plus, check out via Subscribe & Save to cut an <strong>extra 5% off</strong> and bag <strong>free shipping</strong> on all orders. (Prime members may be eligible for further savings.) The deals, with prices after Subscribe & Save, ending today:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170694"">Nature Made Vitamin B12 Tablet 200-Count Bottle</a> for <strong>$7.77</strong> (pictured, low by $12)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093663,2170694"">Nature Made Vitamin D3 2000 IU Tablet 220-Count Bottle</a> for <strong>$7.90</strong> (low by $3)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093666,2170694"">Nature Made Calcium (Carbonate) w/ D3 400 IU Tablet 220-Count Bottle</a> for <strong>$8.90</strong> (low by $4)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093669,2170694"">Nature Made Burpless Fish Oil w/ Omega-3 Softgel 320-Count Bottle</a> for <strong>$13.29</strong> (low by $7)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093672,2170694"">Nature Made Coq10 Tablet 80-Count Bottle</a> for <strong>$15.11</strong> (low by $22)
 </li>
</ul>
Be sure to cancel your subscription once your order ships to avoid being billed for further shipments.",,,2018-01-03T16:02:34-05:00,free shipping,https://www.dealnews.com/Nature-Made-Vitamins-at-Amazon-30-to-65-off-5-off-free-shipping/2170694.html,2170694,30% to 65% off + 5% off,VITAMINS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/glqan2ntsq7aj3lvre1e",Nature Made Vitamins at Amazon
3,"Pisen Electronics via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170655"">Pisen 2-in-1 Portable Wall Charger / 5,000mAh External Battery</a> in White for $22.99. Coupon code ""CKXYY7IR"" cuts the price to <strong>$13.79</strong>. Plus, Prime members receive <strong>free shipping</strong>. That's $2 less than last month's mention, $9 off list, and the lowest price we could find. It features two USB ports, a Type C port, and UK and EU adapters. Deal ends January 14.",,,2018-01-03T16:02:07-05:00,free shipping w/ Prime,https://www.dealnews.com/Pisen-Charger-5-000-m-Ah-Power-Bank-for-14-free-shipping-w-Prime/2170655.html,2170655,$14,PORTABLE POWER BANKS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/bh93oky0hpud0vu5lf2r","Pisen Charger / 5,000mAh Power Bank"
1,"Nursal via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170667"">Nursal Cordless Neck Massager Pillow</a> for $52.99. Coupon code ""EPF4LN27"" cuts it to <strong>$42.39</strong>. With <strong>free shipping</strong>, that's $3 less than our November mention, $11 off, and the lowest price we could find. It features two hours of cordless massage on a full charge, heat function, 3D shiatsu massager ball, and 1-button control. Deal ends January 31.",,,2018-01-03T06:26:52-05:00,free shipping,https://www.dealnews.com/Nursal-Cordless-Neck-Massager-Pillow-for-42-free-shipping/2170667.html,2170667,$42,HEALTH,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/jomxhnnv0r5j1c0hgirv",Nursal Cordless Neck Massager Pillow
5,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170682"">6pm</a> continues to take <strong>at least 70% off</strong> over <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093660,2170682"">9,000 sale items</a>. Shipping adds <strong>$3.95</strong>, but orders of $50 or more qualify for free shipping. (Orders of two or more items also receive free shipping, regardless of the cost.) Some exclusions apply.",,,2018-01-03T17:04:45-05:00,free shipping w/ $50,https://www.dealnews.com/6-pm-Clearance-At-least-70-off-free-shipping-w-50/2170682.html,2170682,At least 70% off,CLOTHING & ACCESSORIES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/cghofz11hwnenltkhgpm",6pm Clearance
4,"As one of its daily deals, Amazon discounts a selection of Gaiam Balance Ball Chairs, with prices starting from <strong>$34.99</strong>. Plus, these orders receive <strong>free shipping</strong>. Deal ends today. The deals:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093657,2170640"">Gaiam Kids' Balance Ball Chair</a> for <strong>$34.99</strong> (low by $42)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093627,2170640"">Gaiam Adjustable Custom-Fit Balance Ball Chair</a> for <strong>$49.99</strong> (low by $30)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170640"">Gaiam Balance Ball Chair</a> for <strong>$54.98</strong> (pictured, low by $18)
 </li>
</ul>",,,2018-01-03T15:25:06-05:00,free shipping,https://www.dealnews.com/Gaiam-Balance-Ball-Chairs-from-35-free-shipping/2170640.html,2170640,from $35,EXERCISE EQUIPMENT,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/cvng2fc9ndua2e4ugt9v",Gaiam Balance Ball Chairs
3,"SkySeaCloud via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170673"">Olaxer Olive Moisturizing Body Lotion 8.2-oz. Bottle</a> for $7.99. Coupon code ""FLWUN8TI"" cuts that to <strong>$3</strong>. Plus, Prime members bag <strong>free shipping</strong>. That's the lowest price we could find by $8. Deal ends January 8.",,,2018-01-03T15:53:28-05:00,free shipping w/ Prime,https://www.dealnews.com/Olaxer-Olive-Body-Lotion-8.2-oz.-Bottle-for-3-free-shipping-w-Prime/2170673.html,2170673,$3,SKIN CARE,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wugbitn2pyegq7iinhzu",Olaxer Olive Body Lotion 8.2-oz. Bottle
4,"As one of its daily deals, Meh discounts a selection of Thule Backpacks, with prices starting from <strong>$29</strong>. Plus, shipping adds <strong>$5</strong>. Deal ends today. The packs:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170658"">Thule Paramount 24L Backpack</a> for <strong>$29</strong> (pictured, low by $25)
 </li>
 <li>
 <del><a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093645,2170658"">Thule Paramount 27L Backpack</a> for <s>$34</s> (low by $41)</del>
 </li>
 <li>
 <del><a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093837,2170658"">Thule Subterra 25L Backpack</a> for <s>$34</s> (low by $36)</del>
 </li>
</ul>",,True,2018-01-03T17:00:05-05:00,$5 shipping,https://www.dealnews.com/Thule-Backpacks-at-Meh-from-29-5-s-h/2170658.html,2170658,from $29,BACKPACKS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/y5i8cebscaiobxwiwwtv",Thule Backpacks at Meh
2,"As one of its daily deals, Best Buy offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170661"">Dynex 16x DVD-R 25-Pack</a> for <strong>$3.99</strong>. Choose in-store <strong>pickup</strong> to dodge the $5.99 shipping fee. That's $2 under the lowest price we could find for any similar 25-pack. Each disc features a 4.7GB capacity. Deal ends today.",,True,2018-01-03T17:02:47-05:00,pickup at Best Buy,https://www.dealnews.com/Dynex-16-x-DVD-R-25-Pack-for-4-pickup-at-Best-Buy/2170661.html,2170661,$4,"DVD, BLU-RAY & CD DRIVES & BURNERS","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/fcpiw4vwhcys28rm5udn",Dynex 16x DVD-R 25-Pack
5,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170628"">Columbia</a> takes <strong>30% to 50% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093600,2170628"">men's, women's, and kids' styles</a> as part of its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093603,2170628"">Winter Sale</a>. Plus, Greater Rewards members receive <strong>free shipping</strong>. (Not a member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093606,2170628"">sign up</a>.) Deal ends February 28.",,,2018-01-03T14:34:49-05:00,free shipping,https://www.dealnews.com/Columbia-Winter-Sale-30-to-50-off-free-shipping/2170628.html,2170628,30% to 50% off,CLOTHING & ACCESSORIES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hd9odivlb0r2kyycinxd",Columbia Winter Sale
4,"As one of its daily deals, 13 Deals offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170646"">four American Rag Men's Pullover Hoodies</a> in assorted colors for <strong>$39.96</strong> with <strong>free shipping</strong>. That's what one of these hoodies costs alone elsewhere (making this a nifty low by $120). They're available in sizes M to XXL and ship in random colors. Deal ends today.",,True,2018-01-03T17:24:58-05:00,free shipping,https://www.dealnews.com/4-American-Rag-Mens-Pullover-Hoodies-for-40-free-shipping/2170646.html,2170646,$40,SWEATSHIRTS & HOODIES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ymjjaqq0qsodpk0crug9",4 American Rag Men's Pullover Hoodies
4,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170613"">Backcountry</a> continues to take <strong>up to 95% off</strong> a huge selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093588,2170613"">apparel, shoes, accessories, and gear</a> during its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093591,2170613"">Year-End Sale</a>. (Prices are as marked.) Shipping starts at <strong>$5.95</strong>, but orders of $50 or more qualify for free 2-day shipping. Save on styles from The North Face, Marmot, Columbia, Patagonia, and Sorel, among many others. Deal ends January 8.",,,2018-01-03T14:34:36-05:00,free 2-day s&h w/ $50,https://www.dealnews.com/Backcountry-Year-End-Sale-Up-to-95-off-free-2-day-s-h-w-50/2170613.html,2170613,Up to 95% off,CLOTHING & ACCESSORIES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/k5kujjokdwlptbutjkgq",Backcountry Year-End Sale
3,"Walmart offers this <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170622"">Men's Graphic 1/4 Zip Pullover</a> in Deadpool or <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093597,2170622"">Spider-Man</a> for <strong>$10</strong>. Opt for in-store <strong>pickup</strong> to dodge the $5.99 shipping fee. That's tied with last week's mention, $5 off, and the lowest price we could find. It's available in select sizes from M to XL.",,,2018-01-03T15:52:57-05:00,pickup at Walmart,https://www.dealnews.com/Spider-Man-or-Deadpool-Mens-Graphic-Pullover-for-10-pickup-at-Walmart/2170622.html,2170622,$10,SWEATSHIRTS & HOODIES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/rrt27vwfxqhfzm7x0vg4",Spider-Man or Deadpool Men's Graphic Pullover
5,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170631"">Walmart</a> discounts a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093609,2170631"">rollback and clearance electronics, toys, home items, apparel, and more</a>. Choose in-store <strong>pickup</strong> to dodge the $5.99 shipping fee, or spend $35 or more to qualify for free shipping. A couple of best bets:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093612,2170631"">Danskin Now Women's Dri-More Core Bike Shorts 2-Pack</a> for <strong>$6</strong> (low by $11)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093615,2170631"">Edsal 48"" x 24"" x 72"" 5-Shelf Steel Shelving Unit</a> for <s>$58.97</s> <strong>$55.87</strong> (all-time best, low by $9)
 </li>
</ul>",,,2018-01-03T14:34:13-05:00,,https://www.dealnews.com/Rollbacks-and-Clearance-at-Walmart-free-shipping-w-35/2170631.html,2170631,,WALMART COUPONS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/mzvciwcjfud4mjamyy3z",Rollbacks and Clearance at Walmart
3,"Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170643"">PUMA Men's Carson 2 Running Shoes</a> in Quiet Shade for <strong>$29.98</strong>. Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093630,2170643"">beauty item</a> (they start at $3) to bag free shipping; otherwise, shipping adds $10.95. That's tied with last week's mention and the lowest price we could find by $10. They're available in sizes 8 to 13.",,,2018-01-03T15:52:33-05:00,free s&h w/beauty item,https://www.dealnews.com/PUMA-Mens-Carson-2-Running-Shoes-for-30-free-s-h-w-beauty-item/2170643.html,2170643,$30,SHOES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/lpipyatquon2yrwkga3n",PUMA Men's Carson 2 Running Shoes
3,"GameStop offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170616"">Pillars of Eternity Complete Edition for PlayStation 4</a> or <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093594,2170616"">Xbox One</a> for <strong>$19.99</strong>. Opt for in-store <strong>pickup</strong> to avoid the $5.99 shipping fee. That's the lowest price we could find for this highly-rated game by at least $22, although most major retailers charge $50 or more.",,True,2018-01-03T17:10:18-05:00,pickup at GameStop,https://www.dealnews.com/Pillars-of-Eternity-Complete-Ed-for-PS4-XB1-for-20-pickup-at-Game-Stop/2170616.html,2170616,$20,GAMES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/riyvcuoeqxfm7prwhxbj",Pillars of Eternity Complete Ed for PS4 / XB1
4,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170607"">Eastbay</a> takes an <strong>extra 50% off</strong> select <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093576,2170607"">clearance items</a> during its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093579,2170607"">Year-End Clearance Sale</a>. (Discount applies in cart.) Plus, all orders receive <strong>free shipping</strong>. That ties our mention from a week ago as the largest extra discount we've seen on clearance items at Eastbay. Eligible items include styles by Nike, Under Armour, adidas, and New Balance.<br>
<br>
Need more options? Select <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093582,2170607"">other clearance items</a> receive an <strong>extra 40% off</strong> in cart, while <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093585,2170607"">others</a> get an <strong>extra 30% off</strong>.",,True,2018-01-03T17:25:35-05:00,free shipping,https://www.dealnews.com/Eastbay-Year-End-Clearance-Sale-Extra-50-off-free-shipping/2170607.html,2170607,Extra 50% off,AFTER CHRISTMAS SALES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ckkonkdpgeuf1v9rldzo",Eastbay Year-End Clearance Sale
3,"Sam's Club offers its members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170598"">BestMassage Video Gaming Shiatsu Massage Chair</a> in several colors (Black pictured) for <strong>$259.88</strong> with <strong>free shipping</strong>. (Non-members pay a $25.99 surcharge.) That's tied with our mention from a week ago as the lowest price we've seen. (It's the best deal today by $110.) It features a touch control armrest, 3D surround sound, and a 190-lb. weight capacity.",,True,2018-01-03T17:09:41-05:00,free shipping,https://www.dealnews.com/Best-Massage-Video-Gaming-Massage-Chair-from-260-free-shipping/2170598.html,2170598,from $260,CHAIRS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/i1mnfnyubeoapbfv9ngn",BestMassage Video Gaming Massage Chair
5,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170604"">Nike</a> takes an <strong>extra 25% off</strong> select <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093570,2170604"">sale styles</a>. (Discount applies automatically in cart.) Plus, Nike+ members receive <strong>free shipping</strong>. (Not a member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093573,2170604"">join</a>.) That's tied with our Cyber Monday mention as the best discount we've seen on sale styles in over a year. Some exclusions apply. Deal ends January 4.",,True,2018-01-03T17:25:52-05:00,free shipping,https://www.dealnews.com/Nike-Sale-Extra-25-off-free-shipping/2170604.html,2170604,Extra 25% off,CLOTHING & ACCESSORIES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/bxfolaryjwvbz8uruz32",Nike Sale
3,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170610"">Miss Chievous Girls' Plush Fleece Character Hoodie</a> in several colors (Snowpeak pictured) for <strong>$5</strong>. Opt for in-store <strong>pickup</strong> to dodge the $5.99 shipping charge. That's tied with last week's mention, $4 off, and the best deal we could find. It's available in select sizes from S to XL.",,,2018-01-03T15:52:16-05:00,pickup at Walmart,https://www.dealnews.com/Miss-Chievous-Girls-Character-Hoodie-for-5-pickup-at-Walmart/2170610.html,2170610,$5,KIDS' CLOTHES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/w5nywu6bnljac8vkduh3",Miss Chievous Girls' Character Hoodie
3,"Ending today, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170601"">Kate Spade</a> takes an <strong>extra 40% off</strong> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093567,2170601"">sale styles</a> via coupon code ""EXTRATREAT"". Plus, all orders receive <strong>free shipping</strong>. That's tied with our Cyber Monday mention as the best extra discount we've seen from Kate Spade this year. Some exclusions may apply.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s1457/Kate-Spade/"">Kate Spade Coupons</a>.</p>",,True,2018-01-03T17:10:32-05:00,free shipping,https://www.dealnews.com/Kate-Spade-Sale-Extra-40-off-free-shipping/2170601.html,2170601,Extra 40% off,CLOTHING & ACCESSORIES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/x2afdk2ax3twkg4xm8ez",Kate Spade Sale
4,"Microsoft Store offers downloads of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170595"">CrapsVR for Windows Mixed Reality</a> for <strong>free</strong>. That's $5 off list and the lowest price we could find.<br>
<br>
Note: A Windows 10 device is required to download this game.",,,2018-01-03T15:29:45-05:00,,https://www.dealnews.com/Craps-VR-for-Windows-Mixed-Reality-for-free/2170595.html,2170595,free,GAMES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/jrbiqm2ke9xzue7kzht5",CrapsVR for Windows Mixed Reality
3,"Dell Small Business offers its 5.2-lb. <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170592"">Dell Inspiron 15 5000 Series 5566 Intel Kaby Lake Core i7 2.7GHz 15.6"" Laptop</a> in Black for $899.99. Coupon code ""HOLIDAY579"" cuts it to <strong>$579.99</strong>. With <strong>free shipping</strong>, that's tied with last week's mention and the lowest price we could find by $134. It features an Intel Core i7-7500U 2.7GHz Kaby Lake dual-core processor, 15.6"" 1366x768 (720p) LED-backlit LCD, 8GB RAM, 512GB SSD, DVD burner, 4-cell battery, and Windows 10 Professional 64-bit. Deal ends January 4 at 8 am ET.",,,2018-01-03T15:51:35-05:00,free shipping,https://www.dealnews.com/Dell-Inspiron-Kaby-Lake-i7-Dual-16-Laptop-for-580-free-shipping/2170592.html,2170592,$580,LAPTOPS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/uuwltvbevgjtkb9csw63","Dell Inspiron Kaby Lake i7 Dual 16"" Laptop"
2,"As one of its daily deals, Woot offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170589"">Britax BOB Motion Stroller</a> in Orange for <b>$149.99</b> plus <b>$5</b> for shipping. That's $30 under our November mention, $200 off list, and the lowest price we've seen. It features a one-hand quick fold, pneumatic tires, front swivel wheel, and suspension system. Deal ends today.",,,2018-01-03T10:02:20-05:00,$5 shipping,https://www.dealnews.com/Britax-BOB-Motion-Stroller-for-150-5-s-h/2170589.html,2170589,$150,BABIES & KIDS ITEMS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/cb4xowsdv6cfn9geqazd",Britax BOB Motion Stroller
