shipping,hotness,picture_url,price,title,url,time_published,uuid,editors_choice,category,description,time_modified
pickup at Home Depot,5,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/yz9cwwwcosrxzpurl7xa",$20,Ryobi 18V High Power Volume Inflator,https://www.dealnews.com/Ryobi-18-V-High-Power-Volume-Inflator-for-20-pickup-at-Home-Depot/2168546.html,,2168546,,POWER TOOLS,"Home Depot offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168546"">Ryobi 18-volt High Power Volume Inflator</a> for <b>$19.97</b>. Choose in-store <b>pickup</b> to dodge the $5.99 shipping fee. That's tied with last month's mention and the lowest price we could find by $14. It can inflate a standard twin air mattress in 45 seconds.",2017-12-30T11:34:05-05:00
pickup at Lowe's,3,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/shd9ohdlmec4icmhpn2e",$28,Werner 5-Foot Fiberglass Ladder,https://www.dealnews.com/Werner-5-Foot-Fiberglass-Ladder-for-28-pickup-at-Lowes/2168624.html,2017-12-30T02:25:00-05:00,2168624,,TOOLS & HARDWARE,"Lowe's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168624"">Werner 5-Foot Fiberglass Ladder</a> in Camo for <strong>$27.60</strong>. Choose in-store <b>pickup</b> to avoid the $79 delivery fee. That's $45 under the best price we could find for a similar ladder elsewhere, although we saw it for $4 less three weeks ago. It features a 225-lb. capacity and slip-resistant steps.",
free shipping,4,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/lfedjdpiy7nusyqujir3",$41,Nike Men's SB Trainerendor Shoes,https://www.dealnews.com/Nike-Mens-SB-Trainerendor-Shoes-for-41-free-shipping/2168528.html,,2168528,,SHOES,"Nike offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168528"">Nike Men's SB Trainerendor Shoes</a> in Black/White for $54.97. In-cart, that drops to <strong>$41.23</strong>. Plus, Nike+ members receive <b>free shipping</b>. (Not a member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089541,2168528"">join</a>.) That's the lowest price we could find by $29, although we saw them for a buck less last month. They're available in select sizes from 8 to 11. Deal ends January 4.",2017-12-30T12:07:14-05:00
free shipping,2,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qnamfe1ldhqnxesaxjwm",$160,Refurb New Nintendo 3DS XL Console,https://www.dealnews.com/Refurb-New-Nintendo-3-DS-XL-Console-for-160-free-shipping/2168681.html,2017-12-30T01:57:46-05:00,2168681,,CONSOLES,"Nintendo via eBay offers its refurbished <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168681"">New Nintendo 3DS XL Game Console</a> in Black for <strong>$160</strong> with <strong>free shipping</strong>. That's $30 under the lowest price we could find for a new unit, although we saw a refurb with a $15 gift card for $160 three weeks ago. It features Amiibo support and is compatible with all Nintendo DS games.<br>
<br>
Note: A 1-year Nintendo warranty applies.",
,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/bdvpkwrdh3pw8ey7wvmq","40,000 points",Southwest Rapid Rewards® Plus Credit Card,"https://www.dealnews.com/lw/click.html?20,2,2168492",2017-12-29T15:35:48-05:00,2168492,,CREDIT CARDS,"Sign up for a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168492"">Southwest Rapid Rewards® Plus Credit Card from Chase</a> and earn <strong>40,000 points</strong> after you spend <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089469,2168492"">$1,000 or more</a> in the first three months your account is open. You'll also earn <strong>3,000 bonus points</strong> after your Cardmember anniversary. Plus, earn unlimited points that don't expire as long as your card account is open. Cardmembers earn 2 points per $1 spent on Southwest® purchases and Rapid Rewards® Hotel and Car Rental Partner purchases, and 1 point per $1 spent on all other purchases. There are no blackout dates or seat restrictions when you redeem with points. Finally, bags fly free® and there are no change fees. A $69 annual fee applies.<br>
<br>
This card — and several more — can be found on our <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""http://dealnews.com/credit-cards/s1642/Chase/"">Chase Credit Card page</a>.        <div class=""article-disclaimer"">
            <p class=""article-disclaimer-text"">
                <a href=""#"" class=""article-disclaimer-link info"" data-panel=""article_disclaimer-dialog"" data-dialog_text=""DealNews has financial relationships with the credit card issuers mentioned on our site, and DealNews receives compensation if consumers choose to apply for these by clicking links in our content and ultimately sign up for these specific cards. This compensation has no impact or influence on where or how the cards appears on dealnews.com. DealNews does not include all card companies or all card offers available in the marketplace.&lt;br&gt;&lt;br&gt;
&lt;bold&gt;UGC Disclosure&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
These responses are not provided or commissioned by the bank advertiser. Responses have not been reviewed, approved or otherwise endorsed by the bank advertiser. It is not the bank advertiser's responsibility to ensure all posts and/or questions are answered.
&lt;bold&gt;Bank Disclaimer&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
This content is not provided or commissioned by the Bank Advertiser. Opinions expressed here are author's alone, not those of the Bank Advertiser, and have not been reviewed, approved or otherwise endorsed by the Bank Advertiser. This site may be compensated through the Bank Advertiser Affiliate Program."" data-dialog_title=""Advertiser Disclosure"">Advertiser Disclosure</a>
            </p>
        </div>",
free shipping,3,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zogzwty693l3mhhy8zpt",$65,KitchenAid 1.7-Liter Electric Kettle,https://www.dealnews.com/Kitchen-Aid-1.7-Liter-Electric-Kettle-for-65-free-shipping/2168744.html,2017-12-30T00:48:53-05:00,2168744,,KITCHEN,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168744"">KitchenAid 1.7-Liter Electric Kettle with LED Display</a> in Brushed Stainless Steel for <strong>$64.99</strong> with <strong>free shipping</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089754,2168744"">Amazon</a> charges the same.) That's the lowest price we could find by $20. It features a clear water window with blue LED and 30-minute hold temperature function that maintains the temperature while on the base.",
,5,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/rrb7htbhqbbvdq5ojz6z",Up to 70% off,Accent Furniture at Macy's,https://www.dealnews.com/Accent-Furniture-at-Macys-Up-to-70-off/2168738.html,,2168738,,HOME FURNITURE,"Macy's cuts <strong>up to 70% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089751,2168738"">accent furniture</a> with prices starting at $66.20. Shipping starts around <strong>$10.95</strong> and surcharges may apply. Discounted items include chairs, side tables, chaise lounges, and loveseats. A couple best bets:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089748,2168738"">Ander Accent Chair</a> for <strong>$89</strong> + <strong>$11</strong> s&amp;h ($50 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168738"">Coryn Fabric Accent Chair</a> for <strong>$159</strong> + <strong>$26</strong> s&amp;h (pictured, $166 off)
 </li>
</ul>",2017-12-30T11:33:14-05:00
free shipping w/ Prime,3,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ajjg9eu4j10em0rpprme",$20,OXO Good Grips Spring-Loaded Poultry Shears,https://www.dealnews.com/OXO-Good-Grips-Spring-Loaded-Poultry-Shears-for-20-free-shipping-w-Prime/2168735.html,2017-12-29T23:17:27-05:00,2168735,,KITCHEN,"Amazon offers Prime members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168735"">OXO Good Grips Spring-Loaded Poultry Shears</a> for <strong>$19.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $5. They feature stainless-steel blades that separate for cleaning.",
free shipping w/ Prime,3,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/pxpboivmmbzjwvxll8jg",$9,Pokémon Clip 'N' Carry Poké Ball Belt,https://www.dealnews.com/Pok-mon-Clip-N-Carry-Pok-Ball-Belt-for-9-free-shipping-w-Prime/2168720.html,2017-12-29T22:09:43-05:00,2168720,,TOYS & HOBBIES,"Amazon offers Prime members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168720"">Pokémon Clip 'N' Carry Poké Ball Belt</a> for <strong>$8.69</strong> with <strong>free shipping</strong>. That's about 50 cents under our mention from ten days ago and the lowest price we could find now by $16. It includes one adjustable belt, one Pikachu figure, one Poké ball, and one net ball.",
pickup at Macy's,4,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zhthkguz64pyvnfvl3ob",$5,Tools of the Trade 1.5qt Stainless Tea Kettle,https://www.dealnews.com/Tools-of-the-Trade-1.5-qt-Stainless-Tea-Kettle-for-5-pickup-at-Macys/2168639.html,,2168639,,KITCHEN,"As one of its daily deals, Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168639"">Tools of the Trade 1.5-Quart Stainless Steel Tea Kettle</a> for <strong>$4.99</strong>. Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089706,2168639"">beauty item</a> (they start at $3) to bag <b>free shipping</b>; otherwise, shipping adds $10.95. That's $20 off list and the lowest price we've seen. It whistles when water is boiling and features an easy-grip handle. Deal ends December 30.",2017-12-30T12:04:45-05:00
at Home Depot stores,4,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hbciodz9xzktz6vgxjtp",free,Upcoming: Block Calendar Kids' Workshop,https://www.dealnews.com/Upcoming-Block-Calendar-Kids-Workshop-for-free-at-Home-Depot-stores/2168660.html,,2168660,,THINGS TO DO,"On January 6 from 9 am to 12 pm local time, participating Home Depot retail stores will offer a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168660"">Block Calendar Kids' Workshop</a> for <strong>free</strong>. (Select a store to register.) Kids will get to build a block calendar and also receive an apron and pin.",2017-12-30T11:13:41-05:00
free shipping,3,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qidrrx8w39jcan8dxat3",$11,Nike Women's Celso Ultra Thong Flip Flops,https://www.dealnews.com/Nike-Womens-Celso-Ultra-Thong-Flip-Flops-for-11-free-shipping/2168525.html,2017-12-29T20:58:15-05:00,2168525,,SHOES,"Nike offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168525"">Nike Women's Celso Ultra Thong Flip Flops</a> in Platinum/White for $14.97. In cart, that drops to <strong>$11.23</strong>. Plus, Nike+ members receive <b>free shipping</b>. (Not a member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089535,2168525"">join</a>.) That's the lowest price we could find by $10, although we saw them for a buck less the week of Black Friday. They're available in sizes 6 to 12.",
free shipping,4,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/mku1dbgeqcchgn7ec1zz",$85,Fizzics Waytap Beer Dispenser,https://www.dealnews.com/Fizzics-Waytap-Beer-Dispenser-for-85-free-shipping/2168531.html,,2168531,,SMALL APPLIANCES,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168531"">Fizzics Waytap Draft Beer System</a> in Black for <strong>$84.99</strong> with <strong>free shipping</strong>. That's $1 under our March mention and the lowest price we could find by $15. It's compatible with 12-oz. to 25-oz. cans and 12-oz. bottles and requires four AA batteries (not included.)",2017-12-30T12:03:56-05:00
free shipping,4,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/rwbovsbsusejhuwylxj7",$67,Nike Men's Lebron XIV Low Basketball Shoes,https://www.dealnews.com/Nike-Mens-Lebron-XIV-Low-Basketball-Shoes-for-67-free-shipping/2168678.html,,2168678,,SHOES,"Nike offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168678"">Nike Men's Lebron XIV Low Basketball Shoes</a> in Stucco or Black for $89.97. In cart, that drops to <strong>$67.48</strong>. Plus, Nike+ members receive <strong>free shipping</strong>. (Not a member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089730,2168678"">join</a>.) That's the lowest price we could find by $7, although most stores charge at least $90 (if not closer to list price). They're available in select sizes from 7 to 18.",2017-12-30T12:03:36-05:00
,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/iqvilhcxr75ii4qvfihq",$150 cash rewards offer,Bank of America® Cash Rewards Credit Card,"https://www.dealnews.com/lw/click.html?20,2,2167598",,2167598,,CREDIT CARDS,"At Bank of America, apply for the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167598"">Bank of America® Cash Rewards credit card</a> and receive a <strong>$150 cash rewards bonus</strong> after you spend at least $500 on purchases in the first 90 days of account opening. Plus, get a <strong>10% customer bonus</strong> every time you redeem your cash back into a Bank of America® checking or savings account. (If you're a Preferred Rewards client, you can increase that bonus to 25% - 75%.) You'll also earn 1% cash back everywhere, every time, 2% at grocery stores and wholesale clubs, and 3% on gas for the first $2,500 in combined grocery, wholesale club, and gas purchases each quarter. (There are no changing categories and your rewards do not expire.) Finally, there's <strong>no annual fee</strong>.<br>
<br>
This card — and several more — can be found on our <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""http://dealnews.com/credit-cards/s1631/Bank-of-America/"">Bank of America credit card page</a>.        <div class=""article-disclaimer"">
            <p class=""article-disclaimer-text"">
                <a href=""#"" class=""article-disclaimer-link info"" data-panel=""article_disclaimer-dialog"" data-dialog_text=""DealNews has financial relationships with the credit card issuers mentioned on our site, and DealNews receives compensation if consumers choose to apply for these by clicking links in our content and ultimately sign up for these specific cards. This compensation has no impact or influence on where or how the cards appears on dealnews.com. DealNews does not include all card companies or all card offers available in the marketplace.&lt;br&gt;&lt;br&gt;
&lt;bold&gt;UGC Disclosure&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
These responses are not provided or commissioned by the bank advertiser. Responses have not been reviewed, approved or otherwise endorsed by the bank advertiser. It is not the bank advertiser's responsibility to ensure all posts and/or questions are answered.
&lt;bold&gt;Bank Disclaimer&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
This content is not provided or commissioned by the Bank Advertiser. Opinions expressed here are author's alone, not those of the Bank Advertiser, and have not been reviewed, approved or otherwise endorsed by the Bank Advertiser. This site may be compensated through the Bank Advertiser Affiliate Program."" data-dialog_title=""Advertiser Disclosure"">Advertiser Disclosure</a>
            </p>
        </div>",2017-12-28T12:39:27-05:00
free shipping w/ Prime,2,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/n6ikdhmmzqc6e0cty5ci",$5,"GreCute 18"" x 30"" Doormat",https://www.dealnews.com/Gre-Cute-18-x-30-Doormat-for-5-free-shipping-w-Prime/2168495.html,2017-12-29T20:47:50-05:00,2168495,,DECOR,"Nomi Park via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168495"">GreCute 18"" x 30"" Doormat</a> in Black for <strong>$5.09</strong>. Plus, Prime members get <strong>free shipping</strong>. That's $3 under our October mention, $5 off, and the lowest price we could find. It features vinyl backing.",
free shipping,4,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/m0llhlqluwluva1faedx",$60,Nike Men's Jordan Ultra.Fly 2 Shoes,https://www.dealnews.com/Nike-Mens-Jordan-Ultra.Fly-2-Shoes-for-60-free-shipping/2168672.html,,2168672,,SHOES,"Nike offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089907,2168672"">Nike Men's Jordan Ultra.Fly 2 Basketball Shoes</a> in several colors (Black/Anthracite pictured) for $79.97. In cart, that drops to <s>$59.98</s>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168672"">Villa</a> charges the same in Black/Red.) Plus, Nike+ members receive <s>free shipping</s>. (Not a member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089724,2168672"">join</a>.) That's the lowest price we could find by $7. They're available in select sizes from 9 to 13.<br>
<br>
<i>Update</i>: It's now out of stock at Nike; however, Villa still offers them for <strong>$59.98</strong> with <strong>free shipping</strong>.",2017-12-30T12:02:02-05:00
pickup at Target,3,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/mrvv4uoewebgcsby5lm0",$9,Rubbermaid TakeAlongs 40pc Food Storage Set,https://www.dealnews.com/Rubbermaid-Take-Alongs-40-pc-Food-Storage-Set-for-9-pickup-at-Target/2168486.html,2017-12-29T20:07:37-05:00,2168486,,KITCHEN,"Target offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168486"">Rubbermaid TakeAlongs 40-Piece Food Storage Container Set</a> for <strong>$8.99</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089463,2168486"">Amazon</a> has it for the same with a $25 order.) Opt for in-store <strong>pickup</strong> to avoid the $5.99 shipping charge. That's a buck under our July mention and the best price we could find by $3. It includes four mini square containers, two mini round containers, four square containers, four bowl containers, two large bowls, and four square containers.",
free shipping,3,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/czeaipyeyabugq3ofkeu",from $163,Society Den Emery Upholstered Platform Bed,https://www.dealnews.com/Society-Den-Emery-Upholstered-Platform-Bed-from-163-free-shipping/2168636.html,2017-12-29T19:56:00-05:00,2168636,,BED & BATH,"Sam's Club offers its members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168636"">Society Den Emery Upholstered Twin Platform Bed</a> in several colors (Teal pictured) for <strong>$162.88</strong> with <strong>free shipping</strong>. (Non-members pay an additional $16.29.) That's the lowest price we could find by $23. It features a chrome silver nailhead trim.<br>
<br>
It's also available in <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089703,2168636"">Full</a> for <strong>$199.88</strong> with <strong>free shipping</strong>. (Non-members pay an additional $19.99.) That's the lowest price we could find by $10.",
free shipping,3,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/pmomuazsjfigzg6urrw4",$70,Metal/Glass Console Table,https://www.dealnews.com/Metal-Glass-Console-Table-for-70-free-shipping/2168606.html,2017-12-29T18:45:41-05:00,2168606,,TABLES,"Sam's Club offers its members this <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168606"">Metal/Glass Console Table</a> for <b>$69.99</b> with <b>free shipping</b>. (Non-members must pay a $7 surcharge.) That's $30 off list and the lowest price we could find. It measures 43"" x 15"" x 30"".",
free shipping,3,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/bcbjeoyylhwq8gsjlxoa",$400,GoPro HERO6 Black 4K Action Camera,https://www.dealnews.com/Go-Pro-HERO6-Black-4-K-Action-Camera-for-400-free-shipping/2168630.html,2017-12-29T18:10:38-05:00,2168630,,DIGITAL CAMCORDERS,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168630"">GoPro HERO6 Black 4K Action Camera</a> for <strong>$399.99</strong> with <strong>free shipping</strong>. That's $49 under our Cyber Monday mention (although that included a $75 B&H gift card) and the lowest outright price we've seen. (It's the best deal now by $59, although most retailers charge upwards of $479.) It's waterproof to 33 feet <i>without</i> a housing and features a 2"" touchscreen LCD, up to 4K video recording at 60fps, 12-megapixel still image resolution, three microphones, 5GHz WiFi, Bluetooth, GPS (with data overlay via the free Quik desktop app), microSDXC card slot, micro HDMI, and rechargeable Li-ion battery.",
free shipping,3,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hjztd46vih4mntti82up",from $699,Serta Luxury Hybrid Shoreway Mattress Set,https://www.dealnews.com/Serta-Luxury-Hybrid-Shoreway-Mattress-Set-from-699-free-shipping/2168582.html,2017-12-29T18:10:30-05:00,2168582,,MATTRESSES,"Sam's Club offers its members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168582"">Serta Ultra Luxury Hybrid Shoreway Plush Mattress Queen Set</a> with 5.75"" or 9"" boxspring for <b>$699</b> with <b>free white glove delivery</b>. (Delivery includes basic set-up and haul-away. Non-members pay an additional $69.90, so it's better to buy a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089643,2168582"">1-Year Membership</a> for $45.) That's $600 off and the lowest price we could find, although we saw it for $100 less last week. This smooth-top mattress features a 14.75"" profile and hybrid gel memory foam / individually-wrapped coil design. It's compatible with Serta adjustable foundations (sold separately).<br>
<br>
It's also available in <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089646,2168582"">King</a> or <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089649,2168582"">California King</a> for <b>$999</b> with <b>free shipping</b>. (As above, non-members should purchase a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089643,2168582"">1-Year Membership</a> for $45 to avoid the $99.90 surcharge.) That's also a tie from three weeks ago, $700 off, and the lowest price we could find.",
free shipping,3,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/uvxwtwkyzlvvtec6bcxw",$37,Sperry Men's Star Wars Cloud Duel Shoes,https://www.dealnews.com/Sperry-Mens-Star-Wars-Cloud-Duel-Shoes-for-37-free-shipping/2168555.html,,2168555,,SHOES,"Sperry offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168555"">Sperry Men's Star Wars Cloud Duel Slip-On Shoes</a> for <b>$37.48</b> with <b>free shipping</b>. That's $37 off list and the lowest price we could find. They're available in sizes 7 to 13.",2017-12-30T12:57:47-05:00
free shipping,3,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/sanlalnxqycpl7beksld",from $200,Emery Upholstered Chair,https://www.dealnews.com/Emery-Upholstered-Chair-from-200-free-shipping/2168588.html,,2168588,,CHAIRS,"Sam's Club offers its members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168588"">Emery Upholstered Chair</a> in several colors (Natural pictured) for <b>$199.98</b> with <b>free shipping</b>. (Non-members pay a $20 surcharge.) That's the lowest price we could find by $27. It features straight edge arms and nailhead trim.",2017-12-30T12:56:44-05:00
,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/d8ppsk9jlwz1siyg70ap","50,000 bonus points",Chase Sapphire Preferred® Card,"https://www.dealnews.com/lw/click.html?20,2,2167586",2017-12-28T12:11:32-05:00,2167586,,CREDIT CARDS,"Sign up for the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167586"">Chase Sapphire Preferred® Credit Card</a> and earn <strong>50,000 bonus points</strong> after you spend <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17086874,2167586"">$4,000 or more</a> on purchases in the first three months from account opening – that's $625 toward travel when you redeem through Chase Ultimate Rewards®. Plus, earn <strong>5,000 bonus points</strong> after you add the first authorized user and make a purchase in the first three months from account opening. Also, earn <strong>2 points</strong> for every $1 spent on travel and dining at restaurants both in the U.S. and abroad, and <strong>1 point</strong> for every $1 spent on all other purchases. There's a <strong>$0 Intro Annual Fee</strong> for the first year, then $95 for each additional year, and <strong>no foreign transaction fees</strong> on purchases made outside the United States. For more terms and conditions, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17086877,2167586"">click here</a>.<br>
<br>
This card — and several more — can be found on our <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""http://dealnews.com/credit-cards/s1642/Chase/"">Chase Credit Card page</a>.        <div class=""article-disclaimer"">
            <p class=""article-disclaimer-text"">
                <a href=""#"" class=""article-disclaimer-link info"" data-panel=""article_disclaimer-dialog"" data-dialog_text=""DealNews has financial relationships with the credit card issuers mentioned on our site, and DealNews receives compensation if consumers choose to apply for these by clicking links in our content and ultimately sign up for these specific cards. This compensation has no impact or influence on where or how the cards appears on dealnews.com. DealNews does not include all card companies or all card offers available in the marketplace.&lt;br&gt;&lt;br&gt;
&lt;bold&gt;UGC Disclosure&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
These responses are not provided or commissioned by the bank advertiser. Responses have not been reviewed, approved or otherwise endorsed by the bank advertiser. It is not the bank advertiser's responsibility to ensure all posts and/or questions are answered.
&lt;bold&gt;Bank Disclaimer&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
This content is not provided or commissioned by the Bank Advertiser. Opinions expressed here are author's alone, not those of the Bank Advertiser, and have not been reviewed, approved or otherwise endorsed by the Bank Advertiser. This site may be compensated through the Bank Advertiser Affiliate Program."" data-dialog_title=""Advertiser Disclosure"">Advertiser Disclosure</a>
            </p>
        </div>",
