time_published,uuid,shipping,hotness,url,picture_url,time_modified,editors_choice,title,category,description,price
2017-12-26T11:54:05-05:00,2165855,,,"https://www.dealnews.com/lw/click.html?20,2,2165855","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ydfbhq1eoc6ncmebhug2",,,Chase Freedom Unlimited® Card,CREDIT CARDS,"Sign up for the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2165855"">Chase Freedom Unlimited® Card</a> and <strong>earn a $150 Bonus</strong> after you spend $500 on purchases in your first three months from account opening. Plus, receive a <strong>0% Intro APR</strong> for 15 months on purchases and balance transfers. (After that, variable APR, currently 15.99% - 24.74%.) Other card features include earning <strong>unlimited 1.5% cash back</strong> on every purchase. It's automatic! Redeem for cash back - any amount, anytime and your Cash Back rewards do not expire as long as your account is open. Plus, there's <strong>no annual fee</strong>. For more terms and conditions, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17082953,2165855"">click here</a>.<br>
<br>
This card — and several more — can be found on our <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""http://dealnews.com/credit-cards/s1642/Chase/"">Chase Credit Card page</a>.        <div class=""article-disclaimer"">
            <p class=""article-disclaimer-text"">
                <a href=""#"" class=""article-disclaimer-link info"" data-panel=""article_disclaimer-dialog"" data-dialog_text=""DealNews has financial relationships with the credit card issuers mentioned on our site, and DealNews receives compensation if consumers choose to apply for these by clicking links in our content and ultimately sign up for these specific cards. This compensation has no impact or influence on where or how the cards appears on dealnews.com. DealNews does not include all card companies or all card offers available in the marketplace.&lt;br&gt;&lt;br&gt;
&lt;bold&gt;UGC Disclosure&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
These responses are not provided or commissioned by the bank advertiser. Responses have not been reviewed, approved or otherwise endorsed by the bank advertiser. It is not the bank advertiser's responsibility to ensure all posts and/or questions are answered.
&lt;bold&gt;Bank Disclaimer&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
This content is not provided or commissioned by the Bank Advertiser. Opinions expressed here are author's alone, not those of the Bank Advertiser, and have not been reviewed, approved or otherwise endorsed by the Bank Advertiser. This site may be compensated through the Bank Advertiser Affiliate Program."" data-dialog_title=""Advertiser Disclosure"">Advertiser Disclosure</a>
            </p>
        </div>",Earn a $150 bonus
2017-12-28T16:29:21-05:00,2167832,,,https://www.dealnews.com/features/best-tv-deals/,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ffrimpfcf9d8uvvfyozz",,,"Best 4K TV Deals: This Samsung 55"" Beats Its Cyber Monday Price!",BEST HDTV DEALS,"If your living room feels cavernous without a big-screen TV, now's the time to upgrade! Awards season and the Super Bowl are coming up fast, and all the events will look even better on a new set. Check out our roundup of the week's best <a data-iref=""fp-feature-content-wide-body"" href=""https://www.dealnews.com/features/best-tv-deals/"">TV deals</a> to save hundreds!",
,2167826,free shipping,5,https://www.dealnews.com/Oneida-Year-End-Clearance-Sale-Up-to-80-off-20-off-free-shipping/2167826.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/dinmxwtooqabltmtcbpg",2017-12-29T08:07:51-05:00,,Oneida Year-End Clearance Sale,KITCHEN,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167826"">Oneida</a> cuts <strong>up to 80% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087741,2167826"">clearance items</a> during its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087744,2167826"">Year-End Clearance Sale</a>. Plus, coupon code ""DEALNEWSFREE"" takes an <strong>extra 20% off</strong> and bags <strong>free shipping</strong>. Save on food storage items, flatware, bakeware, and dinnerware. Deal ends December 30.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s2334/Oneida/"">Oneida Coupons</a>.</p>",Up to 80% off + 20% off
2017-12-28T16:22:41-05:00,2167736,free shipping,3,https://www.dealnews.com/Ox-Gord-45-Pet-Playpen-for-25-free-shipping/2167736.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ssckdqc9oxxfwh66sogw",,,"OxGord 45"" Pet Playpen",PETS,"Covershield via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167736"">OxGord 45"" Pet Playpen</a> in several colors (Blue pictured) for <strong>$24.95</strong> with <strong>free shipping</strong>. That's tied with last week's mention and the lowest price we could find by $10. It features eight mesh windows and a zippered mesh door and measures 45"" x 24"".",$25
,2167802,free shipping,4,https://www.dealnews.com/Timbuk2-Parkside-16-Laptop-Backpack-for-34-free-shipping/2167802.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ocinh83n5avthnixwfhv",2017-12-29T09:48:53-05:00,,"Timbuk2 Parkside 16"" Laptop Backpack",LAPTOP BAGS,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167802"">Timbuk2 Parkside Laptop Backpack</a> in Midway for <strong>$34.45</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $11, although we saw it in another color for pennies less in September. It features several pockets and holds laptops up to 15.6"".",$34
2017-12-28T16:20:31-05:00,2167490,free shipping,1,https://www.dealnews.com/Kolibree-Ara-Rechargeable-Toothbrush-from-120-free-shipping/2167490.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ineyoua7szyim6yucorl",,,Kolibree Ara Rechargeable Toothbrush,TOOTHBRUSHES,"Sam's Club offers its members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167490"">Kolibree Ara Rechargeable Toothbrush with Artificial Intelligence</a> for <b>$119.98</b> with <b>free shipping</b>. (Non-members pay a $12 surcharge.) That's $29 off list and the lowest price we could find. It features Bluetooth 4.0 and gathers data on your brushing habits to help you improve your oral health. Deal ends December 31.",from $120
,2167814,free shipping,3,https://www.dealnews.com/Oneida-2-Piece-Santoku-and-Paring-Knife-Set-for-10-free-shipping/2167814.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/cl6u97h0jtvwkvam5nkl",2017-12-29T09:00:08-05:00,True,Oneida 2-Piece Santoku and Paring Knife Set,CUTLERY & FLATWARE,"Oneida offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167814"">Oneida 2-Piece Santoku and Paring Knife Set</a> for $15.99. Coupon code ""DEALNEWSFREE"" cuts it to <strong>$9.59</strong> and bags <strong>free shipping</strong>. That's $2 under last month's mention, a savings of $30, and the lowest price we've seen. They feature stainless steel handles and blades. Deal ends December 30.",$10
,2167760,free shipping,4,https://www.dealnews.com/Planters-Deluxe-Mixed-Nuts-15.25-oz.-Can-for-6-free-shipping/2167760.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/sljzuvbvajch9m0qzilf",2017-12-29T09:48:35-05:00,,Planters Deluxe Mixed Nuts 15.25-oz. Can,GROCERIES,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167760"">Planters Deluxe Mixed Nuts 15.25-oz. Can</a> for <s>$6.15</s> <strong>$6.38</strong> with <strong>free shipping</strong> via the directions below. That's a slight drop from our November mention and about $2 under what you'd expect to pay at your local store. This mix contains cashews, almonds, Brazil nuts, pecans, and pistachios. To get this price:
<ol>
 <li>View the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167760"">Planters Deluxe Mixed Nuts 15.25-oz. Can</a> for <del>$7.68</del> $7.98
 </li>
 <li>clip the 15% off coupon on the product page
 </li>
 <li>check out via Subscribe &amp; Save for a final price of <s>$6.15</s> <strong>$6.38</strong> with <strong>free shipping</strong>
 </li>
</ol>
Note: Be sure to cancel your subscription after your order arrives to avoid being billed for subsequent shipments.",$6
2017-12-28T16:06:15-05:00,2167808,free shipping,3,https://www.dealnews.com/Delta-In2-ition-2-in-1-Handshower-Showerhead-for-77-free-shipping/2167808.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/dicj63c3qeve6rftnjra",,,Delta In2ition 2-in-1 Handshower Showerhead,BED & BATH,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167808"">Delta In2ition 4-Setting 2-in-1 Handshower Showerhead</a> in Stainless for <strong>$77.11</strong> with <strong>free shipping</strong>. That's the lowest price we could find for this finish by $14. It features a 69"" plastic ultra flex hose and 2 GPM flow rate.",$77
2017-12-28T16:04:13-05:00,2167478,free shipping,2,https://www.dealnews.com/Hamilton-Beach-Brewstation-12-Cup-Coffeemaker-for-37-free-shipping/2167478.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/sldesnnbwvdjuaixmgvj",,,Hamilton Beach Brewstation 12-Cup Coffeemaker,SMALL APPLIANCES,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167478"">Hamilton Beach Brewstation Summit 12-Cup Programmable Coffeemaker</a> for <strong>$37</strong> with <strong>free shipping</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17086553,2167478"">Amazon</a> charges the same.) That's the lowest price we could find by $12, although we saw it for $2 less in May. It brews up to 12 cups at once, but dispenses coffee one cup at a time.",$37
2017-12-26T12:00:35-05:00,2165861,,,"https://www.dealnews.com/lw/click.html?20,2,2165861","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hozow7nxzxkuqstccluu",,,Latest Credit Card Offers from Chase,CREDIT CARDS,"Looking for a new credit card? Check out our <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""http://dealnews.com/credit-cards/s1642/Chase/"">Chase Credit Card page</a> which features several offers available to applicants from a wide range of credit ratings. Some notable cards include Chase Sapphire Preferred®, Chase Freedom Unlimited®, and United MileagePlus® Explorer Card.",
,2167475,free shipping,3,https://www.dealnews.com/Refurb-Samsung-Note-4-32-GB-VZW-Phone-for-140-free-shipping/2167475.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/gdjjr0bih1qgkvlwil8h",2017-12-29T03:09:40-05:00,,Refurb Samsung Note 4 32GB VZW Phone,ANDROID PHONES,"Bidallies via eBay offers the refurbished <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167475"">Samsung Galaxy Note 4 32GB 4G LTE Android Phone for Verizon</a> in Black or White for <strong>$139.95</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $5, although we saw this for $17 less in October. It features a 5.7"" 2560x1440 Super AMOLED display, 2.7GHz quad-core processor, 16-megapixel rear-facing camera, 3.7-megapixel front-facing camera with 120°-wide selfie mode, 4K Ultra HD video recording at 30fps, 3GB RAM, 32GB internal memory, Bluetooth 4.1, 802.11ac wireless, microSDXC card slot, and Android 4.4 (Kit Kat).<br>
<br>
Note: No warranty information is given.",$140
2017-12-28T15:49:26-05:00,2167718,pickup at Walmart,3,https://www.dealnews.com/Kitchen-Aid-Blade-Coffee-Grinder-for-20-pickup-at-Walmart/2167718.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/w8ixlulehk5tpsrh566f",,,KitchenAid Blade Coffee Grinder,SMALL APPLIANCES,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167718"">KitchenAid Blade Coffee Grinder</a> in Onyx Black for <strong>$19.99</strong>. Choose in-store <strong>pickup</strong> to avoid the $5.99 shipping fee. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087429,2167718"">Amazon</a> charges the same with free shipping for Prime members and <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087432,2167718"">Home Depot</a> charges the same with in-store pickup.) That's the lowest price we could find by $4. It features a 160-watt motor and grinds up to 12 cups of coffee.",$20
2017-12-28T15:47:43-05:00,2167790,free shipping,3,https://www.dealnews.com/Origins-13-Piece-Give-Joy-Set-w-Bonus-for-49-free-shipping/2167790.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/elnuob3swslmhjgie8nf",,,Origins 13-Piece Give Joy Set w/ Bonus,BEAUTY,"Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167790"">Origins 13-Piece Give Joy Super Set</a>, together with an <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087627,2167790"">Origins 2-Piece GinZing Eye Duo</a> for <strong>$49</strong> with <strong>free shipping</strong>. (The 2-piece set is added to your cart automatically.) That's the lowest price we could find by $30. It includes a combination of full- and trial-size makeup and skincare items.<br>
<br>
<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087630,2167790"">Origins</a> charges the same, but without the extra 2-piece kit.",$49
,2167787,,5,https://www.dealnews.com/Frontier-Airlines-coupon-99-off-nationwide-fares/2167787.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/tdjsfk0cumhrlgma5m3m",2017-12-29T08:06:18-05:00,True,Frontier Airlines coupon,AIRFARE,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167787"">Frontier Airlines</a> via ShermansTravel cuts <strong>99% off</strong> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087621,2167787"">Frontier Airlines Flights Nationwide</a> via coupon code ""SAVE99"". (On the ShermansTravel landing page, click on ""FlyFrontier.com"" in the main paragraph to see this offer. The discount applies to base fare only.) That's tied with our mention from November as the strongest discount we've seen on fares from Frontier Airlines. Some exclusions and blackout dates apply. Book this travel deal by December 29 for flights on select days from January 9 through February 7.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s38659/Shermans-Travel/"">ShermansTravel Coupons</a>.</p>",99% off nationwide fares
2017-12-28T15:40:47-05:00,2167709,free shipping,3,https://www.dealnews.com/Nixeus-Moda-Pro-Mechanical-Keyboard-for-41-free-shipping/2167709.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/byldmtzabib3k0wqxttu",,,Nixeus Moda Pro Mechanical Keyboard,KEYBOARDS,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167709"">Nixeus Moda Pro Brown Switch Mechanical Keyboard for Windows and Mac</a> for <strong>$41.22</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $24. It features MX compatible mechanical key switches, Mac key caps, and a steel plate reinforced aluminum chassis.",$41
2017-12-28T15:33:36-05:00,2167766,free shipping,3,https://www.dealnews.com/Teac-TN-200-USB-Turntable-w-Pre-Amplifier-for-150-free-shipping/2167766.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/jnwxznsxytguiwnxnopr",,,Teac TN-200 USB Turntable w/ Pre-Amplifier,AUDIO COMPONENTS,"Massdrop offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167766"">Teac TN-200 USB Turntable with Pre-Amplifier</a> in Black for <b>$149.99</b> with <b>free shipping</b>. That's $9 under our April mention and the lowest price we could find now by $100. This belt-driven turntable features two speeds (33-1/3 and 45 rpm), a moving magnet cartridge, built-in pre-amplifier with line and USB outs, unamplified phono out, and aluminum die-cast platter. Deal ends December 31.<br>
<br>
Note: This item has an estimated ship date of January 26.",$150
2017-12-28T15:21:10-05:00,2167748,free shipping,3,https://www.dealnews.com/200-in-Chefd-Gift-Cards-from-100-free-shipping/2167748.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/sgaglqjdwkzib6kdvfeb",,,$200 in Chef'd Gift Cards,GIFT CARDS,"Costco offers its members <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167748"">four $50 Chef'd Gift Cards</a> for <strong>$99.99</strong> with <strong>free shipping</strong>. (Non-members pay an additional $7.50.) That's the lowest price we could find for $200 in gift cards by $50 and essentially makes purchases at Chef'd 50% off. Chef'd is a non-subscription meal-delivery service with over 650 meal kits from renowned chefs and food brands. Click <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087525,2167748"">here</a> for more info. Deal ends January 22.<br>
<br>
Note: Shipping at Chef'd costs $10, or get free shipping with orders of $40 or more.",from $100
,2167769,,4,https://www.dealnews.com/24-Hour-Fitness-All-Club-Sport-2-yr-Membership-from-370/2167769.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/vtbvmpyz0yibxdpgj6hx",2017-12-29T08:58:43-05:00,True,24 Hour Fitness All-Club Sport 2yr Membership,SPORTS & FITNESS,"Costco offers its members a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167769"">24 Hour Fitness All-Club Sport 2-Year Membership eCertificate</a> for <strong>$369.99</strong>. (Non-members pay an extra $20.) That works out to $185 per year; for further comparison, 24 Hour Fitness direct charges $410 for a <i>single year</i>. This membership tier grants access to any Fit-Lite, Express, Active, or Sport club in the continental United States (over 280 clubs).<br>
<br>
Also available is a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087546,2167769"">24 Hour Fitness All-Club Super-Sport 2-Year Membership eCertificate</a> for <strong>$599.99</strong>. (Non-members pay an extra $32.50.) That's only $10 more than what 24 Hour Fitness charges for <i>one year</i> of this membership. This tier includes access to the same clubs as above, as well as Super-Sport locations, for a total of over 400 clubs. Both deals end January 1.<br>
<br>
These offers are valid for new 24 Hour Fitness customers only.",from $370
2017-12-28T15:13:57-05:00,2167739,free shipping w/ $50,3,https://www.dealnews.com/Express-Clearance-Sale-Extra-30-off-free-shipping-w-50/2167739.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hvd4psobimaskomcdayj",,,Express Clearance Sale,CLOTHING & ACCESSORIES,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167739"">Express</a> takes an <b>extra 30% off</b> its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087492,2167739"">men's and women's clearance items</a> for its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087495,2167739"">Clearance Sale</a>. (Discount is applied automatically in-cart.) Shipping adds <b>$8</b>, but orders of $50 or more qualify for free shipping. Some exclusions apply.",Extra 30% off
2017-12-29T00:01:00-05:00,2167784,free shipping,,https://www.dealnews.com/Dell-27-1080-p-IPS-LED-LCD-Display-for-218-free-shipping/2167784.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/x3lesrlxdgbofcjui2p4",,,"Dell 27"" 1080p IPS LED LCD Display",MONITORS,"Dell Home, via its Member Purchase Program, offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167784"">Dell S2715H 27"" 1080p IPS LED-Backlit LCD Monitor</a> in Black for <b>$218.49</b> with <strong>free shipping</strong>. It features a 1920x1080 (1080p) native resolution, HDMI, USB, and VGA inputs.",$218
2017-12-28T15:03:59-05:00,2167715,free shipping,3,https://www.dealnews.com/Toms-Youth-Floral-Classic-Shoes-for-16-free-shipping/2167715.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/p3hcwka3v2cdfbpl0wkm",,,Toms Youth Floral Classic Shoes,KIDS' SHOES,"Toms offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167715"">Toms Youth Floral Classic Shoes</a> in Pink for $21.99. Coupon code ""SALE25"" drops it to <b>$16.49</b>. That's a savings of $26 and the lowest price we could find. They're available in select sizes from 13.5 to 6.",$16
,2167733,free shipping w/ $40,4,https://www.dealnews.com/Journeys-End-of-Season-Sale-Up-to-50-off-free-shipping-w-40/2167733.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/rlpr7xsgd9n8stij6ytb",2017-12-29T09:47:54-05:00,,Journeys End of Season Sale,CLOTHING & ACCESSORIES,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167733"">Journeys</a> takes <strong>up to 50% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087477,2167733"">men's, women's, and kids' shoes, apparel, and accessories</a> as part of its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087480,2167733"">End of Season Sale</a>. (Prices are as marked.) Shipping adds <strong>$4.95</strong>, or spend $39.99 or more for free shipping.",Up to 50% off
,2167703,free shipping,4,https://www.dealnews.com/Neiman-Marcus-Sale-on-Sale-Extra-33-off-free-shipping/2167703.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/vxep1sghav3genbcx5tx",2017-12-29T09:45:57-05:00,,Neiman Marcus Sale on Sale,CLOTHING & ACCESSORIES,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167703"">Neiman Marcus</a> takes an <strong>extra 33% off</strong> select <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087399,2167703"">apparel, shoes, accessories, and home items</a> during its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087402,2167703"">Sale on Sale</a>, rendering total discounts of <b>up to 60% off</b> regular prices. (Discounted prices are noted in red.) Plus, all orders bag <b>free shipping</b>. Some exclusions apply, including clearance items. Deal ends December 29 at 11 pm ET.",Extra 33% off
2017-12-28T14:51:37-05:00,2167697,free shipping,2,https://www.dealnews.com/Grasshoppers-End-of-Year-Clearance-Event-Up-to-50-off-free-shipping/2167697.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/pahmxg8vafh41pysyx0e",,,Grasshoppers End of Year Clearance Event,SHOES,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087393,2167697"">Grasshoppers</a> takes <strong>up to 50%</strong> off a selection of its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167697"">women's shoes</a>, with prices starting from <strong>$19.95</strong>, as part of its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087390,2167697"">End of Year Clearance Event</a>. Plus, these items qualify for <strong>free shipping</strong>. Deal ends January 31.",Up to 50% off
2017-12-28T14:51:32-05:00,2167691,free shipping,3,https://www.dealnews.com/Coop-Home-Goods-End-of-Year-Clearance-Sale-Up-to-40-off-coupon-free-shipping/2167691.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/tly0cwqzemdvqlhvxo0z",,,Coop Home Goods End of Year Clearance Sale,HOME & GARDEN,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087468,2167691"">Coop Home Goods</a> takes <strong>up to 40% off</strong> select items during its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087363,2167691"">End of Year Clearance Sale</a>. Even better, take an <strong>extra 10% off</strong> select items via coupon code ""COOP10"". Plus, all orders receive <strong>free shipping</strong>. Some exclusions apply. Sale ends January 1, 2018. A couple of best bets:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167691"">Coop Home Goods Ventilated Orthopedic Seat Cushion</a> for <strong>$11.47</strong> via ""COOP10"" (pictured, low by $14)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087366,2167691"">Coop Home Goods Original Standard Pillow</a> for <strong>$35.74</strong> (same at <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087369,2167691"">Marlow's Mercantile via Amazon</a>, $19 off)
 </li>
</ul>",Up to 40% off + coupon
2017-12-28T14:38:34-05:00,2167712,,2,https://www.dealnews.com/3-Nts-at-Wyndham-Garden-Fort-Myers-Beach-20-off/2167712.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ls42sburjiluswninh0s",,,3Nts at Wyndham Garden Fort Myers Beach,HOTELS,"Wyndham offers takes <b>20% off</b> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167712"">3-Night Stays at Wyndham Garden Fort Myers Beach</a> in Fort Myers, FL, as provided by Dunhill Travel. Alternatively, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087414,2167712"">book a 4-night stay</a> and get the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087417,2167712"">fourth night</a> for <b>free</b>. This 3-star hotel has an Expedia rating of 78% based on 840 reviews. Additional taxes and fees apply. Book this travel deal by December 31 for stays through January 25.",20% off
